game_pk,home_pitching_era_rolling_5,away_pitching_era_rolling_5,home_pitching_era_rolling_10,away_pitching_era_rolling_10
634615,,,,
634618,,,,
634622,,,,
634625,,,,
634630,,,,
634634,,,,
634636,,,,
634638,,,,
634640,,,,
634642,,,,
634645,,,,
634652,,,,
634655,,,,
634576,4.0,9.0,4.0,9.0
634578,5.4,6.0,5.4,6.0
634602,1.0,0.0,1.0,0.0
634605,8.0,0.0,8.0,0.0
634627,,,,
634631,3.0,2.25,3.0,2.25
634653,5.0,7.875,5.0,7.875
634573,2.0,3.375,2.0,3.375
634575,4.5,1.0,4.5,1.0
634577,2.0,0.0,2.0,0.0
634580,1.8,1.862062544611915,1.8,1.862062544611915
634596,3.5,2.0,3.5,2.0
634604,9.0,15.75,9.0,15.75
634623,3.0,6.75,3.0,6.75
634629,8.0,2.5,8.0,2.5
634633,8.0,6.882352941176471,8.0,6.882352941176471
634639,5.684210526315789,4.5,5.684210526315789,4.5
634643,5.0,2.0,5.0,2.0
634644,1.8,1.8,1.8,1.8
634646,7.5,4.235294117647059,7.5,4.235294117647059
634654,9.0,6.0,9.0,6.0
634557,7.333333333333333,6.230769230769231,7.333333333333333,6.230769230769231
634560,7.0,7.9411764705882355,7.0,7.9411764705882355
634572,2.0,6.375,2.0,6.375
634593,6.5,12.375,6.5,12.375
634597,3.3157894736842106,0.5,3.3157894736842106,0.5
634607,1.894736842105263,3.5,1.894736842105263,3.5
634610,2.5,1.0,2.5,1.0
634611,2.0,4.5,2.0,4.5
634613,3.0,3.7058823529411766,3.0,3.7058823529411766
634617,0.9473684210526315,3.056598006418856,0.9473684210526315,3.056598006418856
634637,6.0,3.96,6.0,3.96
634651,8.333333333333334,2.0,8.333333333333334,2.0
634551,3.857142857142857,4.86000486000486,3.857142857142857,4.86000486000486
634552,4.75,2.0,4.75,2.0
634558,5.0,3.96,5.0,3.96
634562,4.333333333333333,9.72,4.333333333333333,9.72
634566,3.0,4.5,3.0,4.5
634587,2.25,1.6666666666666667,2.25,1.6666666666666667
634588,4.333333333333333,0.6666666666666666,4.333333333333333,0.6666666666666666
634591,2.0,4.5,2.0,4.5
634600,8.25,5.142857142857143,8.25,5.142857142857143
634601,5.333333333333333,5.1923076923076925,5.333333333333333,5.1923076923076925
634606,0.9642857142857143,,0.9642857142857143,
634612,9.0,2.6666666666666665,9.0,2.6666666666666665
634616,3.96,6.333333333333333,3.96,6.333333333333333
634529,2.2,3.857142857142857,2.2,3.857142857142857
634530,4.5,4.363636363636363,4.5,4.363636363636363
634559,3.0,4.75,3.0,4.75
634586,5.0,2.8636363636363638,5.0,2.8636363636363638
634590,4.5,6.617647058823529,4.5,6.617647058823529
634594,4.0,7.411764705882353,4.0,7.411764705882353
634599,1.7027027027027026,3.085714285714286,1.7027027027027026,3.085714285714286
634603,6.75,2.0,6.75,2.0
634608,1.4594594594594594,2.25,1.4594594594594594,2.25
634609,3.891891891891892,3.826774666751706,3.891891891891892,3.826774666751706
