game_pk,home_fielding_e_per_g_rolling_10,away_fielding_e_per_g_rolling_10
634615,,
634618,,
634622,,
634625,,
634630,,
634634,,
634636,,
634638,,
634640,,
634642,,
634645,,
634652,,
634655,,
634576,1.0,0.0
634578,1.0,1.0
634602,0.0,0.0
634605,0.0,2.0
634627,,
634631,0.0,1.0
634653,0.0,2.0
634573,0.0,1.0
634575,0.0,2.0
634577,1.0,1.0
634580,1.0,1.0
634596,0.0,0.5
634604,0.0,3.0
634623,1.5,0.0
634629,0.5,1.0
634633,0.0,1.5
634639,0.5,0.5
634643,0.0,2.0
634644,0.0,0.0
634646,0.5,1.0
634654,2.0,0.0
634557,0.3333333333333333,1.0
634560,1.5,0.0
634572,1.0,0.6666666666666666
634593,0.0,2.0
634597,0.0,1.0
634607,0.5,0.5
634610,1.0,0.5
634611,0.0,1.0
634613,0.0,2.0
634617,0.5,0.5
634637,0.3333333333333333,1.3333333333333333
634651,0.3333333333333333,1.0
634551,0.3333333333333333,1.0
634552,1.0,0.75
634558,1.0,1.6666666666666667
634562,0.6666666666666666,0.3333333333333333
634566,0.0,0.6666666666666666
634587,1.0,0.3333333333333333
634588,0.3333333333333333,1.0
634591,1.25,0.3333333333333333
634600,0.5,0.75
634601,0.6666666666666666,0.6666666666666666
634606,0.3333333333333333,
634612,1.6666666666666667,0.3333333333333333
634616,0.6666666666666666,0.3333333333333333
634529,1.2,0.5
634530,1.0,1.25
634559,0.0,0.5
634586,0.8,0.8
634590,0.5,0.75
634594,0.5,0.25
634599,0.75,0.25
634603,0.5,0.75
634608,0.5,1.0
634609,0.75,1.0
634619,0.5,0.5
634624,,0.6666666666666666
634628,0.6,0.8
634635,1.75,0.5
634527,0.0,0.75
634539,0.6,0.2
634542,0.6,0.6
634549,0.0,0.6
634563,1.0,0.4
634567,0.5,0.6666666666666666
634570,0.8,1.2
634583,1.4,0.4
634585,0.6,0.6
634589,0.5,0.25
634592,0.8,0.8333333333333334
634595,0.0,0.6
634598,0.6,0.6
634626,0.4,1.5
634641,0.4,0.6
634544,0.16666666666666666,0.3333333333333333
634545,0.3333333333333333,1.0
634546,0.6666666666666666,0.42857142857142855
634550,0.6666666666666666,0.6666666666666666
634555,1.3333333333333333,0.3333333333333333
634564,0.5,0.6666666666666666
634565,1.0,0.2
634568,0.5,0.6666666666666666
634584,1.3333333333333333,0.5
634478,1.1666666666666667,1.1428571428571428
634494,0.3333333333333333,0.42857142857142855
634499,0.6666666666666666,0.6666666666666666
634505,0.4,0.5
634512,0.2857142857142857,0.8571428571428571
634533,0.5714285714285714,0.0
634534,0.5,0.5
634537,0.5714285714285714,0.5
634540,0.7142857142857143,0.6666666666666666
632169,0.2857142857142857,0.375
632191,0.5,0.0
632193,1.1428571428571428,1.0
632195,1.1428571428571428,0.2857142857142857
632201,1.0,0.42857142857142855
632202,0.625,0.4444444444444444
632205,0.7142857142857143,0.5714285714285714
632217,0.5714285714285714,0.7142857142857143
