game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
634615,,,,
634618,,,,
634622,,,,
634625,,,,
634630,,,,
634634,,,,
634636,,,,
634638,,,,
634640,,,,
634642,,,,
634645,,,,
634652,,,,
634655,,,,
634576,8.0,7.0,8.0,7.0
634578,8.0,7.0,8.0,7.0
634602,0.0,1.0,0.0,1.0
634605,1.0,8.0,1.0,8.0
634627,,,,
634631,4.0,3.0,4.0,3.0
634653,8.0,5.0,8.0,5.0
634573,3.0,2.0,3.0,2.0
634575,6.0,5.0,6.0,5.0
634577,0.0,3.0,0.0,3.0
634580,3.0,2.0,3.0,2.0
634596,2.0,3.5,2.0,3.5
634604,14.0,10.0,14.0,10.0
634623,6.0,4.5,6.0,4.5
634629,3.0,8.5,3.0,8.5
634633,7.0,8.0,7.0,8.0
634639,5.5,6.5,5.5,6.5
634643,3.0,5.0,3.0,5.0
634644,2.0,3.0,2.0,3.0
634646,6.0,7.5,6.0,7.5
634654,6.0,11.0,6.0,11.0
634557,6.333333333333333,7.333333333333333,6.333333333333333,7.333333333333333
634560,7.5,8.5,7.5,8.5
634572,6.333333333333333,3.0,6.333333333333333,3.0
634593,12.5,7.0,12.5,7.0
634597,3.0,3.5,3.0,3.5
634607,3.5,3.0,3.5,3.0
634610,1.0,3.5,1.0,3.5
634611,4.0,2.0,4.0,2.0
634613,4.0,3.0,4.0,3.0
634617,3.5,1.0,3.5,1.0
634637,5.666666666666667,6.0,5.666666666666667,6.0
634651,2.3333333333333335,8.666666666666666,2.3333333333333335,8.666666666666666
634551,5.0,5.5,5.0,5.5
634552,6.0,8.75,6.0,8.75
634558,9.0,3.0,9.0,3.0
634562,5.333333333333333,6.0,5.333333333333333,6.0
634566,4.0,2.6666666666666665,4.0,2.6666666666666665
634587,2.6666666666666665,6.0,2.6666666666666665,6.0
634588,3.6666666666666665,5.0,3.6666666666666665,5.0
634591,5.0,4.333333333333333,5.0,4.333333333333333
634600,2.25,6.5,2.25,6.5
634601,1.6666666666666667,4.666666666666667,1.6666666666666667,4.666666666666667
634606,3.0,,3.0,
634612,7.0,3.0,7.0,3.0
634616,4.333333333333333,9.333333333333334,4.333333333333333,9.333333333333334
634529,4.4,4.0,4.4,4.0
634530,8.0,3.0,8.0,3.0
634559,4.25,2.75,4.25,2.75
634586,6.2,8.2,6.2,8.2
634590,4.0,4.0,4.0,4.0
634594,4.25,5.5,4.25,5.5
634599,3.75,4.5,3.75,4.5
634603,4.25,7.5,4.25,7.5
634608,3.5,3.0,3.5,3.0
634609,3.75,5.6,3.75,5.6
634619,5.25,3.0,5.25,3.0
634624,,1.0,,1.0
634628,2.4,7.2,2.4,7.2
634635,5.75,3.75,5.75,3.75
634527,6.0,2.0,6.0,2.0
634539,4.4,4.0,4.4,4.0
634542,5.8,4.4,5.8,4.4
634549,3.4,3.0,3.4,3.0
