game_pk,home_batting_hr_per_g_rolling_5,away_batting_hr_per_g_rolling_5
634615,,
634618,,
634622,,
634625,,
634630,,
634634,,
634636,,
634638,,
634640,,
634642,,
634645,,
634652,,
634655,,
634576,2.0,4.0
634578,0.0,4.0
634602,0.0,1.0
634605,0.0,2.0
634627,,
634631,1.0,1.0
634653,0.0,0.0
634573,1.0,1.0
634575,0.0,1.0
634577,0.0,0.0
634580,0.0,1.0
634596,0.0,2.0
634604,3.0,0.0
634623,1.5,2.5
634629,0.5,2.0
634633,2.0,0.0
634639,0.0,3.0
634643,0.0,1.0
634644,1.0,1.0
634646,1.5,1.5
634654,2.0,2.0
634557,2.0,0.3333333333333333
634560,2.0,2.5
634572,1.3333333333333333,1.6666666666666667
634593,2.5,0.5
634597,0.0,1.0
634607,1.0,1.0
634610,0.0,0.0
634611,0.5,1.0
634613,1.0,0.5
634617,0.0,0.5
634637,1.3333333333333333,1.3333333333333333
634651,0.3333333333333333,1.6666666666666667
634551,0.6666666666666666,1.0
634552,1.75,2.0
634558,2.0,0.6666666666666666
634562,0.6666666666666666,1.6666666666666667
634566,1.0,0.3333333333333333
634587,0.6666666666666666,0.0
634588,1.0,1.3333333333333333
634591,1.25,2.0
634600,0.25,0.5
634601,0.3333333333333333,1.6666666666666667
634606,0.3333333333333333,
634612,1.0,1.3333333333333333
634616,1.6666666666666667,2.0
634529,1.0,2.25
634530,2.0,1.25
634559,1.5,0.5
634586,1.6,1.8
634590,0.5,1.25
634594,0.5,1.5
634599,1.0,0.0
634603,1.5,1.5
634608,0.25,0.0
634609,0.5,1.0
634619,1.5,1.25
634624,,0.6666666666666666
634628,0.4,0.8
634635,0.75,1.5
634527,1.0,1.5
634539,1.2,0.2
634542,2.2,1.4
634549,1.2,0.8
634563,0.8,2.0
634567,0.4,1.4
634570,2.0,1.2
634583,1.4,1.6
634585,0.4,1.4
634589,1.25,1.75
634592,0.4,1.4
634595,1.0,1.2
634598,1.2,1.6
634626,0.4,1.0
634641,0.6,1.0
634544,0.6,0.8
634545,1.6,1.6
634546,2.0,0.4
634550,1.4,0.4
634555,1.2,1.4
634564,2.2,0.6
634565,1.0,1.6
634568,1.4,1.2
634584,0.6666666666666666,0.4
634478,1.6,0.8
634494,1.4,1.6
634499,0.8,1.0
634505,1.4,1.2
634512,1.8,1.4
634533,1.4,0.6666666666666666
634534,1.2,1.0
634537,2.2,0.4
634540,0.6,2.4
632169,1.0,1.2
632191,1.4,0.5
632193,1.4,0.6
632195,1.2,1.6
632201,0.75,0.4
632202,2.0,1.0
632205,1.8,0.6
632217,0.4,1.2
632218,1.6,1.4
632222,1.0,1.2
632227,1.4,1.6
634484,0.8,2.2
634491,1.0,1.2
634524,1.8,1.0
632170,1.2,1.0
632188,1.2,1.4
632196,1.2,1.4
632200,1.4,1.2
632207,1.8,1.2
632209,1.2,2.0
632214,1.4,0.8
632215,1.6,0.6
632225,1.2,1.4
632228,2.4,1.4
632232,0.6,1.2
