game_pk,home_pitching_qs_rate_rolling_10,away_pitching_qs_rate_rolling_10
634615,,
634618,,
634622,,
634625,,
634630,,
634634,,
634636,,
634638,,
634640,,
634642,,
634645,,
634652,,
634655,,
634576,0.0,0.0
634578,0.0,0.0
634602,1.0,1.0
634605,0.0,1.0
634627,,
634631,1.0,1.0
634653,0.0,0.0
634573,1.0,1.0
634575,0.0,1.0
634577,1.0,1.0
634580,1.0,1.0
634596,0.5,0.5
634604,0.0,0.0
634623,0.5,0.0
634629,0.0,0.5
634633,0.0,0.0
634639,0.0,0.5
634643,0.0,1.0
634644,1.0,1.0
634646,0.5,0.5
634654,0.0,0.0
634557,0.0,0.0
634560,0.0,0.0
634572,0.6666666666666666,0.0
634593,0.0,0.0
634597,0.5,1.0
634607,1.0,0.5
634610,1.0,1.0
634611,1.0,0.5
634613,0.5,0.5
634617,1.0,0.5
634637,0.6666666666666666,0.6666666666666666
634651,0.0,0.6666666666666666
634551,0.3333333333333333,0.5
634552,0.75,0.75
634558,0.3333333333333333,0.3333333333333333
634562,0.3333333333333333,0.0
634566,0.6666666666666666,0.3333333333333333
634587,1.0,1.0
634588,0.6666666666666666,1.0
634591,0.75,0.3333333333333333
634600,0.0,0.25
634601,0.6666666666666666,0.3333333333333333
634606,1.0,
634612,0.3333333333333333,0.6666666666666666
634616,0.6666666666666666,0.0
634529,0.8,0.5
634530,0.5,0.25
634559,0.75,0.25
634586,0.6,0.6
634590,0.75,0.25
634594,0.5,0.25
634599,1.0,0.75
634603,0.5,0.75
634608,1.0,1.0
634609,0.25,0.6
634619,0.25,0.25
634624,,0.6666666666666666
634628,0.0,0.4
634635,0.25,0.75
634527,0.0,0.5
634539,1.0,0.6
634542,0.2,0.2
634549,0.6,0.4
634563,0.8333333333333334,0.6
634567,0.0,0.5
634570,0.6,0.2
634583,0.2,0.6
634585,0.6,0.4
634589,0.75,0.25
634592,0.2,0.5
634595,0.0,0.4
634598,0.6,0.8
634626,0.8,1.0
634641,0.8,0.2
634544,0.6666666666666666,0.8333333333333334
634545,0.6666666666666666,0.5
634546,0.6666666666666666,0.14285714285714285
634550,0.8333333333333334,0.16666666666666666
634555,0.16666666666666666,0.6666666666666666
634564,0.3333333333333333,0.16666666666666666
634565,0.42857142857142855,0.2
634568,0.5,0.5
634584,0.6666666666666666,0.5
634478,0.3333333333333333,0.8571428571428571
634494,0.6666666666666666,0.42857142857142855
634499,0.16666666666666666,1.0
634505,0.8,0.6666666666666666
634512,0.5714285714285714,0.42857142857142855
634533,0.5714285714285714,0.3333333333333333
634534,0.5,0.8333333333333334
634537,0.7142857142857143,0.125
634540,0.14285714285714285,0.5
632169,0.7142857142857143,0.5
632191,0.625,0.5
632193,0.42857142857142855,0.875
632195,0.14285714285714285,0.7142857142857143
632201,0.75,0.5714285714285714
632202,0.625,0.2222222222222222
632205,0.8571428571428571,0.14285714285714285
632217,0.14285714285714285,0.8571428571428571
632218,0.8333333333333334,0.5714285714285714
