game_pk,home_batting_k_pct_rolling_10,away_batting_k_pct_rolling_10
634615,,
634618,,
634622,,
634625,,
634630,,
634634,,
634636,,
634638,,
634640,,
634642,,
634645,,
634652,,
634655,,
634576,0.3125,0.3
634578,0.28125,0.1794871794871795
634602,0.3,0.375
634605,0.3333333333333333,0.15151515151515152
634627,,
634631,0.3333333333333333,0.30303030303030304
634653,0.11428571428571428,0.16666666666666666
634573,0.4666666666666667,0.15625
634575,0.225,0.4358974358974359
634577,0.27586206896551724,0.20588235294117646
634580,0.3611111111111111,0.2702702702702703
634596,0.24242424242424243,0.296875
634604,0.21052631578947367,0.4
634623,0.3,0.3157894736842105
634629,0.2698412698412698,0.2191780821917808
634633,0.24285714285714285,0.16883116883116883
634639,0.3333333333333333,0.2702702702702703
634643,0.5,0.2857142857142857
634644,0.37142857142857144,0.3611111111111111
634646,0.3384615384615385,0.2876712328767123
634654,0.23529411764705882,0.1891891891891892
634557,0.22115384615384615,0.23275862068965517
634560,0.2318840579710145,0.28169014084507044
634572,0.2736842105263158,0.330188679245283
634593,0.1643835616438356,0.3611111111111111
634597,0.38235294117647056,0.42857142857142855
634607,0.32857142857142857,0.34782608695652173
634610,0.25806451612903225,0.2647058823529412
634611,0.3225806451612903,0.1746031746031746
634613,0.43859649122807015,0.3283582089552239
634617,0.3484848484848485,0.36923076923076925
634637,0.336734693877551,0.28703703703703703
634651,0.30434782608695654,0.1981981981981982
634551,0.30851063829787234,0.3049645390070922
634552,0.2900763358778626,0.1836734693877551
634558,0.20388349514563106,0.29292929292929293
634562,0.25742574257425743,0.2871287128712871
634566,0.38095238095238093,0.36
634587,0.2871287128712871,0.29464285714285715
634588,0.3258426966292135,0.3523809523809524
634591,0.25984251968503935,0.3018867924528302
634600,0.3008130081300813,0.24475524475524477
634601,0.2553191489361702,0.25252525252525254
634606,0.375,
634612,0.3333333333333333,0.28431372549019607
634616,0.1717171717171717,0.23853211009174313
634529,0.24074074074074073,0.28368794326241137
634530,0.25,0.33587786259541985
634559,0.34234234234234234,0.36923076923076925
634586,0.24848484848484848,0.1935483870967742
634590,0.24615384615384617,0.25190839694656486
634594,0.24242424242424243,0.32575757575757575
634599,0.29545454545454547,0.32167832167832167
634603,0.28,0.3448275862068966
634608,0.352,0.3055555555555556
634609,0.3548387096774194,0.28651685393258425
634619,0.24444444444444444,0.3115942028985507
634624,,0.3723404255319149
634628,0.28662420382165604,0.24456521739130435
634635,0.35766423357664234,0.2781954887218045
634527,0.2647058823529412,0.359375
634539,0.2710843373493976,0.3389830508474576
634542,0.23626373626373626,0.2931937172774869
634549,0.35294117647058826,0.37267080745341613
634563,0.23036649214659685,0.3
634567,0.291005291005291,0.23636363636363636
634570,0.24,0.3067484662576687
634583,0.3235294117647059,0.27710843373493976
634585,0.25609756097560976,0.3333333333333333
634589,0.1732283464566929,0.25
634592,0.36645962732919257,0.2850467289719626
634595,0.27419354838709675,0.35443037974683544
634598,0.30864197530864196,0.33513513513513515
