game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
634615,,
634618,,
634622,,
634625,,
634630,,
634634,,
634636,,
634638,,
634640,,
634642,,
634645,,
634652,,
634655,,
634576,5.0,1.0
634578,9.0,4.0
634602,1.0,3.0
634605,3.0,6.0
634627,,
634631,4.0,2.0
634653,3.0,8.0
634573,5.0,6.0
634575,2.0,7.0
634577,2.0,2.0
634580,4.0,2.0
634596,2.0,3.0
634604,8.0,9.0
634623,6.0,1.5
634629,3.0,5.5
634633,2.5,5.0
634639,6.5,4.0
634643,4.0,11.0
634644,6.0,2.0
634646,4.5,3.5
634654,5.0,3.0
634557,2.6666666666666665,4.666666666666667
634560,4.0,4.0
634572,6.0,1.0
634593,6.0,6.0
634597,1.5,3.5
634607,6.0,2.5
634610,2.0,1.5
634611,5.0,5.0
634613,4.0,6.0
634617,4.0,1.0
634637,3.6666666666666665,3.3333333333333335
634651,3.6666666666666665,4.333333333333333
634551,5.333333333333333,4.0
634552,4.0,4.25
634558,4.333333333333333,5.333333333333333
634562,3.0,3.3333333333333335
634566,5.0,2.0
634587,4.666666666666667,3.6666666666666665
634588,4.333333333333333,4.0
634591,5.75,3.3333333333333335
634600,3.25,5.75
634601,2.0,2.3333333333333335
634606,3.6666666666666665,
634612,5.333333333333333,2.3333333333333335
634616,4.333333333333333,4.0
634529,5.4,3.0
634530,4.5,4.75
634559,4.5,2.0
634586,4.2,4.4
634590,2.25,3.25
634594,2.5,3.5
634599,5.25,3.25
634603,3.5,5.75
634608,3.5,4.0
634609,5.0,4.0
634619,2.5,2.25
634624,,1.6666666666666667
634628,3.4,6.2
634635,4.25,2.75
634527,4.0,2.0
634539,5.2,2.6
634542,2.8,2.4
634549,4.6,2.6
634563,4.833333333333333,2.6
634567,3.1666666666666665,5.5
634570,4.2,4.0
634583,3.8,2.4
634585,3.2,3.6
634589,4.25,4.5
634592,4.6,4.333333333333333
634595,4.0,2.2
634598,4.0,5.0
634626,3.4,6.0
634641,2.4,3.6
634544,2.5,2.1666666666666665
634545,2.1666666666666665,3.6666666666666665
634546,4.0,3.4285714285714284
634550,4.166666666666667,4.5
634555,3.6666666666666665,4.5
634564,3.0,2.3333333333333335
634565,5.142857142857143,4.4
634568,3.6666666666666665,2.3333333333333335
634584,5.0,3.5
634478,3.1666666666666665,4.285714285714286
634494,3.0,2.5714285714285716
634499,3.6666666666666665,4.666666666666667
634505,4.0,3.5
634512,2.2857142857142856,3.5714285714285716
634533,5.714285714285714,3.6666666666666665
634534,2.3333333333333335,3.3333333333333335
634537,3.5714285714285716,3.5
634540,2.857142857142857,4.333333333333333
632169,3.5714285714285716,2.375
632191,5.25,3.0
632193,2.7142857142857144,4.0
632195,4.0,4.0
632201,5.5,3.4285714285714284
632202,3.5,3.5555555555555554
632205,4.0,4.428571428571429
632217,3.5714285714285716,4.142857142857143
632218,3.3333333333333335,3.142857142857143
632222,3.4285714285714284,2.4285714285714284
