Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2009-06-07,DET,LAA,9,6,-118,-102,-121,111,8.5,8.5,9.0,9.0,-120,100,100,-110
2009-06-07,NYY,TB,4,3,-145,125,-146,136,9.5,9.5,9.5,9.5,105,-125,-115,105
2009-06-07,TOR,KC,4,0,-260,220,-245,225,8.0,8.0,8.0,8.0,-105,-115,101,-111
2009-06-07,CIN,CHC,3,6,-103,-117,-103,-107,8.5,8.5,8.5,8.5,-105,-115,-102,-108
2009-06-07,ATL,MIL,8,7,-136,116,-154,144,9.5,9.5,9.0,9.0,105,-125,-120,110
2009-06-07,WAS,NYM,0,7,-110,-110,101,-111,10.0,10.0,10.0,10.0,100,-120,-102,-108
2009-06-07,BOS,TEX,3,6,-175,155,-168,158,10.5,10.5,10.5,10.5,-115,-105,-110,100
2009-06-07,CHW,CLE,4,8,-126,106,-111,101,10.5,10.5,9.5,9.5,105,-125,-106,-104
2009-06-07,HOU,PIT,6,4,-123,103,-122,112,9.5,9.5,9.0,9.0,-105,-115,-110,100
2009-06-07,SLC,COL,2,7,-135,115,-131,121,8.5,8.5,8.5,8.5,-105,-115,-107,-103
2009-06-07,SD,ARI,6,9,145,-165,154,-164,7.0,7.0,7.0,7.0,-115,-105,-111,101
2009-06-07,OAK,BAL,3,0,-117,-103,-104,-106,8.5,8.5,8.5,8.5,-115,-105,-108,-102
2009-06-07,SEA,MIN,4,2,-133,113,-128,118,7.5,7.5,7.0,7.0,100,-120,-110,100
2009-06-07,FLO,SF,2,3,125,-145,111,-121,8.5,8.5,7.5,7.5,105,-125,102,-112
2009-06-07,LAD,PHI,2,7,-133,113,-108,103,8.0,8.0,8.0,8.0,-120,100,-113,103
