Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2009-08-10,BAL,OAK,1,9,-130,110,-153,143,9.5,9.5,9.5,9.5,-105,-115,-113,103
2009-08-10,NYY,TOR,4,5,-148,128,-143,133,10.5,10.5,10.5,10.5,-105,-115,-125,105
2009-08-10,BOS,DET,6,5,-101,-119,-110,100,9.5,9.5,10.0,10.0,-110,-110,103,-113
2009-08-10,FLO,HOU,8,6,-150,130,-163,153,9.5,9.5,9.5,9.5,-105,-115,102,-112
2009-08-10,SLC,CIN,4,1,-167,147,-172,162,8.5,8.5,8.5,8.5,-120,100,-107,-103
2009-08-10,COL,CHC,11,5,-131,111,-142,132,9.5,9.5,10.0,10.0,-110,-110,107,-117
2009-08-10,ARI,NYM,7,4,-161,141,-147,137,9.0,9.0,9.0,9.0,-105,-115,107,-117
2009-08-10,LAA,TB,8,7,104,-124,124,-134,9.5,9.5,9.5,9.5,100,-120,-105,-105
2009-08-10,SEA,CHW,6,4,106,-126,113,-123,8.5,8.5,9.0,9.0,-110,-110,100,-110
2009-08-10,SF,LAD,2,4,100,-120,110,-120,8.5,8.5,8.5,8.5,100,-120,-101,-109
