game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
287101,2011-04-17,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0,2.0,6,4,2,0,1,18.0,4.0,0.0,0.0,4.5,9.0
287111,2011-04-17,2.0,0,0,0,4,0,0.0,0.0,18.0,0.0,0.0,0.0,2.6667,1,0,2,2,0,0.0,1.12,6.75,1.0,0.0,6.75
287112,2011-04-17,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0,3.0,1,1,3,4,1,3.0,1.33,12.0,1.33,3.0,9.0
287113,2011-04-17,5.0,4,0,1,1,0,0.0,1.0,1.8,1.0,0.0,1.8,3.0,6,4,4,4,0,12.0,3.33,12.0,1.0,0.0,12.0
287114,2011-04-17,1.0,1,0,0,2,0,0.0,1.0,18.0,0.0,0.0,0.0,3.0,1,0,2,2,0,0.0,1.0,6.0,1.0,0.0,6.0
287115,2011-04-17,2.0,1,0,2,2,0,0.0,1.5,9.0,1.0,0.0,9.0,2.0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
287116,2011-04-17,2.0,4,2,2,3,0,9.0,3.0,13.5,1.5,0.0,9.0,2.6667,1,1,0,2,1,3.37,0.37,6.75,0.0,3.37,0.0
287117,2011-04-17,2.0,3,0,0,1,0,0.0,1.5,4.5,0.0,0.0,0.0,2.0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,4.5
287118,2011-04-17,4.0,3,0,1,5,0,0.0,1.0,11.25,5.0,0.0,2.25,3.3333,2,1,2,4,1,2.7,1.2,10.8,2.0,2.7,5.4
287119,2011-04-17,3.3333,4,0,2,2,0,0.0,1.8,5.4,1.0,0.0,5.4,4.6667,7,1,3,4,1,1.93,2.14,7.71,1.33,1.93,5.79
287120,2011-04-17,3.0,3,2,4,3,0,6.0,2.33,9.0,0.75,0.0,12.0,3.6667,2,0,1,5,0,0.0,0.82,12.27,5.0,0.0,2.45
287121,2011-04-17,2.6667,1,0,0,2,0,0.0,0.37,6.75,0.0,0.0,0.0,3.0,2,1,2,1,0,3.0,1.33,3.0,0.5,0.0,6.0
287122,2011-04-17,6.6667,2,1,0,9,1,1.35,0.3,12.15,0.0,1.35,0.0,4.6666,3,2,3,3,0,3.86,1.29,5.79,1.0,0.0,5.79
287123,2011-04-17,1.0,2,1,1,1,0,9.0,3.0,9.0,1.0,0.0,9.0,1.0,2,2,0,0,1,18.0,2.0,0.0,0.0,9.0,0.0
287124,2011-04-17,2.6667,2,1,1,2,0,3.37,1.12,6.75,2.0,0.0,3.37,1.6667,2,1,2,0,0,5.4,2.4,0.0,0.0,0.0,10.8
287125,2011-04-17,3.0,1,0,3,2,0,0.0,1.33,6.0,0.67,0.0,9.0,2.0,1,1,1,2,0,4.5,1.0,9.0,2.0,0.0,4.5
