gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
93,93,674,1004,525,177,11,136,735,344,19,863,53,.267,3233,.344,.455,.799,15,80,.842,51,14426,5.28,824.0,38,55,21,38,38,17,483,1.46,3675,2472,93,0,6,9016,.620,53,6,20,4,1470,0.67,.409,17.51,93,2.14,8.03,3.76,9.43,5.73,1.49,2,9,34,Athletics
93,93,807,887,360,162,14,84,691,270,12,709,35,.232,3057,.299,.377,.676,18,67,.788,64,13181,3.67,820.2,38,55,18,33,43,15,335,1.19,3400,2462,93,1,10,8510,.650,35,1,26,3,1151,0.91,.409,16.06,92,2.56,7.58,2.96,7.78,3.95,0.92,1,9,28,Pittsburgh Pirates
91,91,675,896,357,121,11,89,785,303,11,690,36,.230,3005,.305,.366,.671,14,65,.823,53,13147,3.64,805.0,49,42,31,42,61,11,326,1.23,3387,2415,91,2,14,8379,.640,36,3,26,7,1100,0.75,.538,16.33,89,2.59,8.78,3.39,7.71,3.99,1.00,2,14,27,San Diego Padres
91,91,778,871,390,135,10,108,756,279,18,757,39,.242,3123,.310,.396,.706,16,62,.795,65,13389,3.84,825.1,48,43,23,39,44,16,352,1.26,3481,2476,91,0,6,8681,.650,39,2,28,2,1236,0.89,.527,16.22,91,2.71,8.24,3.04,8.25,4.25,1.18,1,16,23,Seattle Mariners
93,93,840,760,355,146,16,79,791,293,9,729,29,.237,3081,.307,.371,.678,25,49,.662,53,13153,3.41,821.2,51,42,25,39,64,14,311,1.24,3443,2465,93,1,4,8481,.640,29,4,29,7,1144,1.11,.548,16.01,92,2.70,8.66,3.21,7.98,3.89,0.87,1,15,24,San Francisco Giants
92,92,875,833,401,152,20,84,668,254,10,784,25,.251,3118,.310,.394,.704,17,74,.813,54,13002,4.06,815.2,49,43,23,36,54,13,368,1.27,3443,2447,92,2,10,8349,.640,25,2,34,5,1228,1.05,.533,15.94,90,2.63,7.37,2.80,8.65,4.42,0.93,4,13,29,St. Louis Cardinals
92,92,787,808,371,125,6,125,771,258,6,729,41,.237,3073,.303,.404,.707,26,82,.759,80,12888,3.79,821.1,49,43,21,35,50,14,346,1.20,3397,2464,92,1,8,8390,.650,41,1,14,6,1241,0.97,.533,15.69,91,2.99,8.45,2.83,7.99,4.07,1.37,2,5,18,Tampa Bay Rays
92,92,792,854,322,122,8,78,727,257,18,693,25,.228,3033,.292,.351,.643,15,61,.803,62,12753,3.23,816.0,45,47,25,40,53,15,293,1.16,3349,2448,92,2,9,8300,.650,25,3,29,4,1065,0.93,.489,15.63,90,2.83,8.02,2.83,7.64,3.55,0.86,1,11,22,Texas Rangers
92,92,667,894,405,135,10,119,814,303,16,737,48,.239,3083,.315,.405,.720,24,51,.680,57,13476,4.15,819.2,54,38,28,45,54,17,378,1.27,3463,2459,92,1,6,8630,.640,48,6,18,5,1249,0.75,.587,16.44,91,2.69,8.94,3.33,8.09,4.45,1.31,0,6,23,Toronto Blue Jays
91,91,669,898,393,142,6,94,775,239,8,761,41,.249,3054,.309,.392,.701,27,67,.713,40,13080,4.12,798.0,44,47,17,31,62,14,365,1.25,3383,2394,91,1,6,8533,.650,41,7,21,7,1197,0.74,.484,16.39,90,3.24,8.74,2.70,8.58,4.43,1.06,0,13,36,Minnesota Twins
