gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
153,153,1122,1585,773,270,19,213,1254,538,25,1310,78,.252,5203,.328,.434,.762,29,126,.813,.187,90,23388,4.72,1358.2,72,81,34,54,62,20,712,1.36,5889,4076,153,0,10,14655,.630,78,7,28,6,2257,0.71,.471,17.21,153,2.33,8.31,3.56,8.68,5.12,1.41,2,16,52,Athletics
153,153,1258,1450,626,276,20,145,1225,454,18,1210,71,.238,5083,.307,.386,.693,30,104,.776,.224,95,21996,3.87,1349.2,65,88,33,57,66,24,581,1.23,5669,4049,153,1,17,14235,.650,71,2,43,5,1961,0.87,.425,16.30,152,2.70,8.17,3.03,8.07,4.17,0.97,1,18,42,Pittsburgh Pirates
153,153,1141,1468,596,192,15,171,1341,492,21,1135,61,.226,5023,.300,.372,.672,25,103,.805,.195,92,22085,3.69,1351.0,83,70,47,63,98,16,554,1.20,5641,4053,153,2,16,14140,.640,61,5,37,8,1870,0.78,.542,16.35,151,2.73,8.93,3.28,7.56,3.97,1.14,3,20,42,San Diego Padres
153,153,1284,1415,666,235,16,183,1334,438,26,1272,70,.243,5232,.308,.399,.707,26,114,.814,.186,101,22363,3.91,1381.2,84,69,41,66,87,25,601,1.24,5815,4145,153,0,10,14577,.650,70,3,50,4,2088,0.91,.549,16.19,153,3.05,8.69,2.85,8.29,4.34,1.19,2,26,47,Seattle Mariners
153,153,1376,1286,646,272,21,129,1275,483,16,1281,65,.249,5154,.319,.385,.704,36,89,.712,.288,103,22298,3.83,1354.2,76,77,36,55,79,19,576,1.30,5767,4064,153,1,6,14370,.640,65,8,49,10,1982,1.07,.497,16.46,152,2.64,8.47,3.21,8.51,4.29,0.86,1,24,40,San Francisco Giants
153,153,1436,1369,711,260,32,156,1135,438,15,1349,44,.259,5215,.319,.411,.730,34,113,.769,.231,103,21727,4.29,1354.0,74,79,40,62,86,22,645,1.32,5776,4062,153,2,13,13935,.640,44,4,50,9,2141,1.05,.484,16.05,151,2.59,7.54,2.91,8.97,4.73,1.04,5,25,49,St. Louis Cardinals
153,153,1257,1327,627,210,12,193,1335,438,11,1192,63,.235,5072,.302,.395,.697,38,141,.788,.212,121,21566,3.83,1355.1,75,78,35,62,84,27,577,1.20,5616,4066,153,1,11,14059,.650,63,6,29,14,2005,0.95,.490,15.91,152,3.05,8.86,2.91,7.92,4.16,1.28,3,11,29,Tampa Bay Rays
153,153,1254,1435,566,212,14,162,1263,439,22,1154,47,.228,5056,.294,.372,.666,21,106,.835,.165,106,21511,3.45,1359.1,79,74,36,63,78,27,521,1.17,5593,4078,153,2,14,13930,.650,47,4,39,7,1880,0.87,.516,15.82,151,2.88,8.36,2.91,7.64,3.75,1.07,1,18,32,Texas Rangers
153,153,1156,1442,675,235,13,199,1356,486,25,1225,70,.239,5127,.311,.406,.717,34,105,.755,.245,91,22362,4.13,1359.0,89,64,40,63,91,23,623,1.26,5737,4077,153,2,8,14290,.640,70,8,31,8,2083,0.80,.582,16.45,151,2.79,8.98,3.22,8.11,4.47,1.32,2,13,39,Toronto Blue Jays
152,152,1131,1503,741,264,13,184,1278,437,17,1350,68,.260,5186,.323,.423,.746,37,128,.776,.224,76,22545,4.65,1338.0,66,86,27,51,90,24,692,1.34,5768,4014,152,1,8,14558,.650,68,10,42,12,2192,0.75,.434,16.85,151,2.92,8.60,2.94,9.08,4.98,1.24,1,19,57,Minnesota Twins
153,153,1262,1309,619,237,15,167,1389,415,9,1269,49,.245,5181,.305,.393,.698,37,94,.718,.282,82,21994,3.86,1358.1,91,62,45,71,78,26,582,1.24,5693,4075,153,2,13,14282,.650,49,4,32,15,2037,0.96,.595,16.19,151,3.35,9.20,2.75,8.41,4.10,1.11,0,14,34,Philadelphia Phillies
153,153,1260,1343,702,237,22,184,1334,505,20,1270,66,.246,5153,.319,.408,.727,36,147,.803,.197,79,22682,4.40,1357.0,70,83,30,50,65,20,664,1.31,5778,4071,153,1,8,14463,.640,66,7,38,18,2103,0.94,.458,16.71,152,2.64,8.85,3.35,8.42,4.66,1.22,0,15,39,Atlanta Braves
153,153,1163,1534,698,275,22,175,1193,566,25,1256,71,.247,5089,.328,.413,.741,29,139,.827,.173,110,22599,4.23,1338.1,57,96,23,44,66,21,629,1.36,5789,4015,153,0,8,14095,.620,71,9,40,17,2100,0.76,.373,16.89,153,2.11,8.02,3.81,8.45,4.69,1.18,6,12,45,Chicago White Sox
153,153,1313,1459,765,270,23,184,1207,475,16,1312,70,.251,5233,.319,.417,.736,22,181,.892,.108,84,22586,4.69,1359.1,73,80,37,57,81,20,708,1.31,5840,4078,153,0,10,14501,.640,70,9,56,3,2180,0.90,.477,16.62,153,2.54,7.99,3.14,8.69,5.06,1.22,4,9,49,Miami Marlins
