gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
83,83,604,894,481,164,11,119,656,307,11,791,47,.273,2902,.348,.460,.808,13,73,.849,45,12952,5.45,736.0,33,50,17,33,38,16,446,1.49,3300,2208,83,0,5,8093,.620,47,5,15,4,1334,0.68,.398,17.60,83,2.14,8.02,3.75,9.67,5.88,1.46,1,9,34,Athletics
82,82,724,783,335,142,13,71,603,249,11,631,29,.233,2705,.302,.374,.676,17,64,.790,58,11680,3.87,726.1,32,50,17,32,40,15,312,1.21,3019,2179,82,1,7,7527,.640,29,1,24,3,1012,0.92,.390,16.08,81,2.42,7.47,3.09,7.82,4.15,0.88,0,9,27,Pittsburgh Pirates
80,80,594,785,313,109,8,79,697,262,8,600,32,.227,2640,.302,.364,.666,12,52,.813,48,11514,3.59,708.2,44,36,27,36,52,9,283,1.22,2972,2126,80,2,13,7336,.640,32,3,20,4,962,0.76,.550,16.25,78,2.66,8.85,3.33,7.62,3.98,1.00,2,11,25,San Diego Padres
80,80,685,765,354,121,10,102,645,244,14,683,32,.249,2744,.315,.412,.727,14,54,.794,62,11725,4.02,721.0,41,39,20,32,38,12,322,1.29,3055,2163,80,0,3,7586,.650,32,2,23,2,1130,0.90,.513,16.26,80,2.64,8.05,3.05,8.53,4.42,1.27,1,13,21,Seattle Mariners
81,81,733,657,310,123,15,64,696,255,9,634,25,.236,2688,.306,.364,.670,24,45,.652,43,11467,3.42,717.2,44,37,23,35,57,12,273,1.24,3001,2153,81,0,4,7385,.640,25,2,26,7,979,1.12,.543,15.98,81,2.73,8.73,3.20,7.95,3.89,0.80,1,11,21,San Francisco Giants
82,82,790,744,352,136,18,70,592,222,9,705,24,.253,2791,.310,.389,.699,16,68,.810,50,11610,3.98,730.2,44,38,20,32,48,12,323,1.27,3080,2192,82,1,8,7468,.640,24,2,27,4,1087,1.06,.537,15.89,81,2.67,7.29,2.73,8.68,4.34,0.86,3,13,27,St. Louis Cardinals
81,81,709,720,302,101,4,103,659,219,6,626,33,.232,2697,.296,.387,.683,22,69,.758,75,11281,3.49,726.1,46,35,19,29,49,10,282,1.16,2969,2179,81,1,8,7356,.650,33,1,10,5,1044,0.98,.568,15.53,80,3.01,8.17,2.71,7.76,3.74,1.28,2,3,15,Tampa Bay Rays
81,81,686,747,277,104,7,70,631,222,8,585,21,.223,2622,.287,.348,.635,14,56,.800,52,11079,3.25,709.0,40,41,22,35,50,13,256,1.14,2893,2127,81,2,8,7185,.650,21,3,26,4,913,0.92,.494,15.63,79,2.84,8.01,2.82,7.43,3.52,0.89,1,9,18,Texas Rangers
80,80,588,763,351,111,8,107,713,255,9,631,39,.236,2671,.310,.404,.714,23,44,.657,45,11674,4.14,712.2,43,37,23,36,41,13,328,1.24,2989,2138,80,0,5,7491,.640,39,5,17,5,1079,0.77,.538,16.38,80,2.80,9.00,3.22,7.97,4.43,1.35,0,4,20,Toronto Blue Jays
81,81,603,789,356,131,3,83,699,216,6,670,39,.246,2722,.308,.388,.696,23,60,.723,35,11726,4.18,711.0,39,42,15,28,53,13,330,1.25,3016,2133,81,1,6,7631,.650,39,7,20,7,1056,0.76,.481,16.49,80,3.24,8.85,2.73,8.48,4.51,1.05,0,10,29,Minnesota Twins
81,81,666,697,333,129,10,87,746,235,6,680,24,.246,2763,.309,.394,.703,22,56,.718,43,11871,3.82,723.0,47,34,24,40,37,16,307,1.27,3048,2169,81,0,6,7712,.650,24,1,23,8,1090,0.96,.580,16.42,81,3.17,9.29,2.93,8.46,4.15,1.08,0,8,18,Philadelphia Phillies
80,80,672,641,311,124,10,85,724,253,10,610,32,.233,2618,.306,.385,.691,22,70,.761,45,11551,3.71,705.1,37,43,12,24,32,12,291,1.22,2932,2116,80,1,5,7446,.640,32,5,19,9,1009,1.05,.463,16.38,79,2.86,9.24,3.23,7.78,3.97,1.08,0,10,19,Atlanta Braves
81,81,634,820,362,151,15,88,584,293,13,692,48,.256,2701,.337,.421,.758,19,65,.774,60,11775,4.18,702.1,26,55,8,22,40,14,326,1.40,3073,2107,81,0,4,7335,.620,48,2,20,10,1137,0.77,.321,16.77,81,1.99,7.48,3.75,8.87,4.64,1.13,2,4,25,Chicago White Sox
79,79,676,755,408,140,15,92,615,275,10,705,35,.259,2720,.332,.423,.755,13,104,.889,47,11863,4.85,703.0,34,45,17,31,43,14,379,1.39,3063,2109,79,0,4,7520,.630,35,4,24,2,1151,0.90,.430,16.87,79,2.24,7.87,3.52,9.03,5.22,1.18,2,6,25,Miami Marlins
80,80,654,692,297,109,10,77,737,257,5,578,26,.219,2639,.293,.355,.648,14,54,.794,45,11466,3.47,710.2,46,34,22,30,44,8,274,1.17,2946,2132,80,0,8,7281,.640,26,3,23,12,938,0.95,.575,16.13,80,2.87,9.33,3.25,7.32,3.76,0.98,2,7,15,New York Yankees
