gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
89,89,645,958,509,168,11,131,701,333,17,832,49,.269,3093,.346,.457,.803,15,80,.842,50,13801,5.33,788.0,36,53,20,37,38,17,467,1.48,3520,2364,89,0,6,8610,.620,49,6,20,4,1415,0.67,.404,17.51,89,2.11,8.01,3.80,9.50,5.81,1.50,2,9,34,Athletics
88,88,774,840,339,155,13,73,652,263,11,671,32,.231,2901,.300,.369,.669,17,66,.795,63,12534,3.64,780.1,38,50,18,33,43,15,316,1.20,3232,2341,88,1,10,8084,.640,32,1,24,3,1071,0.92,.432,16.06,87,2.48,7.52,3.03,7.74,3.91,0.84,0,9,27,Pittsburgh Pirates
86,86,635,840,341,113,10,86,746,282,9,656,33,.231,2839,.305,.369,.674,13,58,.817,51,12394,3.68,759.0,46,40,29,40,57,11,310,1.24,3194,2277,86,2,13,7905,.640,33,3,25,6,1047,0.76,.535,16.33,84,2.65,8.85,3.34,7.78,4.04,1.02,2,12,26,San Diego Padres
86,86,738,829,377,131,10,105,706,268,18,727,37,.246,2961,.314,.403,.717,15,59,.797,65,12706,3.90,781.1,45,41,21,36,40,15,339,1.27,3306,2344,86,0,3,8231,.650,37,2,26,2,1193,0.89,.523,16.26,86,2.63,8.13,3.09,8.37,4.34,1.21,1,16,23,Seattle Mariners
87,87,781,709,334,129,15,73,745,274,9,687,27,.238,2885,.308,.369,.677,24,46,.657,49,12312,3.42,768.2,46,41,24,38,64,14,292,1.25,3224,2306,87,0,4,7927,.640,27,4,27,7,1065,1.10,.529,16.02,87,2.72,8.72,3.21,8.04,3.91,0.85,1,14,23,San Francisco Giants
88,88,840,795,371,143,19,73,640,240,10,741,24,.249,2975,.308,.384,.692,17,70,.805,52,12362,3.94,781.2,47,41,21,33,50,12,342,1.26,3283,2345,88,2,10,7947,.640,24,2,30,5,1141,1.06,.534,15.81,86,2.67,7.37,2.76,8.53,4.27,0.84,3,13,28,St. Louis Cardinals
87,87,756,764,347,118,6,115,723,238,6,690,36,.237,2911,.301,.400,.701,24,75,.758,78,12179,3.74,779.1,48,39,20,31,49,11,324,1.19,3210,2338,87,1,8,7944,.650,36,1,14,6,1165,0.99,.552,15.63,86,3.04,8.35,2.75,7.97,4.01,1.33,2,5,18,Tampa Bay Rays
87,87,747,812,304,116,7,75,686,239,14,647,24,.226,2862,.289,.350,.639,15,58,.795,60,12011,3.23,772.0,43,44,24,37,50,13,277,1.15,3156,2316,87,2,9,7813,.650,24,3,29,4,1002,0.92,.494,15.56,85,2.87,8.00,2.79,7.54,3.54,0.87,1,11,19,Texas Rangers
86,86,624,834,387,128,9,115,761,280,13,692,42,.240,2884,.314,.410,.724,23,48,.676,51,12609,4.26,765.2,48,38,26,41,49,15,362,1.27,3233,2297,86,0,6,8076,.640,42,5,17,5,1183,0.75,.558,16.47,86,2.72,8.95,3.29,8.13,4.55,1.35,0,5,22,Toronto Blue Jays
87,87,639,846,376,135,6,92,735,227,7,720,41,.249,2897,.309,.395,.704,23,61,.726,37,12418,4.17,755.0,41,45,17,30,58,13,350,1.25,3208,2265,87,1,6,8094,.650,41,7,20,7,1143,0.76,.477,16.45,85,3.24,8.76,2.71,8.58,4.48,1.10,0,11,32,Minnesota Twins
87,87,717,745,347,136,10,89,801,255,6,725,25,.245,2962,.308,.388,.696,23,57,.713,47,12714,3.71,776.0,51,36,26,42,38,16,320,1.26,3268,2328,87,0,8,8251,.650,25,1,24,8,1148,0.96,.586,16.38,87,3.14,9.29,2.96,8.41,4.02,1.03,0,8,18,Philadelphia Phillies
85,85,709,686,334,135,10,91,775,274,10,653,34,.234,2792,.308,.387,.695,22,74,.771,48,12333,3.74,750.1,39,46,12,24,32,12,312,1.24,3131,2251,85,1,5,7940,.640,34,5,22,9,1081,1.03,.459,16.44,84,2.83,9.30,3.29,7.83,4.01,1.09,0,11,20,Atlanta Braves
86,86,665,870,378,156,16,91,627,316,13,725,51,.254,2857,.336,.415,.751,19,68,.782,64,12513,4.14,746.0,28,58,10,25,41,15,343,1.40,3256,2238,86,0,5,7780,.620,51,3,21,11,1186,0.76,.326,16.77,86,1.98,7.56,3.81,8.75,4.56,1.10,2,4,26,Chicago White Sox
85,85,719,809,429,145,16,97,663,285,10,739,37,.255,2895,.327,.417,.744,15,109,.879,50,12609,4.78,752.0,38,46,19,33,47,14,399,1.36,3254,2256,85,0,5,8013,.640,37,4,27,2,1207,0.89,.452,16.77,84,2.33,7.93,3.41,8.84,5.13,1.16,2,6,29,Miami Marlins
86,86,705,744,337,114,10,86,782,288,6,625,28,.221,2833,.297,.359,.656,15,57,.792,49,12401,3.66,761.2,48,38,23,32,47,9,310,1.20,3176,2285,86,0,9,7846,.630,28,3,26,12,1017,0.95,.558,16.28,86,2.72,9.24,3.40,7.39,3.98,1.02,4,7,16,New York Yankees
86,86,659,837,350,118,9,91,730,298,14,683,32,.238,2874,.314,.380,.694,20,46,.697,54,12792,3.79,764.1,48,38,22,33,57,11,322,1.28,3241,2293,86,0,8,8116,.630,32,5,20,3,1092,0.79,.558,16.74,86,2.45,8.60,3.51,8.04,4.12,1.07,2,14,21,Milwaukee Brewers
85,85,722,773,416,123,11,108,672,331,31,766,25,.265,2896,.342,.426,.768,16,65,.802,80,12697,4.56,753.1,42,43,21,40,46,19,382,1.46,3290,2260,85,0,5,8070,.640,25,5,30,3,1235,0.93,.494,16.85,85,2.03,8.03,3.95,9.15,4.97,1.29,1,8,29,Los Angeles Angels
86,86,737,761,440,177,14,113,740,284,13,741,36,.251,2955,.322,.435,.757,17,60,.779,57,12761,4.70,767.1,43,43,26,43,51,17,401,1.34,3300,2302,86,0,6,8058,.630,36,8,15,7,1285,0.97,.500,16.63,86,2.61,8.68,3.33,8.69,5.16,1.33,1,7,17,Arizona Diamondbacks
86,86,710,773,444,150,17,119,705,280,4,801,27,.271,2957,.337,.454,.791,12,64,.842,56,12818,5.01,754.1,37,49,19,31,64,12,420,1.43,3297,2263,86,0,3,8137,.630,27,3,38,9,1342,0.92,.430,16.99,86,2.52,8.41,3.34,9.56,5.30,1.42,1,8,24,Baltimore Orioles
88,88,778,769,406,117,3,87,738,304,12,743,39,.248,2991,.323,.377,.700,24,77,.762,67,13010,4.01,788.2,43,45,23,41,43,18,351,1.33,3376,2366,88,0,6,8311,.640,39,3,20,2,1127,1.01,.489,16.50,88,2.43,8.42,3.47,8.48,4.63,0.99,5,11,26,Boston Red Sox
