gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
111,111,812,1168,599,210,12,161,891,391,19,988,60,.260,3806,.335,.448,.783,20,92,.821,67,17019,5.03,983.0,48,63,25,42,47,17,549,1.40,4312,2949,111,0,6,10659,.630,60,7,21,4,1705,0.70,.432,17.31,111,2.28,8.16,3.58,9.05,5.48,1.47,2,12,41,Athletics
109,109,925,1053,420,196,17,99,830,313,12,835,43,.232,3600,.299,.378,.677,19,73,.793,68,15493,3.68,964.2,47,62,24,41,51,17,394,1.19,4000,2894,109,1,13,10047,.650,43,1,29,4,1362,0.88,.431,16.06,108,2.65,7.74,2.92,7.79,3.92,0.92,1,13,30,Pittsburgh Pirates
109,109,819,1072,413,149,12,106,921,358,15,812,44,.227,3577,.303,.364,.667,18,75,.806,67,15620,3.55,962.0,60,49,36,49,75,13,379,1.22,4028,2886,109,2,15,9968,.640,44,3,30,7,1303,0.76,.550,16.24,107,2.57,8.62,3.35,7.60,3.86,0.99,2,16,31,San Diego Padres
109,109,927,1029,476,161,12,124,919,336,21,905,51,.243,3729,.311,.392,.703,22,78,.780,77,16019,3.89,986.2,57,52,26,45,58,19,426,1.26,4168,2960,109,0,7,10393,.650,51,3,35,2,1462,0.90,.523,16.24,109,2.74,8.38,3.06,8.26,4.34,1.13,1,19,32,Seattle Mariners
109,109,981,893,438,188,17,94,932,350,11,884,38,.242,3647,.313,.381,.694,26,63,.708,66,15620,3.63,964.2,54,55,26,41,66,15,389,1.28,4079,2894,109,1,5,10055,.640,38,5,37,7,1388,1.10,.495,16.19,108,2.66,8.70,3.27,8.25,4.09,0.88,1,16,27,San Francisco Giants
110,110,1049,985,492,187,25,104,800,288,10,961,30,.257,3746,.312,.403,.715,19,79,.806,69,15451,4.17,972.2,55,55,26,40,63,14,451,1.28,4118,2918,110,2,11,9967,.650,30,2,37,5,1510,1.06,.500,15.89,108,2.78,7.40,2.66,8.89,4.55,0.96,5,20,29,St. Louis Cardinals
109,109,921,967,448,156,8,141,908,312,8,863,43,.237,3634,.304,.401,.705,27,104,.794,87,15302,3.86,967.2,54,55,24,44,61,20,415,1.21,4017,2903,109,1,8,9945,.650,43,4,16,7,1458,0.95,.495,15.81,108,2.91,8.45,2.90,8.03,4.17,1.31,2,6,20,Tampa Bay Rays
109,109,909,1017,380,143,11,98,889,315,18,812,30,.226,3589,.292,.354,.646,16,74,.822,77,15190,3.22,968.1,57,52,28,47,62,19,346,1.16,3973,2905,109,2,10,9853,.650,30,3,33,4,1271,0.89,.523,15.69,107,2.82,8.26,2.93,7.55,3.53,0.91,1,12,26,Texas Rangers
110,110,788,1058,497,165,11,150,987,335,20,890,55,.241,3687,.312,.414,.726,27,62,.697,66,16005,4.27,974.2,64,46,32,49,65,17,462,1.26,4115,2924,110,1,7,10275,.640,55,6,19,5,1527,0.74,.582,16.42,109,2.95,9.11,3.09,8.22,4.59,1.39,2,6,30,Toronto Blue Jays
108,108,789,1073,484,176,9,121,919,282,10,923,47,.253,3647,.312,.406,.718,31,88,.739,45,15541,4.29,947.2,51,57,20,35,73,15,452,1.27,4033,2843,108,1,7,10156,.650,47,7,29,8,1480,0.74,.472,16.40,107,3.26,8.73,2.68,8.77,4.60,1.15,0,15,42,Minnesota Twins
108,108,886,927,437,162,12,118,993,308,7,901,36,.245,3673,.308,.392,.700,26,69,.726,59,15695,3.80,961.1,61,47,27,44,48,17,406,1.26,4051,2884,108,2,9,10190,.650,36,3,26,8,1441,0.96,.565,16.33,106,3.22,9.30,2.88,8.44,4.09,1.10,0,11,23,Philadelphia Phillies
107,107,882,892,467,178,13,124,965,360,17,850,46,.240,3549,.315,.402,.717,26,92,.780,57,15771,4.18,945.2,45,62,15,31,39,16,439,1.28,3995,2837,107,1,5,10102,.640,46,6,29,11,1426,0.99,.421,16.68,106,2.68,9.18,3.43,8.09,4.44,1.18,0,13,27,Atlanta Braves
109,109,854,1098,480,202,19,115,803,399,17,906,58,.250,3621,.332,.412,.744,22,90,.804,85,15819,4.09,950.2,40,69,13,29,46,16,432,1.37,4120,2852,109,0,5,9874,.620,58,5,28,12,1491,0.78,.367,16.64,109,2.01,7.60,3.78,8.58,4.54,1.09,2,7,33,Chicago White Sox
107,107,920,1009,500,192,17,111,843,337,11,904,47,.249,3636,.318,.402,.720,19,129,.872,65,15706,4.36,952.1,52,55,27,44,60,17,461,1.30,4063,2857,107,0,8,10018,.640,47,5,35,3,1463,0.91,.486,16.49,107,2.50,7.97,3.18,8.54,4.73,1.05,3,6,34,Miami Marlins
108,108,904,952,461,155,16,121,953,369,8,824,34,.229,3603,.305,.381,.686,19,68,.782,62,15727,3.97,956.2,59,49,29,42,61,13,422,1.25,4040,2870,108,0,10,9977,.630,34,3,33,13,1374,0.95,.546,16.44,108,2.58,8.97,3.47,7.75,4.34,1.14,4,11,19,New York Yankees
108,108,842,1020,422,152,11,115,937,359,14,833,40,.232,3590,.307,.377,.684,23,58,.716,67,15835,3.63,960.1,64,44,30,42,75,12,387,1.24,4033,2881,108,0,10,10070,.640,40,5,23,6,1352,0.83,.593,16.49,108,2.61,8.78,3.36,7.81,3.95,1.08,2,15,27,Milwaukee Brewers
109,109,942,1005,541,157,13,145,854,415,37,967,33,.260,3724,.337,.426,.763,16,82,.837,98,16224,4.60,967.0,53,56,26,51,62,25,494,1.43,4217,2901,109,0,5,10346,.640,33,7,45,4,1585,0.94,.486,16.78,109,2.06,7.95,3.86,9.00,5.04,1.35,1,12,32,Los Angeles Angels
109,109,933,983,540,224,17,139,905,341,16,949,48,.254,3736,.323,.435,.758,19,74,.796,76,15954,4.59,967.2,51,58,29,47,54,18,494,1.33,4160,2903,109,0,7,10123,.630,48,8,20,9,1624,0.95,.468,16.49,109,2.65,8.42,3.17,8.83,5.02,1.29,1,13,21,Arizona Diamondbacks
109,109,918,976,549,182,18,153,889,363,10,992,37,.266,3734,.334,.447,.781,17,80,.825,68,16126,4.89,958.1,50,59,26,40,76,14,521,1.41,4177,2875,109,0,4,10302,.640,37,4,44,9,1669,0.94,.459,16.83,109,2.45,8.35,3.41,9.32,5.16,1.44,2,13,28,Baltimore Orioles
110,110,963,973,477,139,4,112,916,364,13,915,49,.246,3725,.319,.375,.694,33,92,.736,80,16122,3.76,985.0,59,51,30,52,61,22,412,1.30,4188,2955,110,2,7,10335,.640,49,5,31,2,1398,0.99,.536,16.37,108,2.52,8.37,3.33,8.36,4.36,1.02,8,11,31,Boston Red Sox
108,108,849,1125,457,150,13,141,804,285,8,900,35,.248,3635,.306,.412,.718,25,54,.684,77,15260,3.96,960.2,63,45,25,36,68,11,423,1.23,4000,2882,108,0,12,9990,.650,35,0,20,15,1499,0.75,.583,15.88,108,2.82,7.53,2.67,8.43,4.28,1.32,2,13,30,Chicago Cubs
109,109,827,1096,452,192,10,122,902,343,8,849,45,.234,3627,.306,.393,.699,24,83,.776,54,15979,3.85,962.2,57,52,26,39,68,13,412,1.24,4064,2888,109,3,6,10242,.640,45,2,26,8,1427,0.75,.523,16.60,106,2.63,8.43,3.21,7.94,4.23,1.14,2,20,27,Cincinnati Reds
108,108,851,1024,453,164,12,119,899,383,15,875,36,.243,3603,.319,.394,.713,30,78,.722,67,15991,3.90,959.2,54,54,30,44,76,14,416,1.31,4069,2879,108,1,10,10177,.640,36,6,32,12,1420,0.83,.500,16.66,107,2.35,8.43,3.59,8.21,4.25,1.12,1,14,32,Cleveland Guardians
108,108,995,1012,665,223,24,148,708,374,13,1117,35,.296,3779,.361,.485,.846,25,93,.788,96,15917,5.65,942.0,28,80,20,39,44,19,591,1.58,4244,2826,108,0,1,10042,.630,35,6,49,6,1832,0.98,.259,16.90,108,1.89,6.76,3.57,10.67,6.35,1.41,3,12,41,Colorado Rockies
