gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
123,123,903,1276,645,227,13,175,999,431,20,1075,63,.256,4194,.331,.442,.773,25,105,.808,.192,72,18837,4.90,1089.1,54,69,25,42,47,17,593,1.38,4749,3268,123,0,8,11809,.630,63,7,22,4,1853,0.71,.439,17.29,123,2.32,8.25,3.56,8.88,5.33,1.45,2,12,47,Athletics
122,122,1017,1179,517,232,20,122,947,359,12,979,51,.240,4072,.308,.397,.705,19,83,.814,.186,72,17610,4.06,1077.0,51,71,25,44,54,19,486,1.24,4533,3231,122,1,14,11401,.650,51,1,33,4,1617,0.86,.418,16.35,121,2.64,7.91,3.00,8.18,4.32,1.02,1,16,34,Pittsburgh Pirates
121,121,904,1186,457,162,14,116,1038,393,19,900,51,.226,3974,.302,.362,.664,21,77,.786,.214,77,17356,3.55,1072.0,69,52,40,55,84,15,423,1.21,4475,3216,121,2,15,11108,.640,51,4,34,8,1438,0.76,.570,16.19,119,2.64,8.71,3.30,7.56,3.84,0.97,3,17,37,San Diego Padres
122,122,1030,1155,519,181,14,141,1040,368,23,989,56,.238,4161,.306,.390,.696,24,85,.780,.220,83,17860,3.78,1106.1,67,55,32,52,68,20,465,1.23,4639,3319,122,0,9,11609,.650,56,3,41,2,1621,0.89,.549,16.14,122,2.83,8.46,2.99,8.05,4.22,1.15,1,20,33,Seattle Mariners
121,121,1100,996,497,215,17,106,1020,386,11,998,43,.245,4067,.315,.385,.700,28,72,.720,.280,79,17486,3.71,1072.0,59,62,28,45,69,17,442,1.29,4544,3216,121,1,6,11244,.640,43,6,39,7,1565,1.10,.488,16.31,120,2.64,8.56,3.24,8.38,4.17,0.89,1,16,31,San Francisco Giants
122,122,1162,1098,547,200,28,119,880,314,10,1065,33,.257,4152,.312,.404,.716,23,85,.787,.213,77,17108,4.18,1077.2,61,61,30,46,67,16,501,1.28,4557,3233,122,2,12,11039,.650,33,3,40,6,1678,1.06,.500,15.88,120,2.80,7.35,2.62,8.89,4.57,0.99,5,20,33,St. Louis Cardinals
122,122,1019,1067,503,173,8,156,1029,348,9,958,50,.237,4045,.304,.399,.703,29,117,.801,.199,97,17096,3.90,1078.2,59,63,26,47,68,21,467,1.21,4475,3236,122,1,9,11123,.650,50,5,19,9,1615,0.96,.484,15.85,121,2.96,8.59,2.90,7.99,4.20,1.30,3,6,23,Tampa Bay Rays
122,122,1014,1144,438,165,12,121,1000,362,19,911,37,.226,4027,.294,.363,.657,18,92,.836,.164,87,17129,3.32,1086.1,61,61,29,52,67,23,401,1.17,4469,3259,122,2,11,11080,.650,37,4,35,4,1463,0.89,.500,15.77,120,2.76,8.28,3.00,7.55,3.63,1.00,1,15,27,Texas Rangers
122,122,878,1190,545,183,11,164,1081,384,23,975,60,.239,4080,.311,.410,.721,29,75,.721,.279,72,17709,4.22,1081.2,71,51,35,54,75,19,507,1.26,4570,3245,122,1,7,11354,.640,60,7,23,6,1672,0.74,.582,16.37,121,2.82,8.99,3.20,8.11,4.53,1.36,2,10,34,Toronto Blue Jays
121,121,888,1212,538,196,11,142,1018,322,13,1037,51,.253,4096,.313,.410,.723,33,98,.748,.252,54,17545,4.26,1065.0,57,64,23,40,78,17,504,1.28,4528,3195,121,1,7,11408,.650,51,7,34,9,1681,0.73,.471,16.47,120,3.16,8.60,2.72,8.76,4.55,1.20,0,16,43,Minnesota Twins
