gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
133,133,971,1383,687,243,14,187,1090,471,20,1147,67,.253,4529,.329,.437,.766,26,111,.810,.190,75,20393,4.82,1180.1,61,72,30,47,51,17,632,1.37,5131,3541,133,0,8,12781,.630,67,7,25,4,1979,0.70,.459,17.28,133,2.31,8.31,3.59,8.75,5.24,1.43,2,14,48,Athletics
132,132,1094,1271,544,246,20,127,1034,379,14,1043,59,.238,4388,.305,.390,.695,22,90,.804,.196,78,18933,3.96,1164.2,57,75,28,49,57,21,512,1.22,4881,3494,132,1,16,12286,.650,59,1,36,5,1710,0.86,.432,16.26,131,2.73,7.99,2.93,8.06,4.20,0.98,1,17,37,Pittsburgh Pirates
132,132,979,1293,500,170,15,136,1134,430,19,962,54,.223,4311,.299,.364,.663,22,81,.786,.214,85,18902,3.57,1167.0,74,58,42,57,88,15,463,1.19,4855,3501,132,2,15,12079,.640,54,4,34,8,1570,0.76,.561,16.20,130,2.64,8.75,3.32,7.42,3.86,1.05,3,17,40,San Diego Padres
132,132,1119,1228,581,202,15,161,1131,399,24,1101,58,.244,4521,.311,.402,.713,25,98,.797,.203,88,19352,3.96,1192.1,71,61,34,54,71,20,524,1.26,5038,3577,132,0,9,12591,.650,58,3,45,3,1816,0.91,.538,16.23,132,2.83,8.54,3.01,8.31,4.39,1.22,2,21,37,Seattle Mariners
131,131,1188,1086,540,233,17,114,1095,411,12,1079,54,.245,4398,.315,.384,.699,30,79,.725,.275,85,18944,3.74,1158.2,63,68,30,48,70,18,481,1.29,4914,3476,131,1,6,12192,.640,54,7,42,8,1688,1.09,.481,16.35,130,2.66,8.51,3.19,8.38,4.19,0.89,1,17,33,San Francisco Giants
132,132,1249,1171,611,218,30,134,970,363,11,1159,38,.258,4492,.316,.409,.725,29,107,.787,.213,86,18626,4.31,1164.2,65,67,32,50,74,18,558,1.31,4955,3494,132,2,12,11984,.640,38,4,43,8,1839,1.07,.492,15.99,130,2.67,7.50,2.81,8.96,4.72,1.04,5,20,37,St. Louis Cardinals
131,131,1095,1135,551,186,8,176,1122,372,9,1036,54,.238,4360,.304,.405,.709,33,125,.791,.209,102,18416,3.97,1159.2,64,67,28,49,71,21,512,1.21,4818,3479,131,1,10,11992,.650,54,5,23,10,1766,0.96,.489,15.88,130,3.02,8.71,2.89,8.04,4.28,1.37,3,6,23,Tampa Bay Rays
133,133,1094,1239,487,179,12,140,1097,396,20,997,43,.228,4382,.296,.370,.666,19,96,.835,.165,93,18689,3.43,1180.1,66,67,30,55,70,25,450,1.18,4867,3541,133,2,13,12075,.650,43,4,38,5,1620,0.88,.496,15.83,131,2.77,8.36,3.02,7.60,3.71,1.07,1,17,28,Texas Rangers
132,132,965,1276,589,198,12,175,1169,421,24,1053,66,.238,4416,.312,.408,.720,30,85,.739,.261,79,19230,4.19,1171.2,77,55,37,58,78,21,546,1.26,4952,3515,132,1,7,12319,.640,66,7,26,7,1800,0.76,.583,16.41,131,2.78,8.98,3.23,8.09,4.52,1.34,2,11,36,Toronto Blue Jays
131,131,963,1312,604,218,11,153,1097,363,15,1135,55,.255,4443,.316,.413,.729,33,108,.766,.234,63,19123,4.39,1153.0,59,72,24,42,78,18,563,1.30,4925,3459,131,1,7,12389,.650,55,7,37,9,1834,0.73,.450,16.59,130,3.02,8.56,2.83,8.86,4.71,1.19,0,16,48,Minnesota Twins
131,131,1079,1110,529,202,13,143,1207,353,7,1083,43,.244,4442,.304,.392,.696,34,77,.694,.306,67,18773,3.81,1163.1,76,55,36,56,65,20,493,1.23,4875,3490,131,2,11,12206,.650,43,4,29,14,1740,0.97,.580,16.14,129,3.42,9.34,2.73,8.38,4.09,1.11,0,12,25,Philadelphia Phillies
131,131,1089,1140,593,212,18,156,1132,440,19,1074,56,.245,4387,.319,.408,.727,31,123,.799,.201,71,19406,4.37,1159.2,59,72,26,42,55,16,563,1.31,4931,3479,131,1,7,12377,.640,56,7,34,15,1790,0.96,.450,16.73,130,2.57,8.79,3.41,8.34,4.60,1.21,0,15,33,Atlanta Braves
131,131,1016,1304,584,237,19,144,998,478,24,1075,67,.247,4346,.329,.410,.739,26,114,.814,.186,95,19128,4.13,1142.1,48,83,17,36,55,19,524,1.36,4942,3427,131,0,8,11954,.620,67,7,34,15,1782,0.78,.366,16.74,131,2.09,7.86,3.77,8.47,4.60,1.13,4,10,37,Chicago White Sox
131,131,1120,1245,627,229,19,142,1031,402,14,1097,61,.247,4443,.315,.403,.718,19,161,.894,.106,79,19207,4.47,1163.1,62,69,32,51,71,19,578,1.29,4960,3490,131,0,9,12306,.640,61,5,48,3,1790,0.90,.473,16.51,131,2.56,7.98,3.11,8.49,4.85,1.10,4,9,41,Miami Marlins
131,131,1105,1131,570,197,19,145,1169,463,11,1009,46,.230,4378,.309,.384,.693,23,85,.787,.213,80,19299,4.03,1162.2,71,60,34,53,79,19,520,1.27,4928,3488,131,0,10,12235,.630,46,6,39,16,1679,0.98,.542,16.60,131,2.52,9.05,3.58,7.81,4.41,1.12,5,11,25,New York Yankees
132,132,1040,1233,512,181,13,143,1157,441,16,1002,47,.229,4385,.304,.374,.678,25,68,.731,.269,82,19342,3.58,1175.2,82,50,38,55,94,17,468,1.23,4922,3527,132,0,12,12322,.640,47,5,29,6,1638,0.84,.621,16.45,132,2.62,8.86,3.38,7.67,3.92,1.09,2,17,30,Milwaukee Brewers
131,131,1103,1224,652,187,19,179,1036,498,38,1160,37,.260,4465,.336,.430,.766,21,91,.813,.188,118,19545,4.67,1163.0,62,69,30,58,71,28,604,1.43,5059,3489,131,0,6,12454,.640,37,8,49,6,1922,0.90,.473,16.81,131,2.08,8.02,3.85,8.98,5.05,1.39,1,14,44,Los Angeles Angels
132,132,1148,1225,642,269,23,160,1054,411,19,1151,52,.254,4534,.321,.429,.750,22,92,.807,.193,90,19273,4.54,1175.0,64,68,35,60,66,25,593,1.33,5043,3525,132,0,7,12232,.630,52,8,26,9,1946,0.94,.485,16.40,132,2.56,8.07,3.15,8.82,4.92,1.23,2,19,25,Arizona Diamondbacks
131,131,1103,1185,643,209,22,177,1078,424,14,1170,40,.261,4485,.328,.436,.764,21,86,.804,.196,81,19241,4.69,1157.0,60,71,31,48,87,17,603,1.38,5002,3471,131,1,6,12325,.640,40,7,49,9,1954,0.93,.458,16.63,130,2.54,8.39,3.30,9.10,5.00,1.38,2,16,35,Baltimore Orioles
132,132,1166,1173,556,168,8,136,1088,435,15,1087,64,.243,4467,.317,.376,.693,35,106,.752,.248,94,19268,3.72,1182.0,72,60,36,59,71,23,488,1.29,5021,3546,132,2,8,12383,.640,64,5,38,2,1679,0.99,.545,16.30,130,2.50,8.28,3.31,8.28,4.23,1.04,8,13,34,Boston Red Sox
131,131,1044,1325,522,182,13,159,1002,340,8,1050,41,.240,4370,.299,.397,.696,28,66,.702,.298,88,18360,3.76,1163.2,76,55,35,50,89,15,486,1.19,4804,3491,131,0,13,12040,.660,41,0,23,18,1735,0.79,.580,15.78,131,2.95,7.75,2.63,8.12,4.04,1.23,2,19,32,Chicago Cubs
132,132,1018,1302,552,228,15,148,1110,409,10,1033,49,.234,4407,.304,.394,.698,26,92,.780,.220,71,19356,3.81,1168.2,68,64,31,50,83,19,495,1.23,4924,3506,132,3,7,12423,.640,49,2,39,8,1735,0.78,.515,16.56,129,2.71,8.55,3.15,7.96,4.25,1.14,3,22,34,Cincinnati Reds
130,130,1032,1239,560,202,18,144,1081,459,17,1065,43,.244,4363,.320,.398,.718,35,94,.729,.271,72,19299,3.97,1155.0,64,66,37,55,90,18,509,1.32,4920,3465,130,1,10,12270,.640,43,7,40,13,1735,0.83,.492,16.71,129,2.36,8.42,3.58,8.30,4.36,1.12,1,16,38,Cleveland Guardians
131,131,1196,1231,840,281,28,191,869,454,16,1384,50,.300,4619,.365,.497,.862,29,114,.797,.203,111,19484,6.00,1142.1,37,94,25,46,50,21,762,1.61,5187,3427,131,0,2,12287,.630,50,6,53,7,2294,0.97,.282,17.06,131,1.91,6.85,3.58,10.90,6.62,1.50,3,14,47,Colorado Rockies
133,133,1131,1168,551,195,16,149,1134,383,13,1059,52,.238,4445,.304,.390,.694,29,65,.691,.309,93,19030,3.80,1180.1,78,55,35,52,61,17,498,1.22,4931,3541,133,1,14,12333,.650,52,1,37,7,1733,0.97,.586,16.12,132,2.96,8.65,2.92,8.07,4.20,1.14,4,16,31,Detroit Tigers
131,131,998,1178,541,205,15,158,1229,406,7,1026,53,.235,4375,.305,.397,.702,21,133,.864,.136,74,19084,3.91,1166.2,72,59,38,52,75,14,507,1.23,4893,3500,131,3,9,12171,.640,53,4,33,8,1735,0.85,.550,16.36,128,3.03,9.48,3.13,7.91,4.17,1.22,3,21,35,Houston Astros
132,132,1113,1266,516,204,21,137,1029,393,16,1071,38,.241,4444,.307,.389,.696,20,35,.636,.364,92,18994,3.68,1173.0,67,65,39,56,73,17,479,1.25,4911,3519,132,0,10,12173,.640,38,2,41,9,1728,0.88,.508,16.19,132,2.62,7.90,3.02,8.22,3.96,1.05,1,15,20,Kansas City Royals
132,132,1076,1170,582,214,24,153,1160,448,23,1072,56,.243,4419,.318,.406,.724,34,89,.724,.276,75,19491,4.11,1171.2,75,57,36,57,100,21,535,1.30,4982,3515,132,0,7,12381,.640,56,5,53,9,1793,0.92,.568,16.64,132,2.59,8.91,3.44,8.23,4.47,1.18,0,19,40,Los Angeles Dodgers
131,131,1078,1266,720,222,26,167,996,445,4,1215,76,.271,4489,.343,.443,.786,36,85,.702,.298,88,19624,5.34,1149.1,53,78,26,41,56,15,682,1.44,5076,3448,131,0,8,12471,.640,76,4,55,6,1990,0.85,.405,17.07,131,2.24,7.80,3.48,9.51,5.64,1.31,0,18,48,Washington Nationals
