gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
128,128,941,1324,666,236,14,180,1051,453,20,1115,65,.255,4369,.331,.439,.770,26,107,.805,.195,74,19691,4.84,1136.1,58,70,28,45,51,17,611,1.38,4951,3409,128,0,8,12333,.630,65,7,23,4,1919,0.71,.453,17.33,128,2.32,8.32,3.59,8.83,5.27,1.43,2,14,48,Athletics
128,128,1068,1233,536,240,20,125,992,375,14,1019,57,.239,4259,.307,.393,.700,21,89,.809,.191,77,18406,4.02,1129.0,54,74,27,48,57,21,504,1.23,4745,3387,128,1,14,11919,.650,57,1,35,4,1674,0.87,.422,16.30,127,2.65,7.91,2.99,8.12,4.27,1.00,1,17,36,Pittsburgh Pirates
127,127,942,1244,477,165,14,126,1092,416,19,931,52,.224,4153,.300,.362,.662,22,80,.784,.216,79,18204,3.53,1123.0,71,56,40,55,84,15,441,1.20,4680,3369,127,2,15,11630,.640,52,4,34,8,1502,0.76,.559,16.21,125,2.63,8.75,3.33,7.46,3.82,1.01,3,17,39,San Diego Padres
128,128,1081,1201,567,197,15,155,1086,385,23,1074,57,.245,4385,.312,.403,.715,25,96,.793,.207,85,18782,4.00,1155.1,68,60,33,53,69,20,513,1.26,4886,3466,128,0,9,12211,.650,57,3,43,3,1766,0.90,.531,16.26,128,2.82,8.46,3.00,8.37,4.42,1.21,2,20,37,Seattle Mariners
127,127,1157,1044,523,222,17,112,1070,398,11,1045,49,.245,4268,.314,.384,.698,28,77,.733,.267,82,18352,3.72,1124.0,61,66,29,47,70,18,464,1.28,4764,3372,127,1,6,11814,.640,49,7,40,7,1637,1.11,.480,16.33,126,2.69,8.57,3.19,8.37,4.19,0.90,1,16,32,San Francisco Giants
128,128,1211,1147,584,210,29,125,935,346,11,1117,36,.257,4354,.314,.404,.718,26,97,.789,.211,82,18036,4.25,1130.2,63,65,31,48,70,17,534,1.29,4797,3392,128,2,12,11605,.640,36,4,41,7,1760,1.06,.492,15.95,126,2.70,7.44,2.75,8.89,4.65,0.99,5,20,36,St. Louis Cardinals
127,127,1058,1101,536,183,8,173,1087,361,9,1010,52,.239,4228,.305,.409,.714,31,124,.800,.200,100,17863,4.00,1123.2,61,66,28,49,69,21,499,1.22,4673,3371,127,1,9,11632,.650,52,5,21,9,1728,0.96,.480,15.90,126,3.01,8.71,2.89,8.09,4.29,1.39,3,6,23,Tampa Bay Rays
128,128,1062,1194,474,172,12,136,1046,382,20,966,41,.229,4226,.297,.372,.669,19,93,.830,.170,91,18006,3.46,1136.1,63,65,30,54,70,24,437,1.19,4692,3409,128,2,11,11632,.650,41,4,37,4,1570,0.89,.492,15.85,126,2.74,8.28,3.03,7.65,3.75,1.08,1,15,27,Texas Rangers
128,128,929,1238,572,195,11,170,1131,411,23,1024,65,.240,4275,.313,.410,.723,29,81,.736,.264,78,18654,4.22,1133.2,74,54,35,54,75,19,531,1.27,4800,3401,128,1,7,11945,.640,65,7,25,7,1751,0.75,.578,16.45,127,2.75,8.98,3.26,8.13,4.54,1.35,2,11,36,Toronto Blue Jays
126,126,928,1258,564,210,11,146,1067,344,15,1078,52,.253,4268,.313,.410,.723,33,101,.754,.246,57,18380,4.22,1111.0,58,68,23,41,78,18,521,1.28,4727,3333,126,1,7,11923,.650,52,7,35,9,1748,0.74,.460,16.54,125,3.10,8.64,2.79,8.73,4.57,1.18,0,16,47,Minnesota Twins
