gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
81,81,590,874,473,160,9,117,642,304,11,775,46,.273,2839,.349,.459,.808,12,72,.857,43,12661,5.48,719.0,32,49,16,32,37,16,438,1.50,3232,2157,81,0,4,7912,.620,46,5,15,4,1304,0.68,.395,17.61,81,2.11,8.04,3.81,9.70,5.92,1.46,1,9,33,Athletics
81,81,713,774,331,141,13,71,598,246,11,625,29,.234,2674,.302,.376,.678,17,64,.790,58,11545,3.86,718.1,32,49,17,32,40,15,308,1.21,2985,2155,81,1,7,7438,.640,29,1,24,3,1005,0.92,.395,16.07,80,2.43,7.49,3.08,7.83,4.15,0.89,0,9,27,Pittsburgh Pirates
79,79,589,776,313,109,8,79,685,262,8,597,32,.229,2611,.304,.367,.671,12,52,.813,48,11403,3.64,699.2,43,36,26,35,51,9,283,1.23,2943,2099,79,2,12,7261,.640,32,3,20,3,959,0.76,.544,16.30,77,2.61,8.81,3.37,7.68,4.03,1.02,2,11,25,San Diego Padres
78,78,665,745,342,118,10,98,636,236,14,668,30,.249,2680,.315,.410,.725,14,54,.794,62,11450,3.97,705.0,41,37,20,32,38,12,311,1.28,2981,2115,78,0,3,7411,.650,30,1,23,2,1100,0.89,.526,16.24,78,2.69,8.12,3.01,8.53,4.37,1.25,1,13,21,Seattle Mariners
79,79,717,637,290,115,15,62,678,243,9,610,24,.234,2612,.303,.360,.663,24,44,.647,43,11131,3.27,698.2,44,35,23,35,57,12,254,1.22,2910,2096,79,0,4,7172,.640,24,2,25,7,941,1.13,.557,15.93,79,2.79,8.73,3.13,7.86,3.74,0.80,1,10,20,San Francisco Giants
80,80,773,721,341,134,18,66,579,215,9,684,24,.252,2717,.309,.387,.696,15,65,.813,50,11301,3.94,712.2,44,36,20,32,48,12,312,1.26,2999,2138,80,1,8,7280,.640,24,2,26,3,1052,1.07,.550,15.86,79,2.69,7.31,2.72,8.64,4.31,0.83,3,13,27,St. Louis Cardinals
79,79,693,704,302,99,4,103,640,215,6,617,33,.234,2637,.298,.392,.690,21,69,.767,73,11052,3.56,708.1,44,35,17,27,46,10,280,1.17,2905,2125,79,1,6,7202,.650,33,1,10,5,1033,0.98,.557,15.60,78,2.98,8.13,2.73,7.84,3.84,1.31,2,3,15,Tampa Bay Rays
80,80,678,737,277,104,7,70,622,220,8,584,21,.225,2594,.289,.352,.641,14,56,.800,52,10974,3.29,700.0,39,41,22,35,50,13,256,1.15,2863,2100,80,2,7,7114,.650,21,3,26,4,912,0.92,.488,15.68,78,2.83,8.00,2.83,7.51,3.56,0.90,1,9,18,Texas Rangers
78,78,577,736,346,108,8,106,700,248,8,619,38,.237,2608,.311,.407,.718,22,41,.651,43,11400,4.20,694.2,42,36,23,35,41,12,324,1.25,2918,2084,78,0,4,7304,.640,38,5,16,5,1061,0.78,.538,16.41,78,2.82,9.07,3.21,8.02,4.48,1.37,0,4,20,Toronto Blue Jays
79,79,580,778,355,129,3,83,679,213,6,661,38,.249,2659,.310,.393,.703,22,59,.728,34,11448,4.27,693.0,37,42,14,27,50,13,329,1.26,2949,2079,79,1,5,7449,.650,38,7,20,7,1045,0.75,.468,16.52,78,3.19,8.82,2.77,8.58,4.61,1.08,0,10,29,Minnesota Twins
79,79,653,684,329,127,10,86,725,231,6,668,22,.247,2704,.310,.397,.707,22,55,.714,42,11621,3.86,707.0,47,32,24,40,37,16,303,1.27,2983,2121,79,0,6,7541,.650,22,1,22,8,1073,0.95,.595,16.44,79,3.14,9.23,2.94,8.50,4.19,1.09,0,8,18,Philadelphia Phillies
78,78,660,620,300,122,10,82,710,250,10,588,31,.230,2552,.305,.382,.687,22,70,.761,44,11262,3.66,689.1,37,41,12,24,32,12,280,1.22,2859,2068,78,1,5,7259,.640,31,5,19,9,976,1.06,.474,16.34,77,2.84,9.27,3.26,7.68,3.92,1.07,0,10,16,Atlanta Braves
80,80,625,812,359,150,15,87,575,290,13,684,48,.256,2667,.337,.422,.759,18,64,.780,58,11635,4.23,693.1,25,55,8,22,38,14,326,1.40,3036,2080,80,0,4,7245,.620,48,2,20,10,1125,0.77,.313,16.78,80,1.98,7.46,3.76,8.88,4.66,1.13,2,4,25,Chicago White Sox
77,77,657,733,398,137,14,90,601,270,10,688,32,.259,2652,.333,.423,.756,12,104,.897,47,11569,4.87,684.0,32,45,17,30,41,13,370,1.40,2983,2052,77,0,4,7322,.630,32,4,24,2,1123,0.90,.416,16.91,77,2.23,7.91,3.55,9.05,5.24,1.18,2,4,23,Miami Marlins
79,79,646,684,296,108,10,77,727,256,5,574,26,.220,2609,.295,.358,.653,14,54,.794,45,11338,3.51,701.2,45,34,22,30,44,8,274,1.18,2915,2105,79,0,8,7199,.630,26,3,23,11,933,0.94,.570,16.16,79,2.84,9.32,3.28,7.36,3.80,0.99,2,7,15,New York Yankees
80,80,615,780,329,110,9,88,668,280,13,644,29,.241,2674,.317,.387,.704,18,41,.695,51,11907,3.86,709.1,44,36,21,31,51,10,304,1.30,3018,2128,80,0,7,7548,.630,29,5,19,3,1036,0.79,.550,16.79,80,2.39,8.48,3.55,8.17,4.17,1.12,2,13,20,Milwaukee Brewers
79,79,676,716,382,111,9,103,615,307,24,706,25,.264,2678,.342,.427,.769,14,58,.806,77,11822,4.55,698.1,39,40,20,35,46,15,353,1.45,3046,2095,79,0,4,7481,.630,25,5,30,3,1144,0.94,.494,16.93,79,2.00,7.93,3.96,9.10,4.92,1.33,1,7,28,Los Angeles Angels
79,79,682,694,400,158,11,104,674,265,12,676,36,.250,2705,.324,.432,.756,15,51,.773,53,11708,4.70,703.1,41,38,25,39,47,14,367,1.34,3028,2110,79,0,6,7375,.630,36,7,14,7,1168,0.98,.519,16.65,79,2.54,8.62,3.39,8.65,5.12,1.33,1,7,14,Arizona Diamondbacks
79,79,651,702,395,141,16,106,652,257,4,728,25,.269,2704,.336,.451,.787,10,54,.844,51,11756,4.86,691.1,34,45,19,29,63,10,373,1.42,3016,2074,79,0,3,7461,.630,25,3,32,9,1219,0.93,.430,17.00,79,2.54,8.49,3.35,9.48,5.14,1.38,1,8,21,Baltimore Orioles
81,81,708,707,369,106,2,80,688,278,11,680,34,.247,2748,.322,.375,.697,23,73,.760,63,11973,3.95,726.2,40,41,22,39,42,17,319,1.32,3100,2180,81,0,6,7647,.640,34,3,18,2,1030,1.00,.494,16.48,81,2.47,8.52,3.44,8.42,4.57,0.99,5,10,25,Boston Red Sox
79,79,630,800,337,115,12,95,604,222,7,673,26,.251,2677,.313,.410,.723,20,47,.701,64,11284,3.95,706.2,46,33,18,27,49,9,310,1.27,2957,2120,79,0,6,7376,.650,26,0,15,11,1097,0.79,.582,15.97,79,2.72,7.69,2.83,8.57,4.29,1.21,2,11,19,Chicago Cubs
80,80,603,827,331,133,8,95,645,243,7,613,35,.231,2655,.302,.394,.696,18,63,.778,39,11697,3.81,708.2,42,38,21,30,52,9,300,1.21,2968,2126,80,2,4,7486,.640,35,2,22,7,1047,0.73,.525,16.51,78,2.65,8.19,3.09,7.79,4.20,1.21,2,15,18,Cincinnati Reds
77,77,585,726,319,118,6,79,646,280,9,652,26,.253,2582,.330,.395,.725,22,64,.744,47,11548,3.91,677.1,39,38,23,30,59,7,294,1.38,2916,2032,77,1,9,7314,.630,26,4,23,6,1019,0.81,.506,17.05,76,2.31,8.58,3.72,8.66,4.24,1.05,1,8,19,Cleveland Guardians
79,79,745,724,487,159,13,105,527,270,8,805,22,.292,2755,.356,.474,.830,20,80,.800,68,11620,5.50,690.0,18,61,13,26,33,13,422,1.56,3094,2070,79,0,0,7350,.630,22,3,38,3,1305,1.03,.228,16.84,79,1.95,6.87,3.52,10.50,6.35,1.37,1,10,36,Colorado Rockies
80,80,690,704,313,105,9,85,675,229,7,628,33,.236,2664,.302,.378,.680,16,36,.692,58,11442,3.50,711.1,50,30,23,33,42,10,277,1.20,2961,2134,80,1,7,7402,.650,33,1,20,5,1006,0.98,.625,16.09,79,2.95,8.54,2.90,7.95,3.96,1.08,2,10,23,Detroit Tigers
79,79,568,700,287,126,7,84,774,240,3,566,32,.219,2584,.292,.371,.663,13,82,.863,44,11268,3.48,698.2,46,33,23,31,48,8,270,1.15,2883,2096,79,3,7,7222,.640,32,1,18,4,958,0.81,.582,16.13,76,3.23,9.97,3.09,7.29,3.70,1.08,3,8,16,Houston Astros
79,79,668,736,288,122,9,76,640,229,9,623,23,.235,2646,.301,.375,.676,13,16,.552,58,11293,3.41,703.0,38,41,25,34,45,9,266,1.21,2920,2109,79,0,7,7291,.650,23,2,31,4,991,0.91,.481,16.06,79,2.79,8.19,2.93,7.98,3.69,0.97,1,8,13,Kansas City Royals
80,80,670,702,371,131,14,103,702,284,16,664,36,.245,2706,.323,.418,.741,18,62,.775,51,11966,4.29,715.0,49,31,26,38,66,12,341,1.33,3058,2145,80,0,3,7567,.630,36,2,36,6,1132,0.95,.613,16.74,80,2.47,8.84,3.57,8.36,4.67,1.30,0,9,23,Los Angeles Dodgers
80,80,645,776,412,118,22,96,631,263,1,709,51,.260,2725,.334,.425,.759,22,59,.728,46,11922,5.00,704.0,33,47,19,30,35,11,391,1.38,3075,2112,80,0,6,7611,.640,51,3,35,3,1159,0.83,.413,16.93,80,2.40,8.07,3.36,9.06,5.27,1.23,0,11,25,Washington Nationals
80,80,690,682,296,114,14,58,697,295,5,619,31,.233,2658,.314,.352,.666,21,35,.625,55,11900,3.25,712.0,46,34,22,37,52,15,257,1.28,3016,2136,80,1,6,7493,.630,31,3,33,4,935,1.01,.575,16.71,79,2.36,8.81,3.73,7.82,3.74,0.73,2,9,21,New York Mets
