gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
137,137,997,1431,707,248,15,193,1124,482,20,1184,67,.253,4673,.329,.437,.766,26,111,.810,.190,78,21016,4.81,1217.1,63,74,30,47,51,17,650,1.37,5287,3652,137,0,9,13182,.630,67,7,26,4,2041,0.70,.460,17.26,137,2.33,8.31,3.56,8.75,5.23,1.43,2,14,49,Athletics
137,137,1135,1309,557,250,20,131,1080,393,14,1074,64,.236,4544,.304,.387,.691,24,92,.793,.207,82,19580,3.90,1208.2,61,76,30,51,60,21,524,1.21,5056,3626,137,1,16,12705,.650,64,1,36,5,1757,0.87,.445,16.20,136,2.75,8.04,2.93,8.00,4.15,0.98,1,17,37,Pittsburgh Pirates
136,136,1012,1335,520,174,15,141,1161,445,19,995,54,.224,4446,.300,.365,.665,23,89,.795,.205,85,19526,3.61,1201.0,76,60,43,58,90,15,482,1.20,5005,3603,136,2,15,12465,.640,54,4,34,8,1622,0.76,.559,16.26,134,2.61,8.70,3.33,7.46,3.90,1.06,3,17,40,San Diego Padres
136,136,1151,1265,600,210,15,165,1162,408,24,1135,62,.244,4653,.311,.402,.713,25,103,.805,.195,91,19916,3.98,1226.2,72,64,35,57,75,22,542,1.26,5185,3680,136,0,9,12957,.650,62,3,46,3,1870,0.91,.529,16.24,136,2.85,8.53,2.99,8.33,4.40,1.21,2,22,38,Seattle Mariners
136,136,1224,1134,567,243,18,121,1141,425,12,1122,55,.246,4569,.315,.386,.701,32,81,.717,.283,89,19674,3.78,1203.2,67,69,31,49,72,18,506,1.29,5102,3611,136,1,6,12667,.640,55,7,43,9,1764,1.08,.493,16.35,135,2.68,8.53,3.18,8.39,4.24,0.90,1,18,34,San Francisco Giants
138,138,1295,1223,630,226,31,140,1013,383,11,1200,40,.257,4670,.316,.409,.725,29,108,.788,.212,90,19410,4.26,1212.1,68,69,35,54,78,19,574,1.31,5159,3637,138,2,12,12499,.640,40,4,44,8,1908,1.06,.496,16.01,135,2.64,7.52,2.84,8.91,4.68,1.04,5,22,39,St. Louis Cardinals
135,135,1122,1169,560,189,8,177,1163,387,10,1063,54,.237,4485,.304,.401,.705,35,130,.788,.212,104,19010,3.92,1195.1,66,69,30,52,76,22,520,1.21,4962,3586,135,1,10,12374,.650,54,6,23,11,1799,0.96,.489,15.90,134,3.01,8.76,2.91,8.00,4.22,1.33,3,8,25,Tampa Bay Rays
137,137,1124,1280,498,188,12,145,1130,404,20,1023,43,.227,4512,.295,.370,.665,19,98,.838,.162,97,19212,3.41,1216.1,70,67,31,56,71,25,461,1.17,5005,3649,137,2,13,12420,.650,43,4,38,5,1670,0.88,.511,15.80,135,2.80,8.36,2.99,7.57,3.68,1.07,1,17,28,Texas Rangers
136,136,998,1306,615,204,12,185,1209,434,24,1094,68,.240,4558,.313,.412,.725,30,92,.754,.246,81,19877,4.25,1207.2,78,58,38,60,81,22,570,1.27,5111,3623,136,1,7,12729,.640,68,7,29,8,1877,0.76,.574,16.46,135,2.79,9.01,3.23,8.15,4.58,1.38,2,12,37,Toronto Blue Jays
135,135,992,1353,634,224,11,162,1128,378,15,1184,55,.258,4590,.319,.417,.736,34,109,.762,.238,67,19834,4.48,1188.0,61,74,26,46,82,20,591,1.31,5090,3564,135,1,7,12844,.650,55,7,37,9,1916,0.73,.452,16.70,134,2.98,8.55,2.86,8.97,4.80,1.23,0,17,50,Minnesota Twins
136,136,1117,1155,548,209,13,145,1246,364,7,1134,46,.246,4614,.306,.391,.697,35,80,.696,.304,73,19522,3.82,1207.1,79,57,37,57,65,20,512,1.24,5062,3622,136,2,11,12688,.650,46,4,29,14,1804,0.97,.581,16.17,134,3.42,9.29,2.71,8.45,4.09,1.08,0,12,26,Philadelphia Phillies
136,136,1134,1193,620,220,19,164,1162,453,19,1123,58,.246,4563,.320,.410,.730,32,126,.797,.203,73,20098,4.41,1203.1,61,75,26,44,57,18,589,1.31,5123,3610,136,1,7,12821,.640,58,7,35,15,1873,0.95,.449,16.70,135,2.57,8.69,3.39,8.40,4.64,1.23,0,15,34,Atlanta Braves
136,136,1044,1367,626,248,19,153,1046,501,25,1125,69,.248,4531,.330,.413,.743,26,119,.821,.179,98,19968,4.25,1189.1,48,88,17,37,56,20,562,1.37,5157,3568,136,0,8,12478,.620,69,7,34,15,1870,0.76,.353,16.79,136,2.09,7.92,3.79,8.51,4.74,1.16,5,11,40,Chicago White Sox
136,136,1165,1291,681,241,20,160,1070,432,14,1157,64,.250,4633,.320,.414,.734,19,167,.898,.102,80,20089,4.70,1207.1,64,72,34,54,73,20,631,1.32,5183,3622,136,0,9,12855,.640,64,5,48,3,1918,0.90,.471,16.64,136,2.48,7.98,3.22,8.62,5.08,1.19,4,9,41,Miami Marlins
136,136,1142,1182,582,204,19,147,1217,475,11,1048,49,.230,4553,.308,.380,.688,23,86,.789,.211,83,20032,3.92,1209.2,76,60,35,55,83,20,527,1.26,5118,3629,136,0,10,12703,.630,49,7,41,16,1731,0.97,.559,16.56,136,2.56,9.05,3.53,7.80,4.33,1.09,5,11,25,New York Yankees
137,137,1073,1284,532,190,13,146,1200,451,17,1047,51,.230,4555,.304,.373,.677,25,69,.734,.266,89,20093,3.59,1220.2,85,52,39,57,95,18,487,1.23,5108,3662,137,0,12,12812,.640,51,5,29,6,1701,0.84,.620,16.46,137,2.66,8.85,3.33,7.72,3.92,1.08,2,17,32,Milwaukee Brewers
135,135,1138,1265,682,196,19,186,1057,514,38,1205,40,.262,4603,.338,.434,.772,21,91,.813,.188,122,20132,4.76,1196.0,63,72,31,59,71,28,632,1.44,5220,3588,135,0,6,12817,.640,40,8,51,6,1997,0.90,.467,16.83,135,2.06,7.95,3.87,9.07,5.13,1.40,1,15,47,Los Angeles Angels
137,137,1189,1278,658,280,24,164,1090,429,19,1192,52,.254,4702,.321,.428,.749,22,93,.809,.191,93,20060,4.48,1219.2,68,69,38,63,73,25,607,1.33,5232,3659,137,0,8,12721,.630,52,8,27,9,2012,0.93,.496,16.45,137,2.54,8.04,3.17,8.80,4.86,1.21,2,20,27,Arizona Diamondbacks
136,136,1148,1229,670,215,22,186,1119,432,14,1217,42,.261,4659,.327,.437,.764,22,89,.802,.198,84,19938,4.69,1201.0,61,75,31,49,87,18,626,1.37,5189,3603,136,1,6,12786,.640,42,7,50,9,2034,0.93,.449,16.60,135,2.59,8.39,3.24,9.12,5.02,1.39,2,17,37,Baltimore Orioles
137,137,1212,1211,574,181,8,138,1136,450,16,1129,67,.243,4640,.317,.375,.692,36,108,.750,.250,98,19958,3.70,1227.0,75,62,38,62,72,24,504,1.29,5213,3681,137,2,9,12837,.640,67,5,39,2,1740,1.00,.547,16.27,135,2.52,8.33,3.30,8.28,4.21,1.01,8,14,34,Boston Red Sox
136,136,1080,1377,553,192,14,169,1036,352,8,1099,43,.242,4537,.301,.402,.703,28,67,.705,.295,93,19012,3.84,1206.0,78,58,36,51,91,15,515,1.20,4989,3618,136,0,13,12454,.660,43,0,24,18,1826,0.78,.574,15.76,136,2.94,7.73,2.63,8.20,4.13,1.26,2,19,36,Chicago Cubs
137,137,1043,1349,576,236,15,154,1147,426,11,1069,51,.235,4550,.305,.395,.700,29,92,.760,.240,71,20010,3.85,1205.2,68,68,31,50,83,19,516,1.24,5089,3617,137,3,7,12838,.640,51,2,40,8,1797,0.77,.500,16.60,133,2.69,8.56,3.18,7.98,4.30,1.15,4,22,36,Cincinnati Reds
134,134,1060,1277,570,208,18,148,1117,467,17,1092,44,.243,4492,.318,.396,.714,37,94,.718,.282,77,19845,3.92,1192.0,68,66,39,57,92,18,519,1.31,5058,3576,134,1,11,12621,.640,44,7,40,14,1780,0.83,.507,16.65,133,2.39,8.43,3.53,8.24,4.30,1.12,1,16,38,Cleveland Guardians
136,136,1232,1286,864,290,30,201,900,476,17,1430,53,.299,4784,.365,.498,.863,29,117,.801,.199,116,20196,5.97,1185.1,38,98,25,46,50,21,786,1.61,5380,3556,136,0,2,12736,.630,53,6,55,7,2383,0.96,.279,17.04,136,1.89,6.83,3.61,10.86,6.56,1.53,3,14,50,Colorado Rockies
137,137,1164,1201,571,202,16,155,1167,398,13,1095,52,.239,4578,.305,.392,.697,32,65,.670,.330,97,19610,3.83,1214.2,79,58,36,54,62,18,517,1.23,5081,3644,137,1,14,12693,.650,52,1,42,7,1794,0.97,.577,16.14,136,2.93,8.65,2.95,8.11,4.23,1.15,4,17,32,Detroit Tigers
