gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
85,85,613,920,484,164,11,120,670,317,13,798,47,.270,2958,.346,.454,.800,13,74,.851,47,13219,5.34,753.0,34,51,18,34,38,16,447,1.48,3367,2259,85,0,6,8248,.620,47,5,17,4,1344,0.67,.400,17.56,85,2.11,8.01,3.79,9.54,5.78,1.43,2,9,34,Athletics
84,84,740,803,338,147,13,72,620,254,11,647,30,.233,2774,.302,.373,.675,17,66,.795,60,11981,3.81,744.1,34,50,17,32,43,15,315,1.21,3094,2233,84,1,7,7725,.640,30,1,24,3,1036,0.92,.405,16.10,83,2.44,7.50,3.07,7.82,4.09,0.87,0,9,27,Pittsburgh Pirates
82,82,603,805,325,111,8,82,718,269,8,619,32,.229,2708,.303,.366,.669,12,53,.815,48,11835,3.65,725.2,45,37,28,37,54,9,294,1.22,3048,2177,82,2,13,7550,.640,32,3,20,5,992,0.75,.549,16.31,80,2.67,8.90,3.34,7.68,4.03,1.02,2,11,26,San Diego Padres
82,82,702,784,363,124,10,104,671,255,16,698,35,.248,2819,.316,.409,.725,15,54,.783,64,12069,3.96,742.1,42,40,20,34,39,14,327,1.28,3146,2227,82,0,3,7808,.650,35,2,26,2,1154,0.90,.512,16.26,82,2.63,8.14,3.09,8.46,4.40,1.26,1,14,22,Seattle Mariners
83,83,752,673,312,124,15,65,710,260,9,648,26,.236,2750,.306,.363,.669,24,45,.652,45,11743,3.36,734.2,45,38,24,36,60,12,274,1.24,3070,2204,83,0,4,7564,.640,26,3,26,7,997,1.12,.542,15.98,83,2.73,8.70,3.19,7.94,3.82,0.80,1,12,21,San Francisco Giants
85,85,805,767,358,138,19,72,614,227,9,716,24,.250,2862,.308,.387,.695,16,69,.812,50,11884,3.94,750.2,46,38,21,33,50,12,329,1.26,3156,2252,85,2,9,7653,.640,24,2,27,4,1108,1.05,.548,15.83,82,2.70,7.36,2.72,8.58,4.29,0.86,3,13,27,St. Louis Cardinals
83,83,728,735,327,110,5,109,677,229,6,654,35,.236,2777,.300,.396,.696,22,72,.766,75,11628,3.69,743.1,47,36,19,30,49,11,305,1.19,3061,2230,83,1,8,7573,.650,35,1,10,5,1101,0.99,.566,15.64,82,2.96,8.20,2.77,7.92,3.96,1.32,2,3,15,Tampa Bay Rays
83,83,714,764,286,107,7,71,646,228,10,607,24,.225,2703,.289,.348,.637,14,57,.803,59,11377,3.24,731.0,41,42,22,35,50,13,263,1.14,2984,2193,83,2,8,7393,.650,24,3,28,4,941,0.93,.494,15.56,81,2.83,7.95,2.81,7.47,3.52,0.87,1,9,19,Texas Rangers
82,82,599,785,366,118,8,110,728,263,9,653,41,.238,2739,.312,.408,.720,23,46,.667,48,11975,4.22,729.2,44,38,23,36,41,13,342,1.26,3069,2189,82,0,6,7683,.640,41,5,17,5,1117,0.76,.537,16.41,82,2.77,8.98,3.24,8.05,4.51,1.36,0,4,22,Toronto Blue Jays
83,83,616,809,367,133,4,87,717,222,6,691,40,.248,2790,.309,.392,.701,23,61,.726,35,12010,4.22,728.0,40,43,16,29,54,13,341,1.25,3095,2184,83,1,6,7822,.650,40,7,20,7,1093,0.76,.482,16.50,82,3.23,8.86,2.74,8.54,4.54,1.08,0,11,32,Minnesota Twins
83,83,682,711,339,134,10,88,764,242,6,701,24,.248,2832,.310,.395,.705,23,56,.709,45,12175,3.79,740.0,48,35,25,41,37,16,312,1.27,3124,2220,83,0,7,7907,.650,24,1,23,8,1119,0.96,.578,16.45,83,3.16,9.29,2.94,8.53,4.12,1.07,0,8,18,Philadelphia Phillies
82,82,685,659,325,129,10,90,747,261,10,631,33,.234,2693,.308,.390,.698,22,73,.768,46,11860,3.78,723.1,38,44,12,24,32,12,304,1.23,3016,2170,82,1,5,7650,.650,33,5,20,9,1050,1.04,.463,16.40,81,2.86,9.29,3.25,7.85,4.04,1.12,0,10,19,Atlanta Braves
83,83,648,841,365,153,16,88,599,301,13,703,48,.255,2762,.335,.417,.752,19,65,.774,61,12058,4.12,720.1,27,56,9,23,40,14,330,1.39,3142,2161,83,0,5,7511,.620,48,3,20,11,1152,0.77,.325,16.74,83,1.99,7.48,3.76,8.78,4.56,1.10,2,4,25,Chicago White Sox
81,81,696,778,423,143,15,96,629,280,10,723,37,.259,2792,.332,.424,.756,14,105,.882,48,12178,4.90,722.0,36,45,17,31,46,14,393,1.39,3145,2166,81,0,4,7728,.630,37,4,25,2,1184,0.89,.444,16.87,81,2.25,7.84,3.49,9.01,5.27,1.20,2,6,28,Miami Marlins
82,82,672,709,304,110,10,79,757,266,5,588,26,.218,2703,.292,.353,.645,14,55,.797,46,11772,3.45,728.2,47,35,23,31,47,8,279,1.17,3020,2186,82,0,9,7477,.640,26,3,23,12,955,0.95,.573,16.16,82,2.85,9.35,3.29,7.26,3.75,0.98,2,7,16,New York Yankees
83,83,637,804,337,115,9,88,703,289,13,661,29,.238,2772,.315,.382,.697,19,42,.689,53,12328,3.80,736.1,47,36,22,32,55,10,311,1.29,3125,2209,83,0,8,7825,.630,29,5,20,3,1058,0.79,.566,16.74,83,2.43,8.59,3.53,8.08,4.12,1.08,2,13,20,Milwaukee Brewers
82,82,696,746,401,117,9,105,644,317,25,737,25,.264,2787,.342,.426,.768,15,62,.805,78,12264,4.58,725.1,41,41,21,37,46,16,369,1.45,3166,2176,82,0,4,7782,.630,25,5,30,3,1187,0.93,.500,16.91,82,2.03,7.99,3.93,9.14,4.98,1.30,1,7,29,Los Angeles Angels
82,82,711,716,424,167,12,111,703,269,12,712,36,.253,2819,.324,.438,.762,16,56,.778,55,12165,4.77,730.1,41,41,25,40,49,15,387,1.34,3148,2191,82,0,6,7684,.630,36,8,14,7,1236,0.99,.500,16.66,82,2.61,8.66,3.31,8.77,5.23,1.37,1,7,16,Arizona Diamondbacks
82,82,684,733,421,144,17,113,666,266,4,764,25,.271,2815,.337,.455,.792,11,57,.838,54,12201,5.00,718.1,35,47,19,29,64,10,399,1.43,3139,2155,82,0,3,7747,.630,25,3,32,9,1281,0.93,.427,16.99,82,2.50,8.34,3.33,9.57,5.27,1.42,1,8,24,Baltimore Orioles
84,84,733,737,384,111,2,82,709,293,12,712,35,.249,2855,.324,.376,.700,24,75,.758,64,12466,3.98,752.2,41,43,22,39,42,17,333,1.34,3224,2258,84,0,6,7950,.640,35,3,19,2,1073,0.99,.488,16.56,84,2.42,8.48,3.50,8.51,4.59,0.98,5,10,26,Boston Red Sox
83,83,655,859,347,118,12,99,623,230,7,697,29,.249,2803,.310,.405,.715,20,47,.701,65,11806,3.88,741.2,49,34,19,28,52,9,320,1.25,3095,2225,83,0,8,7718,.650,29,0,16,12,1136,0.76,.590,15.92,83,2.71,7.56,2.79,8.46,4.21,1.20,2,11,20,Chicago Cubs
83,83,629,856,345,142,8,99,670,255,7,640,36,.232,2761,.303,.397,.700,18,65,.783,40,12182,3.84,735.2,43,40,21,31,53,10,314,1.22,3088,2207,83,2,4,7789,.640,36,2,23,7,1095,0.73,.518,16.56,81,2.63,8.20,3.12,7.83,4.22,1.21,2,15,19,Cincinnati Reds
82,82,625,766,346,124,6,85,680,296,10,690,29,.253,2730,.330,.396,.726,24,67,.736,49,12175,4.02,716.2,40,41,23,31,59,8,320,1.38,3087,2150,82,1,9,7714,.630,29,4,24,7,1081,0.82,.494,16.99,80,2.30,8.54,3.72,8.67,4.35,1.07,1,10,21,Cleveland Guardians
83,83,783,765,513,169,13,110,544,284,9,845,23,.292,2889,.356,.474,.830,22,80,.784,71,12181,5.56,724.0,18,65,13,26,33,13,447,1.56,3246,2172,83,0,0,7704,.630,23,4,41,3,1370,1.02,.217,16.82,83,1.92,6.76,3.53,10.50,6.38,1.37,2,11,37,Colorado Rockies
84,84,727,739,325,108,9,89,706,241,7,652,36,.234,2789,.301,.375,.676,17,41,.707,62,11948,3.48,747.1,52,32,23,33,44,10,289,1.19,3103,2242,84,1,8,7733,.650,36,1,22,5,1045,0.98,.619,15.99,83,2.93,8.50,2.90,7.85,3.91,1.07,2,11,24,Detroit Tigers
83,83,601,736,304,131,9,89,812,247,3,600,32,.220,2723,.291,.373,.664,13,85,.867,45,11852,3.52,734.2,49,34,25,34,51,9,287,1.15,3031,2204,83,3,8,7606,.640,32,1,19,4,1016,0.82,.590,16.13,80,3.29,9.95,3.03,7.35,3.72,1.09,3,8,18,Houston Astros
83,83,696,774,305,125,12,81,679,241,9,657,23,.236,2784,.301,.377,.678,14,18,.563,59,11850,3.45,739.0,39,44,25,34,45,9,283,1.22,3071,2217,83,0,7,7643,.640,23,2,33,5,1049,0.90,.470,16.04,83,2.82,8.27,2.94,8.00,3.71,0.99,1,9,13,Kansas City Royals
84,84,700,738,386,140,14,106,734,297,17,696,38,.245,2836,.323,.417,.740,20,64,.762,55,12533,4.26,750.0,52,32,28,40,72,12,355,1.32,3203,2250,84,0,3,7919,.630,38,2,36,7,1182,0.95,.619,16.71,84,2.47,8.81,3.56,8.35,4.63,1.27,0,9,23,Los Angeles Dodgers
83,83,672,799,430,123,22,102,652,277,1,735,52,.260,2822,.335,.428,.763,23,60,.723,50,12378,5.04,729.0,34,49,19,31,36,12,408,1.39,3187,2187,83,0,6,7881,.640,52,3,36,3,1208,0.84,.410,16.98,83,2.35,8.05,3.42,9.07,5.31,1.26,0,11,25,Washington Nationals
84,84,730,711,317,119,14,60,729,312,5,652,31,.234,2791,.315,.351,.666,21,37,.638,56,12512,3.35,746.0,48,36,23,38,53,15,278,1.29,3168,2238,84,1,7,7878,.630,31,3,34,4,979,1.03,.571,16.77,83,2.34,8.79,3.76,7.87,3.82,0.72,3,9,22,New York Mets
