gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
156,156,1146,1611,789,278,19,217,1276,548,25,1340,78,.253,5304,.329,.435,.764,29,127,.814,.186,92,23822,4.72,1383.2,73,83,35,55,65,20,725,1.36,6001,4151,156,0,10,14930,.630,78,7,28,6,2307,0.71,.468,17.22,156,2.33,8.30,3.56,8.72,5.13,1.41,2,16,53,Athletics
156,156,1284,1476,630,278,20,147,1254,456,18,1223,72,.236,5177,.305,.383,.688,30,104,.776,.224,95,22379,3.82,1376.2,67,89,34,58,67,24,585,1.22,5766,4130,156,1,19,14490,.650,72,2,43,5,1982,0.87,.429,16.26,155,2.75,8.20,2.98,8.00,4.12,0.96,1,18,42,Pittsburgh Pirates
156,156,1165,1490,605,195,15,173,1367,506,21,1152,64,.225,5111,.301,.371,.672,25,103,.805,.195,96,22487,3.68,1377.0,85,71,48,64,103,16,563,1.20,5747,4131,156,2,16,14394,.640,64,5,37,8,1896,0.78,.545,16.33,154,2.70,8.93,3.31,7.53,3.95,1.13,3,21,42,San Diego Padres
156,156,1315,1437,673,238,16,186,1362,441,26,1292,73,.242,5333,.306,.398,.704,26,115,.816,.184,104,22772,3.88,1408.2,87,69,42,67,90,25,608,1.23,5922,4226,156,0,11,14853,.650,73,3,52,4,2120,0.92,.558,16.17,156,3.09,8.70,2.82,8.25,4.30,1.19,2,26,47,Seattle Mariners
156,156,1400,1312,660,277,21,136,1297,491,17,1304,68,.249,5247,.319,.387,.706,37,89,.706,.294,104,22715,3.85,1379.2,77,79,37,57,80,20,590,1.30,5873,4139,156,1,6,14633,.640,68,8,49,11,2031,1.07,.494,16.46,155,2.64,8.46,3.20,8.51,4.31,0.89,1,26,40,San Francisco Giants
156,156,1467,1395,716,265,33,157,1161,444,15,1377,47,.259,5324,.318,.409,.727,34,117,.775,.225,104,22175,4.23,1382.0,76,80,40,63,88,23,649,1.32,5896,4146,156,2,13,14234,.640,47,4,50,9,2179,1.05,.487,16.05,154,2.61,7.56,2.89,8.97,4.66,1.02,5,25,51,St. Louis Cardinals
156,156,1291,1348,647,215,12,195,1362,452,11,1224,65,.236,5183,.304,.395,.699,38,146,.793,.207,123,22091,3.85,1382.1,76,80,35,63,87,28,591,1.21,5746,4147,156,1,11,14401,.650,65,6,31,15,2048,0.96,.487,15.98,155,3.01,8.87,2.94,7.97,4.21,1.27,3,12,31,Tampa Bay Rays
156,156,1279,1471,580,221,15,165,1289,445,23,1189,47,.230,5176,.295,.374,.669,22,116,.841,.159,108,21973,3.45,1389.1,79,77,36,64,79,28,533,1.18,5721,4168,156,2,14,14246,.650,47,4,41,8,1935,0.87,.506,15.82,154,2.90,8.35,2.88,7.70,3.76,1.07,1,18,34,Texas Rangers
156,156,1184,1474,702,244,14,204,1371,496,25,1266,71,.241,5243,.313,.410,.723,34,106,.757,.243,91,22806,4.23,1384.0,90,66,41,64,92,23,650,1.27,5864,4152,156,2,8,14578,.640,71,8,31,8,2150,0.80,.577,16.48,154,2.76,8.92,3.23,8.23,4.57,1.33,2,13,39,Toronto Blue Jays
156,156,1164,1546,763,272,13,190,1308,450,18,1382,69,.260,5322,.322,.423,.745,37,133,.782,.218,78,23113,4.67,1374.0,67,89,27,51,91,24,713,1.33,5920,4122,156,1,8,14917,.650,69,10,44,12,2250,0.75,.429,16.82,155,2.91,8.57,2.95,9.05,5.00,1.24,1,20,58,Minnesota Twins
156,156,1292,1336,634,245,15,171,1406,422,9,1302,51,.246,5287,.306,.395,.701,38,95,.714,.286,83,22431,3.88,1383.1,92,64,45,71,79,26,597,1.25,5809,4150,156,2,13,14570,.650,51,4,35,15,2090,0.97,.590,16.22,154,3.33,9.15,2.75,8.47,4.12,1.11,0,15,34,Philadelphia Phillies
156,156,1275,1378,710,240,23,187,1363,512,20,1295,66,.246,5255,.319,.408,.727,36,148,.804,.196,81,23118,4.37,1384.0,73,83,31,52,69,21,672,1.31,5889,4152,156,1,8,14750,.640,66,8,39,18,2142,0.93,.468,16.70,155,2.66,8.86,3.33,8.42,4.62,1.22,0,15,41,Atlanta Braves
156,156,1181,1566,711,279,22,177,1221,571,25,1284,71,.247,5195,.327,.412,.739,30,144,.828,.172,111,23001,4.23,1365.1,58,98,24,45,68,21,641,1.36,5900,4096,156,0,8,14371,.620,71,9,43,17,2138,0.75,.372,16.85,156,2.14,8.05,3.76,8.46,4.69,1.17,6,12,45,Chicago White Sox
156,156,1339,1494,774,272,23,187,1234,483,16,1329,71,.249,5337,.317,.414,.731,23,182,.888,.112,86,23057,4.63,1389.1,76,80,39,60,85,21,715,1.30,5954,4168,156,0,10,14808,.640,71,9,60,3,2208,0.90,.487,16.60,156,2.55,7.99,3.13,8.61,5.01,1.21,4,9,50,Miami Marlins
156,156,1320,1352,672,239,22,168,1388,540,12,1207,54,.231,5223,.308,.382,.690,25,101,.802,.198,91,22952,3.97,1385.2,88,68,41,62,96,21,612,1.26,5866,4157,156,0,11,14577,.640,54,9,52,16,1994,0.98,.564,16.56,156,2.57,9.02,3.51,7.84,4.36,1.09,5,12,32,New York Yankees
156,156,1217,1444,609,221,17,160,1378,513,18,1190,65,.230,5173,.306,.372,.678,28,77,.733,.267,105,22832,3.62,1387.2,95,61,43,62,101,19,558,1.23,5811,4163,156,0,12,14564,.640,65,6,33,6,1925,0.84,.609,16.45,156,2.69,8.94,3.33,7.72,3.95,1.04,4,20,36,Milwaukee Brewers
156,156,1302,1464,803,239,22,212,1227,604,44,1377,47,.260,5293,.338,.434,.772,27,115,.810,.190,137,23194,4.86,1377.1,70,86,36,70,79,34,744,1.44,6023,4132,156,0,8,14725,.630,47,10,61,7,2296,0.89,.449,16.84,156,2.03,8.02,3.95,9.00,5.25,1.39,2,18,59,Los Angeles Angels
156,156,1365,1461,744,309,27,184,1235,482,20,1346,56,.252,5351,.318,.423,.741,24,105,.814,.186,109,22912,4.43,1391.0,79,77,42,71,89,29,685,1.31,5947,4173,156,0,9,14517,.630,56,8,31,9,2261,0.93,.506,16.47,156,2.56,7.99,3.12,8.71,4.81,1.19,2,20,36,Arizona Diamondbacks
156,156,1307,1403,760,242,26,207,1302,508,19,1383,46,.259,5334,.327,.431,.758,27,101,.789,.211,105,23014,4.61,1381.2,73,83,38,58,105,20,707,1.37,5952,4145,156,1,6,14757,.640,46,8,62,12,2298,0.93,.468,16.66,155,2.56,8.48,3.31,9.01,4.95,1.35,3,20,41,Baltimore Orioles
156,156,1366,1373,660,210,8,160,1311,509,17,1294,71,.245,5288,.317,.378,.695,42,123,.745,.255,110,22761,3.76,1395.1,85,71,43,71,82,28,583,1.29,5933,4186,156,2,11,14666,.640,71,5,53,5,2000,0.99,.545,16.31,154,2.58,8.46,3.28,8.35,4.26,1.03,9,14,41,Boston Red Sox
156,156,1226,1567,625,216,22,193,1207,394,9,1241,52,.240,5180,.298,.402,.700,34,76,.691,.309,101,21757,3.82,1381.0,88,68,42,61,107,19,586,1.18,5689,4143,156,0,14,14270,.660,52,1,29,25,2080,0.78,.564,15.75,156,3.06,7.87,2.57,8.09,4.07,1.26,2,20,41,Chicago Cubs
156,156,1209,1521,663,268,18,187,1319,477,13,1224,61,.235,5202,.305,.402,.707,34,111,.766,.234,80,22899,3.91,1380.0,80,76,38,60,98,22,600,1.23,5815,4140,156,4,9,14704,.640,61,2,44,9,2089,0.79,.513,16.59,152,2.77,8.60,3.11,7.98,4.32,1.22,4,26,45,Cincinnati Reds
156,156,1239,1463,625,238,18,162,1313,515,19,1247,50,.240,5206,.312,.386,.698,40,107,.728,.272,97,22922,3.71,1387.0,84,72,46,68,108,22,571,1.27,5828,4161,156,2,16,14633,.640,50,9,43,16,2007,0.85,.538,16.53,154,2.55,8.52,3.34,8.09,4.06,1.05,1,18,38,Cleveland Guardians
156,156,1385,1490,988,321,30,239,1046,530,18,1628,66,.297,5478,.363,.498,.861,31,129,.806,.194,130,23131,5.99,1359.1,43,113,29,53,58,24,904,1.59,6150,4078,156,0,3,14620,.630,66,7,59,7,2726,0.93,.276,17.02,156,1.97,6.93,3.51,10.78,6.54,1.58,5,14,57,Colorado Rockies
156,156,1331,1379,670,232,20,184,1318,471,14,1265,59,.242,5237,.309,.399,.708,36,79,.687,.313,110,22541,3.98,1386.0,85,71,38,59,71,21,613,1.25,5827,4158,156,1,17,14511,.640,59,3,49,10,2089,0.97,.545,16.26,155,2.80,8.56,3.06,8.21,4.35,1.19,4,21,35,Detroit Tigers
156,156,1189,1421,642,231,16,192,1454,489,7,1211,58,.232,5213,.303,.393,.696,28,156,.848,.152,86,22737,3.87,1391.0,84,72,45,61,88,16,598,1.22,5826,4173,156,3,12,14494,.640,58,4,37,9,2050,0.84,.538,16.35,153,2.97,9.41,3.16,7.84,4.15,1.24,4,22,40,Houston Astros
156,156,1318,1483,618,247,26,164,1209,462,17,1269,44,.242,5236,.308,.393,.701,23,45,.662,.338,112,22448,3.77,1384.0,78,78,46,66,82,20,579,1.25,5786,4152,156,0,10,14366,.640,44,3,51,15,2060,0.89,.500,16.22,156,2.62,7.86,3.00,8.25,4.02,1.07,1,17,25,Kansas City Royals
156,156,1234,1368,668,243,24,173,1433,546,29,1206,62,.233,5177,.311,.389,.700,38,103,.730,.270,83,23036,4.02,1385.1,88,68,42,67,120,25,619,1.26,5849,4156,156,0,9,14616,.630,62,5,69,11,2016,0.90,.564,16.63,156,2.62,9.31,3.55,7.83,4.34,1.12,0,19,45,Los Angeles Dodgers
156,156,1309,1484,859,262,29,200,1192,542,6,1433,86,.268,5344,.342,.440,.782,39,100,.719,.281,112,23498,5.32,1371.1,64,92,35,54,72,19,811,1.44,6048,4114,156,0,9,14890,.630,86,5,65,8,2353,0.88,.410,17.14,156,2.20,7.82,3.56,9.40,5.64,1.31,2,19,55,Washington Nationals
156,156,1377,1305,683,247,23,143,1339,539,6,1291,76,.246,5254,.322,.383,.705,38,71,.651,.349,98,23323,3.99,1381.0,80,76,38,65,95,27,612,1.33,5934,4143,156,1,8,14826,.640,76,4,60,7,2013,1.06,.513,16.89,155,2.48,8.73,3.51,8.41,4.45,0.93,7,15,43,New York Mets
