gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
96,96,701,1035,545,183,11,143,762,353,19,891,56,.266,3345,.343,.456,.799,15,85,.850,54,14916,5.24,853.0,39,57,21,38,38,17,497,1.46,3800,2559,96,0,6,9329,.630,56,6,21,4,1525,0.68,.406,17.49,96,2.16,8.04,3.72,9.40,5.75,1.51,2,9,35,Athletics
95,95,816,907,366,167,14,88,708,273,12,727,35,.233,3121,.299,.380,.679,19,68,.782,64,13432,3.67,836.2,38,57,18,33,43,15,341,1.20,3467,2510,95,1,10,8681,.650,35,1,27,4,1186,0.90,.400,16.05,94,2.59,7.62,2.94,7.82,3.94,0.95,1,9,28,Pittsburgh Pirates
94,94,693,929,370,128,11,95,813,318,13,712,37,.229,3103,.306,.370,.676,15,67,.817,54,13621,3.67,832.0,51,43,33,44,65,11,339,1.24,3504,2496,94,2,14,8677,.640,37,3,27,7,1147,0.75,.543,16.37,92,2.56,8.79,3.44,7.70,4.00,1.03,2,15,29,San Diego Padres
94,94,798,907,408,138,11,111,776,291,20,781,41,.243,3220,.311,.396,.707,18,65,.783,68,13843,3.88,852.0,49,45,23,40,46,17,367,1.26,3595,2556,94,0,6,8975,.650,41,2,28,2,1274,0.88,.521,16.25,94,2.67,8.20,3.07,8.25,4.31,1.17,1,16,26,Seattle Mariners
95,95,859,779,375,154,16,83,806,298,9,757,31,.240,3160,.309,.377,.686,25,54,.684,54,13485,3.53,839.2,52,43,26,40,66,14,329,1.26,3531,2519,95,1,4,8692,.640,31,4,31,7,1192,1.10,.547,16.06,94,2.70,8.64,3.19,8.11,4.02,0.89,1,15,26,San Francisco Giants
95,95,907,861,416,161,20,89,686,261,10,809,25,.251,3220,.310,.397,.707,17,74,.813,56,13427,4.09,842.2,50,45,23,36,55,13,383,1.27,3553,2528,95,2,10,8630,.640,25,2,35,5,1277,1.05,.526,15.93,93,2.63,7.33,2.79,8.64,4.44,0.95,4,14,29,St. Louis Cardinals
95,95,813,839,383,132,6,126,788,271,6,749,41,.237,3167,.303,.401,.704,26,85,.766,80,13302,3.81,846.2,50,45,21,37,54,16,358,1.20,3504,2540,95,1,8,8645,.650,41,1,15,6,1271,0.97,.526,15.71,94,2.91,8.38,2.88,7.96,4.07,1.34,2,5,18,Tampa Bay Rays
95,95,818,879,340,126,8,85,752,265,18,723,25,.230,3138,.294,.357,.651,15,63,.808,64,13169,3.30,842.0,47,48,25,41,56,16,309,1.17,3463,2526,95,2,9,8569,.650,25,3,31,4,1120,0.93,.495,15.64,93,2.84,8.04,2.83,7.73,3.63,0.91,1,11,23,Texas Rangers
94,94,675,910,413,138,10,122,841,306,16,753,50,.239,3150,.314,.405,.719,24,52,.684,57,13777,4.15,836.2,55,39,28,45,55,17,386,1.27,3535,2510,94,1,6,8821,.640,50,6,19,5,1277,0.74,.585,16.47,93,2.75,9.05,3.29,8.10,4.44,1.31,0,6,23,Toronto Blue Jays
94,94,687,939,404,147,6,96,796,244,8,787,41,.249,3159,.308,.391,.699,27,70,.722,40,13469,4.10,825.0,46,48,19,33,69,14,376,1.25,3494,2475,94,1,6,8800,.650,41,7,21,7,1234,0.73,.489,16.33,93,3.26,8.68,2.66,8.59,4.41,1.05,0,13,37,Minnesota Twins
94,94,777,801,369,144,10,93,862,271,6,773,27,.243,3185,.306,.382,.688,23,58,.716,53,13651,3.65,836.1,54,40,26,43,42,17,339,1.25,3511,2509,94,1,9,8882,.650,27,1,24,8,1216,0.97,.574,16.32,93,3.18,9.28,2.92,8.32,3.97,1.00,0,9,19,Philadelphia Phillies
93,93,772,755,375,149,11,106,857,300,13,722,38,.235,3074,.309,.394,.703,24,78,.765,50,13576,3.84,823.2,41,52,13,26,35,13,351,1.24,3444,2471,93,1,5,8730,.640,38,5,26,10,1211,1.02,.441,16.48,92,2.86,9.36,3.28,7.89,4.10,1.16,0,12,20,Atlanta Braves
95,95,750,962,418,176,18,104,678,346,15,798,54,.253,3156,.334,.419,.753,19,75,.798,72,13749,4.13,824.2,32,63,12,28,43,16,378,1.39,3590,2474,95,0,5,8574,.620,54,3,25,12,1322,0.78,.337,16.67,95,1.96,7.40,3.78,8.71,4.56,1.14,2,6,26,Chicago White Sox
93,93,798,877,462,157,17,103,738,302,10,810,40,.254,3185,.324,.411,.735,15,117,.886,54,13811,4.67,827.0,42,51,22,36,49,14,429,1.34,3567,2481,93,0,5,8782,.640,40,5,30,2,1310,0.91,.452,16.70,93,2.44,8.03,3.29,8.81,5.03,1.12,2,6,32,Miami Marlins
94,94,772,816,381,128,10,101,846,312,6,694,33,.224,3103,.300,.369,.669,16,61,.792,55,13567,3.82,831.2,53,41,25,35,54,10,353,1.21,3477,2495,94,0,10,8600,.630,33,3,28,12,1145,0.95,.564,16.31,94,2.71,9.16,3.38,7.51,4.12,1.09,4,9,16,New York Yankees
94,94,727,901,370,127,11,98,808,317,14,732,33,.234,3132,.309,.375,.684,20,49,.710,57,13876,3.67,835.1,54,40,25,36,62,11,341,1.26,3520,2506,94,0,8,8826,.640,33,5,21,3,1175,0.81,.574,16.61,94,2.55,8.71,3.42,7.89,3.99,1.06,2,14,22,Milwaukee Brewers
94,94,804,868,470,139,11,120,736,363,34,851,27,.264,3219,.341,.426,.767,16,68,.810,90,14085,4.67,835.0,46,48,22,44,49,22,433,1.45,3650,2505,94,0,5,8962,.640,27,6,32,3,1372,0.93,.489,16.87,94,2.03,7.93,3.91,9.17,5.07,1.29,1,10,30,Los Angeles Angels
