gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
97,97,706,1044,548,188,11,144,775,358,19,897,56,.266,3376,.343,.456,.799,15,85,.850,54,15084,5.22,862.0,40,57,22,39,41,17,500,1.46,3838,2586,97,0,6,9426,.620,56,6,21,4,1539,0.68,.412,17.50,97,2.16,8.09,3.74,9.37,5.72,1.50,2,10,36,Athletics
96,96,822,919,378,169,15,92,714,278,12,741,36,.235,3158,.301,.385,.686,19,68,.782,64,13599,3.76,844.2,38,58,18,33,43,15,353,1.21,3511,2534,96,1,10,8788,.650,36,1,27,4,1216,0.89,.396,16.10,95,2.57,7.61,2.96,7.90,4.03,0.98,1,9,29,Pittsburgh Pirates
95,95,706,938,374,131,11,95,816,322,13,721,38,.230,3137,.307,.369,.676,15,68,.819,56,13761,3.67,841.0,52,43,34,45,66,11,343,1.24,3543,2523,95,2,14,8759,.640,38,3,28,7,1159,0.75,.547,16.36,93,2.53,8.73,3.45,7.72,4.00,1.02,2,15,29,San Diego Padres
95,95,807,914,415,140,11,113,786,296,20,791,42,.243,3255,.312,.397,.709,19,66,.776,68,14008,3.91,861.0,50,45,23,40,47,17,374,1.26,3637,2583,95,0,6,9080,.650,42,2,28,2,1292,0.88,.526,16.27,95,2.66,8.22,3.09,8.27,4.34,1.18,1,16,27,Seattle Mariners
96,96,872,782,377,155,16,83,816,299,9,765,31,.240,3194,.308,.376,.684,25,54,.684,54,13627,3.50,848.2,52,44,26,40,66,14,330,1.25,3566,2546,96,1,4,8793,.650,31,4,31,7,1201,1.12,.542,16.06,95,2.73,8.65,3.17,8.11,4.00,0.88,1,15,26,San Francisco Giants
96,96,919,869,423,162,20,92,692,263,10,819,25,.252,3254,.310,.399,.709,17,74,.813,57,13554,4.12,851.2,50,46,23,37,56,14,390,1.27,3591,2555,96,2,10,8720,.640,25,2,35,5,1297,1.06,.521,15.91,94,2.63,7.31,2.78,8.65,4.47,0.97,4,16,29,St. Louis Cardinals
96,96,819,847,384,135,6,126,795,274,6,754,42,.236,3193,.303,.401,.704,27,88,.765,81,13424,3.78,854.2,50,46,21,37,54,16,359,1.20,3534,2564,96,1,8,8725,.650,42,1,15,6,1279,0.97,.521,15.71,95,2.90,8.37,2.89,7.94,4.04,1.33,2,5,18,Tampa Bay Rays
96,96,825,891,345,126,8,88,763,269,18,730,25,.230,3173,.293,.358,.651,15,63,.808,65,13325,3.31,852.1,47,49,25,42,56,17,313,1.17,3504,2557,96,2,9,8666,.650,25,3,31,4,1136,0.93,.490,15.63,94,2.84,8.06,2.84,7.71,3.64,0.93,1,12,24,Texas Rangers
95,95,683,919,417,139,10,123,847,309,17,761,50,.239,3181,.314,.405,.719,25,54,.684,57,13918,4.14,844.2,55,40,28,45,55,17,389,1.27,3571,2534,95,1,6,8910,.640,50,6,19,5,1289,0.74,.579,16.48,94,2.74,9.02,3.29,8.11,4.44,1.31,2,6,23,Toronto Blue Jays
95,95,697,950,408,148,6,97,803,247,8,793,41,.248,3193,.307,.390,.697,27,70,.722,40,13624,4.09,834.0,47,48,19,33,69,14,379,1.25,3531,2502,95,1,6,8900,.650,41,7,23,7,1244,0.73,.495,16.34,94,3.25,8.67,2.67,8.56,4.40,1.05,0,13,37,Minnesota Twins
95,95,783,809,374,146,10,95,872,272,6,781,28,.243,3216,.306,.383,.689,23,58,.716,53,13785,3.67,844.1,54,41,26,43,42,17,344,1.25,3545,2533,95,1,9,8966,.650,28,1,24,8,1232,0.97,.568,16.33,94,3.21,9.29,2.90,8.32,3.99,1.01,0,9,20,Philadelphia Phillies
94,94,778,764,381,150,11,108,869,304,13,729,38,.235,3107,.309,.394,.703,24,79,.767,50,13742,3.86,832.2,42,52,14,28,35,14,357,1.24,3482,2498,94,1,5,8834,.640,38,5,28,10,1225,1.02,.447,16.50,93,2.86,9.39,3.29,7.88,4.12,1.17,0,13,20,Atlanta Braves
