gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
94,94,685,1015,534,179,11,141,739,348,19,874,53,.267,3270,.344,.458,.802,15,80,.842,52,14568,5.32,833.0,38,56,21,38,38,17,492,1.47,3716,2499,94,0,6,9106,.630,53,6,21,4,1498,0.67,.404,17.49,94,2.12,7.98,3.76,9.44,5.77,1.52,2,9,34,Athletics
94,94,811,899,364,167,14,87,698,273,12,720,35,.233,3091,.300,.380,.680,19,68,.782,64,13317,3.68,828.2,38,56,18,33,43,15,339,1.20,3437,2486,94,1,10,8604,.650,35,1,27,4,1176,0.90,.404,16.07,93,2.56,7.58,2.97,7.82,3.95,0.94,1,9,28,Pittsburgh Pirates
92,92,680,906,365,124,11,93,797,308,11,698,37,.230,3039,.306,.370,.676,14,65,.823,53,13303,3.69,814.0,49,43,31,42,61,11,334,1.24,3428,2442,92,2,14,8478,.640,37,3,27,7,1123,0.75,.533,16.34,90,2.59,8.81,3.41,7.72,4.04,1.03,2,15,27,San Diego Padres
92,92,786,881,399,138,10,110,760,282,19,770,39,.244,3158,.312,.398,.710,18,62,.775,65,13533,3.89,833.1,48,44,23,39,44,16,360,1.26,3519,2500,92,0,6,8779,.650,39,2,28,2,1258,0.89,.522,16.24,92,2.70,8.21,3.05,8.32,4.31,1.19,1,16,23,Seattle Mariners
94,94,849,769,368,150,16,81,800,296,9,746,30,.239,3123,.308,.375,.683,25,51,.671,53,13339,3.49,830.2,51,43,25,39,64,14,322,1.25,3491,2492,94,1,4,8595,.640,30,4,31,7,1171,1.10,.543,16.06,93,2.70,8.67,3.21,8.08,3.99,0.88,1,15,26,San Francisco Giants
93,93,891,841,409,155,20,87,670,256,10,793,25,.252,3153,.310,.396,.706,17,74,.813,55,13143,4.10,824.2,49,44,23,36,54,13,376,1.27,3480,2474,93,2,10,8441,.640,25,2,34,5,1249,1.06,.527,15.94,91,2.62,7.31,2.79,8.65,4.46,0.95,4,13,29,St. Louis Cardinals
93,93,794,820,374,128,6,125,778,262,6,737,41,.237,3107,.303,.403,.706,26,82,.759,80,13024,3.78,830.1,50,43,21,35,52,14,349,1.20,3435,2491,93,1,8,8477,.650,41,1,14,6,1252,0.97,.538,15.69,92,2.97,8.43,2.84,7.99,4.05,1.35,2,5,18,Tampa Bay Rays
93,93,806,864,333,124,8,82,729,258,18,705,25,.230,3070,.293,.355,.648,15,62,.805,62,12871,3.30,824.0,45,48,25,41,54,16,302,1.17,3388,2472,93,2,9,8379,.650,25,3,29,4,1091,0.93,.484,15.62,91,2.83,7.96,2.82,7.70,3.64,0.90,1,11,23,Texas Rangers
93,93,673,900,407,138,10,119,826,304,16,743,50,.239,3113,.314,.404,.718,24,51,.680,57,13612,4.13,827.2,54,39,28,45,54,17,380,1.27,3496,2483,93,1,6,8720,.640,50,6,18,5,1258,0.75,.581,16.45,92,2.72,8.98,3.31,8.08,4.43,1.29,0,6,23,Toronto Blue Jays
92,92,676,912,395,142,6,94,781,241,8,765,41,.248,3085,.308,.389,.697,27,67,.713,40,13191,4.09,807.0,45,47,18,32,65,14,367,1.25,3416,2421,92,1,6,8611,.650,41,7,21,7,1201,0.74,.489,16.35,91,3.24,8.71,2.69,8.53,4.41,1.05,0,13,36,Minnesota Twins
93,93,769,791,365,143,10,92,857,268,6,766,27,.243,3156,.306,.382,.688,23,57,.713,52,13537,3.66,828.1,54,39,26,43,42,17,337,1.25,3478,2485,93,1,9,8802,.650,27,1,24,8,1205,0.97,.581,16.34,92,3.20,9.31,2.91,8.32,3.97,1.00,0,8,19,Philadelphia Phillies
91,91,759,732,365,145,11,104,838,292,12,704,38,.235,3002,.308,.394,.702,23,77,.770,50,13264,3.83,804.1,40,51,12,24,32,12,342,1.24,3363,2413,91,1,5,8536,.640,38,5,26,9,1183,1.04,.440,16.49,90,2.87,9.38,3.27,7.88,4.08,1.16,0,11,20,Atlanta Braves
93,93,736,936,410,172,17,100,659,338,14,785,52,.254,3085,.336,.418,.754,19,72,.791,71,13418,4.14,804.2,31,62,12,27,43,15,370,1.40,3508,2414,93,0,5,8368,.620,52,3,24,12,1291,0.79,.333,16.68,93,1.95,7.37,3.78,8.78,4.59,1.12,2,5,26,Chicago White Sox
91,91,786,861,451,154,17,102,720,297,10,789,40,.253,3118,.323,.411,.734,15,115,.885,53,13530,4.65,811.0,42,49,22,36,49,14,419,1.34,3495,2433,91,0,5,8609,.640,40,5,29,2,1283,0.91,.462,16.68,91,2.42,7.99,3.30,8.76,5.00,1.13,2,6,32,Miami Marlins
