gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
129,129,944,1339,669,238,14,180,1059,457,20,1120,66,.255,4400,.331,.438,.769,26,108,.806,.194,74,19840,4.82,1145.1,59,70,29,46,51,17,614,1.38,4987,3436,129,0,8,12427,.630,66,7,23,4,1926,0.71,.457,17.32,129,2.32,8.32,3.59,8.80,5.26,1.41,2,14,48,Athletics
128,128,1068,1233,536,240,20,125,992,375,14,1019,57,.239,4259,.307,.393,.700,21,89,.809,.191,77,18406,4.02,1129.0,54,74,27,48,57,21,504,1.23,4745,3387,128,1,14,11919,.650,57,1,35,4,1674,0.87,.422,16.30,127,2.65,7.91,2.99,8.12,4.27,1.00,1,17,36,Pittsburgh Pirates
128,128,950,1250,481,167,15,128,1103,420,19,938,52,.224,4185,.300,.363,.663,22,80,.784,.216,82,18355,3.54,1132.0,72,56,40,55,84,15,445,1.20,4716,3396,128,2,15,11732,.640,52,4,34,8,1519,0.76,.563,16.21,126,2.63,8.77,3.34,7.46,3.82,1.02,3,17,39,San Diego Padres
128,128,1081,1201,567,197,15,155,1086,385,23,1074,57,.245,4385,.312,.403,.715,25,96,.793,.207,85,18782,3.99,1155.1,68,60,33,53,69,20,512,1.26,4886,3466,128,0,9,12211,.650,57,3,43,3,1766,0.90,.531,16.26,128,2.82,8.46,3.00,8.37,4.42,1.21,2,20,37,Seattle Mariners
128,128,1164,1054,531,225,17,112,1077,400,11,1056,50,.246,4301,.315,.384,.699,28,78,.736,.264,82,18502,3.75,1132.0,61,67,29,47,70,18,472,1.29,4802,3396,128,1,6,11917,.640,50,7,40,7,1651,1.10,.477,16.34,127,2.69,8.56,3.18,8.40,4.22,0.89,1,17,33,San Francisco Giants
129,129,1218,1156,588,211,29,126,945,351,11,1127,36,.257,4390,.315,.404,.719,26,99,.792,.208,82,18194,4.25,1139.2,64,65,32,49,72,17,538,1.30,4838,3419,129,2,12,11707,.640,36,4,42,7,1774,1.05,.496,15.96,127,2.69,7.46,2.77,8.90,4.64,1.00,5,20,36,St. Louis Cardinals
128,128,1069,1107,543,185,8,174,1095,365,9,1020,53,.239,4263,.306,.409,.715,32,125,.796,.204,102,18007,4.01,1132.2,61,67,28,49,69,21,505,1.22,4713,3398,128,1,9,11724,.650,53,5,22,10,1743,0.97,.477,15.90,127,3.00,8.70,2.90,8.10,4.31,1.38,3,6,23,Tampa Bay Rays
129,129,1067,1206,480,174,12,138,1052,390,20,975,41,.229,4256,.298,.373,.671,19,95,.833,.167,91,18168,3.48,1144.1,63,66,30,54,70,24,443,1.19,4732,3433,129,2,11,11723,.650,41,4,37,4,1587,0.88,.488,15.88,127,2.70,8.27,3.07,7.67,3.78,1.09,1,16,28,Texas Rangers
128,128,929,1238,572,195,11,170,1131,411,23,1024,65,.240,4275,.313,.410,.723,29,81,.736,.264,78,18654,4.22,1133.2,74,54,35,54,75,19,531,1.27,4800,3401,128,1,7,11945,.640,65,7,25,7,1751,0.75,.578,16.45,127,2.75,8.98,3.26,8.13,4.54,1.35,2,11,36,Toronto Blue Jays
127,127,937,1271,572,213,11,147,1073,347,15,1090,54,.253,4308,.313,.410,.723,33,102,.756,.244,57,18543,4.25,1120.0,58,69,23,41,78,18,529,1.28,4772,3360,127,1,7,12025,.650,54,7,36,9,1766,0.74,.457,16.56,126,3.09,8.62,2.79,8.76,4.60,1.18,0,16,47,Minnesota Twins
127,127,1051,1078,505,192,13,138,1166,340,7,1047,40,.243,4307,.303,.390,.693,32,76,.704,.296,64,18191,3.76,1128.1,74,53,34,53,60,19,472,1.23,4722,3385,127,2,11,11832,.650,40,3,28,11,1679,0.97,.583,16.12,125,3.43,9.30,2.71,8.35,4.03,1.10,0,11,24,Philadelphia Phillies
127,127,1052,1097,567,205,16,147,1110,423,19,1032,52,.243,4244,.317,.403,.720,31,114,.786,.214,69,18769,4.30,1124.2,58,69,25,41,55,16,537,1.29,4766,3374,127,1,7,11986,.640,52,7,32,14,1710,0.96,.457,16.69,126,2.62,8.88,3.39,8.26,4.54,1.18,0,15,32,Atlanta Braves
127,127,989,1257,572,232,19,140,966,464,23,1049,65,.249,4214,.330,.413,.743,26,111,.810,.190,92,18538,4.18,1106.1,45,82,17,36,54,19,514,1.37,4794,3319,127,0,6,11582,.620,65,7,33,14,1739,0.79,.354,16.76,127,2.08,7.86,3.77,8.53,4.65,1.14,4,10,37,Chicago White Sox
127,127,1073,1205,611,222,19,138,1007,389,13,1070,58,.248,4306,.317,.405,.722,19,157,.892,.108,73,18594,4.52,1124.1,60,67,30,49,67,19,565,1.30,4806,3373,127,0,9,11914,.640,58,5,48,3,1744,0.89,.472,16.54,127,2.59,8.06,3.11,8.57,4.89,1.10,4,9,40,Miami Marlins
127,127,1066,1109,550,191,18,142,1131,444,11,972,44,.229,4244,.307,.383,.690,21,83,.798,.202,74,18678,3.99,1126.2,69,58,34,53,77,19,500,1.26,4771,3380,127,0,10,11842,.630,44,5,38,15,1625,0.96,.543,16.58,127,2.55,9.03,3.55,7.76,4.39,1.13,5,11,23,New York Yankees
128,128,1018,1192,492,177,13,137,1112,426,16,972,45,.229,4247,.304,.373,.677,25,64,.719,.281,81,18703,3.56,1139.2,80,48,37,51,89,14,451,1.23,4767,3419,128,0,12,11904,.640,45,5,28,6,1586,0.85,.625,16.41,128,2.61,8.78,3.36,7.68,3.89,1.08,2,17,30,Milwaukee Brewers
127,127,1074,1179,633,180,19,174,1005,485,38,1128,35,.260,4331,.337,.431,.768,21,90,.811,.189,115,18955,4.67,1127.0,61,66,30,58,68,28,585,1.43,4907,3381,127,0,5,12076,.640,35,8,48,6,1868,0.91,.480,16.82,127,2.07,8.03,3.87,9.01,5.06,1.39,1,14,41,Los Angeles Angels
128,128,1109,1184,623,263,21,157,1027,400,19,1117,52,.254,4395,.322,.431,.753,22,88,.800,.200,87,18694,4.55,1138.0,62,66,34,58,65,24,575,1.33,4891,3414,128,0,7,11868,.630,52,8,25,9,1893,0.94,.484,16.43,128,2.57,8.12,3.16,8.83,4.93,1.24,2,17,25,Arizona Diamondbacks
127,127,1074,1143,618,202,22,169,1041,413,14,1134,40,.261,4343,.329,.434,.763,21,84,.800,.200,79,18712,4.66,1121.0,59,68,30,47,86,17,581,1.38,4847,3363,127,1,6,11990,.640,40,6,49,9,1887,0.94,.465,16.69,126,2.52,8.36,3.32,9.10,4.96,1.36,2,15,34,Baltimore Orioles
128,128,1138,1142,545,164,8,130,1046,425,15,1064,62,.245,4345,.319,.376,.695,35,106,.752,.248,91,18769,3.74,1147.0,69,59,34,57,67,23,477,1.30,4885,3441,128,2,7,12052,.640,62,5,38,2,1634,1.00,.539,16.36,126,2.46,8.21,3.33,8.35,4.28,1.02,8,12,33,Boston Red Sox
128,128,1017,1299,516,181,13,155,974,337,8,1035,39,.242,4274,.301,.399,.700,28,64,.696,.304,87,17982,3.81,1136.2,73,55,32,46,86,14,481,1.21,4703,3410,128,0,13,11788,.660,39,0,23,18,1707,0.78,.570,15.82,128,2.89,7.71,2.67,8.20,4.09,1.23,2,19,32,Chicago Cubs
128,128,992,1268,528,221,13,141,1066,398,10,1000,49,.234,4274,.305,.391,.696,25,88,.779,.221,67,18738,3.79,1133.2,67,61,31,49,83,18,477,1.23,4775,3401,128,3,7,12028,.640,49,2,36,8,1670,0.78,.523,16.53,125,2.68,8.46,3.16,7.94,4.19,1.12,2,21,31,Cincinnati Reds
126,126,994,1203,532,190,18,134,1057,445,17,1024,43,.242,4225,.318,.391,.709,34,88,.721,.279,72,18691,3.87,1122.0,64,62,37,54,89,17,482,1.31,4767,3366,126,1,10,11886,.640,43,7,39,13,1652,0.83,.508,16.66,125,2.38,8.48,3.57,8.21,4.27,1.07,1,16,37,Cleveland Guardians
128,128,1178,1202,822,271,27,185,849,443,14,1353,49,.299,4521,.365,.494,.859,27,112,.806,.194,110,19053,5.99,1118.1,37,91,25,46,50,21,744,1.61,5077,3355,128,0,2,12027,.630,49,6,53,7,2233,0.98,.289,17.04,128,1.92,6.83,3.57,10.89,6.62,1.49,3,14,47,Colorado Rockies
129,129,1096,1128,526,187,16,142,1109,373,12,1018,51,.236,4305,.303,.386,.689,29,65,.691,.309,88,18494,3.76,1145.1,76,53,34,50,59,16,478,1.21,4778,3436,129,1,14,11984,.650,51,1,35,7,1663,0.97,.589,16.15,128,2.97,8.71,2.93,8.00,4.13,1.12,3,15,31,Detroit Tigers
128,128,965,1164,523,202,15,152,1201,394,7,996,52,.233,4270,.304,.394,.698,20,127,.864,.136,71,18593,3.87,1140.2,70,58,36,49,73,13,491,1.22,4775,3422,128,3,9,11857,.640,52,4,32,8,1684,0.83,.547,16.30,125,3.05,9.48,3.11,7.86,4.13,1.20,3,21,35,Houston Astros
128,128,1090,1218,490,194,20,128,1005,386,16,1030,36,.239,4308,.306,.383,.689,20,35,.636,.364,90,18401,3.58,1140.0,66,62,38,54,71,16,453,1.24,4766,3420,128,0,10,11794,.640,36,2,39,9,1648,0.89,.516,16.14,128,2.60,7.93,3.05,8.13,3.87,1.01,1,15,20,Kansas City Royals
128,128,1042,1135,573,209,24,152,1130,435,22,1054,56,.245,4307,.319,.410,.729,33,88,.727,.273,72,18985,4.16,1137.2,73,55,36,57,100,21,526,1.31,4852,3413,128,0,6,12061,.640,56,5,50,9,1767,0.92,.570,16.69,128,2.60,8.94,3.44,8.34,4.53,1.20,0,16,38,Los Angeles Dodgers
127,127,1060,1218,697,214,26,160,964,431,4,1180,74,.271,4357,.343,.442,.785,36,84,.700,.300,88,19035,5.32,1116.1,52,75,26,41,56,15,660,1.44,4927,3349,127,0,8,12101,.640,74,3,55,6,1926,0.87,.409,17.05,127,2.24,7.77,3.47,9.51,5.62,1.29,0,18,47,Washington Nationals
127,127,1120,1072,533,195,19,117,1088,453,6,1025,61,.240,4263,.320,.377,.697,29,58,.667,.333,81,19074,3.81,1125.0,67,60,36,58,80,22,476,1.31,4824,3375,127,1,7,12051,.630,61,4,47,5,1609,1.04,.528,16.95,126,2.40,8.70,3.62,8.20,4.26,0.94,5,12,30,New York Mets
