gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
146,146,1057,1512,751,263,17,205,1208,511,22,1255,76,.253,4966,.329,.436,.765,26,116,.817,.183,83,22362,4.81,1295.1,66,80,30,48,53,18,693,1.36,5621,3886,146,0,9,14007,.630,76,7,27,5,2167,0.70,.452,17.26,146,2.36,8.39,3.55,8.72,5.22,1.42,2,15,51,Athletics
145,145,1206,1374,594,263,20,138,1153,424,16,1145,69,.237,4822,.306,.386,.692,26,98,.790,.210,91,20854,3.89,1280.2,64,81,33,55,64,22,554,1.23,5372,3842,145,1,17,13518,.650,69,1,39,5,1862,0.88,.441,16.28,144,2.72,8.10,2.98,8.05,4.17,0.97,1,18,38,Pittsburgh Pirates
145,145,1076,1410,563,184,15,157,1254,476,20,1073,58,.226,4755,.302,.370,.672,25,96,.793,.207,90,20904,3.66,1281.0,79,66,44,59,91,15,521,1.21,5350,3843,145,2,15,13353,.640,58,5,36,8,1758,0.76,.545,16.32,143,2.63,8.81,3.34,7.54,3.96,1.10,3,17,41,San Diego Padres
145,145,1219,1346,640,226,16,172,1239,424,24,1210,64,.245,4947,.310,.401,.711,26,109,.807,.193,97,21128,3.99,1303.2,77,68,38,61,82,23,578,1.25,5504,3911,145,0,9,13760,.650,64,3,47,4,1984,0.91,.531,16.21,145,2.92,8.55,2.93,8.35,4.42,1.19,2,22,45,Seattle Mariners
145,145,1295,1206,600,254,19,124,1226,449,12,1200,59,.246,4873,.315,.383,.698,34,85,.714,.286,98,21017,3.75,1282.2,74,71,36,55,79,19,534,1.29,5436,3848,145,1,6,13560,.650,59,7,45,9,1864,1.07,.510,16.39,144,2.73,8.60,3.15,8.42,4.21,0.87,1,18,36,San Francisco Giants
146,146,1373,1299,671,249,32,150,1075,410,13,1284,42,.259,4965,.318,.412,.730,32,112,.778,.222,99,20581,4.28,1288.2,72,74,38,58,82,20,613,1.31,5488,3866,146,2,12,13231,.640,42,4,47,8,2047,1.06,.493,15.97,144,2.62,7.51,2.86,8.97,4.69,1.05,5,23,43,St. Louis Cardinals
144,144,1183,1248,593,196,10,186,1260,411,10,1126,60,.235,4782,.302,.397,.699,37,137,.787,.213,111,20305,3.85,1276.1,72,72,33,58,81,25,546,1.20,5292,3829,144,1,10,13226,.650,60,6,25,13,1900,0.95,.500,15.91,143,3.07,8.88,2.90,7.94,4.18,1.31,3,9,27,Tampa Bay Rays
146,146,1207,1361,536,205,14,153,1206,423,21,1098,44,.228,4826,.294,.371,.665,21,104,.832,.168,104,20545,3.44,1299.1,76,70,34,61,75,27,496,1.17,5340,3898,146,2,14,13302,.650,44,4,39,6,1790,0.89,.521,15.81,144,2.85,8.35,2.93,7.61,3.71,1.06,1,17,29,Texas Rangers
144,144,1069,1377,653,223,13,192,1275,456,24,1166,69,.241,4836,.313,.412,.725,32,97,.752,.248,86,21087,4.23,1278.0,83,61,39,62,86,23,601,1.27,5414,3834,144,1,7,13467,.640,69,7,29,8,1991,0.78,.576,16.50,143,2.80,8.98,3.21,8.21,4.60,1.35,2,12,39,Toronto Blue Jays
145,145,1070,1445,698,248,12,175,1216,413,15,1286,62,.260,4947,.322,.421,.743,34,114,.770,.230,72,21445,4.60,1275.0,64,81,27,50,87,23,652,1.33,5493,3825,145,1,7,13865,.650,62,9,39,10,2083,0.74,.441,16.82,144,2.94,8.58,2.92,9.08,4.93,1.24,1,18,52,Minnesota Twins
145,145,1200,1224,578,224,14,153,1324,396,8,1200,48,.244,4908,.306,.389,.695,37,87,.702,.298,78,20835,3.79,1286.1,85,60,41,64,73,23,541,1.24,5392,3859,145,2,13,13518,.650,48,4,31,15,1911,0.98,.586,16.20,143,3.34,9.26,2.77,8.40,4.04,1.07,0,13,27,Philadelphia Phillies
145,145,1197,1280,669,230,21,178,1247,484,20,1199,64,.246,4871,.320,.412,.732,34,138,.802,.198,76,21475,4.45,1284.0,65,80,29,49,60,20,635,1.31,5471,3852,145,1,7,13700,.640,64,7,36,17,2005,0.94,.448,16.73,144,2.58,8.74,3.39,8.40,4.69,1.25,0,15,37,Atlanta Braves
145,145,1108,1456,667,265,21,163,1129,535,25,1196,70,.247,4833,.328,.412,.740,28,126,.818,.182,102,21393,4.24,1269.1,55,90,22,43,62,21,598,1.36,5500,3808,145,0,8,13340,.620,70,9,37,16,1992,0.76,.379,16.85,145,2.11,8.00,3.79,8.48,4.73,1.16,6,11,45,Chicago White Sox
145,145,1238,1387,738,262,22,176,1135,458,14,1247,67,.252,4952,.321,.420,.741,20,178,.899,.101,82,21458,4.80,1285.1,66,79,35,55,75,20,685,1.33,5536,3856,145,0,9,13750,.640,67,9,52,3,2081,0.89,.455,16.69,145,2.48,7.95,3.21,8.73,5.17,1.23,4,9,46,Miami Marlins
144,144,1218,1251,621,223,20,154,1278,505,12,1112,52,.231,4820,.309,.381,.690,24,88,.786,.214,86,21246,3.97,1279.2,80,64,37,58,89,21,564,1.26,5421,3839,144,0,10,13479,.630,52,8,47,16,1837,0.97,.556,16.60,144,2.53,8.99,3.55,7.82,4.37,1.08,5,11,28,New York Yankees
146,146,1147,1354,570,210,16,150,1280,480,17,1118,55,.231,4848,.305,.373,.678,26,71,.732,.268,97,21351,3.62,1298.2,89,57,42,61,100,19,522,1.23,5436,3896,146,0,12,13622,.640,55,5,30,6,1810,0.85,.610,16.44,146,2.67,8.87,3.33,7.75,3.95,1.04,2,17,34,Milwaukee Brewers
145,145,1219,1363,742,209,20,204,1139,554,39,1286,44,.260,4939,.337,.435,.772,23,102,.816,.184,132,21576,4.82,1284.0,68,77,34,65,78,31,687,1.43,5606,3852,145,0,7,13727,.640,44,10,57,7,2147,0.89,.469,16.80,145,2.06,7.98,3.88,9.01,5.20,1.43,1,17,51,Los Angeles Angels
146,146,1279,1353,702,292,27,174,1156,452,19,1265,53,.253,5002,.320,.426,.746,22,99,.818,.182,102,21381,4.48,1298.2,72,74,40,67,82,27,647,1.32,5560,3896,146,0,9,13563,.630,53,8,29,9,2133,0.95,.493,16.46,146,2.56,8.01,3.13,8.77,4.86,1.21,2,20,31,Arizona Diamondbacks
144,144,1230,1297,704,225,25,195,1181,463,15,1286,43,.261,4935,.327,.435,.762,24,92,.793,.207,93,21183,4.63,1274.0,67,77,33,52,94,19,655,1.37,5502,3822,144,1,6,13590,.640,43,7,53,9,2146,0.95,.465,16.63,143,2.55,8.34,3.27,9.08,4.97,1.38,2,20,39,Baltimore Orioles
146,146,1283,1296,614,193,8,148,1209,477,16,1205,67,.244,4940,.317,.376,.693,39,115,.747,.253,105,21251,3.73,1306.0,81,65,41,66,76,25,541,1.29,5545,3918,146,2,11,13683,.640,67,5,48,3,1858,0.99,.555,16.27,144,2.53,8.33,3.29,8.30,4.23,1.02,8,14,38,Boston Red Sox
145,145,1143,1466,591,202,20,179,1112,368,9,1165,49,.241,4826,.299,.403,.702,32,70,.686,.314,98,20214,3.87,1286.0,82,63,37,54,97,17,553,1.19,5305,3858,145,0,13,13251,.660,49,1,27,22,1944,0.78,.566,15.72,145,3.02,7.78,2.58,8.15,4.14,1.25,2,20,40,Chicago Cubs
145,145,1113,1426,623,252,18,170,1232,453,13,1142,57,.236,4845,.306,.400,.706,31,103,.769,.231,76,21344,3.93,1285.0,73,72,34,55,91,21,561,1.24,5427,3855,145,3,7,13697,.640,57,2,42,8,1940,0.78,.503,16.61,142,2.72,8.63,3.17,8.00,4.36,1.19,4,24,44,Cincinnati Reds
144,144,1149,1363,602,222,18,155,1189,490,18,1178,47,.244,4823,.318,.394,.712,39,100,.719,.281,90,21226,3.87,1279.0,74,70,42,60,94,18,550,1.30,5417,3837,144,1,12,13533,.640,47,9,42,16,1901,0.84,.514,16.60,143,2.43,8.37,3.45,8.29,4.24,1.09,1,18,38,Cleveland Guardians
145,145,1302,1373,922,304,30,221,971,503,18,1520,60,.298,5101,.364,.499,.863,29,122,.808,.192,122,21575,6.01,1264.1,40,105,26,50,51,24,844,1.60,5732,3793,145,0,3,13620,.630,60,7,57,7,2547,0.95,.276,17.06,145,1.93,6.91,3.58,10.82,6.56,1.57,3,14,51,Colorado Rockies
145,145,1245,1272,610,214,17,165,1221,427,13,1161,56,.240,4845,.307,.393,.700,35,72,.673,.327,104,20797,3.88,1286.2,83,62,37,56,66,19,555,1.23,5386,3860,145,1,16,13430,.650,56,1,44,10,1904,0.98,.572,16.16,144,2.86,8.54,2.99,8.12,4.27,1.15,4,20,34,Detroit Tigers
145,145,1095,1315,594,219,15,176,1375,458,7,1121,57,.231,4847,.303,.392,.695,23,145,.863,.137,78,21158,3.85,1294.0,78,67,40,55,83,15,553,1.22,5425,3882,145,3,12,13471,.640,57,4,36,9,1898,0.83,.538,16.35,142,3.00,9.56,3.19,7.80,4.13,1.22,4,22,37,Houston Astros
145,145,1209,1387,564,228,23,146,1141,430,17,1178,43,.241,4879,.307,.387,.694,20,43,.683,.317,100,20901,3.68,1288.0,73,72,43,61,77,18,526,1.25,5389,3864,145,0,10,13381,.640,43,2,47,13,1890,0.87,.503,16.23,145,2.65,7.97,3.00,8.23,3.94,1.02,1,15,21,Kansas City Royals
145,145,1164,1268,627,230,24,164,1307,488,24,1150,59,.238,4827,.313,.398,.711,36,98,.731,.269,80,21327,4.06,1285.0,81,64,39,62,108,23,580,1.27,5436,3855,145,0,7,13560,.640,59,5,66,11,1920,0.92,.559,16.60,145,2.68,9.15,3.42,8.05,4.39,1.15,0,19,43,Los Angeles Dodgers
144,144,1194,1381,785,239,27,189,1101,498,4,1308,81,.266,4915,.340,.441,.781,37,92,.713,.287,97,21607,5.29,1263.1,60,84,31,46,67,15,742,1.43,5564,3790,144,0,9,13702,.630,81,4,59,7,2168,0.86,.417,17.10,144,2.21,7.84,3.55,9.32,5.59,1.35,1,18,51,Washington Nationals
145,145,1269,1219,628,225,22,131,1246,511,6,1188,67,.244,4871,.322,.380,.702,35,66,.653,.347,90,21747,3.95,1281.0,76,69,38,62,89,24,562,1.33,5506,3843,145,1,8,13780,.630,67,4,54,6,1850,1.04,.524,16.98,144,2.44,8.75,3.59,8.35,4.41,0.92,6,12,39,New York Mets
