gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
140,140,1017,1459,721,253,15,197,1152,492,20,1206,68,.253,4769,.328,.436,.764,26,112,.812,.188,79,21441,4.80,1243.1,64,76,30,48,53,18,663,1.37,5396,3730,140,0,9,13443,.630,68,7,27,5,2080,0.70,.457,17.24,140,2.34,8.34,3.56,8.73,5.22,1.43,2,15,50,Athletics
139,139,1153,1326,569,254,20,134,1095,398,14,1094,65,.237,4614,.304,.388,.692,25,92,.786,.214,84,19888,3.91,1225.2,62,77,31,52,62,21,532,1.22,5132,3677,139,1,16,12909,.650,65,1,36,5,1790,0.87,.446,16.23,138,2.75,8.04,2.92,8.03,4.18,0.98,1,17,37,Pittsburgh Pirates
139,139,1031,1359,537,179,15,144,1195,456,20,1023,58,.225,4550,.301,.366,.667,24,90,.789,.211,85,20009,3.64,1227.0,76,63,43,58,90,15,496,1.21,5125,3681,139,2,15,12779,.640,58,5,35,8,1664,0.76,.547,16.31,137,2.62,8.77,3.34,7.50,3.94,1.06,3,17,41,San Diego Padres
139,139,1174,1291,618,217,15,169,1186,415,24,1157,63,.244,4747,.311,.403,.714,25,106,.809,.191,92,20318,4.01,1251.2,73,66,36,58,77,22,558,1.26,5288,3755,139,0,9,13225,.650,63,3,46,3,1911,0.91,.525,16.23,139,2.86,8.53,2.98,8.32,4.44,1.22,2,22,39,Seattle Mariners
139,139,1247,1155,575,248,18,122,1171,434,12,1154,55,.247,4675,.316,.386,.702,32,82,.719,.281,95,20153,3.76,1230.2,70,69,33,51,74,18,514,1.29,5217,3692,139,1,6,12992,.640,55,7,44,9,1804,1.08,.504,16.38,138,2.70,8.56,3.17,8.44,4.21,0.89,1,18,34,San Francisco Giants
140,140,1322,1249,648,237,31,145,1031,392,12,1228,40,.258,4768,.317,.411,.728,30,108,.783,.217,92,19769,4.27,1236.2,69,71,36,55,79,19,587,1.31,5267,3710,140,2,12,12729,.640,40,4,45,8,1962,1.06,.493,15.99,138,2.63,7.50,2.85,8.94,4.72,1.06,5,23,39,St. Louis Cardinals
138,138,1141,1196,571,192,8,181,1194,396,10,1086,54,.237,4583,.304,.401,.705,36,131,.784,.216,108,19426,3.89,1222.1,69,69,32,55,78,23,528,1.21,5071,3667,138,1,10,12646,.650,54,6,23,12,1837,0.95,.500,15.89,137,3.02,8.79,2.92,8.00,4.20,1.33,3,8,27,Tampa Bay Rays
140,140,1154,1303,514,195,13,149,1155,409,20,1049,43,.227,4615,.295,.372,.667,20,100,.833,.167,99,19637,3.45,1243.1,72,68,32,58,71,26,477,1.17,5114,3730,140,2,13,12699,.650,43,4,38,6,1717,0.89,.514,15.79,138,2.82,8.36,2.96,7.59,3.72,1.08,1,17,29,Texas Rangers
139,139,1026,1333,633,214,13,189,1233,438,24,1133,68,.242,4676,.314,.415,.729,31,92,.748,.252,82,20379,4.26,1234.0,80,59,39,62,83,23,584,1.27,5233,3702,139,1,7,13040,.640,68,7,29,8,1940,0.77,.576,16.51,138,2.82,8.99,3.19,8.26,4.62,1.38,2,12,37,Toronto Blue Jays
138,138,1018,1380,654,232,11,168,1157,389,15,1217,57,.259,4705,.320,.420,.740,34,109,.762,.238,69,20327,4.51,1215.0,62,76,26,47,82,21,609,1.32,5218,3645,138,1,7,13155,.650,57,7,37,9,1975,0.74,.449,16.73,137,2.97,8.57,2.88,9.01,4.84,1.24,0,17,50,Minnesota Twins
138,138,1139,1171,559,211,13,148,1263,375,8,1150,46,.246,4683,.306,.391,.697,35,81,.698,.302,73,19869,3.83,1225.1,80,58,38,61,67,23,522,1.24,5144,3676,138,2,11,12901,.650,46,4,30,14,1831,0.97,.580,16.22,136,3.37,9.28,2.75,8.45,4.11,1.09,0,13,27,Philadelphia Phillies
139,139,1160,1217,632,223,20,168,1190,463,20,1146,58,.246,4664,.319,.410,.729,32,130,.802,.198,74,20558,4.39,1230.0,62,77,27,46,58,19,600,1.31,5234,3690,139,1,7,13118,.640,58,7,35,16,1913,0.95,.446,16.71,138,2.57,8.71,3.39,8.39,4.62,1.23,0,15,34,Atlanta Braves
139,139,1065,1400,636,254,20,155,1072,515,25,1146,69,.248,4630,.329,.411,.740,26,122,.824,.176,100,20405,4.22,1216.1,51,88,19,40,58,21,570,1.37,5272,3649,139,0,8,12744,.620,69,8,35,15,1905,0.76,.367,16.78,139,2.08,7.93,3.81,8.48,4.71,1.15,5,11,42,Chicago White Sox
139,139,1193,1315,689,247,21,161,1095,436,14,1175,65,.249,4727,.318,.412,.730,19,173,.901,.099,81,20464,4.66,1232.1,65,74,34,54,73,20,638,1.31,5283,3697,139,0,9,13112,.640,65,6,48,3,1947,0.91,.468,16.61,139,2.51,8.00,3.18,8.58,5.03,1.18,4,9,42,Miami Marlins
138,138,1162,1193,586,206,19,149,1235,480,11,1058,50,.229,4612,.307,.379,.686,23,86,.789,.211,84,20286,3.90,1226.2,77,61,35,55,83,20,531,1.25,5183,3680,138,0,10,12866,.630,50,7,41,16,1749,0.97,.558,16.54,138,2.57,9.06,3.52,7.76,4.30,1.09,5,11,25,New York Yankees
139,139,1085,1308,550,196,14,147,1212,458,17,1074,53,.232,4628,.306,.376,.682,26,70,.729,.271,91,20395,3.65,1237.2,85,54,39,58,95,19,502,1.24,5192,3713,139,0,12,13007,.640,53,5,29,6,1739,0.83,.612,16.48,139,2.65,8.81,3.33,7.81,4.00,1.07,2,17,34,Milwaukee Brewers
138,138,1161,1292,691,201,20,188,1081,526,39,1223,40,.261,4694,.337,.432,.769,22,96,.814,.186,125,20540,4.72,1222.0,65,73,32,60,75,28,641,1.43,5324,3666,138,0,7,13075,.640,40,8,53,7,2028,0.90,.471,16.81,138,2.06,7.96,3.87,9.01,5.09,1.38,1,15,48,Los Angeles Angels
140,140,1218,1301,673,282,26,167,1115,437,19,1220,52,.254,4806,.321,.428,.749,22,94,.810,.190,97,20536,4.48,1246.2,69,71,39,65,76,26,621,1.33,5345,3740,140,0,8,13025,.630,52,8,29,9,2055,0.94,.493,16.47,140,2.55,8.05,3.15,8.81,4.86,1.21,2,20,28,Arizona Diamondbacks
139,139,1175,1257,688,220,23,188,1140,445,14,1246,43,.262,4761,.328,.436,.764,24,90,.789,.211,87,20427,4.69,1227.0,63,76,32,50,91,18,640,1.38,5308,3681,139,1,6,13095,.640,43,7,51,9,2076,0.93,.453,16.65,138,2.56,8.36,3.26,9.14,5.05,1.38,2,18,39,Baltimore Orioles
140,140,1238,1239,587,184,8,144,1160,459,16,1154,67,.243,4743,.317,.377,.694,37,110,.748,.252,100,20371,3.71,1254.0,78,62,40,64,76,24,517,1.29,5325,3762,140,2,9,13118,.640,67,5,41,2,1786,1.00,.557,16.24,138,2.53,8.33,3.29,8.28,4.21,1.03,8,14,34,Boston Red Sox
139,139,1100,1407,568,197,17,171,1061,361,8,1128,46,.243,4639,.302,.404,.706,30,68,.694,.306,95,19455,3.87,1233.0,80,59,37,52,93,15,530,1.21,5105,3699,139,0,13,12747,.660,46,1,25,20,1872,0.78,.576,15.78,139,2.94,7.74,2.64,8.23,4.15,1.25,2,20,37,Chicago Cubs
139,139,1061,1374,594,240,16,161,1175,433,12,1093,54,.235,4644,.306,.398,.704,29,94,.764,.236,73,20428,3.90,1230.2,70,69,32,52,88,20,533,1.24,5194,3692,139,3,7,13103,.640,54,2,41,8,1848,0.77,.504,16.60,136,2.71,8.59,3.17,7.99,4.34,1.18,4,22,37,Cincinnati Reds
137,137,1079,1305,591,216,18,152,1139,475,18,1133,46,.246,4602,.320,.400,.720,37,97,.724,.276,81,20280,3.99,1217.0,68,69,39,57,92,18,540,1.32,5178,3651,137,1,11,12910,.640,46,9,41,16,1841,0.83,.496,16.66,136,2.40,8.42,3.51,8.38,4.37,1.12,1,16,38,Cleveland Guardians
139,139,1262,1308,884,292,30,209,926,483,17,1461,56,.299,4893,.365,.499,.864,29,118,.803,.197,117,20638,5.98,1212.1,39,100,25,47,51,22,806,1.60,5499,3637,139,0,2,13028,.630,56,7,55,7,2440,0.96,.281,17.02,139,1.92,6.87,3.59,10.85,6.56,1.55,3,14,50,Colorado Rockies
140,140,1199,1226,593,207,17,160,1186,409,13,1124,54,.240,4682,.306,.394,.700,33,71,.683,.317,100,20060,3.90,1241.2,80,60,36,54,62,18,538,1.23,5202,3725,140,1,15,12974,.650,54,1,42,8,1845,0.98,.571,16.16,139,2.90,8.60,2.96,8.15,4.30,1.16,4,19,34,Detroit Tigers
139,139,1052,1248,567,211,15,168,1319,433,7,1076,56,.232,4638,.303,.393,.696,22,142,.866,.134,75,20238,3.84,1238.2,76,63,40,54,79,14,529,1.22,5188,3716,139,3,11,12893,.640,56,4,35,9,1821,0.84,.547,16.34,136,3.05,9.58,3.15,7.82,4.12,1.22,4,22,35,Houston Astros
138,138,1164,1323,537,211,22,141,1077,405,16,1123,41,.241,4651,.307,.387,.694,20,37,.649,.351,95,19884,3.66,1227.0,70,68,41,58,73,17,499,1.25,5134,3681,138,0,10,12748,.640,41,2,45,10,1801,0.88,.507,16.21,138,2.66,7.90,2.97,8.24,3.94,1.03,1,15,21,Kansas City Royals
138,138,1115,1218,608,222,24,159,1229,470,23,1112,57,.241,4613,.316,.403,.719,34,94,.734,.266,77,20366,4.12,1224.2,78,60,37,59,105,22,561,1.29,5201,3674,138,0,7,12940,.640,57,5,58,9,1859,0.92,.565,16.63,138,2.61,9.03,3.45,8.17,4.47,1.17,0,19,42,Los Angeles Dodgers
138,138,1139,1320,753,229,27,179,1063,469,4,1259,78,.267,4714,.340,.441,.781,37,87,.702,.298,91,20698,5.31,1210.1,55,83,28,43,63,15,714,1.43,5329,3631,138,0,9,13143,.630,78,4,56,6,2079,0.86,.399,17.10,138,2.27,7.90,3.49,9.36,5.60,1.33,1,18,49,Washington Nationals
139,139,1228,1173,599,219,22,124,1194,489,6,1139,66,.243,4686,.321,.379,.700,32,64,.667,.333,88,20904,3.90,1232.0,75,64,37,61,86,24,534,1.32,5294,3696,139,1,8,13238,.630,66,4,52,5,1774,1.05,.540,16.97,138,2.44,8.72,3.57,8.32,4.38,0.91,5,12,36,New York Mets
