gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
148,148,1074,1527,755,268,18,205,1229,519,23,1270,77,.252,5034,.328,.435,.763,27,120,.816,.184,84,22671,4.78,1313.1,68,80,31,50,56,19,697,1.36,5698,3940,148,0,10,14196,.630,77,7,27,5,2189,0.70,.459,17.26,148,2.37,8.42,3.56,8.70,5.17,1.40,2,15,51,Athletics
148,148,1222,1403,605,267,20,140,1180,435,17,1167,69,.237,4916,.306,.385,.691,27,100,.787,.213,93,21233,3.89,1305.2,64,84,33,57,66,24,564,1.23,5477,3917,148,1,17,13749,.650,69,1,40,5,1894,0.87,.432,16.26,147,2.71,8.13,3.00,8.04,4.17,0.97,1,18,38,Pittsburgh Pirates
148,148,1102,1430,569,185,15,159,1289,482,21,1093,58,.225,4854,.300,.368,.668,25,98,.797,.203,91,21301,3.63,1308.0,80,68,45,61,94,16,527,1.20,5457,3924,148,2,16,13632,.640,58,5,36,8,1785,0.77,.541,16.29,146,2.67,8.87,3.32,7.52,3.92,1.09,3,19,41,San Diego Padres
148,148,1254,1368,649,230,16,175,1281,429,26,1234,68,.244,5066,.309,.399,.708,26,114,.814,.186,99,21664,3.93,1337.2,80,68,39,63,83,24,584,1.24,5636,4013,148,0,9,14111,.650,68,3,49,4,2021,0.92,.541,16.20,148,2.99,8.62,2.89,8.30,4.37,1.18,2,25,46,Seattle Mariners
147,147,1316,1225,606,256,19,126,1240,458,14,1215,61,.246,4940,.316,.382,.698,35,86,.711,.289,99,21326,3.73,1301.2,75,72,36,55,79,19,540,1.29,5516,3905,147,1,6,13758,.650,61,7,45,10,1887,1.07,.510,16.38,146,2.71,8.57,3.17,8.40,4.19,0.87,1,19,37,San Francisco Giants
148,148,1398,1320,683,252,32,152,1088,420,15,1304,42,.259,5041,.318,.412,.730,33,112,.772,.228,101,20912,4.27,1308.2,72,76,38,58,82,20,621,1.32,5577,3926,148,2,12,13437,.640,42,4,47,9,2076,1.06,.486,15.98,146,2.59,7.48,2.89,8.97,4.70,1.05,5,24,45,St. Louis Cardinals
147,147,1201,1267,610,203,12,188,1291,424,10,1153,63,.236,4877,.304,.399,.703,38,139,.785,.215,113,20777,3.90,1300.1,72,75,33,58,81,25,563,1.21,5403,3901,147,1,10,13521,.650,63,6,25,14,1944,0.95,.490,15.98,146,3.04,8.94,2.93,7.98,4.22,1.30,3,9,27,Tampa Bay Rays
148,148,1220,1386,542,206,14,156,1221,424,21,1114,44,.228,4893,.293,.371,.664,21,105,.833,.167,105,20800,3.43,1317.1,78,70,35,62,78,27,502,1.17,5410,3952,148,2,14,13481,.650,44,4,39,6,1816,0.88,.527,15.79,146,2.88,8.34,2.90,7.61,3.70,1.07,1,17,31,Texas Rangers
147,147,1098,1400,657,225,13,194,1302,465,24,1178,69,.239,4927,.311,.408,.719,32,100,.758,.242,88,21474,4.17,1305.0,85,62,39,62,88,23,605,1.26,5514,3915,147,2,8,13710,.640,69,7,30,8,2011,0.78,.578,16.46,145,2.80,8.98,3.21,8.12,4.53,1.34,2,12,39,Toronto Blue Jays
147,147,1089,1465,710,251,13,178,1227,419,15,1301,64,.260,5011,.322,.421,.743,34,117,.775,.225,73,21725,4.61,1292.0,65,82,27,51,89,24,662,1.33,5566,3876,147,1,7,14036,.650,64,9,39,10,2112,0.74,.442,16.82,146,2.93,8.55,2.92,9.06,4.95,1.24,1,18,53,Minnesota Twins
