gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
141,141,1028,1464,726,253,16,198,1157,495,21,1214,68,.253,4798,.328,.436,.764,26,112,.812,.188,80,21570,4.81,1251.1,64,77,30,48,53,18,669,1.37,5428,3754,141,0,9,13521,.630,68,7,27,5,2093,0.70,.454,17.24,141,2.34,8.32,3.56,8.73,5.22,1.42,2,15,50,Athletics
140,140,1159,1337,569,255,20,134,1104,404,14,1099,65,.237,4645,.304,.387,.691,25,92,.786,.214,85,20046,3.88,1234.2,63,77,32,53,64,21,532,1.22,5169,3704,140,1,17,13007,.650,65,1,36,5,1796,0.87,.450,16.24,139,2.73,8.05,2.94,8.01,4.15,0.98,1,17,37,Pittsburgh Pirates
140,140,1037,1368,544,179,15,148,1207,464,20,1031,58,.225,4585,.302,.367,.669,24,92,.793,.207,85,20184,3.66,1236.0,76,64,43,58,90,15,503,1.21,5168,3708,140,2,15,12878,.640,58,5,35,8,1684,0.76,.543,16.33,138,2.60,8.79,3.38,7.51,3.96,1.08,3,17,41,San Diego Padres
140,140,1183,1297,627,219,15,169,1193,416,24,1176,64,.246,4785,.312,.404,.716,25,106,.809,.191,94,20466,4.04,1259.2,73,67,36,58,77,22,566,1.26,5331,3779,140,0,9,13328,.650,64,3,46,3,1932,0.91,.521,16.25,140,2.87,8.52,2.97,8.40,4.48,1.21,2,22,42,Seattle Mariners
140,140,1255,1162,583,251,18,122,1182,436,12,1165,56,.247,4711,.316,.386,.702,33,83,.716,.284,95,20314,3.78,1239.2,71,69,34,52,74,18,521,1.29,5257,3719,140,1,6,13097,.640,56,7,44,9,1818,1.08,.507,16.39,139,2.71,8.58,3.17,8.46,4.23,0.89,1,18,35,San Francisco Giants
141,141,1331,1256,649,239,31,146,1041,394,12,1237,40,.258,4803,.317,.411,.728,30,109,.784,.216,93,19904,4.25,1245.2,70,71,37,56,80,19,588,1.31,5304,3737,141,2,12,12816,.640,40,4,45,8,1976,1.06,.496,15.98,139,2.64,7.52,2.85,8.94,4.69,1.05,5,23,39,St. Louis Cardinals
139,139,1149,1204,575,192,8,182,1203,398,10,1090,55,.236,4612,.303,.400,.703,36,131,.784,.216,109,19544,3.89,1231.1,70,69,32,55,78,23,532,1.21,5103,3694,139,1,10,12723,.650,55,6,23,12,1844,0.95,.504,15.87,138,3.02,8.79,2.91,7.97,4.20,1.33,3,8,27,Tampa Bay Rays
141,141,1161,1309,516,196,13,149,1165,412,20,1052,43,.227,4641,.294,.371,.665,20,100,.833,.167,100,19766,3.45,1251.1,72,69,32,58,71,26,479,1.17,5143,3754,141,2,13,12784,.650,43,4,38,6,1721,0.89,.511,15.80,139,2.83,8.38,2.96,7.57,3.71,1.07,1,17,29,Texas Rangers
140,140,1036,1339,642,218,13,189,1244,441,24,1143,68,.243,4713,.314,.415,.729,31,92,.748,.252,83,20544,4.29,1243.0,81,59,39,62,86,23,592,1.27,5273,3729,140,1,7,13148,.640,68,7,29,8,1954,0.77,.579,16.53,139,2.82,9.01,3.19,8.28,4.65,1.37,2,12,37,Toronto Blue Jays
139,139,1023,1392,658,233,11,169,1167,392,15,1223,57,.258,4738,.319,.419,.738,34,110,.764,.236,69,20464,4.51,1224.0,62,77,26,48,84,22,613,1.32,5254,3672,139,1,7,13242,.650,57,7,37,9,1985,0.73,.446,16.72,138,2.98,8.58,2.88,8.99,4.84,1.24,0,17,50,Minnesota Twins
139,139,1144,1180,565,212,14,149,1271,379,8,1156,47,.245,4711,.306,.391,.697,35,83,.703,.297,75,20010,3.85,1233.1,80,59,38,61,67,23,528,1.24,5177,3700,139,2,11,12987,.650,47,4,30,14,1843,0.97,.576,16.22,137,3.35,9.27,2.77,8.44,4.12,1.09,0,13,27,Philadelphia Phillies
140,140,1167,1227,633,223,20,168,1199,465,20,1150,58,.245,4694,.319,.408,.727,33,131,.799,.201,74,20696,4.36,1239.0,63,77,27,46,58,19,600,1.30,5266,3717,140,1,7,13205,.640,58,7,35,16,1917,0.95,.450,16.70,139,2.58,8.71,3.38,8.35,4.60,1.22,0,15,34,Atlanta Braves
140,140,1076,1406,639,256,21,155,1081,519,25,1157,69,.248,4667,.329,.411,.740,27,124,.821,.179,100,20571,4.20,1225.1,52,88,20,41,58,21,572,1.37,5313,3676,140,0,8,12843,.620,69,8,35,15,1920,0.77,.371,16.79,140,2.08,7.94,3.81,8.50,4.69,1.14,5,11,42,Chicago White Sox
140,140,1197,1327,699,249,21,164,1103,439,14,1186,65,.249,4762,.318,.413,.731,20,176,.898,.102,81,20620,4.70,1240.1,65,75,34,54,73,20,648,1.31,5321,3721,140,0,9,13205,.640,65,8,50,3,1969,0.90,.464,16.62,140,2.51,8.00,3.19,8.61,5.07,1.19,4,9,42,Miami Marlins
139,139,1170,1200,594,209,19,150,1243,484,11,1069,50,.230,4645,.308,.380,.688,23,86,.789,.211,85,20434,3.93,1234.2,77,62,35,56,84,21,539,1.26,5221,3704,139,0,10,12960,.630,50,8,43,16,1766,0.98,.554,16.55,139,2.57,9.06,3.53,7.79,4.33,1.09,5,11,26,New York Yankees
140,140,1096,1312,553,196,14,148,1221,462,17,1083,54,.232,4661,.307,.376,.683,26,70,.729,.271,94,20540,3.65,1246.2,86,54,40,59,97,19,505,1.24,5230,3740,140,0,12,13100,.640,54,5,29,6,1751,0.84,.614,16.48,140,2.64,8.81,3.34,7.82,3.99,1.07,2,17,34,Milwaukee Brewers
139,139,1169,1302,694,203,20,188,1089,528,39,1227,41,.260,4722,.336,.431,.767,23,96,.807,.193,126,20673,4.70,1231.0,66,73,33,62,77,29,643,1.43,5357,3693,139,0,7,13158,.640,41,8,54,7,2034,0.90,.475,16.79,139,2.06,7.96,3.86,8.97,5.07,1.37,1,16,49,Los Angeles Angels
141,141,1232,1308,673,283,26,167,1122,440,19,1225,52,.253,4839,.320,.426,.746,22,96,.814,.186,97,20684,4.45,1255.2,70,71,40,66,79,26,621,1.33,5381,3767,141,0,9,13114,.630,52,8,29,9,2061,0.94,.496,16.47,141,2.55,8.04,3.15,8.78,4.82,1.20,2,20,28,Arizona Diamondbacks
