gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
90,90,651,969,511,171,11,132,712,335,17,838,49,.268,3127,.345,.456,.801,15,80,.842,50,13947,5.30,797.0,37,53,21,38,38,17,469,1.47,3556,2391,90,0,6,8705,.620,49,6,20,4,1427,0.67,.411,17.50,90,2.13,8.04,3.78,9.46,5.77,1.49,2,9,34,Athletics
89,89,780,852,345,155,13,77,658,263,11,678,32,.231,2932,.299,.372,.671,18,66,.786,63,12639,3.66,788.1,38,51,18,33,43,15,321,1.19,3263,2365,89,1,10,8157,.650,32,1,24,3,1090,0.92,.427,16.03,88,2.50,7.51,3.00,7.74,3.94,0.88,0,9,27,Pittsburgh Pirates
87,87,642,858,343,115,10,86,751,288,10,661,33,.230,2874,.305,.367,.672,13,61,.824,51,12546,3.65,769.0,47,40,29,40,57,11,312,1.23,3235,2307,87,2,13,7995,.640,33,3,26,7,1054,0.75,.540,16.31,85,2.61,8.79,3.37,7.74,4.01,1.01,2,12,26,San Diego Padres
88,88,758,846,380,133,10,105,723,276,18,737,39,.244,3025,.313,.398,.711,15,62,.805,65,12998,3.85,799.1,46,42,21,37,41,16,342,1.27,3380,2398,88,0,4,8410,.650,39,2,27,2,1205,0.90,.523,16.26,88,2.62,8.14,3.11,8.30,4.28,1.18,1,16,23,Seattle Mariners
89,89,801,723,347,136,16,77,764,276,9,702,28,.238,2952,.307,.373,.680,24,46,.657,49,12563,3.47,785.2,47,42,24,38,64,14,303,1.24,3295,2357,89,1,4,8104,.650,28,4,27,7,1101,1.11,.528,15.99,88,2.77,8.75,3.16,8.04,3.97,0.88,1,14,24,San Francisco Giants
89,89,848,806,382,144,19,81,645,240,10,754,24,.250,3012,.308,.391,.699,17,70,.805,52,12496,4.02,789.2,47,42,21,33,50,12,353,1.26,3320,2369,89,2,10,8032,.640,24,2,30,5,1179,1.05,.528,15.82,87,2.69,7.35,2.74,8.59,4.35,0.92,3,13,28,St. Louis Cardinals
88,88,761,772,351,119,6,117,733,241,6,698,38,.237,2942,.302,.401,.703,25,77,.755,78,12303,3.75,787.1,48,40,20,32,50,12,328,1.19,3246,2362,88,1,8,8024,.650,38,1,14,6,1180,0.99,.545,15.63,87,3.04,8.38,2.75,7.98,4.01,1.34,2,5,18,Tampa Bay Rays
88,88,754,823,307,117,8,76,696,244,16,657,24,.227,2900,.290,.351,.641,15,59,.797,60,12160,3.21,781.2,43,45,24,38,50,14,279,1.15,3199,2345,88,2,9,7911,.650,24,3,29,4,1018,0.92,.489,15.56,86,2.85,8.01,2.81,7.56,3.53,0.88,1,11,19,Texas Rangers
88,88,638,852,395,132,10,117,784,289,15,709,45,.240,2956,.315,.410,.725,23,49,.681,53,12949,4.24,784.2,50,38,27,43,52,16,370,1.27,3317,2354,88,0,6,8292,.640,45,6,18,5,1212,0.75,.568,16.50,88,2.71,8.99,3.31,8.13,4.53,1.34,0,5,22,Toronto Blue Jays
88,88,651,861,380,136,6,92,750,230,7,733,41,.248,2952,.308,.392,.700,25,65,.722,37,12649,4.14,770.0,42,46,17,30,58,13,354,1.25,3266,2310,88,1,6,8248,.650,41,7,20,7,1157,0.76,.477,16.43,87,3.26,8.77,2.69,8.57,4.44,1.08,0,11,32,Minnesota Twins
