gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
114,114,835,1200,613,213,12,165,912,407,19,1015,60,.260,3906,.336,.447,.783,22,97,.815,70,17511,5.01,1010.0,49,65,25,42,47,17,562,1.41,4431,3030,114,0,6,10955,.630,60,7,21,4,1747,0.70,.430,17.34,114,2.24,8.13,3.63,9.04,5.46,1.47,2,12,44,Athletics
113,113,953,1091,454,209,19,108,867,328,12,885,44,.236,3753,.303,.388,.691,19,76,.800,68,16175,3.85,999.0,49,64,24,42,52,18,427,1.21,4169,2997,113,1,13,10483,.650,44,1,31,4,1456,0.87,.434,16.19,112,2.64,7.81,2.95,7.97,4.09,0.97,1,13,30,Pittsburgh Pirates
113,113,845,1110,431,155,12,110,957,364,15,846,46,.228,3708,.303,.365,.668,19,75,.798,71,16161,3.58,997.0,62,51,38,51,78,13,397,1.21,4171,2991,113,2,15,10330,.640,46,3,31,7,1355,0.76,.549,16.21,111,2.63,8.64,3.29,7.64,3.89,0.99,3,16,34,San Diego Padres
113,113,958,1074,489,169,12,127,953,342,22,932,53,.241,3865,.309,.390,.699,23,79,.775,79,16587,3.84,1024.2,60,53,27,46,60,19,437,1.24,4313,3074,113,0,8,10766,.650,53,3,35,2,1506,0.89,.531,16.19,113,2.79,8.37,3.00,8.19,4.30,1.12,1,20,32,Seattle Mariners
113,113,1024,925,462,194,17,98,961,365,11,917,43,.242,3782,.314,.380,.694,27,66,.710,69,16257,3.69,1000.0,56,57,27,44,69,17,410,1.28,4236,3000,113,1,5,10452,.640,43,5,38,7,1439,1.11,.496,16.26,112,2.63,8.65,3.29,8.25,4.16,0.88,1,16,29,San Francisco Giants
114,114,1091,1018,510,190,27,108,825,299,10,990,32,.256,3874,.312,.402,.714,20,79,.798,71,15981,4.17,1006.2,57,57,28,43,64,15,466,1.28,4260,3020,114,2,11,10310,.650,32,2,38,5,1558,1.07,.500,15.88,112,2.76,7.38,2.67,8.85,4.56,0.97,5,20,30,St. Louis Cardinals
114,114,961,1006,468,165,8,145,952,324,9,905,45,.238,3797,.304,.401,.705,27,111,.804,93,16006,3.87,1010.2,55,59,24,44,62,20,435,1.22,4196,3032,114,1,9,10404,.650,45,4,16,7,1521,0.96,.482,15.84,113,2.94,8.48,2.89,8.06,4.17,1.29,2,6,22,Tampa Bay Rays
114,114,944,1069,404,151,12,107,936,334,19,850,30,.226,3760,.293,.358,.651,16,82,.837,79,15955,3.27,1013.1,59,55,28,49,64,21,368,1.17,4164,3040,114,2,10,10336,.650,30,4,35,4,1346,0.88,.518,15.75,112,2.80,8.31,2.97,7.55,3.59,0.95,1,13,26,Texas Rangers
114,114,821,1106,516,173,11,155,1014,344,20,921,58,.241,3822,.311,.414,.725,27,66,.710,69,16574,4.26,1011.2,66,48,33,51,68,18,479,1.25,4266,3035,114,1,7,10643,.640,58,7,19,5,1581,0.74,.579,16.38,113,2.95,9.02,3.06,8.19,4.59,1.38,2,8,32,Toronto Blue Jays
112,112,817,1112,502,183,9,127,949,290,11,963,49,.254,3784,.313,.408,.721,32,89,.736,47,16110,4.30,982.0,52,60,21,37,76,16,469,1.28,4180,2946,112,1,7,10524,.650,49,7,30,8,1545,0.73,.464,16.41,111,3.27,8.70,2.66,8.83,4.60,1.16,0,15,42,Minnesota Twins
112,112,927,955,451,163,13,126,1030,312,7,928,36,.244,3806,.305,.393,.698,27,70,.722,61,16197,3.78,997.1,64,48,29,46,48,17,419,1.24,4188,2992,112,2,10,10530,.650,36,3,26,8,1495,0.97,.571,16.24,110,3.30,9.29,2.82,8.37,4.07,1.14,0,11,23,Philadelphia Phillies
111,111,911,943,486,180,13,129,990,374,18,885,48,.240,3688,.316,.401,.717,27,96,.780,59,16346,4.20,981.2,47,64,17,33,42,16,458,1.28,4151,2945,111,1,5,10454,.640,48,7,29,12,1478,0.97,.423,16.65,110,2.65,9.08,3.43,8.11,4.46,1.18,0,13,28,Atlanta Braves
112,112,873,1126,491,205,19,118,832,410,19,922,60,.248,3712,.330,.409,.739,22,93,.809,86,16233,4.08,977.0,42,70,15,32,49,17,443,1.36,4225,2931,112,0,6,10123,.620,60,6,29,12,1519,0.78,.375,16.62,112,2.03,7.66,3.78,8.49,4.52,1.09,2,7,34,Chicago White Sox
111,111,953,1045,523,199,18,116,880,345,11,938,48,.248,3776,.317,.403,.720,19,136,.877,65,16302,4.41,988.1,55,56,28,46,62,18,484,1.30,4213,2965,111,0,9,10406,.640,48,5,37,3,1521,0.91,.495,16.49,111,2.55,8.01,3.14,8.54,4.76,1.06,4,6,34,Miami Marlins
113,113,942,989,495,163,17,129,1003,390,9,866,36,.230,3768,.307,.385,.692,21,73,.777,64,16505,4.08,999.2,60,53,30,46,66,16,453,1.26,4230,2999,113,0,10,10459,.630,36,3,34,14,1450,0.95,.531,16.51,113,2.57,9.03,3.51,7.80,4.46,1.16,4,11,21,New York Yankees
112,112,876,1062,437,159,12,118,966,372,14,860,42,.231,3722,.306,.375,.681,23,58,.716,70,16400,3.63,996.1,68,44,31,43,77,12,402,1.24,4180,2989,112,0,10,10434,.640,42,5,24,6,1397,0.82,.607,16.46,112,2.60,8.73,3.36,7.77,3.95,1.07,2,15,27,Milwaukee Brewers
113,113,978,1041,554,161,13,150,884,428,37,999,33,.259,3856,.336,.424,.760,16,86,.843,105,16779,4.55,1003.0,55,58,26,51,62,25,507,1.42,4364,3009,113,0,5,10710,.640,33,7,46,4,1636,0.94,.487,16.73,113,2.07,7.93,3.84,8.96,4.97,1.35,1,12,34,Los Angeles Angels
113,113,973,1022,553,234,17,141,929,353,16,984,49,.254,3872,.323,.433,.756,19,74,.796,78,16497,4.55,1002.2,54,59,31,49,58,18,507,1.33,4312,3008,113,0,7,10469,.630,49,8,21,9,1675,0.95,.478,16.45,113,2.63,8.34,3.17,8.83,4.96,1.27,2,14,22,Arizona Diamondbacks
113,113,946,1012,571,187,19,160,925,371,10,1028,37,.266,3867,.334,.448,.782,17,80,.825,69,16679,4.90,991.1,51,62,27,41,77,14,540,1.41,4321,2974,113,1,4,10664,.640,37,4,44,9,1733,0.93,.451,16.82,112,2.49,8.40,3.37,9.33,5.18,1.45,2,14,30,Baltimore Orioles
114,114,1001,1014,487,145,4,117,942,376,13,951,49,.246,3865,.318,.376,.694,33,92,.736,84,16694,3.71,1022.0,63,51,32,54,64,22,421,1.30,4341,3066,114,2,7,10713,.640,49,5,32,2,1455,0.99,.553,16.33,112,2.51,8.30,3.31,8.37,4.29,1.03,8,11,32,Boston Red Sox
112,112,878,1162,467,156,13,143,842,295,8,924,36,.246,3763,.304,.408,.712,27,57,.679,78,15792,3.91,996.2,65,47,26,39,74,13,433,1.22,4139,2990,112,0,13,10339,.650,36,0,20,16,1535,0.76,.580,15.84,112,2.85,7.60,2.66,8.34,4.22,1.29,2,13,30,Chicago Cubs
113,113,857,1138,472,197,11,125,940,355,8,882,46,.234,3767,.306,.392,.698,24,84,.778,57,16586,3.87,999.2,59,54,28,42,72,14,430,1.24,4220,2999,113,3,6,10638,.640,46,2,26,8,1476,0.75,.522,16.59,110,2.65,8.46,3.20,7.94,4.25,1.13,2,21,29,Cincinnati Reds
112,112,883,1056,470,170,13,121,950,392,16,909,37,.242,3751,.318,.391,.709,30,80,.727,67,16594,3.87,997.2,57,55,32,48,78,16,429,1.30,4228,2993,112,1,10,10581,.640,37,7,33,12,1468,0.84,.509,16.63,111,2.42,8.57,3.54,8.20,4.24,1.09,1,14,33,Cleveland Guardians
112,112,1038,1046,710,232,25,159,735,394,13,1176,38,.298,3942,.364,.491,.855,25,94,.790,101,16619,5.84,978.0,30,82,20,39,46,19,635,1.61,4430,2934,112,0,1,10463,.630,38,6,51,6,1935,0.99,.268,16.99,112,1.87,6.76,3.63,10.82,6.53,1.46,3,12,41,Colorado Rockies
114,114,962,998,466,167,13,122,978,322,12,915,46,.240,3811,.305,.387,.692,25,61,.709,78,16343,3.75,1009.1,66,48,30,46,55,16,421,1.23,4223,3028,114,1,10,10615,.650,46,1,30,7,1474,0.96,.579,16.19,113,3.04,8.72,2.87,8.16,4.16,1.09,2,12,30,Detroit Tigers
113,113,841,1007,441,185,10,131,1091,333,6,861,45,.229,3752,.298,.389,.687,17,115,.871,60,16333,3.70,1005.0,63,50,34,46,68,12,413,1.19,4181,3015,113,3,9,10471,.640,45,3,28,7,1459,0.84,.558,16.25,110,3.28,9.77,2.98,7.71,3.95,1.17,3,20,28,Houston Astros
113,113,950,1076,430,174,17,115,901,343,15,895,31,.236,3787,.304,.382,.686,18,33,.647,78,16200,3.57,1005.1,56,57,31,45,55,14,399,1.23,4197,3016,113,0,9,10400,.640,31,2,36,7,1448,0.88,.496,16.11,113,2.63,8.07,3.07,8.01,3.85,1.03,1,15,20,Kansas City Royals
113,113,922,1008,508,179,23,136,997,390,19,924,49,.243,3807,.319,.409,.728,27,84,.757,66,16807,4.16,1006.1,65,48,35,51,82,16,465,1.31,4290,3019,113,0,5,10657,.630,49,3,46,9,1557,0.91,.575,16.70,113,2.56,8.92,3.49,8.26,4.54,1.22,0,12,32,Los Angeles Dodgers
111,111,915,1084,611,187,24,133,837,371,4,1028,68,.270,3810,.342,.436,.778,31,76,.710,73,16624,5.32,975.1,44,67,21,35,45,14,576,1.43,4303,2926,111,0,6,10589,.640,68,3,52,4,1662,0.84,.396,17.04,111,2.26,7.72,3.42,9.49,5.64,1.23,0,17,37,Washington Nationals
