gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
151,151,1107,1560,765,269,19,210,1239,531,23,1293,78,.252,5133,.328,.434,.762,28,122,.813,.187,88,23071,4.74,1340.1,71,80,33,52,60,19,706,1.36,5810,4021,151,0,10,14448,.630,78,7,27,6,2230,0.71,.470,17.21,151,2.33,8.32,3.57,8.68,5.14,1.41,2,15,51,Athletics
153,153,1250,1437,621,275,20,144,1219,448,18,1202,70,.238,5049,.307,.386,.693,30,103,.774,.226,94,21831,3.89,1340.2,65,87,33,57,66,24,579,1.23,5627,4022,153,1,17,14136,.650,70,2,43,5,1949,0.87,.428,16.28,151,2.72,8.18,3.01,8.07,4.17,0.97,1,18,41,Pittsburgh Pirates
151,151,1127,1449,586,190,15,165,1323,486,21,1119,61,.226,4957,.300,.370,.670,25,101,.802,.198,92,21772,3.67,1334.0,82,69,46,62,96,16,544,1.20,5568,4002,151,2,16,13937,.640,61,5,37,8,1834,0.78,.543,16.32,149,2.72,8.93,3.28,7.55,3.95,1.11,3,20,41,San Diego Padres
151,151,1274,1390,659,231,16,181,1321,434,26,1253,69,.243,5166,.307,.399,.706,26,114,.814,.186,100,22102,3.92,1364.2,83,68,40,64,85,24,594,1.24,5743,4094,151,0,9,14402,.650,69,3,50,4,2059,0.92,.550,16.20,151,3.04,8.71,2.86,8.26,4.35,1.19,2,25,47,Seattle Mariners
151,151,1356,1260,643,270,20,129,1265,478,15,1272,64,.250,5091,.320,.387,.707,35,88,.715,.285,102,22018,3.87,1335.2,75,76,36,55,79,19,575,1.31,5696,4007,151,1,6,14187,.640,64,8,49,10,1969,1.08,.497,16.48,150,2.65,8.52,3.22,8.57,4.33,0.87,1,23,39,San Francisco Giants
152,152,1429,1358,705,259,32,155,1126,435,15,1338,44,.258,5177,.318,.411,.729,34,113,.769,.231,103,21557,4.28,1345.0,74,78,40,62,86,22,639,1.32,5735,4035,152,2,13,13826,.640,44,4,48,9,2126,1.05,.487,16.03,150,2.59,7.53,2.91,8.95,4.72,1.04,5,25,49,St. Louis Cardinals
151,151,1239,1305,626,208,12,193,1323,435,11,1184,63,.236,5013,.304,.398,.702,38,141,.788,.212,118,21313,3.88,1337.1,73,78,34,61,82,27,577,1.21,5553,4012,151,1,10,13883,.650,63,6,29,14,1995,0.95,.483,15.94,150,3.04,8.90,2.93,7.97,4.21,1.30,3,11,28,Tampa Bay Rays
152,152,1250,1423,561,211,14,160,1254,438,22,1148,47,.228,5025,.295,.372,.667,21,106,.835,.165,106,21383,3.44,1351.1,79,73,36,63,78,27,516,1.17,5561,4054,152,2,14,13847,.650,47,4,39,7,1867,0.88,.520,15.82,150,2.86,8.35,2.92,7.65,3.74,1.07,1,18,32,Texas Rangers
151,151,1142,1424,669,229,13,198,1344,481,24,1206,69,.238,5064,.311,.406,.717,33,104,.759,.241,90,22101,4.13,1343.0,89,62,40,63,91,23,617,1.26,5668,4029,151,2,8,14115,.640,69,7,31,8,2055,0.80,.589,16.46,149,2.79,9.01,3.22,8.08,4.48,1.33,2,13,39,Toronto Blue Jays
151,151,1123,1494,731,260,13,181,1270,434,17,1338,66,.260,5149,.322,.421,.743,37,124,.770,.230,75,22381,4.62,1329.0,66,85,27,51,90,24,682,1.33,5726,3987,151,1,8,14456,.650,66,9,41,12,2167,0.75,.437,16.84,150,2.93,8.60,2.94,9.06,4.95,1.23,1,19,57,Minnesota Twins
152,152,1256,1298,614,237,15,165,1382,413,9,1262,49,.245,5151,.305,.393,.698,37,93,.715,.285,82,21859,3.85,1350.1,91,61,45,71,78,26,577,1.24,5660,4051,152,2,13,14197,.650,49,4,32,15,2024,0.97,.599,16.19,150,3.35,9.21,2.75,8.41,4.09,1.10,0,14,33,Philadelphia Phillies
