gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
115,115,844,1209,620,214,12,165,920,412,19,1025,62,.260,3941,.336,.446,.782,22,97,.815,70,17685,5.03,1019.0,50,65,25,42,47,17,569,1.41,4474,3057,115,0,6,11062,.630,62,7,22,4,1758,0.70,.435,17.36,115,2.23,8.13,3.64,9.05,5.48,1.46,2,12,45,Athletics
115,115,962,1104,462,210,19,111,875,332,12,897,45,.236,3795,.303,.389,.692,19,76,.800,69,16335,3.88,1009.0,49,65,24,42,52,18,435,1.22,4216,3027,115,1,13,10592,.650,45,1,31,4,1478,0.87,.430,16.19,113,2.64,7.80,2.96,8.00,4.12,0.99,1,13,30,Pittsburgh Pirates
114,114,857,1118,436,156,13,112,968,369,16,852,47,.228,3745,.302,.366,.668,20,75,.789,73,16335,3.59,1008.0,63,51,38,52,79,14,402,1.21,4214,3024,114,2,15,10445,.640,47,3,33,8,1370,0.77,.553,16.21,112,2.62,8.64,3.29,7.61,3.89,1.00,3,16,34,San Diego Padres
114,114,964,1085,492,171,12,130,963,344,22,937,53,.240,3897,.308,.391,.699,23,79,.775,79,16728,3.83,1033.2,61,53,27,46,60,19,440,1.24,4347,3101,114,0,8,10862,.650,53,3,35,2,1522,0.89,.535,16.18,114,2.80,8.38,3.00,8.16,4.28,1.13,1,20,32,Seattle Mariners
115,115,1034,929,464,196,17,98,974,368,11,925,43,.242,3817,.314,.380,.694,27,66,.710,71,16422,3.67,1009.2,57,57,27,44,69,17,412,1.28,4274,3029,115,1,5,10558,.640,43,5,38,7,1449,1.11,.500,16.26,113,2.65,8.68,3.28,8.25,4.14,0.87,1,16,29,San Francisco Giants
115,115,1098,1026,522,195,27,112,833,302,10,1007,32,.257,3912,.313,.407,.720,20,80,.800,72,16150,4.24,1014.2,57,58,28,43,64,15,478,1.29,4303,3044,115,2,11,10419,.650,32,2,38,5,1592,1.07,.496,15.92,113,2.76,7.39,2.68,8.93,4.63,0.99,5,20,32,St. Louis Cardinals
115,115,969,1012,471,166,8,146,964,326,9,911,45,.238,3829,.304,.400,.704,27,112,.806,93,16138,3.86,1019.2,56,59,24,44,63,20,437,1.21,4230,3059,115,1,9,10495,.650,45,4,16,7,1531,0.96,.487,15.83,114,2.96,8.51,2.88,8.04,4.16,1.29,2,6,22,Tampa Bay Rays
115,115,955,1077,404,152,12,107,943,334,19,852,30,.225,3788,.291,.356,.647,16,82,.837,80,16062,3.24,1022.1,60,55,29,50,64,21,368,1.16,4192,3067,115,2,11,10408,.650,30,4,35,4,1349,0.89,.522,15.71,113,2.82,8.30,2.94,7.50,3.56,0.94,1,13,26,Texas Rangers
115,115,829,1115,520,174,11,156,1021,347,20,930,59,.241,3855,.311,.413,.724,27,67,.713,71,16708,4.25,1020.2,67,48,33,51,70,18,482,1.25,4303,3062,115,1,7,10726,.640,59,7,19,6,1594,0.74,.583,16.37,114,2.94,9.00,3.06,8.20,4.59,1.38,2,8,32,Toronto Blue Jays
113,113,824,1122,505,186,10,127,959,291,11,972,49,.254,3820,.312,.408,.720,32,89,.736,47,16264,4.29,991.0,53,60,22,38,76,16,472,1.27,4217,2973,113,1,7,10628,.650,49,7,30,8,1559,0.73,.469,16.41,112,3.30,8.71,2.64,8.83,4.59,1.15,0,15,42,Minnesota Twins
114,114,940,961,451,163,13,126,1040,312,7,933,37,.243,3840,.304,.391,.695,27,70,.722,61,16331,3.74,1007.1,65,48,29,46,48,17,419,1.24,4223,3022,114,2,11,10619,.650,37,3,26,9,1500,0.98,.575,16.21,111,3.33,9.29,2.79,8.34,4.03,1.13,0,11,23,Philadelphia Phillies
112,112,918,956,493,180,14,129,997,378,18,893,48,.240,3723,.316,.400,.716,28,99,.780,59,16519,4.22,990.2,47,65,17,33,42,16,465,1.28,4190,2972,112,1,5,10565,.640,48,7,30,13,1488,0.96,.420,16.67,111,2.64,9.06,3.43,8.11,4.48,1.17,0,13,28,Atlanta Braves
113,113,883,1131,499,206,19,121,840,414,19,933,61,.249,3746,.331,.411,.742,22,97,.815,87,16389,4.11,985.0,42,71,15,32,49,17,450,1.37,4264,2955,113,0,6,10222,.620,61,6,30,12,1540,0.78,.372,16.64,113,2.03,7.68,3.78,8.52,4.56,1.11,2,7,34,Chicago White Sox
112,112,958,1063,530,202,19,118,883,348,11,950,48,.249,3814,.317,.405,.722,19,136,.877,66,16440,4.43,997.1,55,57,28,46,62,18,491,1.30,4254,2992,112,0,9,10494,.640,48,5,37,3,1544,0.90,.491,16.48,112,2.54,7.97,3.14,8.57,4.78,1.06,4,6,34,Miami Marlins
114,114,950,997,497,168,17,129,1010,395,9,874,36,.230,3799,.307,.385,.692,21,73,.777,65,16669,4.06,1007.2,60,54,30,46,66,16,455,1.26,4266,3023,114,0,10,10554,.630,36,3,34,14,1463,0.95,.526,16.54,114,2.56,9.02,3.53,7.81,4.44,1.15,4,11,21,New York Yankees
113,113,883,1071,439,161,12,119,977,380,14,868,42,.231,3757,.307,.375,.682,23,58,.716,70,16586,3.62,1005.1,69,44,31,43,77,12,404,1.24,4223,3016,113,0,10,10539,.640,42,5,24,6,1410,0.82,.611,16.50,113,2.57,8.75,3.40,7.77,3.93,1.07,2,15,27,Milwaukee Brewers
114,114,989,1047,561,165,13,151,895,430,37,1007,33,.259,3891,.335,.424,.759,16,87,.845,105,16914,4.57,1012.0,55,59,26,51,62,25,514,1.42,4402,3036,114,0,5,10803,.640,33,7,46,4,1651,0.94,.482,16.71,114,2.08,7.96,3.82,8.96,4.99,1.34,1,13,34,Los Angeles Angels
114,114,984,1033,563,237,18,142,939,362,16,998,49,.255,3916,.324,.433,.757,20,75,.789,78,16714,4.58,1013.2,54,60,31,50,58,19,516,1.34,4367,3041,114,0,7,10601,.630,49,8,22,9,1697,0.95,.474,16.49,114,2.59,8.34,3.21,8.86,5.00,1.26,2,15,23,Arizona Diamondbacks
115,115,951,1022,576,189,20,162,935,373,10,1039,37,.266,3903,.334,.449,.783,17,80,.825,71,16839,4.90,1000.1,51,63,27,41,77,14,545,1.41,4359,3001,115,1,4,10769,.640,37,5,44,9,1754,0.93,.447,16.83,113,2.51,8.41,3.36,9.35,5.18,1.46,2,14,30,Baltimore Orioles
115,115,1012,1023,489,147,5,117,950,377,13,956,49,.245,3898,.317,.376,.693,33,92,.736,84,16833,3.69,1031.0,64,51,32,54,64,22,423,1.29,4375,3093,115,2,7,10802,.640,49,5,33,2,1464,0.99,.557,16.33,113,2.52,8.29,3.29,8.35,4.27,1.02,8,11,32,Boston Red Sox
113,113,885,1173,472,159,13,144,850,296,8,933,36,.246,3797,.304,.408,.712,27,57,.679,78,15940,3.92,1005.2,65,48,26,39,74,13,438,1.22,4175,3017,113,0,13,10444,.660,36,0,20,17,1550,0.75,.575,15.85,113,2.87,7.61,2.65,8.35,4.22,1.29,2,13,31,Chicago Cubs
114,114,867,1145,473,197,11,126,950,357,8,886,46,.233,3798,.305,.390,.695,24,84,.778,57,16704,3.85,1008.2,60,54,28,42,72,14,431,1.23,4253,3026,114,3,6,10718,.640,46,2,28,8,1483,0.76,.526,16.56,111,2.66,8.48,3.19,7.91,4.22,1.12,2,21,29,Cincinnati Reds
113,113,894,1063,472,171,13,121,959,396,16,913,37,.242,3780,.317,.390,.707,30,81,.730,68,16733,3.85,1006.2,58,55,33,49,80,16,431,1.30,4263,3020,113,1,10,10670,.640,37,8,34,12,1473,0.84,.513,16.62,112,2.42,8.57,3.54,8.16,4.22,1.08,1,15,34,Cleveland Guardians
113,113,1051,1055,720,234,25,164,739,396,13,1190,39,.299,3982,.365,.494,.859,25,95,.792,102,16768,5.88,987.0,30,83,20,39,46,19,645,1.61,4473,2961,113,0,1,10553,.630,39,6,51,6,1966,1.00,.265,16.99,113,1.87,6.74,3.61,10.85,6.57,1.50,3,12,41,Colorado Rockies
115,115,975,1008,472,171,13,124,980,327,12,924,46,.240,3844,.305,.388,.693,27,62,.697,79,16493,3.77,1018.1,66,49,30,46,55,16,427,1.23,4262,3055,115,1,10,10708,.650,46,1,30,7,1493,0.97,.574,16.20,114,3.00,8.66,2.89,8.17,4.17,1.10,2,13,30,Detroit Tigers
114,114,850,1016,444,186,10,133,1100,337,6,866,45,.229,3784,.298,.389,.687,17,115,.871,60,16473,3.69,1014.0,64,50,34,46,68,12,416,1.19,4217,3042,114,3,9,10557,.640,45,3,28,7,1471,0.84,.561,16.25,111,3.26,9.76,2.99,7.69,3.94,1.18,3,20,28,Houston Astros
114,114,959,1088,436,176,17,115,903,347,15,904,31,.237,3819,.304,.382,.686,18,33,.647,79,16337,3.60,1013.1,56,58,31,45,55,14,405,1.23,4233,3040,114,0,9,10493,.640,31,2,36,7,1459,0.88,.491,16.12,114,2.60,8.02,3.08,8.03,3.87,1.02,1,15,20,Kansas City Royals
114,114,931,1020,514,179,23,138,1003,393,19,933,50,.243,3842,.319,.409,.728,28,84,.750,66,16952,4.16,1015.1,66,48,35,51,85,16,469,1.31,4330,3046,114,0,5,10749,.630,50,3,47,9,1572,0.91,.579,16.70,114,2.55,8.89,3.48,8.27,4.56,1.22,0,12,33,Los Angeles Dodgers
112,112,928,1087,627,193,24,138,846,376,4,1052,68,.273,3858,.345,.442,.787,31,77,.713,75,16816,5.41,984.1,44,68,21,35,45,14,592,1.45,4357,2953,112,0,6,10711,.640,68,3,52,4,1707,0.85,.393,17.08,112,2.25,7.74,3.44,9.62,5.73,1.26,0,17,38,Washington Nationals
114,114,1001,973,462,170,16,100,974,408,6,920,55,.240,3829,.320,.371,.691,29,51,.638,74,17143,3.67,1013.0,63,51,34,52,74,18,413,1.31,4334,3039,114,1,7,10813,.630,55,4,44,5,1422,1.03,.553,16.92,113,2.39,8.65,3.62,8.17,4.10,0.89,3,11,28,New York Mets
