game_pk,date,season,away_team_id,away_team_name,away_team_abbr,away_batting_ab,away_batting_r,away_batting_h,away_batting_2b,away_batting_3b,away_batting_hr,away_batting_rbi,away_batting_bb,away_batting_so,away_batting_sb,away_batting_avg,away_batting_obp,away_batting_slg,away_batting_ops,away_pitching_ip,away_pitching_h,away_pitching_r,away_pitching_er,away_pitching_bb,away_pitching_so,away_pitching_hr,away_pitching_era,away_fielding_e,home_team_id,home_team_name,home_team_abbr,home_batting_ab,home_batting_r,home_batting_h,home_batting_2b,home_batting_3b,home_batting_hr,home_batting_rbi,home_batting_bb,home_batting_so,home_batting_sb,home_batting_avg,home_batting_obp,home_batting_slg,home_batting_ops,home_pitching_ip,home_pitching_h,home_pitching_r,home_pitching_er,home_pitching_bb,home_pitching_so,home_pitching_hr,home_pitching_era,home_fielding_e
778563,2025-03-18T10:10:00Z,2025,119,Los Angeles Dodgers,LAD,34,4,7,2,0,0,3,8,9,0,.206,.357,.265,.622,9.0,3,1,1,1,9,0,1.00,0,112,Chicago Cubs,CHC,30,1,3,1,0,0,1,1,9,1,.100,.156,.133,.289,9.0,7,4,3,8,9,0,3.00,2
