game_pk,date,away_mlb,home_mlb,away_bdl,home_bdl,matchup
288650,2011-08-10,MIL,STL,MIL,STL,MIL @ STL
288651,2011-08-10,OAK,TOR,OAK,TOR,OAK @ TOR
288652,2011-08-10,PHI,LAD,PHI,LAD,PHI @ LAD
288653,2011-08-10,PIT,SF,PIT,SF,PIT @ SF
288654,2011-08-10,SD,NYM,SD,NYM,SD @ NYM
288655,2011-08-10,SEA,TEX,SEA,TEX,SEA @ TEX
288656,2011-08-10,WSH,CHC,WSH,CHC,WSH @ CHC
288658,2011-08-11,CWS,BAL,CHW,BAL,CHW @ BAL
288659,2011-08-11,COL,CIN,COL,CIN,COL @ CIN
288660,2011-08-11,DET,CLE,DET,CLE,DET @ CLE
288661,2011-08-11,HOU,AZ,HOU,ARI,HOU @ ARI
288662,2011-08-11,KC,TB,KC,TB,KC @ TB
288657,2011-08-11,LAA,NYY,LAA,NYY,LAA @ NYY
288663,2011-08-11,MIL,STL,MIL,STL,MIL @ STL
288664,2011-08-11,OAK,TOR,OAK,TOR,OAK @ TOR
288665,2011-08-11,SD,NYM,SD,NYM,SD @ NYM
288626,2011-08-11,WSH,CHC,WSH,CHC,WSH @ CHC
288667,2011-08-12,BOS,SEA,BOS,SEA,BOS @ SEA
288668,2011-08-12,CHC,ATL,CHC,ATL,CHC @ ATL
288669,2011-08-12,COL,STL,COL,STL,COL @ STL
288670,2011-08-12,DET,BAL,DET,BAL,DET @ BAL
288671,2011-08-12,HOU,LAD,HOU,LAD,HOU @ LAD
288672,2011-08-12,KC,CWS,KC,CHW,KC @ CHW
288666,2011-08-12,LAA,TOR,LAA,TOR,LAA @ TOR
288673,2011-08-12,MIN,CLE,MIN,CLE,MIN @ CLE
288674,2011-08-12,NYM,AZ,NYM,ARI,NYM @ ARI
288675,2011-08-12,PIT,MIL,PIT,MIL,PIT @ MIL
288676,2011-08-12,SD,CIN,SD,CIN,SD @ CIN
288677,2011-08-12,SF,FLA,SF,MIA,SF @ MIA
288678,2011-08-12,TB,NYY,TB,NYY,TB @ NYY
288679,2011-08-12,TEX,OAK,TEX,OAK,TEX @ OAK
288680,2011-08-12,WSH,PHI,WSH,PHI,WSH @ PHI
288682,2011-08-13,BOS,SEA,BOS,SEA,BOS @ SEA
288683,2011-08-13,CHC,ATL,CHC,ATL,CHC @ ATL
288684,2011-08-13,COL,STL,COL,STL,COL @ STL
288685,2011-08-13,DET,BAL,DET,BAL,DET @ BAL
288686,2011-08-13,HOU,LAD,HOU,LAD,HOU @ LAD
288687,2011-08-13,KC,CWS,KC,CHW,KC @ CHW
288681,2011-08-13,LAA,TOR,LAA,TOR,LAA @ TOR
288688,2011-08-13,MIN,CLE,MIN,CLE,MIN @ CLE
288689,2011-08-13,NYM,AZ,NYM,ARI,NYM @ ARI
288690,2011-08-13,PIT,MIL,PIT,MIL,PIT @ MIL
288691,2011-08-13,SD,CIN,SD,CIN,SD @ CIN
288692,2011-08-13,SF,FLA,SF,MIA,SF @ MIA
288693,2011-08-13,TB,NYY,TB,NYY,TB @ NYY
288694,2011-08-13,TEX,OAK,TEX,OAK,TEX @ OAK
288695,2011-08-13,WSH,PHI,WSH,PHI,WSH @ PHI
288697,2011-08-14,BOS,SEA,BOS,SEA,BOS @ SEA
288698,2011-08-14,CHC,ATL,CHC,ATL,CHC @ ATL
288699,2011-08-14,COL,STL,COL,STL,COL @ STL
288700,2011-08-14,DET,BAL,DET,BAL,DET @ BAL
288701,2011-08-14,HOU,LAD,HOU,LAD,HOU @ LAD
288702,2011-08-14,KC,CWS,KC,CHW,KC @ CHW
288696,2011-08-14,LAA,TOR,LAA,TOR,LAA @ TOR
288704,2011-08-14,NYM,AZ,NYM,ARI,NYM @ ARI
288705,2011-08-14,PIT,MIL,PIT,MIL,PIT @ MIL
288706,2011-08-14,SD,CIN,SD,CIN,SD @ CIN
288707,2011-08-14,SF,FLA,SF,MIA,SF @ MIA
288709,2011-08-14,TEX,OAK,TEX,OAK,TEX @ OAK
288711,2011-08-15,BAL,OAK,BAL,OAK,BAL @ OAK
288712,2011-08-15,CHC,HOU,CHC,HOU,CHC @ HOU
288715,2011-08-15,LAD,MIL,LAD,MIL,LAD @ MIL
288714,2011-08-15,FLA,COL,MIA,COL,MIA @ COL
288716,2011-08-15,MIN,DET,MIN,DET,MIN @ DET
288718,2011-08-15,NYM,SD,NYM,SD,NYM @ SD
288717,2011-08-15,NYY,KC,NYY,KC,NYY @ KC
288719,2011-08-15,SF,ATL,SF,ATL,SF @ ATL
288720,2011-08-15,STL,PIT,STL,PIT,STL @ PIT
288721,2011-08-15,TEX,LAA,TEX,LAA,TEX @ LAA
288722,2011-08-15,TOR,SEA,TOR,SEA,TOR @ SEA
288723,2011-08-16,AZ,PHI,ARI,PHI,ARI @ PHI
288724,2011-08-16,BAL,OAK,BAL,OAK,BAL @ OAK
288725,2011-08-16,CHC,HOU,CHC,HOU,CHC @ HOU
288726,2011-08-16,CIN,WSH,CIN,WSH,CIN @ WSH
288727,2011-08-16,CLE,CWS,CLE,CHW,CLE @ CHW
288729,2011-08-16,LAD,MIL,LAD,MIL,LAD @ MIL
288728,2011-08-16,FLA,COL,MIA,COL,MIA @ COL
288730,2011-08-16,MIN,DET,MIN,DET,MIN @ DET
288732,2011-08-16,NYM,SD,NYM,SD,NYM @ SD
288731,2011-08-16,NYY,KC,NYY,KC,NYY @ KC
288733,2011-08-16,SF,ATL,SF,ATL,SF @ ATL
288734,2011-08-16,STL,PIT,STL,PIT,STL @ PIT
288735,2011-08-16,TB,BOS,TB,BOS,TB @ BOS
288736,2011-08-16,TEX,LAA,TEX,LAA,TEX @ LAA
288737,2011-08-16,TOR,SEA,TOR,SEA,TOR @ SEA
288738,2011-08-17,AZ,PHI,ARI,PHI,ARI @ PHI
288739,2011-08-17,BAL,OAK,BAL,OAK,BAL @ OAK
288740,2011-08-17,CHC,HOU,CHC,HOU,CHC @ HOU
288741,2011-08-17,CIN,WSH,CIN,WSH,CIN @ WSH
288742,2011-08-17,CLE,CWS,CLE,CHW,CLE @ CHW
288744,2011-08-17,LAD,MIL,LAD,MIL,LAD @ MIL
288743,2011-08-17,FLA,COL,MIA,COL,MIA @ COL
288745,2011-08-17,MIN,DET,MIN,DET,MIN @ DET
288747,2011-08-17,NYM,SD,NYM,SD,NYM @ SD
288746,2011-08-17,NYY,KC,NYY,KC,NYY @ KC
288748,2011-08-17,SF,ATL,SF,ATL,SF @ ATL
288749,2011-08-17,STL,PIT,STL,PIT,STL @ PIT
288750,2011-08-17,TB,BOS,TB,BOS,TB @ BOS
288751,2011-08-17,TEX,LAA,TEX,LAA,TEX @ LAA
288752,2011-08-17,TOR,SEA,TOR,SEA,TOR @ SEA
288753,2011-08-18,AZ,PHI,ARI,PHI,ARI @ PHI
288754,2011-08-18,BOS,KC,BOS,KC,BOS @ KC
288713,2011-08-18,CIN,WSH,CIN,WSH,CIN @ WSH
288755,2011-08-18,CLE,CWS,CLE,CHW,CLE @ CHW
288757,2011-08-18,LAD,MIL,LAD,MIL,LAD @ MIL
288756,2011-08-18,FLA,SD,MIA,SD,MIA @ SD
288758,2011-08-18,NYY,MIN,NYY,MIN,NYY @ MIN
288759,2011-08-18,SF,ATL,SF,ATL,SF @ ATL
288760,2011-08-18,TEX,LAA,TEX,LAA,TEX @ LAA
288761,2011-08-18,TOR,OAK,TOR,OAK,TOR @ OAK
288762,2011-08-19,AZ,ATL,ARI,ATL,ARI @ ATL
288763,2011-08-19,BAL,LAA,BAL,LAA,BAL @ LAA
288764,2011-08-19,BOS,KC,BOS,KC,BOS @ KC
288765,2011-08-19,CIN,PIT,CIN,PIT,CIN @ PIT
288766,2011-08-19,CLE,DET,CLE,DET,CLE @ DET
288768,2011-08-19,LAD,COL,LAD,COL,LAD @ COL
288767,2011-08-19,FLA,SD,MIA,SD,MIA @ SD
288769,2011-08-19,MIL,NYM,MIL,NYM,MIL @ NYM
288770,2011-08-19,NYY,MIN,NYY,MIN,NYY @ MIN
288771,2011-08-19,PHI,WSH,PHI,WSH,PHI @ WSH
288772,2011-08-19,SEA,TB,SEA,TB,SEA @ TB
288773,2011-08-19,SF,HOU,SF,HOU,SF @ HOU
288774,2011-08-19,STL,CHC,STL,CHC,STL @ CHC
288775,2011-08-19,TEX,CWS,TEX,CHW,TEX @ CHW
288776,2011-08-19,TOR,OAK,TOR,OAK,TOR @ OAK
288777,2011-08-20,AZ,ATL,ARI,ATL,ARI @ ATL
288778,2011-08-20,BAL,LAA,BAL,LAA,BAL @ LAA
288779,2011-08-20,BOS,KC,BOS,KC,BOS @ KC
288780,2011-08-20,CIN,PIT,CIN,PIT,CIN @ PIT
288781,2011-08-20,CLE,DET,CLE,DET,CLE @ DET
288783,2011-08-20,LAD,COL,LAD,COL,LAD @ COL
288782,2011-08-20,FLA,SD,MIA,SD,MIA @ SD
288784,2011-08-20,MIL,NYM,MIL,NYM,MIL @ NYM
288785,2011-08-20,NYY,MIN,NYY,MIN,NYY @ MIN
288786,2011-08-20,PHI,WSH,PHI,WSH,PHI @ WSH
288787,2011-08-20,SEA,TB,SEA,TB,SEA @ TB
288788,2011-08-20,SF,HOU,SF,HOU,SF @ HOU
288789,2011-08-20,STL,CHC,STL,CHC,STL @ CHC
288790,2011-08-20,TEX,CWS,TEX,CHW,TEX @ CHW
288791,2011-08-20,TOR,OAK,TOR,OAK,TOR @ OAK
288792,2011-08-21,AZ,ATL,ARI,ATL,ARI @ ATL
288793,2011-08-21,BAL,LAA,BAL,LAA,BAL @ LAA
288794,2011-08-21,BOS,KC,BOS,KC,BOS @ KC
288795,2011-08-21,CIN,PIT,CIN,PIT,CIN @ PIT
288796,2011-08-21,CLE,DET,CLE,DET,CLE @ DET
288798,2011-08-21,LAD,COL,LAD,COL,LAD @ COL
288797,2011-08-21,FLA,SD,MIA,SD,MIA @ SD
288799,2011-08-21,MIL,NYM,MIL,NYM,MIL @ NYM
288800,2011-08-21,NYY,MIN,NYY,MIN,NYY @ MIN
288801,2011-08-21,PHI,WSH,PHI,WSH,PHI @ WSH
288802,2011-08-21,SEA,TB,SEA,TB,SEA @ TB
288803,2011-08-21,SF,HOU,SF,HOU,SF @ HOU
288804,2011-08-21,STL,CHC,STL,CHC,STL @ CHC
288805,2011-08-21,TEX,CWS,TEX,CHW,TEX @ CHW
288806,2011-08-21,TOR,OAK,TOR,OAK,TOR @ OAK
288807,2011-08-22,AZ,WSH,ARI,WSH,ARI @ WSH
288808,2011-08-22,ATL,CHC,ATL,CHC,ATL @ CHC
288809,2011-08-22,BAL,MIN,BAL,MIN,BAL @ MIN
288810,2011-08-22,BOS,TEX,BOS,TEX,BOS @ TEX
288811,2011-08-22,DET,TB,DET,TB,DET @ TB
288812,2011-08-22,HOU,COL,HOU,COL,HOU @ COL
288813,2011-08-22,LAD,STL,LAD,STL,LAD @ STL
288814,2011-08-22,MIL,PIT,MIL,PIT,MIL @ PIT
288815,2011-08-22,NYM,PHI,NYM,PHI,NYM @ PHI
288816,2011-08-22,SEA,CLE,SEA,CLE,SEA @ CLE
288817,2011-08-23,AZ,WSH,ARI,WSH,ARI @ WSH
288818,2011-08-23,ATL,CHC,ATL,CHC,ATL @ CHC
288819,2011-08-23,BAL,MIN,BAL,MIN,BAL @ MIN
288820,2011-08-23,BOS,TEX,BOS,TEX,BOS @ TEX
288821,2011-08-23,CWS,LAA,CHW,LAA,CHW @ LAA
288822,2011-08-23,CIN,FLA,CIN,MIA,CIN @ MIA
288823,2011-08-23,DET,TB,DET,TB,DET @ TB
288824,2011-08-23,HOU,COL,HOU,COL,HOU @ COL
288825,2011-08-23,KC,TOR,KC,TOR,KC @ TOR
288826,2011-08-23,LAD,STL,LAD,STL,LAD @ STL
288827,2011-08-23,MIL,PIT,MIL,PIT,MIL @ PIT
288828,2011-08-23,NYM,PHI,NYM,PHI,NYM @ PHI
288829,2011-08-23,OAK,NYY,OAK,NYY,OAK @ NYY
288830,2011-08-23,SD,SF,SD,SF,SD @ SF
288831,2011-08-23,SEA,CLE,SEA,CLE,SEA @ CLE
288832,2011-08-24,AZ,WSH,ARI,WSH,ARI @ WSH
288833,2011-08-24,ATL,CHC,ATL,CHC,ATL @ CHC
288834,2011-08-24,BAL,MIN,BAL,MIN,BAL @ MIN
288835,2011-08-24,BOS,TEX,BOS,TEX,BOS @ TEX
288836,2011-08-24,CWS,LAA,CHW,LAA,CHW @ LAA
288851,2011-08-24,CIN,FLA,CIN,MIA,CIN @ MIA
288838,2011-08-24,DET,TB,DET,TB,DET @ TB
288839,2011-08-24,HOU,COL,HOU,COL,HOU @ COL
288840,2011-08-24,KC,TOR,KC,TOR,KC @ TOR
288841,2011-08-24,LAD,STL,LAD,STL,LAD @ STL
288842,2011-08-24,MIL,PIT,MIL,PIT,MIL @ PIT
288843,2011-08-24,NYM,PHI,NYM,PHI,NYM @ PHI
288844,2011-08-24,OAK,NYY,OAK,NYY,OAK @ NYY
288845,2011-08-24,SD,SF,SD,SF,SD @ SF
288846,2011-08-24,SEA,CLE,SEA,CLE,SEA @ CLE
288847,2011-08-25,AZ,WSH,ARI,WSH,ARI @ WSH
288848,2011-08-25,ATL,CHC,ATL,CHC,ATL @ CHC
288849,2011-08-25,BAL,MIN,BAL,MIN,BAL @ MIN
288850,2011-08-25,BOS,TEX,BOS,TEX,BOS @ TEX
288852,2011-08-25,DET,TB,DET,TB,DET @ TB
288853,2011-08-25,HOU,SF,HOU,SF,HOU @ SF
288854,2011-08-25,KC,TOR,KC,TOR,KC @ TOR
288855,2011-08-25,OAK,NYY,OAK,NYY,OAK @ NYY
288856,2011-08-25,PIT,STL,PIT,STL,PIT @ STL
288858,2011-08-26,ATL,NYM,ATL,NYM,ATL @ NYM
288860,2011-08-26,CHC,MIL,CHC,MIL,CHC @ MIL
288859,2011-08-26,CWS,SEA,CHW,SEA,CHW @ SEA
288861,2011-08-26,COL,LAD,COL,LAD,COL @ LAD
288862,2011-08-26,DET,MIN,DET,MIN,DET @ MIN
288864,2011-08-26,HOU,SF,HOU,SF,HOU @ SF
288865,2011-08-26,KC,CLE,KC,CLE,KC @ CLE
288857,2011-08-26,LAA,TEX,LAA,TEX,LAA @ TEX
288863,2011-08-26,FLA,PHI,MIA,PHI,MIA @ PHI
288866,2011-08-26,NYY,BAL,NYY,BAL,NYY @ BAL
288867,2011-08-26,OAK,BOS,OAK,BOS,OAK @ BOS
288868,2011-08-26,PIT,STL,PIT,STL,PIT @ STL
288869,2011-08-26,SD,AZ,SD,ARI,SD @ ARI
288870,2011-08-26,TB,TOR,TB,TOR,TB @ TOR
288871,2011-08-26,WSH,CIN,WSH,CIN,WSH @ CIN
288875,2011-08-27,CHC,MIL,CHC,MIL,CHC @ MIL
288874,2011-08-27,CWS,SEA,CHW,SEA,CHW @ SEA
288876,2011-08-27,COL,LAD,COL,LAD,COL @ LAD
288877,2011-08-27,DET,MIN,DET,MIN,DET @ MIN
288879,2011-08-27,HOU,SF,HOU,SF,HOU @ SF
288880,2011-08-27,KC,CLE,KC,CLE,KC @ CLE
288872,2011-08-27,LAA,TEX,LAA,TEX,LAA @ TEX
288897,2011-08-27,OAK,BOS,OAK,BOS,OAK @ BOS
288883,2011-08-27,PIT,STL,PIT,STL,PIT @ STL
288884,2011-08-27,SD,AZ,SD,ARI,SD @ ARI
288885,2011-08-27,TB,TOR,TB,TOR,TB @ TOR
288886,2011-08-27,WSH,CIN,WSH,CIN,WSH @ CIN
288890,2011-08-28,CHC,MIL,CHC,MIL,CHC @ MIL
288889,2011-08-28,CWS,SEA,CHW,SEA,CHW @ SEA
288891,2011-08-28,COL,LAD,COL,LAD,COL @ LAD
288892,2011-08-28,DET,MIN,DET,MIN,DET @ MIN
288894,2011-08-28,HOU,SF,HOU,SF,HOU @ SF
288895,2011-08-28,KC,CLE,KC,CLE,KC @ CLE
288887,2011-08-28,LAA,TEX,LAA,TEX,LAA @ TEX
288896,2011-08-28,NYY,BAL,NYY,BAL,NYY @ BAL
288898,2011-08-28,PIT,STL,PIT,STL,PIT @ STL
288899,2011-08-28,SD,AZ,SD,ARI,SD @ ARI
288900,2011-08-28,TB,TOR,TB,TOR,TB @ TOR
288901,2011-08-28,WSH,CIN,WSH,CIN,WSH @ CIN
288903,2011-08-29,CHC,SF,CHC,SF,CHC @ SF
288904,2011-08-29,COL,AZ,COL,ARI,COL @ ARI
288906,2011-08-29,KC,DET,KC,DET,KC @ DET
288902,2011-08-29,LAA,SEA,LAA,SEA,LAA @ SEA
288905,2011-08-29,FLA,NYM,MIA,NYM,MIA @ NYM
288907,2011-08-29,MIN,CWS,MIN,CHW,MIN @ CHW
288908,2011-08-29,NYY,BAL,NYY,BAL,NYY @ BAL
288909,2011-08-29,OAK,CLE,OAK,CLE,OAK @ CLE
288910,2011-08-29,PHI,CIN,PHI,CIN,PHI @ CIN
288911,2011-08-29,PIT,HOU,PIT,HOU,PIT @ HOU
288912,2011-08-29,SD,LAD,SD,LAD,SD @ LAD
288913,2011-08-29,TB,TOR,TB,TOR,TB @ TOR
288915,2011-08-30,CHC,SF,CHC,SF,CHC @ SF
288916,2011-08-30,COL,AZ,COL,ARI,COL @ ARI
288918,2011-08-30,KC,DET,KC,DET,KC @ DET
288914,2011-08-30,LAA,SEA,LAA,SEA,LAA @ SEA
288917,2011-08-30,FLA,NYM,MIA,NYM,MIA @ NYM
288919,2011-08-30,MIN,CWS,MIN,CHW,MIN @ CHW
288920,2011-08-30,NYY,BOS,NYY,BOS,NYY @ BOS
288921,2011-08-30,OAK,CLE,OAK,CLE,OAK @ CLE
288922,2011-08-30,PHI,CIN,PHI,CIN,PHI @ CIN
288923,2011-08-30,PIT,HOU,PIT,HOU,PIT @ HOU
288924,2011-08-30,SD,LAD,SD,LAD,SD @ LAD
288925,2011-08-30,STL,MIL,STL,MIL,STL @ MIL
288926,2011-08-30,TB,TEX,TB,TEX,TB @ TEX
288927,2011-08-30,TOR,BAL,TOR,BAL,TOR @ BAL
288928,2011-08-30,WSH,ATL,WSH,ATL,WSH @ ATL
288930,2011-08-31,CHC,SF,CHC,SF,CHC @ SF
288931,2011-08-31,COL,AZ,COL,ARI,COL @ ARI
288933,2011-08-31,KC,DET,KC,DET,KC @ DET
288929,2011-08-31,LAA,SEA,LAA,SEA,LAA @ SEA
288932,2011-08-31,FLA,NYM,MIA,NYM,MIA @ NYM
288934,2011-08-31,MIN,CWS,MIN,CHW,MIN @ CHW
288935,2011-08-31,NYY,BOS,NYY,BOS,NYY @ BOS
288936,2011-08-31,OAK,CLE,OAK,CLE,OAK @ CLE
288937,2011-08-31,PHI,CIN,PHI,CIN,PHI @ CIN
288938,2011-08-31,PIT,HOU,PIT,HOU,PIT @ HOU
288939,2011-08-31,SD,LAD,SD,LAD,SD @ LAD
288940,2011-08-31,STL,MIL,STL,MIL,STL @ MIL
288941,2011-08-31,TB,TEX,TB,TEX,TB @ TEX
288942,2011-08-31,TOR,BAL,TOR,BAL,TOR @ BAL
288943,2011-08-31,WSH,ATL,WSH,ATL,WSH @ ATL
287494,2011-09-01,KC,DET,KC,DET,KC @ DET
288944,2011-09-01,LAA,SEA,LAA,SEA,LAA @ SEA
287453,2011-09-01,LAD,PIT,LAD,PIT,LAD @ PIT
288945,2011-09-01,FLA,NYM,MIA,NYM,MIA @ NYM
288946,2011-09-01,NYY,BOS,NYY,BOS,NYY @ BOS
288947,2011-09-01,OAK,CLE,OAK,CLE,OAK @ CLE
288948,2011-09-01,PHI,CIN,PHI,CIN,PHI @ CIN
288949,2011-09-01,STL,MIL,STL,MIL,STL @ MIL
288950,2011-09-01,TB,TEX,TB,TEX,TB @ TEX
288951,2011-09-01,TOR,BAL,TOR,BAL,TOR @ BAL
288952,2011-09-01,WSH,ATL,WSH,ATL,WSH @ ATL
288953,2011-09-02,AZ,SF,ARI,SF,ARI @ SF
288954,2011-09-02,BAL,TB,BAL,TB,BAL @ TB
288955,2011-09-02,CWS,DET,CHW,DET,CHW @ DET
288956,2011-09-02,CIN,STL,CIN,STL,CIN @ STL
288957,2011-09-02,CLE,KC,CLE,KC,CLE @ KC
288958,2011-09-02,COL,SD,COL,SD,COL @ SD
288959,2011-09-02,LAD,ATL,LAD,ATL,LAD @ ATL
288960,2011-09-02,MIL,HOU,MIL,HOU,MIL @ HOU
288961,2011-09-02,MIN,LAA,MIN,LAA,MIN @ LAA
288962,2011-09-02,NYM,WSH,NYM,WSH,NYM @ WSH
288963,2011-09-02,PHI,FLA,PHI,MIA,PHI @ MIA
288964,2011-09-02,PIT,CHC,PIT,CHC,PIT @ CHC
288965,2011-09-02,SEA,OAK,SEA,OAK,SEA @ OAK
288966,2011-09-02,TEX,BOS,TEX,BOS,TEX @ BOS
288967,2011-09-02,TOR,NYY,TOR,NYY,TOR @ NYY
288968,2011-09-03,AZ,SF,ARI,SF,ARI @ SF
288969,2011-09-03,BAL,TB,BAL,TB,BAL @ TB
288970,2011-09-03,CWS,DET,CHW,DET,CHW @ DET
288971,2011-09-03,CIN,STL,CIN,STL,CIN @ STL
288972,2011-09-03,CLE,KC,CLE,KC,CLE @ KC
288973,2011-09-03,COL,SD,COL,SD,COL @ SD
288974,2011-09-03,LAD,ATL,LAD,ATL,LAD @ ATL
288975,2011-09-03,MIL,HOU,MIL,HOU,MIL @ HOU
288976,2011-09-03,MIN,LAA,MIN,LAA,MIN @ LAA
288977,2011-09-03,NYM,WSH,NYM,WSH,NYM @ WSH
288978,2011-09-03,PHI,FLA,PHI,MIA,PHI @ MIA
288979,2011-09-03,PIT,CHC,PIT,CHC,PIT @ CHC
288980,2011-09-03,SEA,OAK,SEA,OAK,SEA @ OAK
288981,2011-09-03,TEX,BOS,TEX,BOS,TEX @ BOS
288982,2011-09-03,TOR,NYY,TOR,NYY,TOR @ NYY
288983,2011-09-04,AZ,SF,ARI,SF,ARI @ SF
288984,2011-09-04,BAL,TB,BAL,TB,BAL @ TB
288985,2011-09-04,CWS,DET,CHW,DET,CHW @ DET
288986,2011-09-04,CIN,STL,CIN,STL,CIN @ STL
288987,2011-09-04,CLE,KC,CLE,KC,CLE @ KC
288988,2011-09-04,COL,SD,COL,SD,COL @ SD
288989,2011-09-04,LAD,ATL,LAD,ATL,LAD @ ATL
288990,2011-09-04,MIL,HOU,MIL,HOU,MIL @ HOU
288991,2011-09-04,MIN,LAA,MIN,LAA,MIN @ LAA
288992,2011-09-04,NYM,WSH,NYM,WSH,NYM @ WSH
288993,2011-09-04,PHI,FLA,PHI,MIA,PHI @ MIA
288994,2011-09-04,PIT,CHC,PIT,CHC,PIT @ CHC
288995,2011-09-04,SEA,OAK,SEA,OAK,SEA @ OAK
288996,2011-09-04,TEX,BOS,TEX,BOS,TEX @ BOS
288997,2011-09-04,TOR,NYY,TOR,NYY,TOR @ NYY
288998,2011-09-05,AZ,COL,ARI,COL,ARI @ COL
288999,2011-09-05,ATL,PHI,ATL,PHI,ATL @ PHI
289000,2011-09-05,BAL,NYY,BAL,NYY,BAL @ NYY
289001,2011-09-05,BOS,TOR,BOS,TOR,BOS @ TOR
289002,2011-09-05,CWS,MIN,CHW,MIN,CHW @ MIN
289003,2011-09-05,CIN,CHC,CIN,CHC,CIN @ CHC
289004,2011-09-05,DET,CLE,DET,CLE,DET @ CLE
289005,2011-09-05,HOU,PIT,HOU,PIT,HOU @ PIT
289006,2011-09-05,KC,OAK,KC,OAK,KC @ OAK
289007,2011-09-05,LAD,WSH,LAD,WSH,LAD @ WSH
289008,2011-09-05,MIL,STL,MIL,STL,MIL @ STL
289009,2011-09-05,NYM,FLA,NYM,MIA,NYM @ MIA
289010,2011-09-05,SEA,LAA,SEA,LAA,SEA @ LAA
289011,2011-09-05,SF,SD,SF,SD,SF @ SD
289012,2011-09-05,TEX,TB,TEX,TB,TEX @ TB
289013,2011-09-06,AZ,COL,ARI,COL,ARI @ COL
289014,2011-09-06,ATL,PHI,ATL,PHI,ATL @ PHI
289015,2011-09-06,BAL,NYY,BAL,NYY,BAL @ NYY
289016,2011-09-06,BOS,TOR,BOS,TOR,BOS @ TOR
289017,2011-09-06,CWS,MIN,CHW,MIN,CHW @ MIN
289018,2011-09-06,CIN,CHC,CIN,CHC,CIN @ CHC
289019,2011-09-06,DET,CLE,DET,CLE,DET @ CLE
289020,2011-09-06,HOU,PIT,HOU,PIT,HOU @ PIT
289021,2011-09-06,KC,OAK,KC,OAK,KC @ OAK
289022,2011-09-06,LAD,WSH,LAD,WSH,LAD @ WSH
289023,2011-09-06,MIL,STL,MIL,STL,MIL @ STL
289024,2011-09-06,NYM,FLA,NYM,MIA,NYM @ MIA
289025,2011-09-06,SEA,LAA,SEA,LAA,SEA @ LAA
289026,2011-09-06,SF,SD,SF,SD,SF @ SD
289027,2011-09-06,TEX,TB,TEX,TB,TEX @ TB
289028,2011-09-07,AZ,COL,ARI,COL,ARI @ COL
289029,2011-09-07,ATL,PHI,ATL,PHI,ATL @ PHI
289030,2011-09-07,BAL,NYY,BAL,NYY,BAL @ NYY
289031,2011-09-07,BOS,TOR,BOS,TOR,BOS @ TOR
289032,2011-09-07,CWS,MIN,CHW,MIN,CHW @ MIN
289033,2011-09-07,CIN,CHC,CIN,CHC,CIN @ CHC
289034,2011-09-07,DET,CLE,DET,CLE,DET @ CLE
289035,2011-09-07,HOU,PIT,HOU,PIT,HOU @ PIT
289036,2011-09-07,KC,OAK,KC,OAK,KC @ OAK
289038,2011-09-07,MIL,STL,MIL,STL,MIL @ STL
289039,2011-09-07,NYM,FLA,NYM,MIA,NYM @ MIA
289040,2011-09-07,SEA,LAA,SEA,LAA,SEA @ LAA
289041,2011-09-07,SF,SD,SF,SD,SF @ SD
289042,2011-09-07,TEX,TB,TEX,TB,TEX @ TB
288888,2011-09-08,ATL,NYM,ATL,NYM,ATL @ NYM
289043,2011-09-08,BOS,TOR,BOS,TOR,BOS @ TOR
289044,2011-09-08,CLE,CWS,CLE,CHW,CLE @ CHW
289045,2011-09-08,KC,SEA,KC,SEA,KC @ SEA
289046,2011-09-08,LAD,WSH,LAD,WSH,LAD @ WSH
287188,2011-09-08,NYY,BAL,NYY,BAL,NYY @ BAL
289047,2011-09-08,PHI,MIL,PHI,MIL,PHI @ MIL
289048,2011-09-08,SD,AZ,SD,ARI,SD @ ARI
289049,2011-09-09,ATL,STL,ATL,STL,ATL @ STL
289050,2011-09-09,BAL,TOR,BAL,TOR,BAL @ TOR
289051,2011-09-09,BOS,TB,BOS,TB,BOS @ TB
289052,2011-09-09,CHC,NYM,CHC,NYM,CHC @ NYM
289053,2011-09-09,CIN,COL,CIN,COL,CIN @ COL
289054,2011-09-09,CLE,CWS,CLE,CHW,CLE @ CHW
289056,2011-09-09,HOU,WSH,HOU,WSH,HOU @ WSH
289057,2011-09-09,KC,SEA,KC,SEA,KC @ SEA
289058,2011-09-09,LAD,SF,LAD,SF,LAD @ SF
289055,2011-09-09,FLA,PIT,MIA,PIT,MIA @ PIT
289059,2011-09-09,MIN,DET,MIN,DET,MIN @ DET
289060,2011-09-09,NYY,LAA,NYY,LAA,NYY @ LAA
289061,2011-09-09,OAK,TEX,OAK,TEX,OAK @ TEX
289062,2011-09-09,PHI,MIL,PHI,MIL,PHI @ MIL
289063,2011-09-09,SD,AZ,SD,ARI,SD @ ARI
289064,2011-09-10,ATL,STL,ATL,STL,ATL @ STL
289065,2011-09-10,BAL,TOR,BAL,TOR,BAL @ TOR
289066,2011-09-10,BOS,TB,BOS,TB,BOS @ TB
289067,2011-09-10,CHC,NYM,CHC,NYM,CHC @ NYM
289068,2011-09-10,CIN,COL,CIN,COL,CIN @ COL
289069,2011-09-10,CLE,CWS,CLE,CHW,CLE @ CHW
289071,2011-09-10,HOU,WSH,HOU,WSH,HOU @ WSH
