game_pk,date,away_mlb,home_mlb,away_bdl,home_bdl,matchup
286875,2011-03-31,ATL,WSH,ATL,WSH,ATL @ WSH
286876,2011-03-31,DET,NYY,DET,NYY,DET @ NYY
286874,2011-03-31,LAA,KC,LAA,KC,LAA @ KC
286877,2011-03-31,MIL,CIN,MIL,CIN,MIL @ CIN
286878,2011-03-31,SD,STL,SD,STL,SD @ STL
286946,2011-03-31,SF,LAD,SF,LAD,SF @ LAD
286880,2011-04-01,AZ,COL,ARI,COL,ARI @ COL
286881,2011-04-01,BAL,TB,BAL,TB,BAL @ TB
286882,2011-04-01,BOS,TEX,BOS,TEX,BOS @ TEX
286883,2011-04-01,CWS,CLE,CHW,CLE,CHW @ CLE
286884,2011-04-01,HOU,PHI,HOU,PHI,HOU @ PHI
286879,2011-04-01,LAA,KC,LAA,KC,LAA @ KC
286885,2011-04-01,MIN,TOR,MIN,TOR,MIN @ TOR
286886,2011-04-01,NYM,FLA,NYM,MIA,NYM @ MIA
286887,2011-04-01,PIT,CHC,PIT,CHC,PIT @ CHC
286888,2011-04-01,SEA,OAK,SEA,OAK,SEA @ OAK
286889,2011-04-01,SF,LAD,SF,LAD,SF @ LAD
286891,2011-04-02,AZ,COL,ARI,COL,ARI @ COL
286892,2011-04-02,ATL,WSH,ATL,WSH,ATL @ WSH
286913,2011-04-02,BAL,TB,BAL,TB,BAL @ TB
286914,2011-04-02,BOS,TEX,BOS,TEX,BOS @ TEX
286915,2011-04-02,CWS,CLE,CHW,CLE,CHW @ CLE
286916,2011-04-02,DET,NYY,DET,NYY,DET @ NYY
286917,2011-04-02,HOU,PHI,HOU,PHI,HOU @ PHI
286890,2011-04-02,LAA,KC,LAA,KC,LAA @ KC
286918,2011-04-02,MIL,CIN,MIL,CIN,MIL @ CIN
286919,2011-04-02,MIN,TOR,MIN,TOR,MIN @ TOR
286920,2011-04-02,NYM,FLA,NYM,MIA,NYM @ MIA
286921,2011-04-02,PIT,CHC,PIT,CHC,PIT @ CHC
286922,2011-04-02,SD,STL,SD,STL,SD @ STL
286923,2011-04-02,SEA,OAK,SEA,OAK,SEA @ OAK
286924,2011-04-02,SF,LAD,SF,LAD,SF @ LAD
286927,2011-04-03,ATL,WSH,ATL,WSH,ATL @ WSH
286928,2011-04-03,BAL,TB,BAL,TB,BAL @ TB
286929,2011-04-03,BOS,TEX,BOS,TEX,BOS @ TEX
286930,2011-04-03,CWS,CLE,CHW,CLE,CHW @ CLE
286931,2011-04-03,DET,NYY,DET,NYY,DET @ NYY
286932,2011-04-03,HOU,PHI,HOU,PHI,HOU @ PHI
286925,2011-04-03,LAA,KC,LAA,KC,LAA @ KC
286933,2011-04-03,MIL,CIN,MIL,CIN,MIL @ CIN
286934,2011-04-03,MIN,TOR,MIN,TOR,MIN @ TOR
286935,2011-04-03,NYM,FLA,NYM,MIA,NYM @ MIA
286936,2011-04-03,PIT,CHC,PIT,CHC,PIT @ CHC
286937,2011-04-03,SD,STL,SD,STL,SD @ STL
286938,2011-04-03,SEA,OAK,SEA,OAK,SEA @ OAK
286939,2011-04-03,SF,LAD,SF,LAD,SF @ LAD
286940,2011-04-04,AZ,CHC,ARI,CHC,ARI @ CHC
286941,2011-04-04,ATL,MIL,ATL,MIL,ATL @ MIL
286942,2011-04-04,DET,BAL,DET,BAL,DET @ BAL
286943,2011-04-04,MIN,NYY,MIN,NYY,MIN @ NYY
286944,2011-04-04,PIT,STL,PIT,STL,PIT @ STL
286945,2011-04-04,SEA,TEX,SEA,TEX,SEA @ TEX
286948,2011-04-05,AZ,CHC,ARI,CHC,ARI @ CHC
286949,2011-04-05,ATL,MIL,ATL,MIL,ATL @ MIL
286950,2011-04-05,BOS,CLE,BOS,CLE,BOS @ CLE
286951,2011-04-05,CWS,KC,CHW,KC,CHW @ KC
286952,2011-04-05,HOU,CIN,HOU,CIN,HOU @ CIN
286947,2011-04-05,LAA,TB,LAA,TB,LAA @ TB
286953,2011-04-05,LAD,COL,LAD,COL,LAD @ COL
286954,2011-04-05,MIN,NYY,MIN,NYY,MIN @ NYY
286955,2011-04-05,NYM,PHI,NYM,PHI,NYM @ PHI
286956,2011-04-05,OAK,TOR,OAK,TOR,OAK @ TOR
286957,2011-04-05,PIT,STL,PIT,STL,PIT @ STL
286958,2011-04-05,SEA,TEX,SEA,TEX,SEA @ TEX
286959,2011-04-05,SF,SD,SF,SD,SF @ SD
286960,2011-04-05,WSH,FLA,WSH,MIA,WSH @ MIA
286962,2011-04-06,AZ,CHC,ARI,CHC,ARI @ CHC
286963,2011-04-06,ATL,MIL,ATL,MIL,ATL @ MIL
286964,2011-04-06,BOS,CLE,BOS,CLE,BOS @ CLE
286965,2011-04-06,CWS,KC,CHW,KC,CHW @ KC
286966,2011-04-06,DET,BAL,DET,BAL,DET @ BAL
286967,2011-04-06,HOU,CIN,HOU,CIN,HOU @ CIN
286961,2011-04-06,LAA,TB,LAA,TB,LAA @ TB
286968,2011-04-06,LAD,COL,LAD,COL,LAD @ COL
286970,2011-04-06,NYM,PHI,NYM,PHI,NYM @ PHI
286971,2011-04-06,OAK,TOR,OAK,TOR,OAK @ TOR
286972,2011-04-06,PIT,STL,PIT,STL,PIT @ STL
286973,2011-04-06,SEA,TEX,SEA,TEX,SEA @ TEX
286974,2011-04-06,SF,SD,SF,SD,SF @ SD
286975,2011-04-06,WSH,FLA,WSH,MIA,WSH @ MIA
286976,2011-04-07,ATL,MIL,ATL,MIL,ATL @ MIL
286977,2011-04-07,BOS,CLE,BOS,CLE,BOS @ CLE
286978,2011-04-07,COL,PIT,COL,PIT,COL @ PIT
286979,2011-04-07,DET,BAL,DET,BAL,DET @ BAL
286980,2011-04-07,HOU,CIN,HOU,CIN,HOU @ CIN
286981,2011-04-07,MIN,NYY,MIN,NYY,MIN @ NYY
286982,2011-04-07,NYM,PHI,NYM,PHI,NYM @ PHI
286983,2011-04-07,OAK,TOR,OAK,TOR,OAK @ TOR
286984,2011-04-07,TB,CWS,TB,CHW,TB @ CHW
286985,2011-04-07,WSH,FLA,WSH,MIA,WSH @ MIA
286986,2011-04-08,CHC,MIL,CHC,MIL,CHC @ MIL
286987,2011-04-08,CIN,AZ,CIN,ARI,CIN @ ARI
286988,2011-04-08,CLE,SEA,CLE,SEA,CLE @ SEA
286989,2011-04-08,COL,PIT,COL,PIT,COL @ PIT
286991,2011-04-08,KC,DET,KC,DET,KC @ DET
286990,2011-04-08,FLA,HOU,MIA,HOU,MIA @ HOU
286993,2011-04-08,NYY,BOS,NYY,BOS,NYY @ BOS
286994,2011-04-08,OAK,MIN,OAK,MIN,OAK @ MIN
286995,2011-04-08,PHI,ATL,PHI,ATL,PHI @ ATL
286996,2011-04-08,STL,SF,STL,SF,STL @ SF
286997,2011-04-08,TB,CWS,TB,CHW,TB @ CHW
286999,2011-04-08,TOR,LAA,TOR,LAA,TOR @ LAA
287000,2011-04-08,WSH,NYM,WSH,NYM,WSH @ NYM
287001,2011-04-09,CHC,MIL,CHC,MIL,CHC @ MIL
287002,2011-04-09,CIN,AZ,CIN,ARI,CIN @ ARI
287003,2011-04-09,CLE,SEA,CLE,SEA,CLE @ SEA
287004,2011-04-09,COL,PIT,COL,PIT,COL @ PIT
287006,2011-04-09,KC,DET,KC,DET,KC @ DET
287007,2011-04-09,LAD,SD,LAD,SD,LAD @ SD
287005,2011-04-09,FLA,HOU,MIA,HOU,MIA @ HOU
287008,2011-04-09,NYY,BOS,NYY,BOS,NYY @ BOS
287009,2011-04-09,OAK,MIN,OAK,MIN,OAK @ MIN
287010,2011-04-09,PHI,ATL,PHI,ATL,PHI @ ATL
287011,2011-04-09,STL,SF,STL,SF,STL @ SF
287012,2011-04-09,TB,CWS,TB,CHW,TB @ CHW
287013,2011-04-09,TEX,BAL,TEX,BAL,TEX @ BAL
287014,2011-04-09,TOR,LAA,TOR,LAA,TOR @ LAA
287015,2011-04-09,WSH,NYM,WSH,NYM,WSH @ NYM
287016,2011-04-10,CHC,MIL,CHC,MIL,CHC @ MIL
287017,2011-04-10,CIN,AZ,CIN,ARI,CIN @ ARI
287018,2011-04-10,CLE,SEA,CLE,SEA,CLE @ SEA
287019,2011-04-10,COL,PIT,COL,PIT,COL @ PIT
287021,2011-04-10,KC,DET,KC,DET,KC @ DET
287022,2011-04-10,LAD,SD,LAD,SD,LAD @ SD
287020,2011-04-10,FLA,HOU,MIA,HOU,MIA @ HOU
287023,2011-04-10,NYY,BOS,NYY,BOS,NYY @ BOS
287024,2011-04-10,OAK,MIN,OAK,MIN,OAK @ MIN
287025,2011-04-10,PHI,ATL,PHI,ATL,PHI @ ATL
287026,2011-04-10,STL,SF,STL,SF,STL @ SF
287027,2011-04-10,TB,CWS,TB,CHW,TB @ CHW
287028,2011-04-10,TEX,BAL,TEX,BAL,TEX @ BAL
287029,2011-04-10,TOR,LAA,TOR,LAA,TOR @ LAA
287030,2011-04-10,WSH,NYM,WSH,NYM,WSH @ NYM
287031,2011-04-11,CHC,HOU,CHC,HOU,CHC @ HOU
287032,2011-04-11,CIN,SD,CIN,SD,CIN @ SD
287033,2011-04-11,CLE,LAA,CLE,LAA,CLE @ LAA
287034,2011-04-11,COL,NYM,COL,NYM,COL @ NYM
287035,2011-04-11,LAD,SF,LAD,SF,LAD @ SF
287036,2011-04-11,OAK,CWS,OAK,CHW,OAK @ CHW
287037,2011-04-11,STL,AZ,STL,ARI,STL @ ARI
287038,2011-04-11,TB,BOS,TB,BOS,TB @ BOS
287039,2011-04-11,TEX,DET,TEX,DET,TEX @ DET
287040,2011-04-11,TOR,SEA,TOR,SEA,TOR @ SEA
287042,2011-04-12,CHC,HOU,CHC,HOU,CHC @ HOU
287043,2011-04-12,CIN,SD,CIN,SD,CIN @ SD
287044,2011-04-12,CLE,LAA,CLE,LAA,CLE @ LAA
287047,2011-04-12,KC,MIN,KC,MIN,KC @ MIN
287048,2011-04-12,LAD,SF,LAD,SF,LAD @ SF
287046,2011-04-12,FLA,ATL,MIA,ATL,MIA @ ATL
287050,2011-04-12,OAK,CWS,OAK,CHW,OAK @ CHW
287051,2011-04-12,PHI,WSH,PHI,WSH,PHI @ WSH
287052,2011-04-12,STL,AZ,STL,ARI,STL @ ARI
287053,2011-04-12,TB,BOS,TB,BOS,TB @ BOS
287054,2011-04-12,TEX,DET,TEX,DET,TEX @ DET
287055,2011-04-12,TOR,SEA,TOR,SEA,TOR @ SEA
287056,2011-04-13,BAL,NYY,BAL,NYY,BAL @ NYY
287057,2011-04-13,CHC,HOU,CHC,HOU,CHC @ HOU
287058,2011-04-13,CIN,SD,CIN,SD,CIN @ SD
287059,2011-04-13,CLE,LAA,CLE,LAA,CLE @ LAA
287060,2011-04-13,COL,NYM,COL,NYM,COL @ NYM
287062,2011-04-13,KC,MIN,KC,MIN,KC @ MIN
287063,2011-04-13,LAD,SF,LAD,SF,LAD @ SF
287061,2011-04-13,FLA,ATL,MIA,ATL,MIA @ ATL
287064,2011-04-13,MIL,PIT,MIL,PIT,MIL @ PIT
287065,2011-04-13,OAK,CWS,OAK,CHW,OAK @ CHW
287066,2011-04-13,PHI,WSH,PHI,WSH,PHI @ WSH
287067,2011-04-13,STL,AZ,STL,ARI,STL @ ARI
287069,2011-04-13,TEX,DET,TEX,DET,TEX @ DET
287070,2011-04-13,TOR,SEA,TOR,SEA,TOR @ SEA
287071,2011-04-14,BAL,NYY,BAL,NYY,BAL @ NYY
287072,2011-04-14,COL,NYM,COL,NYM,COL @ NYM
287073,2011-04-14,DET,OAK,DET,OAK,DET @ OAK
287074,2011-04-14,FLA,ATL,MIA,ATL,MIA @ ATL
287075,2011-04-14,MIL,PIT,MIL,PIT,MIL @ PIT
287076,2011-04-14,MIN,TB,MIN,TB,MIN @ TB
287077,2011-04-14,PHI,WSH,PHI,WSH,PHI @ WSH
287078,2011-04-14,SD,HOU,SD,HOU,SD @ HOU
287079,2011-04-14,SEA,KC,SEA,KC,SEA @ KC
287080,2011-04-14,STL,LAD,STL,LAD,STL @ LAD
287082,2011-04-15,BAL,CLE,BAL,CLE,BAL @ CLE
287083,2011-04-15,CHC,COL,CHC,COL,CHC @ COL
287084,2011-04-15,DET,OAK,DET,OAK,DET @ OAK
287081,2011-04-15,LAA,CWS,LAA,CHW,LAA @ CHW
287085,2011-04-15,FLA,PHI,MIA,PHI,MIA @ PHI
287086,2011-04-15,MIL,WSH,MIL,WSH,MIL @ WSH
287087,2011-04-15,MIN,TB,MIN,TB,MIN @ TB
287089,2011-04-15,PIT,CIN,PIT,CIN,PIT @ CIN
287090,2011-04-15,SD,HOU,SD,HOU,SD @ HOU
287091,2011-04-15,SEA,KC,SEA,KC,SEA @ KC
287092,2011-04-15,SF,AZ,SF,ARI,SF @ ARI
287093,2011-04-15,STL,LAD,STL,LAD,STL @ LAD
287094,2011-04-15,TEX,NYY,TEX,NYY,TEX @ NYY
287095,2011-04-15,TOR,BOS,TOR,BOS,TOR @ BOS
287097,2011-04-16,BAL,CLE,BAL,CLE,BAL @ CLE
287098,2011-04-16,CHC,COL,CHC,COL,CHC @ COL
287099,2011-04-16,DET,OAK,DET,OAK,DET @ OAK
287096,2011-04-16,LAA,CWS,LAA,CHW,LAA @ CHW
287102,2011-04-16,MIN,TB,MIN,TB,MIN @ TB
287103,2011-04-16,NYM,ATL,NYM,ATL,NYM @ ATL
287104,2011-04-16,PIT,CIN,PIT,CIN,PIT @ CIN
287105,2011-04-16,SD,HOU,SD,HOU,SD @ HOU
287106,2011-04-16,SEA,KC,SEA,KC,SEA @ KC
287107,2011-04-16,SF,AZ,SF,ARI,SF @ ARI
287108,2011-04-16,STL,LAD,STL,LAD,STL @ LAD
287109,2011-04-16,TEX,NYY,TEX,NYY,TEX @ NYY
287110,2011-04-16,TOR,BOS,TOR,BOS,TOR @ BOS
287112,2011-04-17,BAL,CLE,BAL,CLE,BAL @ CLE
287113,2011-04-17,CHC,COL,CHC,COL,CHC @ COL
287114,2011-04-17,DET,OAK,DET,OAK,DET @ OAK
287111,2011-04-17,LAA,CWS,LAA,CHW,LAA @ CHW
287115,2011-04-17,FLA,PHI,MIA,PHI,MIA @ PHI
287116,2011-04-17,MIL,WSH,MIL,WSH,MIL @ WSH
287117,2011-04-17,MIN,TB,MIN,TB,MIN @ TB
287118,2011-04-17,NYM,ATL,NYM,ATL,NYM @ ATL
287119,2011-04-17,PIT,CIN,PIT,CIN,PIT @ CIN
287120,2011-04-17,SD,HOU,SD,HOU,SD @ HOU
287121,2011-04-17,SEA,KC,SEA,KC,SEA @ KC
287122,2011-04-17,SF,AZ,SF,ARI,SF @ ARI
287123,2011-04-17,STL,LAD,STL,LAD,STL @ LAD
287124,2011-04-17,TEX,NYY,TEX,NYY,TEX @ NYY
287125,2011-04-17,TOR,BOS,TOR,BOS,TOR @ BOS
287127,2011-04-18,ATL,LAD,ATL,LAD,ATL @ LAD
287128,2011-04-18,CWS,TB,CHW,TB,CHW @ TB
287129,2011-04-18,CLE,KC,CLE,KC,CLE @ KC
287130,2011-04-18,DET,SEA,DET,SEA,DET @ SEA
287126,2011-04-18,LAA,TEX,LAA,TEX,LAA @ TEX
287131,2011-04-18,MIL,PHI,MIL,PHI,MIL @ PHI
287132,2011-04-18,MIN,BAL,MIN,BAL,MIN @ BAL
287133,2011-04-18,PIT,CIN,PIT,CIN,PIT @ CIN
287134,2011-04-18,SD,CHC,SD,CHC,SD @ CHC
287135,2011-04-18,SF,COL,SF,COL,SF @ COL
287136,2011-04-18,TOR,BOS,TOR,BOS,TOR @ BOS
287138,2011-04-19,AZ,CIN,ARI,CIN,ARI @ CIN
287139,2011-04-19,ATL,LAD,ATL,LAD,ATL @ LAD
287140,2011-04-19,BOS,OAK,BOS,OAK,BOS @ OAK
287141,2011-04-19,CWS,TB,CHW,TB,CHW @ TB
287142,2011-04-19,CLE,KC,CLE,KC,CLE @ KC
287143,2011-04-19,DET,SEA,DET,SEA,DET @ SEA
287144,2011-04-19,HOU,NYM,HOU,NYM,HOU @ NYM
287137,2011-04-19,LAA,TEX,LAA,TEX,LAA @ TEX
287145,2011-04-19,MIL,PHI,MIL,PHI,MIL @ PHI
287146,2011-04-19,MIN,BAL,MIN,BAL,MIN @ BAL
287147,2011-04-19,NYY,TOR,NYY,TOR,NYY @ TOR
287148,2011-04-19,PIT,FLA,PIT,MIA,PIT @ MIA
287150,2011-04-19,SF,COL,SF,COL,SF @ COL
287153,2011-04-20,AZ,CIN,ARI,CIN,ARI @ CIN
287154,2011-04-20,ATL,LAD,ATL,LAD,ATL @ LAD
287155,2011-04-20,BOS,OAK,BOS,OAK,BOS @ OAK
287156,2011-04-20,CWS,TB,CHW,TB,CHW @ TB
287157,2011-04-20,CLE,KC,CLE,KC,CLE @ KC
287158,2011-04-20,DET,SEA,DET,SEA,DET @ SEA
287159,2011-04-20,HOU,NYM,HOU,NYM,HOU @ NYM
287152,2011-04-20,LAA,TEX,LAA,TEX,LAA @ TEX
287160,2011-04-20,MIL,PHI,MIL,PHI,MIL @ PHI
287161,2011-04-20,MIN,BAL,MIN,BAL,MIN @ BAL
287162,2011-04-20,NYY,TOR,NYY,TOR,NYY @ TOR
287163,2011-04-20,PIT,FLA,PIT,MIA,PIT @ MIA
287164,2011-04-20,SD,CHC,SD,CHC,SD @ CHC
287165,2011-04-20,SF,COL,SF,COL,SF @ COL
287166,2011-04-20,WSH,STL,WSH,STL,WSH @ STL
287167,2011-04-21,AZ,CIN,ARI,CIN,ARI @ CIN
287168,2011-04-21,ATL,LAD,ATL,LAD,ATL @ LAD
287169,2011-04-21,BOS,LAA,BOS,LAA,BOS @ LAA
287170,2011-04-21,CWS,TB,CHW,TB,CHW @ TB
287171,2011-04-21,CLE,KC,CLE,KC,CLE @ KC
287172,2011-04-21,HOU,NYM,HOU,NYM,HOU @ NYM
287173,2011-04-21,MIN,BAL,MIN,BAL,MIN @ BAL
287174,2011-04-21,OAK,SEA,OAK,SEA,OAK @ SEA
287175,2011-04-21,PHI,SD,PHI,SD,PHI @ SD
287176,2011-04-21,PIT,FLA,PIT,MIA,PIT @ MIA
287177,2011-04-21,WSH,STL,WSH,STL,WSH @ STL
287178,2011-04-22,AZ,NYM,ARI,NYM,ARI @ NYM
287179,2011-04-22,ATL,SF,ATL,SF,ATL @ SF
287180,2011-04-22,BOS,LAA,BOS,LAA,BOS @ LAA
287181,2011-04-22,CWS,DET,CHW,DET,CHW @ DET
287182,2011-04-22,CIN,STL,CIN,STL,CIN @ STL
287184,2011-04-22,COL,FLA,COL,MIA,COL @ MIA
287185,2011-04-22,HOU,MIL,HOU,MIL,HOU @ MIL
287186,2011-04-22,KC,TEX,KC,TEX,KC @ TEX
287187,2011-04-22,LAD,CHC,LAD,CHC,LAD @ CHC
287189,2011-04-22,OAK,SEA,OAK,SEA,OAK @ SEA
287190,2011-04-22,PHI,SD,PHI,SD,PHI @ SD
287191,2011-04-22,TB,TOR,TB,TOR,TB @ TOR
287193,2011-04-23,AZ,NYM,ARI,NYM,ARI @ NYM
287194,2011-04-23,ATL,SF,ATL,SF,ATL @ SF
287195,2011-04-23,BOS,LAA,BOS,LAA,BOS @ LAA
287196,2011-04-23,CWS,DET,CHW,DET,CHW @ DET
287197,2011-04-23,CIN,STL,CIN,STL,CIN @ STL
287198,2011-04-23,CLE,MIN,CLE,MIN,CLE @ MIN
287199,2011-04-23,COL,FLA,COL,MIA,COL @ MIA
287200,2011-04-23,HOU,MIL,HOU,MIL,HOU @ MIL
287201,2011-04-23,KC,TEX,KC,TEX,KC @ TEX
287202,2011-04-23,LAD,CHC,LAD,CHC,LAD @ CHC
287203,2011-04-23,NYY,BAL,NYY,BAL,NYY @ BAL
287204,2011-04-23,OAK,SEA,OAK,SEA,OAK @ SEA
287205,2011-04-23,PHI,SD,PHI,SD,PHI @ SD
287206,2011-04-23,TB,TOR,TB,TOR,TB @ TOR
287207,2011-04-23,WSH,PIT,WSH,PIT,WSH @ PIT
287208,2011-04-24,AZ,NYM,ARI,NYM,ARI @ NYM
287209,2011-04-24,ATL,SF,ATL,SF,ATL @ SF
287210,2011-04-24,BOS,LAA,BOS,LAA,BOS @ LAA
287211,2011-04-24,CWS,DET,CHW,DET,CHW @ DET
287212,2011-04-24,CIN,STL,CIN,STL,CIN @ STL
287213,2011-04-24,CLE,MIN,CLE,MIN,CLE @ MIN
287214,2011-04-24,COL,FLA,COL,MIA,COL @ MIA
287215,2011-04-24,HOU,MIL,HOU,MIL,HOU @ MIL
287216,2011-04-24,KC,TEX,KC,TEX,KC @ TEX
287217,2011-04-24,LAD,CHC,LAD,CHC,LAD @ CHC
287218,2011-04-24,NYY,BAL,NYY,BAL,NYY @ BAL
287219,2011-04-24,OAK,SEA,OAK,SEA,OAK @ SEA
287220,2011-04-24,PHI,SD,PHI,SD,PHI @ SD
287221,2011-04-24,TB,TOR,TB,TOR,TB @ TOR
287222,2011-04-24,WSH,PIT,WSH,PIT,WSH @ PIT
287223,2011-04-25,ATL,SD,ATL,SD,ATL @ SD
287224,2011-04-25,CWS,NYY,CHW,NYY,CHW @ NYY
287225,2011-04-25,CIN,MIL,CIN,MIL,CIN @ MIL
287226,2011-04-25,COL,CHC,COL,CHC,COL @ CHC
287227,2011-04-25,LAD,FLA,LAD,MIA,LAD @ MIA
287228,2011-04-25,OAK,LAA,OAK,LAA,OAK @ LAA
287229,2011-04-25,PHI,AZ,PHI,ARI,PHI @ ARI
287230,2011-04-25,TOR,TEX,TOR,TEX,TOR @ TEX
287192,2011-04-25,WSH,PIT,WSH,PIT,WSH @ PIT
287231,2011-04-26,ATL,SD,ATL,SD,ATL @ SD
287232,2011-04-26,BOS,BAL,BOS,BAL,BOS @ BAL
287233,2011-04-26,CWS,NYY,CHW,NYY,CHW @ NYY
287234,2011-04-26,CIN,MIL,CIN,MIL,CIN @ MIL
287235,2011-04-26,COL,CHC,COL,CHC,COL @ CHC
287236,2011-04-26,KC,CLE,KC,CLE,KC @ CLE
287237,2011-04-26,LAD,FLA,LAD,MIA,LAD @ MIA
287238,2011-04-26,NYM,WSH,NYM,WSH,NYM @ WSH
287239,2011-04-26,OAK,LAA,OAK,LAA,OAK @ LAA
287240,2011-04-26,PHI,AZ,PHI,ARI,PHI @ ARI
287241,2011-04-26,SEA,DET,SEA,DET,SEA @ DET
287242,2011-04-26,SF,PIT,SF,PIT,SF @ PIT
287243,2011-04-26,STL,HOU,STL,HOU,STL @ HOU
287245,2011-04-26,TOR,TEX,TOR,TEX,TOR @ TEX
287246,2011-04-27,ATL,SD,ATL,SD,ATL @ SD
287247,2011-04-27,BOS,BAL,BOS,BAL,BOS @ BAL
287248,2011-04-27,CWS,NYY,CHW,NYY,CHW @ NYY
287249,2011-04-27,CIN,MIL,CIN,MIL,CIN @ MIL
287251,2011-04-27,KC,CLE,KC,CLE,KC @ CLE
287252,2011-04-27,LAD,FLA,LAD,MIA,LAD @ MIA
287253,2011-04-27,NYM,WSH,NYM,WSH,NYM @ WSH
287254,2011-04-27,OAK,LAA,OAK,LAA,OAK @ LAA
287255,2011-04-27,PHI,AZ,PHI,ARI,PHI @ ARI
287256,2011-04-27,SEA,DET,SEA,DET,SEA @ DET
287257,2011-04-27,SF,PIT,SF,PIT,SF @ PIT
287258,2011-04-27,STL,HOU,STL,HOU,STL @ HOU
287259,2011-04-27,TB,MIN,TB,MIN,TB @ MIN
287260,2011-04-27,TOR,TEX,TOR,TEX,TOR @ TEX
287261,2011-04-28,BOS,BAL,BOS,BAL,BOS @ BAL
287263,2011-04-28,CHC,AZ,CHC,ARI,CHC @ ARI
287262,2011-04-28,CWS,NYY,CHW,NYY,CHW @ NYY
287264,2011-04-28,KC,CLE,KC,CLE,KC @ CLE
287265,2011-04-28,NYM,WSH,NYM,WSH,NYM @ WSH
287266,2011-04-28,SEA,DET,SEA,DET,SEA @ DET
287267,2011-04-28,SF,PIT,SF,PIT,SF @ PIT
287268,2011-04-28,STL,HOU,STL,HOU,STL @ HOU
287269,2011-04-28,TB,MIN,TB,MIN,TB @ MIN
287270,2011-04-28,TOR,TEX,TOR,TEX,TOR @ TEX
287272,2011-04-29,BAL,CWS,BAL,CHW,BAL @ CHW
287273,2011-04-29,CHC,AZ,CHC,ARI,CHC @ ARI
287274,2011-04-29,DET,CLE,DET,CLE,DET @ CLE
287271,2011-04-29,LAA,TB,LAA,TB,LAA @ TB
287275,2011-04-29,FLA,CIN,MIA,CIN,MIA @ CIN
287276,2011-04-29,MIL,HOU,MIL,HOU,MIL @ HOU
287277,2011-04-29,MIN,KC,MIN,KC,MIN @ KC
287278,2011-04-29,NYM,PHI,NYM,PHI,NYM @ PHI
287279,2011-04-29,PIT,COL,PIT,COL,PIT @ COL
287280,2011-04-29,SD,LAD,SD,LAD,SD @ LAD
287281,2011-04-29,SEA,BOS,SEA,BOS,SEA @ BOS
287282,2011-04-29,SF,WSH,SF,WSH,SF @ WSH
287283,2011-04-29,STL,ATL,STL,ATL,STL @ ATL
287284,2011-04-29,TEX,OAK,TEX,OAK,TEX @ OAK
287285,2011-04-29,TOR,NYY,TOR,NYY,TOR @ NYY
287287,2011-04-30,BAL,CWS,BAL,CHW,BAL @ CHW
287288,2011-04-30,CHC,AZ,CHC,ARI,CHC @ ARI
287289,2011-04-30,DET,CLE,DET,CLE,DET @ CLE
287286,2011-04-30,LAA,TB,LAA,TB,LAA @ TB
287290,2011-04-30,FLA,CIN,MIA,CIN,MIA @ CIN
287291,2011-04-30,MIL,HOU,MIL,HOU,MIL @ HOU
287292,2011-04-30,MIN,KC,MIN,KC,MIN @ KC
287293,2011-04-30,NYM,PHI,NYM,PHI,NYM @ PHI
287294,2011-04-30,PIT,COL,PIT,COL,PIT @ COL
287295,2011-04-30,SD,LAD,SD,LAD,SD @ LAD
287296,2011-04-30,SEA,BOS,SEA,BOS,SEA @ BOS
287297,2011-04-30,SF,WSH,SF,WSH,SF @ WSH
287298,2011-04-30,STL,ATL,STL,ATL,STL @ ATL
287299,2011-04-30,TEX,OAK,TEX,OAK,TEX @ OAK
287300,2011-04-30,TOR,NYY,TOR,NYY,TOR @ NYY
287302,2011-05-01,BAL,CWS,BAL,CHW,BAL @ CHW
287303,2011-05-01,CHC,AZ,CHC,ARI,CHC @ ARI
287304,2011-05-01,DET,CLE,DET,CLE,DET @ CLE
287301,2011-05-01,LAA,TB,LAA,TB,LAA @ TB
287305,2011-05-01,FLA,CIN,MIA,CIN,MIA @ CIN
287306,2011-05-01,MIL,HOU,MIL,HOU,MIL @ HOU
287307,2011-05-01,MIN,KC,MIN,KC,MIN @ KC
287308,2011-05-01,NYM,PHI,NYM,PHI,NYM @ PHI
287309,2011-05-01,PIT,COL,PIT,COL,PIT @ COL
287310,2011-05-01,SD,LAD,SD,LAD,SD @ LAD
287311,2011-05-01,SEA,BOS,SEA,BOS,SEA @ BOS
287312,2011-05-01,SF,WSH,SF,WSH,SF @ WSH
287313,2011-05-01,STL,ATL,STL,ATL,STL @ ATL
287314,2011-05-01,TEX,OAK,TEX,OAK,TEX @ OAK
287315,2011-05-01,TOR,NYY,TOR,NYY,TOR @ NYY
287317,2011-05-02,BAL,CWS,BAL,CHW,BAL @ CHW
287318,2011-05-02,CHC,LAD,CHC,LAD,CHC @ LAD
287316,2011-05-02,LAA,BOS,LAA,BOS,LAA @ BOS
287319,2011-05-02,FLA,STL,MIA,STL,MIA @ STL
287321,2011-05-02,MIL,ATL,MIL,ATL,MIL @ ATL
287322,2011-05-02,NYY,DET,NYY,DET,NYY @ DET
287323,2011-05-02,PIT,SD,PIT,SD,PIT @ SD
287324,2011-05-02,SF,WSH,SF,WSH,SF @ WSH
287325,2011-05-02,TEX,OAK,TEX,OAK,TEX @ OAK
287327,2011-05-03,BAL,KC,BAL,KC,BAL @ KC
