mlb_game_pk,date,game_date_time,away_team_id,away_team_name,away_score,home_team_id,home_team_name,home_score,venue,status
777379,2025-06-24,2025-06-25T00:40:00Z,119,Los Angeles Dodgers,9.0,115,Colorado Rockies,7.0,Coors Field,Final
777376,2025-06-24,2025-06-25T01:38:00Z,111,Boston Red Sox,2.0,108,Los Angeles Angels,3.0,Angel Stadium,Final
777372,2025-06-24,2025-06-25T01:40:00Z,120,Washington Nationals,3.0,135,San Diego Padres,4.0,Petco Park,Final
777364,2025-06-24,2025-06-25T01:45:00Z,146,Miami Marlins,4.0,137,San Francisco Giants,2.0,Oracle Park,Final
777370,2025-06-25,2025-06-25T18:10:00Z,109,Arizona Diamondbacks,3.0,145,Chicago White Sox,7.0,Rate Field,Final
777361,2025-06-25,2025-06-25T18:10:00Z,134,Pittsburgh Pirates,2.0,158,Milwaukee Brewers,4.0,American Family Field,Final
777362,2025-06-25,2025-06-25T20:07:00Z,111,Boston Red Sox,2.0,108,Los Angeles Angels,5.0,Angel Stadium,Final
777360,2025-06-25,2025-06-25T20:10:00Z,120,Washington Nationals,0.0,135,San Diego Padres,1.0,Petco Park,Final
777365,2025-06-25,2025-06-25T22:35:00Z,140,Texas Rangers,7.0,110,Baltimore Orioles,0.0,Oriole Park at Camden Yards,Final
777371,2025-06-25,2025-06-25T22:40:00Z,133,Athletics,3.0,116,Detroit Tigers,0.0,Comerica Park,Final
777368,2025-06-25,2025-06-25T22:40:00Z,141,Toronto Blue Jays,4.0,114,Cleveland Guardians,5.0,Progressive Field,Final
777369,2025-06-25,2025-06-25T23:10:00Z,144,Atlanta Braves,3.0,121,New York Mets,7.0,Citi Field,Final
777367,2025-06-25,2025-06-25T23:10:00Z,147,New York Yankees,7.0,113,Cincinnati Reds,1.0,Great American Ball Park,Final
777359,2025-06-25,2025-06-25T23:40:00Z,139,Tampa Bay Rays,3.0,118,Kansas City Royals,0.0,Kauffman Stadium,Final
777363,2025-06-25,2025-06-25T23:40:00Z,136,Seattle Mariners,0.0,142,Minnesota Twins,2.0,Target Field,Final
777357,2025-06-25,2025-06-25T23:45:00Z,112,Chicago Cubs,8.0,138,St. Louis Cardinals,0.0,Busch Stadium,Final
777366,2025-06-25,2025-06-26T00:10:00Z,143,Philadelphia Phillies,0.0,117,Houston Astros,2.0,Daikin Park,Final
777358,2025-06-25,2025-06-26T00:40:00Z,119,Los Angeles Dodgers,8.0,115,Colorado Rockies,1.0,Coors Field,Final
777355,2025-06-25,2025-06-26T01:45:00Z,146,Miami Marlins,8.0,137,San Francisco Giants,5.0,Oracle Park,Final
777351,2025-06-26,2025-06-26T17:10:00Z,133,Athletics,0.0,116,Detroit Tigers,8.0,Comerica Park,Final
777354,2025-06-26,2025-06-26T17:10:00Z,141,Toronto Blue Jays,6.0,114,Cleveland Guardians,0.0,Progressive Field,Final
777356,2025-06-26,2025-06-26T17:10:00Z,136,Seattle Mariners,1.0,142,Minnesota Twins,10.0,Target Field,Final
777353,2025-06-26,2025-06-26T18:10:00Z,139,Tampa Bay Rays,4.0,118,Kansas City Royals,0.0,Kauffman Stadium,Final
777350,2025-06-26,2025-06-26T18:10:00Z,143,Philadelphia Phillies,1.0,117,Houston Astros,2.0,Daikin Park,Final
777348,2025-06-26,2025-06-26T18:15:00Z,112,Chicago Cubs,3.0,138,St. Louis Cardinals,0.0,Busch Stadium,Final
777344,2025-06-26,2025-06-26T19:10:00Z,119,Los Angeles Dodgers,3.0,115,Colorado Rockies,1.0,Coors Field,Final
777347,2025-06-26,2025-06-26T19:45:00Z,146,Miami Marlins,12.0,137,San Francisco Giants,5.0,Oracle Park,Final
777352,2025-06-26,2025-06-26T23:10:00Z,144,Atlanta Braves,0.0,121,New York Mets,4.0,Citi Field,Final
777341,2025-06-27,2025-06-27T22:40:00Z,121,New York Mets,1.0,134,Pittsburgh Pirates,9.0,PNC Park,Final
777343,2025-06-27,2025-06-27T23:05:00Z,139,Tampa Bay Rays,8.0,110,Baltimore Orioles,22.0,Oriole Park at Camden Yards,Final
777337,2025-06-27,2025-06-27T23:05:00Z,133,Athletics,0.0,147,New York Yankees,3.0,Yankee Stadium,Final
777346,2025-06-27,2025-06-27T23:10:00Z,135,San Diego Padres,1.0,113,Cincinnati Reds,8.0,Great American Ball Park,Final
777349,2025-06-27,2025-06-27T23:10:00Z,138,St. Louis Cardinals,5.0,114,Cleveland Guardians,0.0,Progressive Field,Final
777345,2025-06-27,2025-06-27T23:10:00Z,141,Toronto Blue Jays,9.0,111,Boston Red Sox,0.0,Fenway Park,Final
777334,2025-06-27,2025-06-27T23:10:00Z,142,Minnesota Twins,4.0,116,Detroit Tigers,1.0,Comerica Park,Final
777342,2025-06-27,2025-06-27T23:15:00Z,143,Philadelphia Phillies,13.0,144,Atlanta Braves,0.0,Truist Park,Final
777338,2025-06-27,2025-06-27T23:40:00Z,137,San Francisco Giants,3.0,145,Chicago White Sox,1.0,Rate Field,Final
777340,2025-06-27,2025-06-28T00:05:00Z,136,Seattle Mariners,7.0,140,Texas Rangers,6.0,Globe Life Field,Final
777336,2025-06-27,2025-06-28T00:10:00Z,112,Chicago Cubs,4.0,117,Houston Astros,7.0,Daikin Park,Final
777335,2025-06-27,2025-06-28T00:10:00Z,119,Los Angeles Dodgers,5.0,118,Kansas City Royals,4.0,Kauffman Stadium,Final
777339,2025-06-27,2025-06-28T00:10:00Z,115,Colorado Rockies,6.0,158,Milwaukee Brewers,10.0,American Family Field,Final
777331,2025-06-27,2025-06-28T01:38:00Z,120,Washington Nationals,15.0,108,Los Angeles Angels,9.0,Angel Stadium,Final
777332,2025-06-27,2025-06-28T01:40:00Z,146,Miami Marlins,9.0,109,Arizona Diamondbacks,8.0,Chase Field,Final
777326,2025-06-28,2025-06-28T17:05:00Z,133,Athletics,7.0,147,New York Yankees,0.0,Yankee Stadium,Final
777324,2025-06-28,2025-06-28T17:10:00Z,142,Minnesota Twins,5.0,116,Detroit Tigers,10.0,Comerica Park,Final
777325,2025-06-28,2025-06-28T20:05:00Z,121,New York Mets,2.0,134,Pittsburgh Pirates,9.0,PNC Park,Final
777330,2025-06-28,2025-06-28T20:05:00Z,139,Tampa Bay Rays,11.0,110,Baltimore Orioles,3.0,Oriole Park at Camden Yards,Final
777322,2025-06-28,2025-06-28T20:05:00Z,136,Seattle Mariners,2.0,140,Texas Rangers,3.0,Globe Life Field,Final
777319,2025-06-28,2025-06-28T20:10:00Z,119,Los Angeles Dodgers,5.0,118,Kansas City Royals,9.0,Kauffman Stadium,Final
777328,2025-06-28,2025-06-28T20:10:00Z,135,San Diego Padres,6.0,113,Cincinnati Reds,4.0,Great American Ball Park,Final
777329,2025-06-28,2025-06-28T20:10:00Z,138,St. Louis Cardinals,9.0,114,Cleveland Guardians,6.0,Progressive Field,Final
777323,2025-06-28,2025-06-28T20:10:00Z,141,Toronto Blue Jays,1.0,111,Boston Red Sox,15.0,Fenway Park,Final
777327,2025-06-28,2025-06-28T20:10:00Z,137,San Francisco Giants,0.0,145,Chicago White Sox,1.0,Rate Field,Final
777318,2025-06-28,2025-06-28T20:10:00Z,146,Miami Marlins,8.0,109,Arizona Diamondbacks,7.0,Chase Field,Final
777321,2025-06-28,2025-06-28T20:10:00Z,115,Colorado Rockies,0.0,158,Milwaukee Brewers,5.0,American Family Field,Final
777320,2025-06-28,2025-06-28T23:15:00Z,112,Chicago Cubs,12.0,117,Houston Astros,3.0,Daikin Park,Final
777333,2025-06-28,2025-06-28T23:15:00Z,143,Philadelphia Phillies,1.0,144,Atlanta Braves,6.0,Truist Park,Final
777315,2025-06-28,2025-06-29T01:38:00Z,120,Washington Nationals,2.0,108,Los Angeles Angels,8.0,Angel Stadium,Final
777309,2025-06-29,2025-06-29T16:05:00Z,138,St. Louis Cardinals,7.0,114,Cleveland Guardians,0.0,Progressive Field,Final
777313,2025-06-29,2025-06-29T17:35:00Z,121,New York Mets,1.0,134,Pittsburgh Pirates,12.0,PNC Park,Final
777317,2025-06-29,2025-06-29T17:35:00Z,139,Tampa Bay Rays,1.0,110,Baltimore Orioles,5.0,Oriole Park at Camden Yards,Final
777310,2025-06-29,2025-06-29T17:35:00Z,141,Toronto Blue Jays,5.0,111,Boston Red Sox,3.0,Fenway Park,Final
777316,2025-06-29,2025-06-29T17:35:00Z,143,Philadelphia Phillies,2.0,144,Atlanta Braves,1.0,Truist Park,Final
777307,2025-06-29,2025-06-29T17:35:00Z,133,Athletics,5.0,147,New York Yankees,12.0,Yankee Stadium,Final
777312,2025-06-29,2025-06-29T17:40:00Z,135,San Diego Padres,2.0,113,Cincinnati Reds,3.0,Great American Ball Park,Final
777308,2025-06-29,2025-06-29T18:10:00Z,112,Chicago Cubs,0.0,117,Houston Astros,2.0,Daikin Park,Final
777304,2025-06-29,2025-06-29T18:10:00Z,119,Los Angeles Dodgers,5.0,118,Kansas City Royals,1.0,Kauffman Stadium,Final
777311,2025-06-29,2025-06-29T18:10:00Z,137,San Francisco Giants,2.0,145,Chicago White Sox,5.0,Rate Field,Final
777301,2025-06-29,2025-06-29T18:10:00Z,115,Colorado Rockies,4.0,158,Milwaukee Brewers,3.0,American Family Field,Final
777302,2025-06-29,2025-06-29T18:35:00Z,136,Seattle Mariners,6.0,140,Texas Rangers,4.0,Globe Life Field,Final
777305,2025-06-29,2025-06-29T20:07:00Z,120,Washington Nationals,7.0,108,Los Angeles Angels,4.0,Angel Stadium,Final
777303,2025-06-29,2025-06-29T20:10:00Z,146,Miami Marlins,6.0,109,Arizona Diamondbacks,4.0,Chase Field,Final
777314,2025-06-29,2025-06-29T23:10:00Z,142,Minnesota Twins,0.0,116,Detroit Tigers,3.0,Comerica Park,Final
777306,2025-06-30,2025-06-30T22:35:00Z,135,San Diego Padres,0.0,143,Philadelphia Phillies,4.0,Citizens Bank Park,Final
777299,2025-06-30,2025-06-30T22:40:00Z,138,St. Louis Cardinals,0.0,134,Pittsburgh Pirates,7.0,PNC Park,Final
777295,2025-06-30,2025-06-30T23:07:00Z,147,New York Yankees,4.0,141,Toronto Blue Jays,5.0,Rogers Centre,Final
777300,2025-06-30,2025-06-30T23:10:00Z,113,Cincinnati Reds,6.0,111,Boston Red Sox,13.0,Fenway Park,Final
777296,2025-06-30,2025-06-30T23:35:00Z,133,Athletics,6.0,139,Tampa Bay Rays,4.0,George M. Steinbrenner Field,Final
777292,2025-06-30,2025-07-01T00:05:00Z,110,Baltimore Orioles,10.0,140,Texas Rangers,6.0,Globe Life Field,Final
777297,2025-06-30,2025-07-01T01:40:00Z,118,Kansas City Royals,2.0,136,Seattle Mariners,6.0,T-Mobile Park,Final
777291,2025-06-30,2025-07-01T01:40:00Z,137,San Francisco Giants,2.0,109,Arizona Diamondbacks,4.0,Chase Field,Final
777283,2025-07-01,2025-07-01T19:07:00Z,147,New York Yankees,5.0,141,Toronto Blue Jays,12.0,Rogers Centre,Final
777288,2025-07-01,2025-07-01T22:40:00Z,138,St. Louis Cardinals,0.0,134,Pittsburgh Pirates,1.0,PNC Park,Final
777293,2025-07-01,2025-07-01T22:40:00Z,142,Minnesota Twins,0.0,146,Miami Marlins,2.0,loanDepot park,Final
777286,2025-07-01,2025-07-01T23:05:00Z,133,Athletics,4.0,139,Tampa Bay Rays,3.0,George M. Steinbrenner Field,Final
777294,2025-07-01,2025-07-01T23:10:00Z,113,Cincinnati Reds,3.0,111,Boston Red Sox,5.0,Fenway Park,Final
777298,2025-07-01,2025-07-01T23:15:00Z,108,Los Angeles Angels,4.0,144,Atlanta Braves,0.0,Truist Park,Final
777287,2025-07-01,2025-07-02T00:05:00Z,114,Cleveland Guardians,2.0,112,Chicago Cubs,5.0,Wrigley Field,Final
777282,2025-07-01,2025-07-02T00:05:00Z,110,Baltimore Orioles,2.0,140,Texas Rangers,10.0,Globe Life Field,Final
777285,2025-07-01,2025-07-02T00:40:00Z,117,Houston Astros,6.0,115,Colorado Rockies,5.0,Coors Field,Final
777281,2025-07-01,2025-07-02T01:40:00Z,118,Kansas City Royals,6.0,136,Seattle Mariners,3.0,T-Mobile Park,Final
777278,2025-07-01,2025-07-02T01:40:00Z,137,San Francisco Giants,2.0,109,Arizona Diamondbacks,8.0,Chase Field,Final
777280,2025-07-01,2025-07-02T02:10:00Z,145,Chicago White Sox,1.0,119,Los Angeles Dodgers,6.0,Dodger Stadium,Final
777290,2025-07-02,2025-07-01T22:35:00Z,135,San Diego Padres,,143,Philadelphia Phillies,,Citizens Bank Park,Postponed
777284,2025-07-02,2025-07-01T22:45:00Z,116,Detroit Tigers,,120,Washington Nationals,,Nationals Park,Postponed
777289,2025-07-02,2025-07-01T23:10:00Z,158,Milwaukee Brewers,,121,New York Mets,,Citi Field,Postponed
777271,2025-07-02,2025-07-02T16:10:00Z,133,Athletics,5.0,139,Tampa Bay Rays,6.0,George M. Steinbrenner Field,Final
777272,2025-07-02,2025-07-02T16:35:00Z,138,St. Louis Cardinals,0.0,134,Pittsburgh Pirates,5.0,PNC Park,Final
777284,2025-07-02,2025-07-02T17:05:00Z,116,Detroit Tigers,11.0,120,Washington Nationals,2.0,Nationals Park,Final
777265,2025-07-02,2025-07-02T22:45:00Z,116,Detroit Tigers,4.0,120,Washington Nationals,9.0,Nationals Park,Final
777273,2025-07-02,2025-07-02T17:05:00Z,135,San Diego Padres,6.0,143,Philadelphia Phillies,4.0,Citizens Bank Park,Final
777290,2025-07-02,2025-07-02T22:15:00Z,135,San Diego Padres,1.0,143,Philadelphia Phillies,5.0,Citizens Bank Park,Final
777289,2025-07-02,2025-07-02T17:10:00Z,158,Milwaukee Brewers,7.0,121,New York Mets,2.0,Citi Field,Final
777276,2025-07-02,2025-07-02T23:10:00Z,158,Milwaukee Brewers,3.0,121,New York Mets,7.0,Citi Field,Final
777294,2025-07-01,2025-07-02T18:30:00Z,113,Cincinnati Reds,3.0,111,Boston Red Sox,5.0,Fenway Park,Final
777275,2025-07-02,2025-07-02T22:40:00Z,142,Minnesota Twins,2.0,146,Miami Marlins,1.0,loanDepot park,Final
777274,2025-07-02,2025-07-02T23:07:00Z,147,New York Yankees,9.0,141,Toronto Blue Jays,11.0,Rogers Centre,Final
777277,2025-07-02,2025-07-02T23:10:00Z,113,Cincinnati Reds,8.0,111,Boston Red Sox,4.0,Fenway Park,Final
777279,2025-07-02,2025-07-02T23:15:00Z,108,Los Angeles Angels,3.0,144,Atlanta Braves,8.0,Truist Park,Final
777266,2025-07-02,2025-07-03T00:05:00Z,114,Cleveland Guardians,4.0,112,Chicago Cubs,5.0,Wrigley Field,Final
777268,2025-07-02,2025-07-03T00:05:00Z,110,Baltimore Orioles,0.0,140,Texas Rangers,6.0,Globe Life Field,Final
777269,2025-07-02,2025-07-03T00:40:00Z,117,Houston Astros,5.0,115,Colorado Rockies,3.0,Coors Field,Final
777262,2025-07-02,2025-07-03T01:40:00Z,118,Kansas City Royals,2.0,136,Seattle Mariners,3.0,T-Mobile Park,Final
777270,2025-07-02,2025-07-03T01:40:00Z,137,San Francisco Giants,6.0,109,Arizona Diamondbacks,5.0,Chase Field,Final
777267,2025-07-02,2025-07-03T02:10:00Z,145,Chicago White Sox,4.0,119,Los Angeles Dodgers,5.0,Dodger Stadium,Final
777263,2025-07-03,2025-07-03T16:10:00Z,142,Minnesota Twins,1.0,146,Miami Marlins,4.0,loanDepot park,Final
777264,2025-07-03,2025-07-03T19:10:00Z,117,Houston Astros,6.0,115,Colorado Rockies,7.0,Coors Field,Final
777258,2025-07-03,2025-07-03T22:45:00Z,116,Detroit Tigers,7.0,120,Washington Nationals,11.0,Nationals Park,Final
777260,2025-07-03,2025-07-03T23:07:00Z,147,New York Yankees,5.0,141,Toronto Blue Jays,8.0,Rogers Centre,Final
777257,2025-07-03,2025-07-03T23:10:00Z,158,Milwaukee Brewers,2.0,121,New York Mets,3.0,Citi Field,Final
777261,2025-07-03,2025-07-03T23:15:00Z,108,Los Angeles Angels,5.0,144,Atlanta Braves,1.0,Truist Park,Final
777259,2025-07-03,2025-07-04T00:05:00Z,114,Cleveland Guardians,0.0,112,Chicago Cubs,1.0,Wrigley Field,Final
777256,2025-07-03,2025-07-04T01:40:00Z,137,San Francisco Giants,7.0,109,Arizona Diamondbacks,2.0,Chase Field,Final
777251,2025-07-03,2025-07-04T02:10:00Z,118,Kansas City Royals,3.0,136,Seattle Mariners,2.0,T-Mobile Park,Final
777253,2025-07-03,2025-07-04T02:10:00Z,145,Chicago White Sox,2.0,119,Los Angeles Dodgers,6.0,Dodger Stadium,Final
777245,2025-07-04,2025-07-04T15:05:00Z,111,Boston Red Sox,11.0,120,Washington Nationals,2.0,Nationals Park,Final
777255,2025-07-04,2025-07-04T17:05:00Z,113,Cincinnati Reds,9.0,143,Philadelphia Phillies,6.0,Citizens Bank Park,Final
777246,2025-07-04,2025-07-04T18:20:00Z,138,St. Louis Cardinals,3.0,112,Chicago Cubs,11.0,Wrigley Field,Final
777250,2025-07-04,2025-07-04T19:10:00Z,147,New York Yankees,5.0,121,New York Mets,6.0,Citi Field,Final
777236,2025-07-04,2025-07-04T20:10:00Z,134,Pittsburgh Pirates,0.0,136,Seattle Mariners,6.0,T-Mobile Park,Final
777247,2025-07-04,2025-07-04T20:10:00Z,139,Tampa Bay Rays,3.0,142,Minnesota Twins,4.0,Target Field,Final
777239,2025-07-04,2025-07-04T22:40:00Z,140,Texas Rangers,2.0,135,San Diego Padres,3.0,Petco Park,Final
777242,2025-07-04,2025-07-04T23:07:00Z,108,Los Angeles Angels,3.0,141,Toronto Blue Jays,4.0,Rogers Centre,Final
777249,2025-07-04,2025-07-04T23:10:00Z,116,Detroit Tigers,2.0,114,Cleveland Guardians,1.0,Progressive Field,Final
777254,2025-07-04,2025-07-04T23:10:00Z,158,Milwaukee Brewers,6.0,146,Miami Marlins,5.0,loanDepot park,Final
777252,2025-07-04,2025-07-04T23:15:00Z,110,Baltimore Orioles,3.0,144,Atlanta Braves,2.0,Truist Park,Final
777243,2025-07-04,2025-07-05T00:10:00Z,145,Chicago White Sox,3.0,115,Colorado Rockies,2.0,Coors Field,Final
777235,2025-07-04,2025-07-05T01:10:00Z,117,Houston Astros,18.0,119,Los Angeles Dodgers,1.0,Dodger Stadium,Final
777248,2025-07-04,2025-07-05T01:40:00Z,118,Kansas City Royals,9.0,109,Arizona Diamondbacks,3.0,Chase Field,Final
777244,2025-07-04,2025-07-05T02:05:00Z,137,San Francisco Giants,2.0,133,Athletics,11.0,Sutter Health Park,Final
777230,2025-07-05,2025-07-05T18:10:00Z,139,Tampa Bay Rays,5.0,142,Minnesota Twins,6.0,Target Field,Final
777229,2025-07-05,2025-07-05T18:20:00Z,138,St. Louis Cardinals,8.0,112,Chicago Cubs,6.0,Wrigley Field,Final
777231,2025-07-05,2025-07-05T19:07:00Z,108,Los Angeles Angels,3.0,141,Toronto Blue Jays,4.0,Rogers Centre,Final
777228,2025-07-05,2025-07-05T20:05:00Z,111,Boston Red Sox,10.0,120,Washington Nationals,3.0,Nationals Park,Final
777233,2025-07-05,2025-07-05T20:05:00Z,113,Cincinnati Reds,1.0,143,Philadelphia Phillies,5.0,Citizens Bank Park,Final
777234,2025-07-05,2025-07-05T20:10:00Z,118,Kansas City Royals,1.0,109,Arizona Diamondbacks,7.0,Chase Field,Final
777237,2025-07-05,2025-07-05T20:10:00Z,110,Baltimore Orioles,9.0,144,Atlanta Braves,6.0,Truist Park,Final
777241,2025-07-05,2025-07-05T20:10:00Z,147,New York Yankees,6.0,121,New York Mets,12.0,Citi Field,Final
777238,2025-07-05,2025-07-05T20:10:00Z,158,Milwaukee Brewers,2.0,146,Miami Marlins,4.0,loanDepot park,Final
777240,2025-07-05,2025-07-05T23:15:00Z,116,Detroit Tigers,1.0,114,Cleveland Guardians,0.0,Progressive Field,Final
777221,2025-07-05,2025-07-05T23:15:00Z,117,Houston Astros,6.0,119,Los Angeles Dodgers,4.0,Dodger Stadium,Final
777232,2025-07-05,2025-07-06T01:10:00Z,145,Chicago White Sox,10.0,115,Colorado Rockies,3.0,Coors Field,Final
777223,2025-07-05,2025-07-06T01:40:00Z,140,Texas Rangers,7.0,135,San Diego Padres,4.0,Petco Park,Final
777227,2025-07-05,2025-07-06T02:05:00Z,137,San Francisco Giants,7.0,133,Athletics,2.0,Sutter Health Park,Final
777225,2025-07-05,2025-07-06T02:10:00Z,134,Pittsburgh Pirates,0.0,136,Seattle Mariners,1.0,T-Mobile Park,Final
777222,2025-07-06,2025-07-06T15:35:00Z,110,Baltimore Orioles,2.0,144,Atlanta Braves,1.0,Truist Park,Final
777213,2025-07-06,2025-07-06T17:35:00Z,111,Boston Red Sox,6.0,120,Washington Nationals,4.0,Nationals Park,Final
777217,2025-07-06,2025-07-06T17:35:00Z,113,Cincinnati Reds,1.0,143,Philadelphia Phillies,3.0,Citizens Bank Park,Final
777214,2025-07-06,2025-07-06T17:37:00Z,108,Los Angeles Angels,2.0,141,Toronto Blue Jays,3.0,Rogers Centre,Final
777226,2025-07-06,2025-07-06T17:40:00Z,116,Detroit Tigers,7.0,114,Cleveland Guardians,2.0,Progressive Field,Final
777216,2025-07-06,2025-07-06T17:40:00Z,147,New York Yankees,6.0,121,New York Mets,4.0,Citi Field,Final
777224,2025-07-06,2025-07-06T17:40:00Z,158,Milwaukee Brewers,3.0,146,Miami Marlins,1.0,loanDepot park,Final
777220,2025-07-06,2025-07-06T18:10:00Z,139,Tampa Bay Rays,7.0,142,Minnesota Twins,5.0,Target Field,Final
777215,2025-07-06,2025-07-06T19:10:00Z,145,Chicago White Sox,4.0,115,Colorado Rockies,6.0,Coors Field,Final
777218,2025-07-06,2025-07-06T20:10:00Z,118,Kansas City Royals,4.0,109,Arizona Diamondbacks,0.0,Chase Field,Final
777206,2025-07-06,2025-07-06T20:10:00Z,117,Houston Astros,5.0,119,Los Angeles Dodgers,1.0,Dodger Stadium,Final
777205,2025-07-06,2025-07-06T20:10:00Z,134,Pittsburgh Pirates,0.0,136,Seattle Mariners,1.0,T-Mobile Park,Final
777219,2025-07-06,2025-07-06T22:10:00Z,138,St. Louis Cardinals,0.0,112,Chicago Cubs,11.0,Wrigley Field,Final
777207,2025-07-06,2025-07-07T01:10:00Z,140,Texas Rangers,1.0,135,San Diego Padres,4.0,Petco Park,Final
777210,2025-07-06,2025-07-07T02:05:00Z,137,San Francisco Giants,6.0,133,Athletics,2.0,Sutter Health Park,Final
777211,2025-07-07,2025-07-07T22:40:00Z,139,Tampa Bay Rays,1.0,116,Detroit Tigers,5.0,Comerica Park,Final
777209,2025-07-07,2025-07-07T23:10:00Z,115,Colorado Rockies,3.0,111,Boston Red Sox,9.0,Fenway Park,Final
777208,2025-07-07,2025-07-07T23:10:00Z,146,Miami Marlins,5.0,113,Cincinnati Reds,1.0,Great American Ball Park,Final
777204,2025-07-07,2025-07-07T23:40:00Z,134,Pittsburgh Pirates,3.0,118,Kansas City Royals,9.0,Kauffman Stadium,Final
777212,2025-07-07,2025-07-07T23:40:00Z,141,Toronto Blue Jays,8.0,145,Chicago White Sox,4.0,Rate Field,Final
777201,2025-07-07,2025-07-07T23:40:00Z,119,Los Angeles Dodgers,1.0,158,Milwaukee Brewers,9.0,American Family Field,Final
777202,2025-07-07,2025-07-08T00:10:00Z,114,Cleveland Guardians,7.0,117,Houston Astros,5.0,Daikin Park,Final
777200,2025-07-07,2025-07-08T01:38:00Z,140,Texas Rangers,5.0,108,Los Angeles Angels,6.0,Angel Stadium,Final
777203,2025-07-07,2025-07-08T01:40:00Z,109,Arizona Diamondbacks,6.0,135,San Diego Padres,3.0,Petco Park,Final
777199,2025-07-07,2025-07-08T01:45:00Z,143,Philadelphia Phillies,1.0,137,San Francisco Giants,3.0,Oracle Park,Final
777198,2025-07-08,2025-07-08T22:35:00Z,121,New York Mets,7.0,110,Baltimore Orioles,6.0,Oriole Park at Camden Yards,Final
777195,2025-07-08,2025-07-08T22:40:00Z,139,Tampa Bay Rays,2.0,116,Detroit Tigers,4.0,Comerica Park,Final
777187,2025-07-08,2025-07-08T23:05:00Z,136,Seattle Mariners,3.0,147,New York Yankees,10.0,Yankee Stadium,Final
777196,2025-07-08,2025-07-08T23:10:00Z,115,Colorado Rockies,2.0,111,Boston Red Sox,10.0,Fenway Park,Final
777197,2025-07-08,2025-07-08T23:10:00Z,146,Miami Marlins,12.0,113,Cincinnati Reds,2.0,Great American Ball Park,Final
777194,2025-07-08,2025-07-08T23:40:00Z,134,Pittsburgh Pirates,3.0,118,Kansas City Royals,4.0,Kauffman Stadium,Final
777190,2025-07-08,2025-07-08T23:40:00Z,112,Chicago Cubs,1.0,142,Minnesota Twins,8.0,Target Field,Final
777188,2025-07-08,2025-07-08T23:40:00Z,141,Toronto Blue Jays,6.0,145,Chicago White Sox,1.0,Rate Field,Completed Early
777193,2025-07-08,2025-07-08T23:40:00Z,119,Los Angeles Dodgers,1.0,158,Milwaukee Brewers,3.0,American Family Field,Final
777191,2025-07-08,2025-07-08T23:45:00Z,120,Washington Nationals,2.0,138,St. Louis Cardinals,4.0,Busch Stadium,Final
777192,2025-07-08,2025-07-09T00:10:00Z,114,Cleveland Guardians,10.0,117,Houston Astros,6.0,Daikin Park,Final
777180,2025-07-08,2025-07-09T01:38:00Z,140,Texas Rangers,13.0,108,Los Angeles Angels,1.0,Angel Stadium,Final
777185,2025-07-08,2025-07-09T01:40:00Z,109,Arizona Diamondbacks,0.0,135,San Diego Padres,1.0,Petco Park,Final
777186,2025-07-08,2025-07-09T01:45:00Z,143,Philadelphia Phillies,3.0,137,San Francisco Giants,4.0,Oracle Park,Final
777189,2025-07-08,2025-07-09T02:05:00Z,144,Atlanta Braves,1.0,133,Athletics,10.0,Sutter Health Park,Final
777172,2025-07-09,2025-07-09T18:10:00Z,141,Toronto Blue Jays,1.0,145,Chicago White Sox,2.0,Rate Field,Final
777175,2025-07-09,2025-07-09T18:10:00Z,119,Los Angeles Dodgers,2.0,158,Milwaukee Brewers,3.0,American Family Field,Final
777163,2025-07-09,2025-07-09T19:45:00Z,143,Philadelphia Phillies,13.0,137,San Francisco Giants,0.0,Oracle Park,Final
777182,2025-07-09,2025-07-09T21:10:00Z,139,Tampa Bay Rays,7.0,116,Detroit Tigers,3.0,Comerica Park,Final
777184,2025-07-09,2025-07-09T23:05:00Z,136,Seattle Mariners,6.0,147,New York Yankees,9.0,Yankee Stadium,Final
777179,2025-07-09,2025-07-09T23:10:00Z,115,Colorado Rockies,2.0,111,Boston Red Sox,10.0,Fenway Park,Final
777183,2025-07-09,2025-07-09T23:10:00Z,146,Miami Marlins,2.0,113,Cincinnati Reds,7.0,Great American Ball Park,Final
777177,2025-07-09,2025-07-09T23:40:00Z,134,Pittsburgh Pirates,3.0,118,Kansas City Royals,4.0,Kauffman Stadium,Final
777173,2025-07-09,2025-07-09T23:40:00Z,112,Chicago Cubs,2.0,142,Minnesota Twins,4.0,Target Field,Final
777178,2025-07-09,2025-07-09T23:45:00Z,120,Washington Nationals,8.0,138,St. Louis Cardinals,2.0,Busch Stadium,Final
777174,2025-07-09,2025-07-10T00:10:00Z,114,Cleveland Guardians,4.0,117,Houston Astros,2.0,Daikin Park,Final
777171,2025-07-09,2025-07-10T01:38:00Z,140,Texas Rangers,8.0,108,Los Angeles Angels,11.0,Angel Stadium,Final
777162,2025-07-09,2025-07-10T01:40:00Z,109,Arizona Diamondbacks,8.0,135,San Diego Padres,2.0,Petco Park,Final
777176,2025-07-09,2025-07-10T02:05:00Z,144,Atlanta Braves,9.0,133,Athletics,2.0,Sutter Health Park,Final
777181,2025-07-10,2025-07-09T23:05:00Z,121,New York Mets,,110,Baltimore Orioles,,Oriole Park at Camden Yards,Postponed
777165,2025-07-10,2025-07-10T16:05:00Z,121,New York Mets,1.0,110,Baltimore Orioles,3.0,Oriole Park at Camden Yards,Final
