mlb_game_pk,date,game_date_time,away_team_id,away_team_name,away_score,home_team_id,home_team_name,home_score,venue,status
777997,2025-05-09,2025-05-09T23:10:00Z,143,Philadelphia Phillies,0.0,114,Cleveland Guardians,6.0,Progressive Field,Final
777990,2025-05-09,2025-05-09T23:40:00Z,111,Boston Red Sox,1.0,118,Kansas City Royals,2.0,Kauffman Stadium,Final
777991,2025-05-09,2025-05-09T23:40:00Z,146,Miami Marlins,2.0,145,Chicago White Sox,6.0,Rate Field,Final
777989,2025-05-09,2025-05-10T00:10:00Z,113,Cincinnati Reds,0.0,117,Houston Astros,3.0,Daikin Park,Final
777992,2025-05-09,2025-05-10T00:10:00Z,137,San Francisco Giants,1.0,142,Minnesota Twins,3.0,Target Field,Final
777993,2025-05-09,2025-05-10T00:40:00Z,135,San Diego Padres,13.0,115,Colorado Rockies,9.0,Coors Field,Final
777986,2025-05-09,2025-05-10T01:38:00Z,110,Baltimore Orioles,4.0,108,Los Angeles Angels,1.0,Angel Stadium,Final
777988,2025-05-09,2025-05-10T01:40:00Z,119,Los Angeles Dodgers,14.0,109,Arizona Diamondbacks,11.0,Chase Field,Final
777984,2025-05-09,2025-05-10T01:40:00Z,141,Toronto Blue Jays,6.0,136,Seattle Mariners,3.0,T-Mobile Park,Final
777994,2025-05-09,2025-05-10T02:05:00Z,147,New York Yankees,10.0,133,Athletics,2.0,Sutter Health Park,Final
777980,2025-05-10,2025-05-10T20:05:00Z,138,St. Louis Cardinals,4.0,120,Washington Nationals,2.0,Nationals Park,Final
777985,2025-05-10,2025-05-10T20:05:00Z,144,Atlanta Braves,3.0,134,Pittsburgh Pirates,2.0,PNC Park,Final
777972,2025-05-10,2025-05-10T20:05:00Z,147,New York Yankees,7.0,133,Athletics,11.0,Sutter Health Park,Final
777981,2025-05-10,2025-05-10T20:10:00Z,158,Milwaukee Brewers,2.0,139,Tampa Bay Rays,3.0,George M. Steinbrenner Field,Final
777987,2025-05-10,2025-05-10T22:10:00Z,140,Texas Rangers,10.0,116,Detroit Tigers,3.0,Comerica Park,Final
777983,2025-05-10,2025-05-10T22:10:00Z,143,Philadelphia Phillies,7.0,114,Cleveland Guardians,1.0,Progressive Field,Final
777979,2025-05-10,2025-05-10T23:10:00Z,113,Cincinnati Reds,13.0,117,Houston Astros,9.0,Daikin Park,Final
777977,2025-05-10,2025-05-10T23:10:00Z,111,Boston Red Sox,10.0,118,Kansas City Royals,1.0,Kauffman Stadium,Final
777978,2025-05-10,2025-05-10T23:10:00Z,146,Miami Marlins,3.0,145,Chicago White Sox,1.0,Rate Field,Final
777982,2025-05-10,2025-05-10T23:15:00Z,112,Chicago Cubs,6.0,121,New York Mets,5.0,Citi Field,Final
777974,2025-05-10,2025-05-10T23:15:00Z,137,San Francisco Giants,1.0,142,Minnesota Twins,2.0,Target Field,Final
777975,2025-05-10,2025-05-11T00:10:00Z,119,Los Angeles Dodgers,0.0,109,Arizona Diamondbacks,3.0,Chase Field,Final
777976,2025-05-10,2025-05-11T00:10:00Z,135,San Diego Padres,21.0,115,Colorado Rockies,0.0,Coors Field,Final
777973,2025-05-10,2025-05-11T01:38:00Z,110,Baltimore Orioles,2.0,108,Los Angeles Angels,5.0,Angel Stadium,Final
777970,2025-05-10,2025-05-11T01:40:00Z,141,Toronto Blue Jays,6.0,136,Seattle Mariners,3.0,T-Mobile Park,Final
777968,2025-05-11,2025-05-11T16:05:00Z,112,Chicago Cubs,2.0,121,New York Mets,6.0,Citi Field,Final
777962,2025-05-11,2025-05-11T17:35:00Z,138,St. Louis Cardinals,6.0,120,Washington Nationals,1.0,Nationals Park,Final
777967,2025-05-11,2025-05-11T17:35:00Z,144,Atlanta Braves,3.0,134,Pittsburgh Pirates,4.0,PNC Park,Final
777969,2025-05-11,2025-05-11T17:40:00Z,140,Texas Rangers,6.0,116,Detroit Tigers,1.0,Comerica Park,Final
777964,2025-05-11,2025-05-11T17:40:00Z,158,Milwaukee Brewers,4.0,139,Tampa Bay Rays,2.0,George M. Steinbrenner Field,Final
777963,2025-05-11,2025-05-11T18:10:00Z,113,Cincinnati Reds,0.0,117,Houston Astros,6.0,Daikin Park,Final
777965,2025-05-11,2025-05-11T18:10:00Z,111,Boston Red Sox,3.0,118,Kansas City Royals,1.0,Kauffman Stadium,Final
777956,2025-05-11,2025-05-11T18:10:00Z,137,San Francisco Giants,6.0,142,Minnesota Twins,7.0,Target Field,Final
777966,2025-05-11,2025-05-11T18:10:00Z,146,Miami Marlins,2.0,145,Chicago White Sox,4.0,Rate Field,Final
777955,2025-05-11,2025-05-11T19:10:00Z,135,San Diego Padres,3.0,115,Colorado Rockies,9.0,Coors Field,Final
777957,2025-05-11,2025-05-11T20:05:00Z,147,New York Yankees,12.0,133,Athletics,2.0,Sutter Health Park,Final
777961,2025-05-11,2025-05-11T20:07:00Z,110,Baltimore Orioles,7.0,108,Los Angeles Angels,3.0,Angel Stadium,Final
777954,2025-05-11,2025-05-11T20:10:00Z,119,Los Angeles Dodgers,8.0,109,Arizona Diamondbacks,1.0,Chase Field,Final
777958,2025-05-11,2025-05-11T20:10:00Z,141,Toronto Blue Jays,9.0,136,Seattle Mariners,1.0,T-Mobile Park,Final
777971,2025-05-11,2025-05-11T23:10:00Z,143,Philadelphia Phillies,3.0,114,Cleveland Guardians,0.0,Progressive Field,Final
777960,2025-05-12,2025-05-12T22:10:00Z,158,Milwaukee Brewers,0.0,114,Cleveland Guardians,5.0,Progressive Field,Final
777951,2025-05-12,2025-05-12T22:40:00Z,111,Boston Red Sox,2.0,116,Detroit Tigers,14.0,Comerica Park,Final
777953,2025-05-12,2025-05-12T22:45:00Z,138,St. Louis Cardinals,3.0,143,Philadelphia Phillies,2.0,Citizens Bank Park,Final
777950,2025-05-12,2025-05-12T23:10:00Z,134,Pittsburgh Pirates,3.0,121,New York Mets,4.0,Citi Field,Final
777959,2025-05-12,2025-05-12T23:15:00Z,120,Washington Nationals,3.0,144,Atlanta Braves,4.0,Truist Park,Final
777952,2025-05-12,2025-05-12T23:40:00Z,146,Miami Marlins,2.0,112,Chicago Cubs,5.0,Wrigley Field,Final
777949,2025-05-12,2025-05-13T00:05:00Z,115,Colorado Rockies,1.0,140,Texas Rangers,2.0,Globe Life Field,Final
777948,2025-05-12,2025-05-13T00:10:00Z,118,Kansas City Royals,7.0,117,Houston Astros,5.0,Daikin Park,Final
777947,2025-05-12,2025-05-13T01:40:00Z,108,Los Angeles Angels,9.0,135,San Diego Padres,5.0,Petco Park,Final
777941,2025-05-12,2025-05-13T01:40:00Z,147,New York Yankees,11.0,136,Seattle Mariners,5.0,T-Mobile Park,Final
777939,2025-05-12,2025-05-13T01:45:00Z,109,Arizona Diamondbacks,2.0,137,San Francisco Giants,1.0,Oracle Park,Final
777944,2025-05-13,2025-05-13T22:10:00Z,158,Milwaukee Brewers,0.0,114,Cleveland Guardians,2.0,Progressive Field,Final
777940,2025-05-13,2025-05-13T22:40:00Z,111,Boston Red Sox,9.0,116,Detroit Tigers,10.0,Comerica Park,Final
777945,2025-05-13,2025-05-13T22:40:00Z,145,Chicago White Sox,5.0,113,Cincinnati Reds,1.0,Great American Ball Park,Final
777935,2025-05-13,2025-05-13T23:07:00Z,139,Tampa Bay Rays,11.0,141,Toronto Blue Jays,9.0,Rogers Centre,Final
777943,2025-05-13,2025-05-13T23:10:00Z,134,Pittsburgh Pirates,1.0,121,New York Mets,2.0,Citi Field,Final
777942,2025-05-13,2025-05-13T23:15:00Z,120,Washington Nationals,2.0,144,Atlanta Braves,5.0,Truist Park,Final
777936,2025-05-13,2025-05-13T23:40:00Z,146,Miami Marlins,4.0,112,Chicago Cubs,5.0,Wrigley Field,Final
777934,2025-05-13,2025-05-14T00:05:00Z,115,Colorado Rockies,1.0,140,Texas Rangers,4.0,Globe Life Field,Final
777931,2025-05-13,2025-05-14T00:10:00Z,118,Kansas City Royals,1.0,117,Houston Astros,2.0,Daikin Park,Final
777932,2025-05-13,2025-05-14T01:40:00Z,108,Los Angeles Angels,4.0,135,San Diego Padres,6.0,Petco Park,Final
777926,2025-05-13,2025-05-14T01:40:00Z,147,New York Yankees,1.0,136,Seattle Mariners,2.0,T-Mobile Park,Final
777930,2025-05-13,2025-05-14T01:45:00Z,109,Arizona Diamondbacks,6.0,137,San Francisco Giants,10.0,Oracle Park,Final
777937,2025-05-13,2025-05-14T02:10:00Z,133,Athletics,11.0,119,Los Angeles Dodgers,1.0,Dodger Stadium,Final
777938,2025-05-14,2025-05-13T22:35:00Z,142,Minnesota Twins,,110,Baltimore Orioles,,Oriole Park at Camden Yards,Postponed
777933,2025-05-14,2025-05-13T22:45:00Z,138,St. Louis Cardinals,,143,Philadelphia Phillies,,Citizens Bank Park,Postponed
777924,2025-05-14,2025-05-14T16:05:00Z,142,Minnesota Twins,6.0,110,Baltimore Orioles,3.0,Oriole Park at Camden Yards,Final
777938,2025-05-14,2025-05-14T16:10:00Z,142,Minnesota Twins,8.0,110,Baltimore Orioles,6.0,Oriole Park at Camden Yards,Final
777922,2025-05-14,2025-05-14T17:05:00Z,138,St. Louis Cardinals,1.0,143,Philadelphia Phillies,2.0,Citizens Bank Park,Final
777933,2025-05-14,2025-05-14T22:15:00Z,138,St. Louis Cardinals,14.0,143,Philadelphia Phillies,7.0,Citizens Bank Park,Final
777925,2025-05-14,2025-05-14T17:10:00Z,158,Milwaukee Brewers,9.0,114,Cleveland Guardians,5.0,Progressive Field,Final
777916,2025-05-14,2025-05-14T19:45:00Z,109,Arizona Diamondbacks,8.0,137,San Francisco Giants,7.0,Oracle Park,Final
777915,2025-05-14,2025-05-14T20:10:00Z,147,New York Yankees,3.0,136,Seattle Mariners,2.0,T-Mobile Park,Final
777927,2025-05-14,2025-05-14T22:40:00Z,111,Boston Red Sox,5.0,116,Detroit Tigers,6.0,Comerica Park,Final
777923,2025-05-14,2025-05-14T23:07:00Z,139,Tampa Bay Rays,1.0,141,Toronto Blue Jays,3.0,Rogers Centre,Final
777919,2025-05-14,2025-05-14T23:10:00Z,134,Pittsburgh Pirates,4.0,121,New York Mets,0.0,Citi Field,Final
777928,2025-05-14,2025-05-14T23:14:00Z,145,Chicago White Sox,4.0,113,Cincinnati Reds,2.0,Great American Ball Park,Final
777929,2025-05-14,2025-05-14T23:15:00Z,120,Washington Nationals,5.0,144,Atlanta Braves,4.0,Truist Park,Final
777921,2025-05-14,2025-05-14T23:40:00Z,146,Miami Marlins,3.0,112,Chicago Cubs,1.0,Wrigley Field,Final
777918,2025-05-14,2025-05-15T00:05:00Z,115,Colorado Rockies,3.0,140,Texas Rangers,8.0,Globe Life Field,Final
777920,2025-05-14,2025-05-15T00:10:00Z,118,Kansas City Royals,3.0,117,Houston Astros,4.0,Daikin Park,Final
777914,2025-05-14,2025-05-15T01:40:00Z,108,Los Angeles Angels,1.0,135,San Diego Padres,5.0,Petco Park,Final
777917,2025-05-14,2025-05-15T02:10:00Z,133,Athletics,3.0,119,Los Angeles Dodgers,9.0,Dodger Stadium,Final
777909,2025-05-15,2025-05-15T16:15:00Z,120,Washington Nationals,2.0,144,Atlanta Braves,5.0,Truist Park,Final
777911,2025-05-15,2025-05-15T16:35:00Z,142,Minnesota Twins,4.0,110,Baltimore Orioles,0.0,Oriole Park at Camden Yards,Final
777912,2025-05-15,2025-05-15T16:40:00Z,145,Chicago White Sox,1.0,113,Cincinnati Reds,7.0,Great American Ball Park,Final
777913,2025-05-15,2025-05-15T19:07:00Z,139,Tampa Bay Rays,8.0,141,Toronto Blue Jays,3.0,Rogers Centre,Final
777910,2025-05-15,2025-05-16T00:05:00Z,117,Houston Astros,0.0,140,Texas Rangers,1.0,Globe Life Field,Final
777946,2025-05-15,2025-05-16T02:10:00Z,133,Athletics,2.0,119,Los Angeles Dodgers,19.0,Dodger Stadium,Final
777900,2025-05-16,2025-05-16T18:20:00Z,145,Chicago White Sox,3.0,112,Chicago Cubs,13.0,Wrigley Field,Final
777902,2025-05-16,2025-05-16T21:10:00Z,114,Cleveland Guardians,4.0,113,Cincinnati Reds,5.0,Great American Ball Park,Final
777905,2025-05-16,2025-05-16T22:45:00Z,134,Pittsburgh Pirates,4.0,143,Philadelphia Phillies,8.0,Citizens Bank Park,Final
777907,2025-05-16,2025-05-16T23:05:00Z,120,Washington Nationals,4.0,110,Baltimore Orioles,3.0,Oriole Park at Camden Yards,Final
777904,2025-05-16,2025-05-16T23:05:00Z,121,New York Mets,2.0,147,New York Yankees,6.0,Yankee Stadium,Final
777906,2025-05-16,2025-05-16T23:07:00Z,116,Detroit Tigers,5.0,141,Toronto Blue Jays,4.0,Rogers Centre,Final
777908,2025-05-16,2025-05-16T23:10:00Z,144,Atlanta Braves,4.0,111,Boston Red Sox,2.0,Fenway Park,Final
777903,2025-05-16,2025-05-16T23:10:00Z,139,Tampa Bay Rays,4.0,146,Miami Marlins,9.0,loanDepot park,Final
777901,2025-05-16,2025-05-16T23:40:00Z,138,St. Louis Cardinals,10.0,118,Kansas City Royals,3.0,Kauffman Stadium,Final
777895,2025-05-16,2025-05-17T00:05:00Z,117,Houston Astros,6.0,140,Texas Rangers,3.0,Globe Life Field,Final
777898,2025-05-16,2025-05-17T00:10:00Z,142,Minnesota Twins,3.0,158,Milwaukee Brewers,0.0,American Family Field,Final
777897,2025-05-16,2025-05-17T01:40:00Z,115,Colorado Rockies,0.0,109,Arizona Diamondbacks,8.0,Chase Field,Final
777896,2025-05-16,2025-05-17T01:40:00Z,136,Seattle Mariners,5.0,135,San Diego Padres,1.0,Petco Park,Final
777899,2025-05-16,2025-05-17T02:10:00Z,108,Los Angeles Angels,6.0,119,Los Angeles Dodgers,2.0,Dodger Stadium,Final
777891,2025-05-16,2025-05-17T02:15:00Z,133,Athletics,1.0,137,San Francisco Giants,9.0,Oracle Park,Final
777888,2025-05-17,2025-05-17T17:05:00Z,121,New York Mets,3.0,147,New York Yankees,2.0,Yankee Stadium,Final
777881,2025-05-17,2025-05-17T18:20:00Z,145,Chicago White Sox,3.0,112,Chicago Cubs,7.0,Wrigley Field,Final
777886,2025-05-17,2025-05-17T19:07:00Z,116,Detroit Tigers,1.0,141,Toronto Blue Jays,2.0,Rogers Centre,Final
777890,2025-05-17,2025-05-17T20:05:00Z,120,Washington Nationals,10.0,110,Baltimore Orioles,6.0,Oriole Park at Camden Yards,Final
777889,2025-05-17,2025-05-17T20:10:00Z,139,Tampa Bay Rays,4.0,146,Miami Marlins,0.0,loanDepot park,Final
777894,2025-05-17,2025-05-17T22:05:00Z,134,Pittsburgh Pirates,2.0,143,Philadelphia Phillies,5.0,Citizens Bank Park,Final
777892,2025-05-17,2025-05-17T22:40:00Z,114,Cleveland Guardians,1.0,113,Cincinnati Reds,4.0,Great American Ball Park,Final
777882,2025-05-17,2025-05-17T23:05:00Z,117,Houston Astros,1.0,140,Texas Rangers,5.0,Globe Life Field,Final
777885,2025-05-17,2025-05-17T23:10:00Z,138,St. Louis Cardinals,1.0,118,Kansas City Royals,0.0,Kauffman Stadium,Final
777893,2025-05-17,2025-05-17T23:15:00Z,144,Atlanta Braves,6.0,111,Boston Red Sox,7.0,Fenway Park,Final
777883,2025-05-17,2025-05-17T23:15:00Z,142,Minnesota Twins,7.0,158,Milwaukee Brewers,0.0,American Family Field,Final
777887,2025-05-17,2025-05-18T00:10:00Z,115,Colorado Rockies,14.0,109,Arizona Diamondbacks,12.0,Chase Field,Final
777875,2025-05-17,2025-05-18T00:40:00Z,136,Seattle Mariners,4.0,135,San Diego Padres,1.0,Petco Park,Final
777879,2025-05-17,2025-05-18T01:05:00Z,133,Athletics,0.0,137,San Francisco Giants,1.0,Oracle Park,Final
777884,2025-05-17,2025-05-18T01:10:00Z,108,Los Angeles Angels,11.0,119,Los Angeles Dodgers,9.0,Dodger Stadium,Final
777869,2025-05-18,2025-05-18T17:05:00Z,117,Houston Astros,4.0,140,Texas Rangers,3.0,Globe Life Field,Final
777873,2025-05-18,2025-05-18T17:35:00Z,120,Washington Nationals,10.0,110,Baltimore Orioles,4.0,Oriole Park at Camden Yards,Final
777880,2025-05-18,2025-05-18T17:35:00Z,134,Pittsburgh Pirates,0.0,143,Philadelphia Phillies,1.0,Citizens Bank Park,Final
777876,2025-05-18,2025-05-18T17:35:00Z,144,Atlanta Braves,10.0,111,Boston Red Sox,4.0,Fenway Park,Final
777871,2025-05-18,2025-05-18T17:37:00Z,116,Detroit Tigers,3.0,141,Toronto Blue Jays,2.0,Rogers Centre,Final
777874,2025-05-18,2025-05-18T17:40:00Z,114,Cleveland Guardians,1.0,113,Cincinnati Reds,3.0,Great American Ball Park,Final
777877,2025-05-18,2025-05-18T17:40:00Z,139,Tampa Bay Rays,1.0,146,Miami Marlins,5.0,loanDepot park,Final
777864,2025-05-18,2025-05-18T18:10:00Z,138,St. Louis Cardinals,1.0,118,Kansas City Royals,2.0,Kauffman Stadium,Final
777865,2025-05-18,2025-05-18T18:10:00Z,142,Minnesota Twins,2.0,158,Milwaukee Brewers,5.0,American Family Field,Final
777872,2025-05-18,2025-05-18T18:20:00Z,145,Chicago White Sox,2.0,112,Chicago Cubs,6.0,Wrigley Field,Final
777867,2025-05-18,2025-05-18T20:05:00Z,133,Athletics,2.0,137,San Francisco Giants,3.0,Oracle Park,Final
777870,2025-05-18,2025-05-18T20:10:00Z,115,Colorado Rockies,0.0,109,Arizona Diamondbacks,1.0,Chase Field,Final
777866,2025-05-18,2025-05-18T20:10:00Z,108,Los Angeles Angels,6.0,119,Los Angeles Dodgers,4.0,Dodger Stadium,Final
777868,2025-05-18,2025-05-18T20:10:00Z,136,Seattle Mariners,6.0,135,San Diego Padres,1.0,Petco Park,Final
777878,2025-05-18,2025-05-18T23:10:00Z,121,New York Mets,2.0,147,New York Yankees,8.0,Yankee Stadium,Final
777859,2025-05-19,2025-05-19T22:40:00Z,113,Cincinnati Reds,7.0,134,Pittsburgh Pirates,1.0,PNC Park,Final
777863,2025-05-19,2025-05-19T22:40:00Z,112,Chicago Cubs,7.0,146,Miami Marlins,8.0,loanDepot park,Final
777856,2025-05-19,2025-05-19T22:45:00Z,121,New York Mets,1.0,111,Boston Red Sox,3.0,Fenway Park,Final
777858,2025-05-19,2025-05-19T23:05:00Z,117,Houston Astros,4.0,139,Tampa Bay Rays,3.0,George M. Steinbrenner Field,Final
777861,2025-05-19,2025-05-19T23:40:00Z,114,Cleveland Guardians,5.0,142,Minnesota Twins,6.0,Target Field,Final
777857,2025-05-19,2025-05-19T23:40:00Z,136,Seattle Mariners,5.0,145,Chicago White Sox,1.0,Rate Field,Final
777860,2025-05-19,2025-05-19T23:40:00Z,110,Baltimore Orioles,4.0,158,Milwaukee Brewers,5.0,American Family Field,Final
777862,2025-05-19,2025-05-19T23:45:00Z,116,Detroit Tigers,4.0,138,St. Louis Cardinals,11.0,Busch Stadium,Final
777852,2025-05-19,2025-05-20T00:40:00Z,143,Philadelphia Phillies,9.0,115,Colorado Rockies,3.0,Coors Field,Final
777855,2025-05-19,2025-05-20T01:45:00Z,118,Kansas City Royals,3.0,137,San Francisco Giants,1.0,Oracle Park,Final
777853,2025-05-19,2025-05-20T02:05:00Z,108,Los Angeles Angels,4.0,133,Athletics,3.0,Sutter Health Park,Final
777854,2025-05-19,2025-05-20T02:10:00Z,109,Arizona Diamondbacks,9.0,119,Los Angeles Dodgers,5.0,Dodger Stadium,Final
777847,2025-05-20,2025-05-20T22:40:00Z,113,Cincinnati Reds,0.0,134,Pittsburgh Pirates,1.0,PNC Park,Final
777850,2025-05-20,2025-05-20T22:40:00Z,112,Chicago Cubs,14.0,146,Miami Marlins,1.0,loanDepot park,Final
777851,2025-05-20,2025-05-20T22:45:00Z,121,New York Mets,0.0,111,Boston Red Sox,2.0,Fenway Park,Final
777841,2025-05-20,2025-05-20T22:45:00Z,144,Atlanta Braves,3.0,120,Washington Nationals,5.0,Nationals Park,Final
777848,2025-05-20,2025-05-20T23:05:00Z,117,Houston Astros,2.0,139,Tampa Bay Rays,3.0,George M. Steinbrenner Field,Final
777849,2025-05-20,2025-05-20T23:05:00Z,140,Texas Rangers,2.0,147,New York Yankees,5.0,Yankee Stadium,Final
777845,2025-05-20,2025-05-20T23:07:00Z,135,San Diego Padres,0.0,141,Toronto Blue Jays,3.0,Rogers Centre,Final
777846,2025-05-20,2025-05-20T23:40:00Z,136,Seattle Mariners,0.0,145,Chicago White Sox,1.0,Rate Field,Final
777844,2025-05-20,2025-05-20T23:40:00Z,110,Baltimore Orioles,2.0,158,Milwaukee Brewers,5.0,American Family Field,Final
777840,2025-05-20,2025-05-20T23:45:00Z,116,Detroit Tigers,5.0,138,St. Louis Cardinals,4.0,Busch Stadium,Final
777842,2025-05-20,2025-05-21T00:40:00Z,143,Philadelphia Phillies,7.0,115,Colorado Rockies,4.0,Coors Field,Final
777836,2025-05-20,2025-05-21T01:45:00Z,118,Kansas City Royals,2.0,137,San Francisco Giants,3.0,Oracle Park,Final
777843,2025-05-20,2025-05-21T02:05:00Z,108,Los Angeles Angels,7.0,133,Athletics,5.0,Sutter Health Park,Final
777838,2025-05-20,2025-05-21T02:10:00Z,109,Arizona Diamondbacks,3.0,119,Los Angeles Dodgers,4.0,Dodger Stadium,Final
777839,2025-09-20,2025-05-20T23:40:00Z,114,Cleveland Guardians,,142,Minnesota Twins,,Target Field,Postponed
777834,2025-05-21,2025-05-21T16:35:00Z,113,Cincinnati Reds,1.0,134,Pittsburgh Pirates,3.0,PNC Park,Final
777832,2025-05-21,2025-05-21T17:10:00Z,117,Houston Astros,4.0,139,Tampa Bay Rays,8.0,George M. Steinbrenner Field,Final
777861,2025-05-19,2025-05-21T17:10:00Z,114,Cleveland Guardians,5.0,142,Minnesota Twins,6.0,Target Field,Final
777833,2025-05-21,2025-05-21T17:10:00Z,112,Chicago Cubs,2.0,146,Miami Marlins,1.0,loanDepot park,Final
777826,2025-05-21,2025-05-21T17:10:00Z,110,Baltimore Orioles,8.0,158,Milwaukee Brewers,4.0,American Family Field,Final
777827,2025-05-21,2025-05-21T17:15:00Z,116,Detroit Tigers,5.0,138,St. Louis Cardinals,1.0,Busch Stadium,Final
777830,2025-05-21,2025-05-21T18:10:00Z,136,Seattle Mariners,6.0,145,Chicago White Sox,5.0,Rate Field,Final
777819,2025-05-21,2025-05-21T19:45:00Z,118,Kansas City Royals,8.0,137,San Francisco Giants,4.0,Oracle Park,Final
777829,2025-05-21,2025-05-21T19:55:00Z,114,Cleveland Guardians,5.0,142,Minnesota Twins,1.0,Target Field,Final
777831,2025-05-21,2025-05-21T22:45:00Z,121,New York Mets,5.0,111,Boston Red Sox,1.0,Fenway Park,Final
777835,2025-05-21,2025-05-21T23:05:00Z,140,Texas Rangers,3.0,147,New York Yankees,4.0,Yankee Stadium,Final
777837,2025-05-21,2025-05-21T23:07:00Z,135,San Diego Padres,0.0,141,Toronto Blue Jays,14.0,Rogers Centre,Final
777823,2025-05-21,2025-05-22T00:40:00Z,143,Philadelphia Phillies,9.0,115,Colorado Rockies,5.0,Coors Field,Final
777828,2025-05-21,2025-05-22T02:05:00Z,108,Los Angeles Angels,10.0,133,Athletics,5.0,Sutter Health Park,Final
777824,2025-05-21,2025-05-22T02:10:00Z,109,Arizona Diamondbacks,1.0,119,Los Angeles Dodgers,3.0,Dodger Stadium,Final
777825,2025-09-16,2025-05-21T22:45:00Z,144,Atlanta Braves,,120,Washington Nationals,,Nationals Park,Postponed
777818,2025-05-22,2025-05-22T16:35:00Z,140,Texas Rangers,0.0,147,New York Yankees,1.0,Yankee Stadium,Final
777816,2025-05-22,2025-05-22T17:07:00Z,135,San Diego Padres,6.0,141,Toronto Blue Jays,7.0,Rogers Centre,Final
777817,2025-05-22,2025-05-22T19:10:00Z,143,Philadelphia Phillies,2.0,115,Colorado Rockies,0.0,Coors Field,Final
777812,2025-05-22,2025-05-22T19:35:00Z,108,Los Angeles Angels,10.0,133,Athletics,5.0,Sutter Health Park,Final
777821,2025-05-22,2025-05-22T22:40:00Z,114,Cleveland Guardians,7.0,116,Detroit Tigers,0.0,Comerica Park,Final
777814,2025-05-22,2025-05-22T22:40:00Z,158,Milwaukee Brewers,8.0,134,Pittsburgh Pirates,5.0,PNC Park,Final
777820,2025-05-22,2025-05-22T22:45:00Z,144,Atlanta Braves,7.0,120,Washington Nationals,8.0,Nationals Park,Final
777822,2025-05-22,2025-05-23T00:10:00Z,136,Seattle Mariners,2.0,117,Houston Astros,9.0,Daikin Park,Final
777815,2025-05-23,2025-05-22T22:45:00Z,110,Baltimore Orioles,,111,Boston Red Sox,,Fenway Park,Postponed
777815,2025-05-23,2025-05-23T17:35:00Z,110,Baltimore Orioles,5.0,111,Boston Red Sox,19.0,Fenway Park,Final
777811,2025-05-23,2025-05-23T22:40:00Z,112,Chicago Cubs,13.0,113,Cincinnati Reds,6.0,Great American Ball Park,Final
777806,2025-05-23,2025-05-23T22:40:00Z,158,Milwaukee Brewers,5.0,134,Pittsburgh Pirates,6.0,PNC Park,Final
777801,2025-05-23,2025-05-23T22:45:00Z,137,San Francisco Giants,4.0,120,Washington Nationals,0.0,Nationals Park,Final
777810,2025-05-23,2025-05-23T23:05:00Z,141,Toronto Blue Jays,1.0,139,Tampa Bay Rays,3.0,George M. Steinbrenner Field,Final
777807,2025-05-23,2025-05-23T23:10:00Z,114,Cleveland Guardians,3.0,116,Detroit Tigers,1.0,Comerica Park,Final
777808,2025-05-23,2025-05-23T23:10:00Z,119,Los Angeles Dodgers,7.0,121,New York Mets,5.0,Citi Field,Final
777813,2025-05-23,2025-05-23T23:15:00Z,135,San Diego Padres,2.0,144,Atlanta Braves,1.0,Truist Park,Final
777805,2025-05-23,2025-05-23T23:40:00Z,140,Texas Rangers,1.0,145,Chicago White Sox,4.0,Rate Field,Final
777800,2025-05-23,2025-05-24T00:10:00Z,136,Seattle Mariners,5.0,117,Houston Astros,3.0,Daikin Park,Final
777799,2025-05-23,2025-05-24T00:10:00Z,118,Kansas City Royals,1.0,142,Minnesota Twins,3.0,Target Field,Final
777797,2025-05-23,2025-05-24T00:15:00Z,109,Arizona Diamondbacks,3.0,138,St. Louis Cardinals,4.0,Busch Stadium,Final
777802,2025-05-23,2025-05-24T00:40:00Z,147,New York Yankees,2.0,115,Colorado Rockies,3.0,Coors Field,Final
777798,2025-05-23,2025-05-24T01:38:00Z,146,Miami Marlins,4.0,108,Los Angeles Angels,7.0,Angel Stadium,Final
777804,2025-05-23,2025-05-24T02:05:00Z,143,Philadelphia Phillies,4.0,133,Athletics,3.0,Sutter Health Park,Final
777809,2025-05-24,2025-05-23T23:10:00Z,110,Baltimore Orioles,,111,Boston Red Sox,,Fenway Park,Postponed
777809,2025-05-24,2025-05-24T17:05:00Z,110,Baltimore Orioles,5.0,111,Boston Red Sox,6.0,Fenway Park,Final
777790,2025-05-24,2025-05-24T22:35:00Z,110,Baltimore Orioles,2.0,111,Boston Red Sox,1.0,Fenway Park,Final
777788,2025-05-24,2025-05-24T18:10:00Z,118,Kansas City Royals,4.0,142,Minnesota Twins,5.0,Target Field,Final
777786,2025-05-24,2025-05-24T18:15:00Z,109,Arizona Diamondbacks,5.0,138,St. Louis Cardinals,6.0,Busch Stadium,Final
777793,2025-05-24,2025-05-24T20:05:00Z,137,San Francisco Giants,0.0,120,Washington Nationals,3.0,Nationals Park,Final
777794,2025-05-24,2025-05-24T20:05:00Z,158,Milwaukee Brewers,1.0,134,Pittsburgh Pirates,2.0,PNC Park,Final
777791,2025-05-24,2025-05-24T20:10:00Z,112,Chicago Cubs,4.0,113,Cincinnati Reds,6.0,Great American Ball Park,Final
777787,2025-05-24,2025-05-24T20:10:00Z,136,Seattle Mariners,1.0,117,Houston Astros,2.0,Daikin Park,Final
