game_pk,date,home_team_abbreviation,away_team_abbreviation,home_score,away_score,home_team_display_name,away_team_display_name
288479,2011-07-29,STL,CHC,9,2,Cardinals,Cubs
288493,2011-07-30,CWS,BOS,2,10,White Sox,Red Sox
288491,2011-07-30,LAD,AZ,4,6,Dodgers,D-backs
288495,2011-07-30,SD,COL,6,10,Padres,Rockies
288496,2011-07-30,ATL,FLA,5,1,Braves,Marlins
288499,2011-07-30,OAK,MIN,8,3,Athletics,Twins
288506,2011-07-31,LAD,AZ,3,6,Dodgers,D-backs
288509,2011-07-31,STL,CHC,3,6,Cardinals,Cubs
288511,2011-07-31,ATL,FLA,1,3,Braves,Marlins
288508,2011-07-31,CWS,BOS,3,5,White Sox,Red Sox
288520,2011-08-01,SF,AZ,2,5,Giants,D-backs
288528,2011-08-01,SEA,OAK,8,4,Mariners,Athletics
288526,2011-08-01,SD,LAD,2,6,Padres,Dodgers
288530,2011-08-01,MIL,STL,6,2,Brewers,Cardinals
288527,2011-08-01,CWS,NYY,2,3,White Sox,Yankees
288523,2011-08-01,HOU,CIN,4,3,Astros,Reds
288529,2011-08-01,COL,PHI,3,4,Rockies,Phillies
288525,2011-08-01,NYM,FLA,3,7,Mets,Marlins
288541,2011-08-02,SEA,OAK,4,2,Mariners,Athletics
288542,2011-08-02,COL,PHI,0,5,Rockies,Phillies
288543,2011-08-02,MIL,STL,7,8,Brewers,Cardinals
288533,2011-08-02,KC,BAL,2,8,Royals,Orioles
288539,2011-08-02,LAA,MIN,5,1,Angels,Twins
288535,2011-08-02,HOU,CIN,1,5,Astros,Reds
288540,2011-08-02,CWS,NYY,0,6,White Sox,Yankees
288538,2011-08-02,SD,LAD,0,1,Padres,Dodgers
288537,2011-08-02,NYM,FLA,3,4,Mets,Marlins
288531,2011-08-02,SF,AZ,1,6,Giants,D-backs
288546,2011-08-03,SF,AZ,8,1,Giants,D-backs
288548,2011-08-03,KC,BAL,6,2,Royals,Orioles
288550,2011-08-03,HOU,CIN,5,4,Astros,Reds
288553,2011-08-03,SD,LAD,3,0,Padres,Dodgers
288554,2011-08-03,LAA,MIN,4,11,Angels,Twins
288555,2011-08-03,CWS,NYY,7,18,White Sox,Yankees
288570,2011-08-04,COL,WSH,6,3,Rockies,Nationals
288561,2011-08-04,KC,BAL,9,4,Royals,Orioles
288566,2011-08-04,SF,PHI,0,3,Giants,Phillies
288565,2011-08-04,CWS,NYY,2,7,White Sox,Yankees
288564,2011-08-04,LAA,MIN,7,1,Angels,Twins
288567,2011-08-04,FLA,STL,4,7,Marlins,Cardinals
288580,2011-08-05,SF,PHI,2,9,Giants,Phillies
288577,2011-08-05,HOU,MIL,1,8,Astros,Brewers
288585,2011-08-05,COL,WSH,3,5,Rockies,Nationals
288574,2011-08-05,TEX,CLE,8,7,Rangers,Indians
288572,2011-08-05,MIN,CWS,3,5,Twins,White Sox
288575,2011-08-05,KC,DET,3,4,Royals,Tigers
288576,2011-08-05,AZ,LAD,4,7,D-backs,Dodgers
288583,2011-08-05,FLA,STL,2,3,Marlins,Cardinals
288582,2011-08-05,LAA,SEA,1,0,Angels,Mariners
288600,2011-08-06,COL,WSH,15,7,Rockies,Nationals
288598,2011-08-06,FLA,STL,1,2,Marlins,Cardinals
288591,2011-08-06,AZ,LAD,3,5,D-backs,Dodgers
288589,2011-08-06,TEX,CLE,5,7,Rangers,Indians
288587,2011-08-06,MIN,CWS,1,6,Twins,White Sox
288597,2011-08-06,LAA,SEA,1,5,Angels,Mariners
288602,2011-08-07,MIN,CWS,0,7,Twins,White Sox
288604,2011-08-07,TEX,CLE,5,3,Rangers,Indians
288606,2011-08-07,AZ,LAD,4,3,D-backs,Dodgers
288608,2011-08-07,BOS,NYY,3,2,Red Sox,Yankees
288613,2011-08-07,FLA,STL,4,8,Marlins,Cardinals
288623,2011-08-08,SF,PIT,0,5,Giants,Pirates
288616,2011-08-08,FLA,ATL,5,8,Marlins,Braves
288625,2011-08-08,TEX,SEA,9,2,Rangers,Mariners
288622,2011-08-08,LAD,PHI,3,5,Dodgers,Phillies
288618,2011-08-08,BAL,CWS,6,7,Orioles,White Sox
288620,2011-08-08,AZ,HOU,1,9,D-backs,Astros
288628,2011-08-09,FLA,ATL,3,4,Marlins,Braves
288629,2011-08-09,MIN,BOS,3,4,Twins,Red Sox
288630,2011-08-09,BAL,CWS,3,4,Orioles,White Sox
288633,2011-08-09,AZ,HOU,11,9,D-backs,Astros
288637,2011-08-09,LAD,PHI,1,2,Dodgers,Phillies
288640,2011-08-09,TEX,SEA,7,6,Rangers,Mariners
288641,2011-08-09,CHC,WSH,1,3,Cubs,Nationals
288635,2011-08-09,STL,MIL,3,5,Cardinals,Brewers
288638,2011-08-09,SF,PIT,6,0,Giants,Pirates
288644,2011-08-10,MIN,BOS,5,2,Twins,Red Sox
288645,2011-08-10,BAL,CWS,6,4,Orioles,White Sox
288648,2011-08-10,AZ,HOU,6,3,D-backs,Astros
288656,2011-08-10,CHC,WSH,4,2,Cubs,Nationals
288655,2011-08-10,TEX,SEA,3,4,Rangers,Mariners
288650,2011-08-10,STL,MIL,1,5,Cardinals,Brewers
288643,2011-08-10,FLA,ATL,2,6,Marlins,Braves
288658,2011-08-11,BAL,CWS,3,6,Orioles,White Sox
288663,2011-08-11,STL,MIL,5,2,Cardinals,Brewers
288661,2011-08-11,AZ,HOU,8,5,D-backs,Astros
288677,2011-08-12,FLA,SF,2,1,Marlins,Giants
288669,2011-08-12,STL,COL,6,1,Cardinals,Rockies
288675,2011-08-12,MIL,PIT,7,2,Brewers,Pirates
288674,2011-08-12,AZ,NYM,4,3,D-backs,Mets
288679,2011-08-12,OAK,TEX,1,9,Athletics,Rangers
288672,2011-08-12,CWS,KC,1,5,White Sox,Royals
288671,2011-08-12,LAD,HOU,1,0,Dodgers,Astros
288667,2011-08-12,SEA,BOS,4,6,Mariners,Red Sox
288686,2011-08-13,LAD,HOU,6,1,Dodgers,Astros
288687,2011-08-13,CWS,KC,5,4,White Sox,Royals
288692,2011-08-13,FLA,SF,0,3,Marlins,Giants
288689,2011-08-13,AZ,NYM,6,4,D-backs,Mets
288682,2011-08-13,SEA,BOS,5,4,Mariners,Red Sox
288707,2011-08-14,FLA,SF,2,5,Marlins,Giants
288702,2011-08-14,CWS,KC,6,2,White Sox,Royals
288704,2011-08-14,AZ,NYM,5,3,D-backs,Mets
288699,2011-08-14,STL,COL,6,2,Cardinals,Rockies
288715,2011-08-15,MIL,LAD,3,0,Brewers,Dodgers
288714,2011-08-15,COL,FLA,7,4,Rockies,Marlins
288712,2011-08-15,HOU,CHC,3,4,Astros,Cubs
288722,2011-08-15,SEA,TOR,6,5,Mariners,Blue Jays
288721,2011-08-15,LAA,TEX,4,8,Angels,Rangers
288718,2011-08-15,SD,NYM,4,5,Padres,Mets
288717,2011-08-15,KC,NYY,4,7,Royals,Yankees
288711,2011-08-15,OAK,BAL,2,6,Athletics,Orioles
288724,2011-08-16,OAK,BAL,8,4,Athletics,Orioles
288725,2011-08-16,HOU,CHC,6,5,Astros,Cubs
288727,2011-08-16,CWS,CLE,8,7,White Sox,Indians
288728,2011-08-16,COL,FLA,5,6,Rockies,Marlins
288729,2011-08-16,MIL,LAD,2,1,Brewers,Dodgers
288731,2011-08-16,KC,NYY,7,9,Royals,Yankees
288732,2011-08-16,SD,NYM,6,1,Padres,Mets
288736,2011-08-16,LAA,TEX,3,7,Angels,Rangers
288737,2011-08-16,SEA,TOR,7,13,Mariners,Blue Jays
288723,2011-08-16,PHI,AZ,2,3,Phillies,D-backs
288751,2011-08-17,LAA,TEX,3,4,Angels,Rangers
288742,2011-08-17,CWS,CLE,1,4,White Sox,Indians
288743,2011-08-17,COL,FLA,12,5,Rockies,Marlins
288744,2011-08-17,MIL,LAD,3,1,Brewers,Dodgers
288746,2011-08-17,KC,NYY,5,4,Royals,Yankees
288752,2011-08-17,SEA,TOR,1,5,Mariners,Blue Jays
288738,2011-08-17,PHI,AZ,9,2,Phillies,D-backs
288761,2011-08-18,OAK,TOR,0,7,Athletics,Blue Jays
288760,2011-08-18,LAA,TEX,2,1,Angels,Rangers
288758,2011-08-18,MIN,NYY,4,8,Twins,Yankees
288755,2011-08-18,CWS,CLE,2,4,White Sox,Indians
288754,2011-08-18,KC,BOS,3,4,Royals,Red Sox
288753,2011-08-18,PHI,AZ,4,1,Phillies,D-backs
288756,2011-08-18,SD,FLA,3,1,Padres,Marlins
288767,2011-08-19,SD,FLA,4,3,Padres,Marlins
288762,2011-08-19,ATL,AZ,4,2,Braves,D-backs
288763,2011-08-19,LAA,BAL,8,3,Angels,Orioles
288768,2011-08-19,COL,LAD,2,8,Rockies,Dodgers
288764,2011-08-19,KC,BOS,1,7,Royals,Red Sox
288773,2011-08-19,HOU,SF,6,0,Astros,Giants
288775,2011-08-19,CWS,TEX,4,7,White Sox,Rangers
288776,2011-08-19,OAK,TOR,2,0,Athletics,Blue Jays
288770,2011-08-19,MIN,NYY,1,8,Twins,Yankees
288791,2011-08-20,OAK,TOR,5,1,Athletics,Blue Jays
288790,2011-08-20,CWS,TEX,3,2,White Sox,Rangers
288782,2011-08-20,SD,FLA,14,1,Padres,Marlins
288778,2011-08-20,LAA,BAL,9,8,Angels,Orioles
288777,2011-08-20,ATL,AZ,8,1,Braves,D-backs
288805,2011-08-21,CWS,TEX,10,0,White Sox,Rangers
288797,2011-08-21,SD,FLA,4,3,Padres,Marlins
288792,2011-08-21,ATL,AZ,1,0,Braves,D-backs
288804,2011-08-21,CHC,STL,2,6,Cubs,Cardinals
288809,2011-08-22,MIN,BAL,1,4,Twins,Orioles
288807,2011-08-22,WSH,AZ,4,1,Nationals,D-backs
288810,2011-08-22,TEX,BOS,4,0,Rangers,Red Sox
287049,2011-08-22,PIT,MIL,9,2,Pirates,Brewers
288813,2011-08-22,STL,LAD,1,2,Cardinals,Dodgers
288812,2011-08-22,COL,HOU,9,5,Rockies,Astros
288808,2011-08-22,CHC,ATL,0,3,Cubs,Braves
288824,2011-08-23,COL,HOU,8,6,Rockies,Astros
288826,2011-08-23,STL,LAD,2,13,Cardinals,Dodgers
288830,2011-08-23,SF,SD,5,7,Giants,Padres
288819,2011-08-23,MIN,BAL,1,8,Twins,Orioles
288818,2011-08-23,CHC,ATL,4,5,Cubs,Braves
288817,2011-08-23,WSH,AZ,0,2,Nationals,D-backs
288822,2011-08-23,FLA,CIN,6,8,Marlins,Reds
288820,2011-08-23,TEX,BOS,5,11,Rangers,Red Sox
288821,2011-08-23,LAA,CWS,5,4,Angels,White Sox
288834,2011-08-24,MIN,BAL,1,6,Twins,Orioles
288836,2011-08-24,LAA,CWS,8,0,Angels,White Sox
288837,2011-08-24,FLA,CIN,6,5,Marlins,Reds
288851,2011-08-24,FLA,CIN,2,3,Marlins,Reds
288845,2011-08-24,SF,SD,2,1,Giants,Padres
288832,2011-08-24,WSH,AZ,2,4,Nationals,D-backs
288833,2011-08-24,CHC,ATL,3,2,Cubs,Braves
288856,2011-08-25,STL,PIT,8,4,Cardinals,Pirates
288853,2011-08-25,SF,HOU,1,3,Giants,Astros
288850,2011-08-25,TEX,BOS,0,6,Rangers,Red Sox
288847,2011-08-25,WSH,AZ,1,8,Nationals,D-backs
288864,2011-08-26,SF,HOU,2,1,Giants,Astros
288868,2011-08-26,STL,PIT,5,4,Cardinals,Pirates
288869,2011-08-26,AZ,SD,5,0,D-backs,Padres
288860,2011-08-26,MIL,CHC,5,2,Brewers,Cubs
288863,2011-08-26,PHI,FLA,5,6,Phillies,Marlins
288859,2011-08-26,SEA,CWS,2,4,Mariners,White Sox
288857,2011-08-26,TEX,LAA,11,7,Rangers,Angels
288861,2011-08-26,LAD,COL,6,1,Dodgers,Rockies
288862,2011-08-26,MIN,DET,1,8,Twins,Tigers
288872,2011-08-27,TEX,LAA,4,8,Rangers,Angels
288874,2011-08-27,SEA,CWS,0,3,Mariners,White Sox
288884,2011-08-27,AZ,SD,3,1,D-backs,Padres
288887,2011-08-28,TEX,LAA,9,5,Rangers,Angels
288889,2011-08-28,SEA,CWS,3,9,Mariners,White Sox
288899,2011-08-28,AZ,SD,6,1,D-backs,Padres
288905,2011-08-29,NYM,FLA,2,1,Mets,Marlins
288904,2011-08-29,AZ,COL,5,1,D-backs,Rockies
288903,2011-08-29,SF,CHC,0,7,Giants,Cubs
288902,2011-08-29,SEA,LAA,5,3,Mariners,Angels
288552,2011-08-29,NYM,FLA,5,1,Mets,Marlins
288907,2011-08-29,CWS,MIN,3,0,White Sox,Twins
288912,2011-08-29,LAD,SD,4,1,Dodgers,Padres
288911,2011-08-29,HOU,PIT,7,4,Astros,Pirates
288925,2011-08-30,MIL,STL,1,2,Brewers,Cardinals
288914,2011-08-30,SEA,LAA,6,13,Mariners,Angels
288915,2011-08-30,SF,CHC,2,5,Giants,Cubs
288916,2011-08-30,AZ,COL,9,4,D-backs,Rockies
288917,2011-08-30,NYM,FLA,0,6,Mets,Marlins
288919,2011-08-30,CWS,MIN,8,6,White Sox,Twins
288923,2011-08-30,HOU,PIT,8,2,Astros,Pirates
288924,2011-08-30,LAD,SD,8,5,Dodgers,Padres
288926,2011-08-30,TEX,TB,2,0,Rangers,Rays
288941,2011-08-31,TEX,TB,1,4,Rangers,Rays
288929,2011-08-31,SEA,LAA,2,1,Mariners,Angels
288940,2011-08-31,MIL,STL,3,8,Brewers,Cardinals
288938,2011-08-31,HOU,PIT,2,0,Astros,Pirates
288934,2011-08-31,CWS,MIN,6,7,White Sox,Twins
288932,2011-08-31,NYM,FLA,3,2,Mets,Marlins
288931,2011-08-31,AZ,COL,4,2,D-backs,Rockies
288950,2011-09-01,TEX,TB,7,2,Rangers,Rays
288945,2011-09-01,NYM,FLA,7,5,Mets,Marlins
288944,2011-09-01,SEA,LAA,3,4,Mariners,Angels
288957,2011-09-02,KC,CLE,4,5,Royals,Indians
288958,2011-09-02,SD,COL,0,3,Padres,Rockies
288960,2011-09-02,HOU,MIL,2,8,Astros,Brewers
288961,2011-09-02,LAA,MIN,5,13,Angels,Twins
288955,2011-09-02,DET,CWS,8,1,Tigers,White Sox
288953,2011-09-02,SF,AZ,6,2,Giants,D-backs
288965,2011-09-02,OAK,SEA,9,2,Athletics,Mariners
288956,2011-09-02,STL,CIN,8,11,Cardinals,Reds
288963,2011-09-02,FLA,PHI,3,5,Marlins,Phillies
288976,2011-09-03,LAA,MIN,10,6,Angels,Twins
288978,2011-09-03,FLA,PHI,8,4,Marlins,Phillies
288968,2011-09-03,SF,AZ,2,7,Giants,D-backs
288970,2011-09-03,DET,CWS,9,8,Tigers,White Sox
288973,2011-09-03,SD,COL,4,5,Padres,Rockies
288983,2011-09-04,SF,AZ,1,4,Giants,D-backs
288985,2011-09-04,DET,CWS,18,2,Tigers,White Sox
288993,2011-09-04,FLA,PHI,5,4,Marlins,Phillies
289010,2011-09-05,LAA,SEA,7,3,Angels,Mariners
289002,2011-09-05,MIN,CWS,1,2,Twins,White Sox
288998,2011-09-05,COL,AZ,7,10,Rockies,D-backs
287908,2011-09-05,MIN,CWS,0,4,Twins,White Sox
289009,2011-09-05,FLA,NYM,9,3,Marlins,Mets
289023,2011-09-06,STL,MIL,4,2,Cardinals,Brewers
289025,2011-09-06,LAA,SEA,1,2,Angels,Mariners
289021,2011-09-06,OAK,KC,4,7,Athletics,Royals
289018,2011-09-06,CHC,CIN,2,4,Cubs,Reds
289024,2011-09-06,FLA,NYM,4,7,Marlins,Mets
289017,2011-09-06,MIN,CWS,0,3,Twins,White Sox
289026,2011-09-06,SD,SF,4,6,Padres,Giants
289013,2011-09-06,COL,AZ,8,3,Rockies,D-backs
289032,2011-09-07,MIN,CWS,5,4,Twins,White Sox
289028,2011-09-07,COL,AZ,3,5,Rockies,D-backs
289033,2011-09-07,CHC,CIN,6,3,Cubs,Reds
289040,2011-09-07,LAA,SEA,3,1,Angels,Mariners
289039,2011-09-07,FLA,NYM,0,1,Marlins,Mets
289038,2011-09-07,STL,MIL,2,0,Cardinals,Brewers
289047,2011-09-08,MIL,PHI,2,7,Brewers,Phillies
289037,2011-09-08,WSH,LAD,0,0,Nationals,Dodgers
289044,2011-09-08,CWS,CLE,8,1,White Sox,Indians
289045,2011-09-08,SEA,KC,4,1,Mariners,Royals
288888,2011-09-08,NYM,ATL,1,5,Mets,Braves
289048,2011-09-08,AZ,SD,4,1,D-backs,Padres
289063,2011-09-09,AZ,SD,3,2,D-backs,Padres
289054,2011-09-09,CWS,CLE,4,8,White Sox,Indians
289055,2011-09-09,PIT,FLA,4,13,Pirates,Marlins
289053,2011-09-09,COL,CIN,1,4,Rockies,Reds
289062,2011-09-09,MIL,PHI,3,5,Brewers,Phillies
289061,2011-09-09,TEX,OAK,13,4,Rangers,Athletics
289060,2011-09-09,LAA,NYY,2,1,Angels,Yankees
289057,2011-09-09,SEA,KC,7,3,Mariners,Royals
289058,2011-09-09,SF,LAD,1,2,Giants,Dodgers
289049,2011-09-09,STL,ATL,4,3,Cardinals,Braves
289072,2011-09-10,SEA,KC,2,4,Mariners,Royals
289070,2011-09-10,PIT,FLA,0,3,Pirates,Marlins
289069,2011-09-10,CWS,CLE,7,3,White Sox,Indians
289075,2011-09-10,LAA,NYY,6,0,Angels,Yankees
289078,2011-09-10,AZ,SD,6,5,D-backs,Padres
289073,2011-09-10,SF,LAD,0,3,Giants,Dodgers
289082,2011-09-11,NYM,CHC,6,10,Mets,Cubs
289084,2011-09-11,CWS,CLE,3,7,White Sox,Indians
289085,2011-09-11,PIT,FLA,1,4,Pirates,Marlins
289093,2011-09-11,AZ,SD,6,7,D-backs,Padres
289101,2011-09-12,SF,SD,8,3,Giants,Padres
289094,2011-09-12,OAK,LAA,6,3,Athletics,Angels
289095,2011-09-12,LAD,AZ,2,7,Dodgers,D-backs
289097,2011-09-12,CWS,DET,4,14,White Sox,Tigers
289098,2011-09-12,ATL,FLA,4,5,Braves,Marlins
289100,2011-09-12,HOU,PHI,5,1,Astros,Phillies
289099,2011-09-12,SEA,NYY,3,9,Mariners,Yankees
289105,2011-09-13,OAK,LAA,3,6,Athletics,Angels
289106,2011-09-13,LAD,AZ,4,5,Dodgers,D-backs
289108,2011-09-13,TEX,CLE,10,4,Rangers,Indians
289109,2011-09-13,MIL,COL,2,1,Brewers,Rockies
289115,2011-09-13,SF,SD,3,2,Giants,Padres
289113,2011-09-13,SEA,NYY,2,3,Mariners,Yankees
289112,2011-09-13,KC,MIN,4,0,Royals,Twins
289111,2011-09-13,ATL,FLA,7,1,Braves,Marlins
289110,2011-09-13,CWS,DET,0,5,White Sox,Tigers
289114,2011-09-13,HOU,PHI,5,2,Astros,Phillies
289125,2011-09-14,CWS,DET,5,6,White Sox,Tigers
289128,2011-09-14,SEA,NYY,2,1,Mariners,Yankees
289121,2011-09-14,LAD,AZ,3,2,Dodgers,D-backs
289124,2011-09-14,MIL,COL,2,6,Brewers,Rockies
289126,2011-09-14,ATL,FLA,4,1,Braves,Marlins
289139,2011-09-15,LAD,PIT,2,6,Dodgers,Pirates
289140,2011-09-15,COL,SF,5,8,Rockies,Giants
288878,2011-09-15,PHI,FLA,2,1,Phillies,Marlins
288893,2011-09-15,PHI,FLA,3,1,Phillies,Marlins
289135,2011-09-15,KC,CWS,7,2,Royals,White Sox
289138,2011-09-15,OAK,DET,6,1,Athletics,Tigers
289137,2011-09-15,TEX,CLE,7,4,Rangers,Indians
289145,2011-09-16,KC,CWS,7,6,Royals,White Sox
289147,2011-09-16,OAK,DET,1,3,Athletics,Tigers
289148,2011-09-16,WSH,FLA,0,3,Nationals,Marlins
289153,2011-09-16,LAD,PIT,7,2,Dodgers,Pirates
289146,2011-09-16,MIN,CLE,6,7,Twins,Indians
289154,2011-09-16,COL,SF,1,9,Rockies,Giants
289157,2011-09-16,SEA,TEX,4,0,Mariners,Rangers
289144,2011-09-16,SD,AZ,2,0,Padres,D-backs
289168,2011-09-17,LAD,PIT,6,1,Dodgers,Pirates
289169,2011-09-17,COL,SF,5,6,Rockies,Giants
289159,2011-09-17,SD,AZ,3,1,Padres,D-backs
289160,2011-09-17,KC,CWS,10,3,Royals,White Sox
289163,2011-09-17,WSH,FLA,1,4,Nationals,Marlins
289174,2011-09-18,SD,AZ,1,5,Padres,D-backs
289185,2011-09-18,PHI,STL,0,5,Phillies,Cardinals
289178,2011-09-18,WSH,FLA,4,3,Nationals,Marlins
289175,2011-09-18,KC,CWS,5,10,Royals,White Sox
289193,2011-09-19,AZ,PIT,1,0,D-backs,Pirates
289194,2011-09-19,COL,SD,2,8,Rockies,Padres
289189,2011-09-19,FLA,ATL,6,5,Marlins,Braves
289192,2011-09-19,CHC,MIL,5,2,Cubs,Brewers
289200,2011-09-20,KC,DET,10,2,Royals,Tigers
289209,2011-09-20,OAK,TEX,2,7,Athletics,Rangers
289207,2011-09-20,LAD,SF,2,1,Dodgers,Giants
289206,2011-09-20,MIN,SEA,4,5,Twins,Mariners
289205,2011-09-20,COL,SD,1,2,Rockies,Padres
288394,2011-09-20,CLE,CWS,4,3,Indians,White Sox
289197,2011-09-20,FLA,ATL,0,4,Marlins,Braves
289199,2011-09-20,CLE,CWS,4,5,Indians,White Sox
289204,2011-09-20,AZ,PIT,3,5,D-backs,Pirates
289202,2011-09-20,CHC,MIL,1,5,Cubs,Brewers
289203,2011-09-20,STL,NYM,11,6,Cardinals,Mets
289222,2011-09-21,LAD,SF,5,8,Dodgers,Giants
289212,2011-09-21,FLA,ATL,4,0,Marlins,Braves
289214,2011-09-21,CLE,CWS,4,8,Indians,White Sox
289215,2011-09-21,KC,DET,3,6,Royals,Tigers
289218,2011-09-21,STL,NYM,6,5,Cardinals,Mets
289224,2011-09-21,OAK,TEX,2,3,Athletics,Rangers
289219,2011-09-21,AZ,PIT,8,5,D-backs,Pirates
289229,2011-09-22,HOU,COL,9,6,Astros,Rockies
289228,2011-09-22,CLE,CWS,11,2,Indians,White Sox
289232,2011-09-22,LAD,SF,8,2,Dodgers,Giants
289245,2011-09-23,LAA,OAK,1,3,Angels,Athletics
289248,2011-09-23,AZ,SF,3,1,D-backs,Giants
289247,2011-09-23,TEX,SEA,5,3,Rangers,Mariners
289243,2011-09-23,SD,LAD,0,2,Padres,Dodgers
289242,2011-09-23,CWS,KC,1,11,White Sox,Royals
289241,2011-09-23,MIL,FLA,4,1,Brewers,Marlins
289240,2011-09-23,HOU,COL,11,2,Astros,Rockies
289238,2011-09-23,STL,CHC,1,5,Cardinals,Cubs
289257,2011-09-24,CWS,KC,6,3,White Sox,Royals
289256,2011-09-24,MIL,FLA,6,4,Brewers,Marlins
289263,2011-09-24,AZ,SF,15,2,D-backs,Giants
289258,2011-09-24,SD,LAD,3,0,Padres,Dodgers
289260,2011-09-24,LAA,OAK,4,2,Angels,Athletics
289272,2011-09-25,CWS,KC,1,2,White Sox,Royals
289278,2011-09-25,AZ,SF,5,2,D-backs,Giants
289271,2011-09-25,MIL,FLA,9,5,Brewers,Marlins
289281,2011-09-26,SD,CHC,2,0,Padres,Cubs
289284,2011-09-26,SF,COL,3,1,Giants,Rockies
289285,2011-09-26,MIN,KC,3,7,Twins,Royals
289286,2011-09-26,AZ,LAD,2,4,D-backs,Dodgers
289288,2011-09-26,SEA,OAK,4,2,Mariners,Athletics
289290,2011-09-26,MIL,PIT,8,9,Brewers,Pirates
289291,2011-09-26,HOU,STL,5,4,Astros,Cardinals
289292,2011-09-26,LAA,TEX,3,4,Angels,Rangers
289293,2011-09-26,CWS,TOR,4,3,White Sox,Blue Jays
289294,2011-09-26,FLA,WSH,4,6,Marlins,Nationals
289296,2011-09-27,SD,CHC,2,6,Padres,Cubs
289299,2011-09-27,SF,COL,7,0,Giants,Rockies
289300,2011-09-27,MIN,KC,7,4,Twins,Royals
289301,2011-09-27,AZ,LAD,7,6,D-backs,Dodgers
289303,2011-09-27,SEA,OAK,0,7,Mariners,Athletics
289305,2011-09-27,MIL,PIT,6,4,Brewers,Pirates
289306,2011-09-27,HOU,STL,6,13,Astros,Cardinals
289307,2011-09-27,LAA,TEX,3,10,Angels,Rangers
289309,2011-09-27,FLA,WSH,3,2,Marlins,Nationals
289308,2011-09-27,CWS,TOR,2,1,White Sox,Blue Jays
289320,2011-09-28,MIL,PIT,7,3,Brewers,Pirates
289321,2011-09-28,HOU,STL,0,8,Astros,Cardinals
289322,2011-09-28,LAA,TEX,1,3,Angels,Rangers
289311,2011-09-28,SD,CHC,9,2,Padres,Cubs
289316,2011-09-28,AZ,LAD,5,7,D-backs,Dodgers
289315,2011-09-28,MIN,KC,1,0,Twins,Royals
289324,2011-09-28,FLA,WSH,1,3,Marlins,Nationals
289318,2011-09-28,SEA,OAK,0,2,Mariners,Athletics
289323,2011-09-28,CWS,TOR,2,3,White Sox,Blue Jays
