date,game_pk,matchup
2009-09-01,246174,TOR@TEX
2009-09-01,245090,TOR@TEX
2009-09-01,246166,CLE@DET
2009-09-01,246173,SF@PHI
2009-09-01,246170,NYY@BAL
2009-09-01,246164,BOS@TB
2009-09-01,246172,PIT@CIN
2009-09-01,246163,ATL@FLA
2009-09-01,246167,HOU@CHC
2009-09-01,246165,CWS@MIN
2009-09-01,246169,MIL@STL
2009-09-01,246171,NYM@COL
2009-09-01,246168,KC@OAK
2009-09-01,246175,WSH@SD
2009-09-01,246162,AZ@LAD
2009-09-01,246161,LAA@SEA
2009-09-02,246187,PIT@CIN
2009-09-02,246180,CWS@MIN
2009-09-02,246182,HOU@CHC
2009-09-02,246183,KC@OAK
2009-09-02,246190,WSH@SD
2009-09-02,246176,LAA@SEA
2009-09-02,246181,CLE@DET
2009-09-02,246188,SF@PHI
2009-09-02,246185,NYY@BAL
2009-09-02,246179,BOS@TB
2009-09-02,246178,ATL@FLA
2009-09-02,246189,TOR@TEX
2009-09-02,246184,MIL@STL
2009-09-02,246186,NYM@COL
2009-09-02,246177,AZ@LAD
2009-09-03,246194,CLE@DET
2009-09-03,246195,MIL@STL
2009-09-03,245155,CWS@CHC
2009-09-03,246197,NYM@COL
2009-09-03,246199,SF@PHI
2009-09-03,246196,NYY@TOR
2009-09-03,246193,BOS@TB
2009-09-03,246192,ATL@FLA
2009-09-03,246198,SEA@OAK
2009-09-03,246191,AZ@LAD
2009-09-04,246213,STL@PIT
2009-09-04,246214,TEX@BAL
2009-09-04,246207,MIN@CLE
2009-09-04,246206,FLA@WSH
2009-09-04,246208,NYY@TOR
2009-09-04,246203,CHC@NYM
2009-09-04,246204,CIN@ATL
2009-09-04,246205,DET@TB
2009-09-04,246209,PHI@HOU
2009-09-04,246212,SF@MIL
2009-09-04,246200,LAA@KC
2009-09-04,246202,BOS@CWS
2009-09-04,246201,AZ@COL
2009-09-04,246211,SEA@OAK
2009-09-04,246210,SD@LAD
2009-09-05,246223,NYY@TOR
2009-09-05,246218,CHC@NYM
2009-09-05,246217,BOS@CWS
2009-09-05,246227,SF@MIL
2009-09-05,246229,TEX@BAL
2009-09-05,246222,MIN@CLE
2009-09-05,246219,CIN@ATL
2009-09-05,246228,STL@PIT
2009-09-05,246224,PHI@HOU
2009-09-05,246221,FLA@WSH
2009-09-05,246220,DET@TB
2009-09-05,246215,LAA@KC
2009-09-05,246216,AZ@COL
2009-09-05,246226,SEA@OAK
2009-09-05,246225,SD@LAD
2009-09-06,246237,MIN@CLE
2009-09-06,246238,NYY@TOR
2009-09-06,246233,CHC@NYM
2009-09-06,246234,CIN@ATL
2009-09-06,246243,STL@PIT
2009-09-06,246244,TEX@BAL
2009-09-06,246236,FLA@WSH
2009-09-06,246235,DET@TB
2009-09-06,246239,PHI@HOU
2009-09-06,246232,BOS@CWS
2009-09-06,246242,SF@MIL
2009-09-06,246230,LAA@KC
2009-09-06,246231,AZ@COL
2009-09-06,246241,SEA@OAK
2009-09-06,246240,SD@LAD
2009-09-07,246247,CHC@PIT
2009-09-07,246254,TB@NYY
2009-09-07,245021,TB@NYY
2009-09-07,246250,MIN@TOR
2009-09-07,246251,PHI@HOU
2009-09-07,246246,BOS@CWS
2009-09-07,246253,STL@MIL
2009-09-07,246245,LAA@KC
2009-09-07,246248,CIN@COL
2009-09-07,246249,LAD@AZ
2009-09-07,246252,SD@SF
2009-09-08,246270,TEX@CLE
2009-09-08,246255,TEX@CLE
2009-09-08,246258,CHC@PIT
2009-09-08,246265,PHI@WSH
2009-09-08,246269,TB@NYY
2009-09-08,246263,MIN@TOR
2009-09-08,246257,BAL@BOS
2009-09-08,246261,FLA@NYM
2009-09-08,246256,ATL@HOU
2009-09-08,246268,STL@MIL
2009-09-08,246260,DET@KC
2009-09-08,246264,OAK@CWS
2009-09-08,246259,CIN@COL
2009-09-08,246262,LAD@AZ
2009-09-08,246267,SEA@LAA
2009-09-08,246266,SD@SF
2009-09-09,246285,TEX@CLE
2009-09-09,246273,CHC@PIT
2009-09-09,246283,STL@MIL
2009-09-09,246281,SD@SF
2009-09-09,246280,PHI@WSH
2009-09-09,246284,TB@NYY
2009-09-09,246278,MIN@TOR
2009-09-09,246272,BAL@BOS
2009-09-09,246276,FLA@NYM
2009-09-09,246271,ATL@HOU
2009-09-09,246275,DET@KC
2009-09-09,246279,OAK@CWS
2009-09-09,246274,CIN@COL
2009-09-09,246282,SEA@LAA
2009-09-09,246277,LAD@AZ
2009-09-10,246290,MIN@TOR
2009-09-10,246288,DET@KC
2009-09-10,246287,CIN@COL
2009-09-10,246291,PHI@WSH
2009-09-10,246289,FLA@NYM
2009-09-10,246286,ATL@HOU
2009-09-10,246292,SEA@LAA
2009-09-11,246296,CIN@CHC
2009-09-11,246298,KC@CLE
2009-09-11,246306,TOR@DET
2009-09-11,246301,NYM@PHI
2009-09-11,246294,BAL@NYY
2009-09-11,246307,WSH@FLA
2009-09-11,246303,PIT@HOU
2009-09-11,246302,OAK@MIN
2009-09-11,246293,ATL@STL
2009-09-11,246300,MIL@AZ
2009-09-11,246297,COL@SD
2009-09-11,246295,CWS@LAA
2009-09-11,246299,LAD@SF
2009-09-12,246311,CIN@CHC
2009-09-12,246309,BAL@NYY
2009-09-12,246317,OAK@MIN
2009-09-12,246316,NYM@PHI
2009-09-12,246308,ATL@STL
2009-09-12,246310,CWS@LAA
2009-09-12,246322,WSH@FLA
2009-09-12,246313,KC@CLE
2009-09-12,246318,PIT@HOU
2009-09-12,246321,TOR@DET
2009-09-12,246320,TB@BOS
2009-09-12,246319,SEA@TEX
2009-09-12,246315,MIL@AZ
2009-09-12,246314,LAD@SF
2009-09-12,246312,COL@SD
2009-09-13,246305,TB@BOS
2009-09-13,246335,TB@BOS
2009-09-13,246328,KC@CLE
2009-09-13,246336,TOR@DET
2009-09-13,246331,NYM@PHI
2009-09-13,244564,NYM@PHI
2009-09-13,246324,BAL@NYY
2009-09-13,246337,WSH@FLA
2009-09-13,246333,PIT@HOU
2009-09-13,246332,OAK@MIN
2009-09-13,246323,ATL@STL
2009-09-13,246326,CIN@CHC
2009-09-13,246325,CWS@LAA
2009-09-13,246327,COL@SD
2009-09-13,246329,LAD@SF
2009-09-13,246330,MIL@AZ
2009-09-13,246334,SEA@TEX
2009-09-13,246304,SEA@TEX
2009-09-14,246346,TB@BAL
2009-09-14,246347,TOR@DET
2009-09-14,244553,LAA@NYY
2009-09-14,246342,HOU@CIN
2009-09-14,246344,OAK@TEX
2009-09-14,246343,MIL@CHC
2009-09-14,246339,CLE@MIN
2009-09-14,246341,FLA@STL
2009-09-14,246338,AZ@SD
2009-09-14,246345,PIT@LAD
2009-09-14,246340,COL@SF
2009-09-15,246357,NYM@ATL
2009-09-15,246355,KC@DET
2009-09-15,246360,TB@BAL
2009-09-15,246362,WSH@PHI
2009-09-15,246361,TOR@NYY
2009-09-15,246348,LAA@BOS
2009-09-15,246354,HOU@CIN
2009-09-15,246358,OAK@TEX
2009-09-15,246356,MIL@CHC
2009-09-15,246351,CLE@MIN
2009-09-15,246353,FLA@STL
2009-09-15,246349,AZ@SD
2009-09-15,246359,PIT@LAD
2009-09-15,246350,CWS@SEA
2009-09-15,246352,COL@SF
2009-09-16,246366,CLE@MIN
2009-09-16,246368,FLA@STL
2009-09-16,246374,PIT@LAD
2009-09-16,246364,AZ@SD
2009-09-16,246372,NYM@ATL
2009-09-16,246370,KC@DET
2009-09-16,246375,TB@BAL
2009-09-16,246377,WSH@PHI
2009-09-16,246376,TOR@NYY
2009-09-16,246363,LAA@BOS
2009-09-16,246369,HOU@CIN
2009-09-16,246373,OAK@TEX
2009-09-16,246371,MIL@CHC
2009-09-16,246365,CWS@SEA
2009-09-16,246367,COL@SF
2009-09-17,246382,KC@DET
2009-09-17,246383,MIL@CHC
2009-09-17,246379,CWS@SEA
2009-09-17,246384,NYM@ATL
2009-09-17,246385,TB@BAL
2009-09-17,246386,WSH@PHI
2009-09-17,246378,LAA@BOS
2009-09-17,246381,FLA@CIN
2009-09-17,246380,CLE@OAK
2009-09-18,246388,BOS@BAL
2009-09-18,246398,SD@PIT
2009-09-18,246401,WSH@NYM
2009-09-18,246393,FLA@CIN
2009-09-18,246397,PHI@ATL
2009-09-18,246400,TOR@TB
2009-09-18,246387,LAA@TEX
2009-09-18,246394,HOU@MIL
2009-09-18,246392,DET@MIN
2009-09-18,246395,KC@CWS
2009-09-18,246389,CHC@STL
2009-09-18,246391,COL@AZ
2009-09-18,246390,CLE@OAK
2009-09-18,246399,SF@LAD
2009-09-18,246396,NYY@SEA
2009-09-19,246413,SD@PIT
2009-09-19,246416,WSH@NYM
2009-09-19,246405,CLE@OAK
2009-09-19,246414,SF@LAD
2009-09-19,246404,CHC@STL
2009-09-19,246407,DET@MIN
2009-09-19,246412,PHI@ATL
2009-09-19,246403,BOS@BAL
2009-09-19,246402,LAA@TEX
2009-09-19,246410,KC@CWS
2009-09-19,246409,HOU@MIL
2009-09-19,246415,TOR@TB
2009-09-19,246408,FLA@CIN
2009-09-19,246406,COL@AZ
2009-09-19,246411,NYY@SEA
2009-09-20,246417,LAA@TEX
2009-09-20,246431,WSH@NYM
2009-09-20,246423,FLA@CIN
2009-09-20,246427,PHI@ATL
2009-09-20,246418,BOS@BAL
2009-09-20,246428,SD@PIT
2009-09-20,246430,TOR@TB
2009-09-20,246425,KC@CWS
2009-09-20,246424,HOU@MIL
2009-09-20,246422,DET@MIN
2009-09-20,246420,CLE@OAK
2009-09-20,246421,COL@AZ
2009-09-20,246429,SF@LAD
2009-09-20,246426,NYY@SEA
2009-09-20,246419,CHC@STL
2009-09-21,246439,SD@PIT
2009-09-21,246433,BAL@TOR
2009-09-21,246432,ATL@NYM
2009-09-21,246441,STL@HOU
2009-09-21,246435,CHC@MIL
2009-09-21,246434,BOS@KC
2009-09-21,246436,MIN@CWS
2009-09-21,246440,SF@AZ
2009-09-21,246442,TEX@OAK
2009-09-21,246437,NYY@LAA
2009-09-22,246452,PHI@FLA
2009-09-22,245558,PHI@FLA
2009-09-22,246448,DET@CLE
2009-09-22,246449,LAD@WSH
2009-09-22,246447,CIN@PIT
2009-09-22,246444,BAL@TOR
2009-09-22,246454,SEA@TB
2009-09-22,246443,ATL@NYM
2009-09-22,246456,STL@HOU
2009-09-22,246446,CHC@MIL
2009-09-22,246445,BOS@KC
2009-09-22,246450,MIN@CWS
2009-09-22,246453,SD@COL
2009-09-22,246455,SF@AZ
2009-09-22,246457,TEX@OAK
2009-09-22,246451,NYY@LAA
2009-09-23,246466,NYY@LAA
2009-09-23,246463,DET@CLE
2009-09-23,246464,LAD@WSH
2009-09-23,246462,CIN@PIT
2009-09-23,246459,BAL@TOR
2009-09-23,246469,SEA@TB
2009-09-23,246458,ATL@NYM
2009-09-23,246467,PHI@FLA
2009-09-23,246471,STL@HOU
2009-09-23,246461,CHC@MIL
2009-09-23,246460,BOS@KC
2009-09-23,246465,MIN@CWS
2009-09-23,246468,SD@COL
2009-09-23,246472,TEX@OAK
2009-09-23,246470,SF@AZ
2009-09-24,246475,CIN@PIT
2009-09-24,246481,TEX@OAK
2009-09-24,246476,DET@CLE
2009-09-24,246477,LAD@WSH
2009-09-24,246480,SEA@TOR
2009-09-24,246478,PHI@MIL
2009-09-24,246473,BOS@KC
2009-09-24,246479,SD@COL
2009-09-24,246474,CHC@SF
2009-09-25,246483,BAL@CLE
2009-09-25,246488,LAD@PIT
2009-09-25,246482,ATL@WSH
2009-09-25,246484,BOS@NYY
2009-09-25,246494,SEA@TOR
2009-09-25,246490,NYM@FLA
2009-09-25,246486,CIN@HOU
2009-09-25,246496,TB@TEX
2009-09-25,246492,PHI@MIL
2009-09-25,246495,STL@COL
2009-09-25,246489,MIN@KC
2009-09-25,246487,DET@CWS
2009-09-25,246493,SD@AZ
2009-09-25,246491,OAK@LAA
2009-09-25,246485,CHC@SF
2009-09-26,246497,ATL@WSH
2009-09-26,246509,SEA@TOR
2009-09-26,246500,CHC@SF
2009-09-26,246499,BOS@NYY
2009-09-26,246498,BAL@CLE
2009-09-26,246501,CIN@HOU
2009-09-26,246503,LAD@PIT
2009-09-26,246502,DET@CWS
2009-09-26,246507,PHI@MIL
2009-09-26,246504,MIN@KC
2009-09-26,246505,NYM@FLA
2009-09-26,246511,TB@TEX
2009-09-26,246508,SD@AZ
2009-09-26,246510,STL@COL
2009-09-26,246506,OAK@LAA
2009-09-27,246513,BAL@CLE
2009-09-27,246514,BOS@NYY
2009-09-27,246524,SEA@TOR
2009-09-27,246520,NYM@FLA
2009-09-27,246518,LAD@PIT
2009-09-27,246512,ATL@WSH
2009-09-27,246516,CIN@HOU
2009-09-27,246517,DET@CWS
2009-09-27,246522,PHI@MIL
2009-09-27,246519,MIN@KC
2009-09-27,246526,TB@TEX
2009-09-27,246525,STL@COL
2009-09-27,246521,OAK@LAA
2009-09-27,246515,CHC@SF
2009-09-27,246523,SD@AZ
2009-09-28,246532,LAD@PIT
2009-09-28,246529,FLA@ATL
2009-09-28,246534,NYM@WSH
2009-09-28,246530,HOU@PHI
2009-09-28,246528,CWS@CLE
2009-09-28,246531,KC@NYY
2009-09-28,246527,BAL@TB
2009-09-28,246536,TOR@BOS
2009-09-28,246535,TEX@LAA
2009-09-29,246533,MIN@DET
2009-09-29,246545,MIN@DET
2009-09-29,246540,FLA@ATL
2009-09-29,246546,NYM@WSH
2009-09-29,246541,HOU@PHI
2009-09-29,246542,KC@NYY
2009-09-29,246538,BAL@TB
2009-09-29,246549,STL@CIN
2009-09-29,246551,TOR@BOS
2009-09-29,246548,PIT@CHC
2009-09-29,246544,MIL@COL
2009-09-29,246543,LAD@SD
2009-09-29,246550,TEX@LAA
2009-09-29,246547,OAK@SEA
2009-09-29,246537,AZ@SF
2009-09-30,245954,PIT@CHC
2009-09-30,246563,PIT@CHC
2009-09-30,246554,CWS@CLE
2009-09-30,246539,CWS@CLE
2009-09-30,246561,NYM@WSH
2009-09-30,246555,FLA@ATL
2009-09-30,246560,MIN@DET
2009-09-30,246556,HOU@PHI
2009-09-30,246557,KC@NYY
2009-09-30,246553,BAL@TB
2009-09-30,246564,STL@CIN
2009-09-30,246566,TOR@BOS
2009-09-30,246559,MIL@COL
2009-09-30,246558,LAD@SD
2009-09-30,246565,TEX@LAA
2009-09-30,246562,OAK@SEA
2009-09-30,246552,AZ@SF
2009-10-01,246576,STL@CIN
2009-10-01,246573,MIN@DET
2009-10-01,246572,MIL@COL
2009-10-01,246567,AZ@SF
2009-10-01,246577,TEX@LAA
2009-10-01,246578,WSH@ATL
2009-10-01,246570,HOU@PHI
2009-10-01,246568,BAL@TB
2009-10-01,246569,CLE@BOS
2009-10-01,246574,OAK@SEA
2009-10-02,246580,AZ@CHC
2009-10-02,246592,TOR@BAL
2009-10-02,246581,CWS@DET
2009-10-02,246584,FLA@PHI
2009-10-02,246582,CLE@BOS
2009-10-02,246585,HOU@NYM
2009-10-02,246589,PIT@CIN
2009-10-02,246593,WSH@ATL
2009-10-02,246588,NYY@TB
2009-10-02,246586,KC@MIN
2009-10-02,246587,MIL@STL
2009-10-02,246579,LAA@OAK
2009-10-02,246590,SF@SD
2009-10-02,246583,COL@LAD
2009-10-02,246591,TEX@SEA
2009-10-03,246595,AZ@CHC
2009-10-03,246600,HOU@NYM
2009-10-03,246602,MIL@STL
2009-10-03,246594,LAA@OAK
2009-10-03,246601,KC@MIN
2009-10-03,246608,WSH@ATL
2009-10-03,246599,FLA@PHI
2009-10-03,246607,TOR@BAL
2009-10-03,246596,CWS@DET
2009-10-03,246603,NYY@TB
2009-10-03,246597,CLE@BOS
2009-10-03,246604,PIT@CIN
2009-10-03,246606,TEX@SEA
2009-10-03,246605,SF@SD
2009-10-03,246598,COL@LAD
2009-10-04,246611,CWS@DET
2009-10-04,246615,HOU@NYM
2009-10-04,246619,PIT@CIN
2009-10-04,246623,WSH@ATL
2009-10-04,246612,CLE@BOS
2009-10-04,246622,TOR@BAL
2009-10-04,246614,FLA@PHI
2009-10-04,246618,NYY@TB
2009-10-04,246616,KC@MIN
2009-10-04,246617,MIL@STL
2009-10-04,246610,AZ@CHC
2009-10-04,246609,LAA@OAK
2009-10-04,246620,SF@SD
2009-10-04,246613,COL@LAD
2009-10-04,246621,TEX@SEA
2009-10-06,272749,DET@MIN
