id,season,date,postseason,season_type,status,venue,attendance,conference_play,period,clock,display_clock,home_team_id,home_team_slug,home_team_abbreviation,home_team_display_name,home_team_short_display_name,home_team_name,home_team_location,home_team_league,home_team_division,away_team_id,away_team_slug,away_team_abbreviation,away_team_display_name,away_team_short_display_name,away_team_name,away_team_location,away_team_league,away_team_division,home_team_hits,home_team_runs,home_team_errors,home_team_inning_scores,away_team_hits,away_team_runs,away_team_errors,away_team_inning_scores,scoring_plays_count,scoring_summary
1,2025,2025-03-18T10:10:00.000Z,False,regular,STATUS_FINAL,Tokyo Dome,42365,False,9,0,0:00,5,chicago-cubs,CHC,Chicago Cubs,Cubs,Cubs,Chicago,National,Central,14,los-angeles-dodgers,LAD,Los Angeles Dodgers,Dodgers,Dodgers,Los Angeles,National,West,3,1,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",7,4,0,"[0, 0, 0, 0, 3, 0, 0, 0, 1]",5,"[{""play"": ""Amaya doubled to center, Swanson scored."", ""inning"": ""bottom"", ""period"": ""2nd"", ""away_score"": 0, ""home_score"": 1}, {""play"": ""Edman singled to left, Pages scored, Ohtani to second."", ""inning"": ""top"", ""period"": ""5th"", ""away_score"": 1, ""home_score"": 1}, {""play"": ""T. Hern\u00e1ndez grounded into fielder's choice to third, Ohtani scored on throwing error by second baseman Berti, Edman out at second, T. Hern\u00e1ndez to second."", ""inning"": ""top"", ""period"": ""5th"", ""away_score"": 2, ""home_score"": 1}, {""play"": ""Smith singled to left, T. Hern\u00e1ndez scored."", ""inning"": ""top"", ""period"": ""5th"", ""away_score"": 3, ""home_score"": 1}, {""play"": ""T. Hern\u00e1ndez singled to left, Ohtani scored."", ""inning"": ""top"", ""period"": ""9th"", ""away_score"": 4, ""home_score"": 1}]"
