Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2021-05-23,KC,DET,3,2,-155,135,-140,129,8.5,8.5,9.0,9.0,-120,100,-103,-109
2021-05-23,TOR,TB,4,6,-167,146,-161,148,9.0,9.0,9.0,9.0,-115,-105,-114,102
2021-05-23,CIN,MIL,4,9,105,-125,108,-116,8.5,8.5,8.0,8.0,-105,-115,-115,102
2021-05-23,SD,SEA,9,2,-233,193,-272,242,7.5,7.5,7.0,7.0,100,-120,-110,-102
2021-05-23,TEX,HOU,3,2,148,-170,132,-143,9.5,9.5,9.0,9.0,100,-120,-104,-108
2021-05-23,MIA,NYM,5,1,-150,130,-148,136,7.5,7.5,7.0,7.0,100,-120,-111,-101
2021-05-23,ATL,PIT,7,1,-180,155,-207,188,8.5,8.5,8.0,8.0,-110,-110,-115,102
2021-05-23,LAA,OAK,6,5,-105,-115,108,-117,8.5,8.5,8.5,8.5,-120,100,-117,104
2021-05-23,CLE,MIN,5,8,-135,115,-138,127,8.5,8.5,9.0,9.0,-110,-110,101,-113
2021-05-23,STL,CHC,1,2,-125,105,-128,118,8.5,8.5,9.0,9.0,-110,-110,100,-113
2021-05-23,SF,LAD,5,11,110,-130,122,-132,7.5,7.5,7.5,7.5,-110,-110,105,-118
2021-05-23,NYY,CHW,5,4,-120,100,-150,138,9.0,9.0,9.5,9.5,108,-129,-100,-112
2021-05-23,COL,ARI,4,3,-155,135,-131,121,11.0,11.0,12.0,12.0,-115,-105,-102,-111
2021-05-23,WAS,BAL,6,5,-174,152,-174,159,9.5,9.5,9.5,9.5,100,-120,100,-112
2021-05-23,PHI,BOS,6,2,-120,100,-125,115,8.0,8.0,7.5,7.5,-120,100,-103,-110
