Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2021-07-21,CIN,NYM,0,7,110,-120,122,-132,11.0,11.0,10.5,10.5,-105,-115,-109,-103
2021-07-21,TB,BAL,5,4,-220,200,-217,196,8.5,8.5,8.5,8.5,-115,-105,-114,101
2021-07-21,WAS,MIA,1,3,-113,103,-159,146,9.5,9.5,9.5,9.5,-120,100,-109,-103
2021-07-21,HOU,CLE,4,5,-225,204,-253,227,8.5,8.5,8.5,8.5,-115,-105,-104,-108
2021-07-21,NYY,PHI,6,5,100,-110,101,-110,10.0,10.0,10.5,10.5,-110,-110,101,-113
2021-07-21,COL,SEA,6,3,-135,125,-137,126,11.0,11.0,11.0,11.0,-115,-105,-111,-101
2021-07-21,CHW,MIN,2,7,-135,125,-148,136,9.5,9.5,8.5,8.5,100,-120,-114,101
2021-07-21,LAD,SF,2,4,180,166,-161,148,8.0,8.0,8.5,8.5,-117,-103,100,-113
2021-07-21,STL,CHC,3,2,-103,-107,-130,120,8.0,8.0,8.0,8.0,100,-120,-106,-106
2021-07-21,DET,TEX,4,2,-111,101,-108,-100,9.5,9.5,9.5,9.5,-105,-115,102,-115
2021-07-21,TOR,BOS,4,7,-165,152,-195,178,10.5,10.5,10.5,10.5,-120,100,-116,103
2021-07-21,ATL,SD,2,3,125,-135,107,-116,7.0,7.0,7.5,7.5,-117,-103,109,-122
2021-07-21,ARI,PIT,6,4,-140,130,-125,116,9.0,9.0,9.0,9.0,-123,103,-103,-109
2021-07-21,MIL,KC,3,6,-160,148,-179,164,9.0,9.0,9.5,9.5,-113,-107,105,-118
