Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2019-09-27,COL,MIL,11,7,144,-160,139,-150,13.0,13.0,12.5,12.5,-118,-103,-109,-101
2019-09-27,ARI,SD,6,3,-135,115,-130,120,9.0,9.0,9.0,9.0,-120,100,-110,-100
2019-09-27,PIT,CIN,6,5,125,-145,137,-149,8.5,8.5,8.5,8.5,-110,-110,101,-112
2019-09-27,KC,MIN,2,6,188,-225,211,-232,10.0,10.0,10.0,10.0,100,-120,-112,102
2019-09-27,TOR,TB,2,6,170,-200,214,-235,9.5,9.5,9.5,9.5,100,-120,102,-113
2019-09-27,CHW,DET,2,4,-165,144,-166,152,9.5,9.5,9.5,9.5,-105,-115,-113,102
2019-09-27,STL,CHC,2,8,-235,209,-207,190,8.5,8.5,8.5,8.5,-116,-104,-105,-105
2019-09-27,SF,LAD,2,9,160,-185,175,-191,7.5,7.5,7.5,7.5,-120,100,-105,-105
2019-09-27,BOS,BAL,1,4,-220,184,-190,174,11.0,11.0,11.0,11.0,-110,-110,102,-112
2019-09-27,NYM,ATL,4,2,-119,-101,-109,101,8.5,8.5,8.0,8.0,-105,-115,-107,-103
2019-09-27,WAS,CLE,8,2,-115,-105,-141,130,10.0,10.0,9.5,9.5,100,-120,-109,-101
2019-09-27,SEA,OAK,4,3,180,-215,193,-211,9.5,9.5,9.0,9.0,100,-120,100,-110
2019-09-27,LAA,HOU,0,4,176,-210,201,-219,10.0,10.0,9.5,9.5,100,-120,-102,-108
2019-09-27,PHI,MIA,5,4,-180,155,-187,172,9.0,9.0,9.0,9.0,-115,-105,-105,-105
2019-09-27,TEX,NYY,7,14,222,-270,244,-268,11.0,11.0,10.5,10.5,100,-120,-112,102
