Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2019-08-14,LAA,PIT,7,4,-135,115,-121,112,10.0,10.0,10.0,10.0,100,-120,-101,-109
2019-08-14,ATL,NYM,6,4,-145,125,-144,133,10.0,10.0,10.0,10.0,100,-120,-108,-102
2019-08-14,PHI,CHC,11,1,-117,-103,-116,107,9.0,9.0,8.5,8.5,-105,-115,-115,104
2019-08-14,CLE,BOS,1,5,-200,170,-189,173,9.5,9.5,9.0,9.0,-105,-115,-109,-101
2019-08-14,TOR,TEX,3,7,-125,105,-148,137,10.5,10.5,10.0,10.0,100,-120,-109,-101
2019-08-14,CHW,HOU,13,9,245,-300,272,-302,10.0,10.0,11.0,11.0,-120,100,102,-112
2019-08-14,SF,OAK,5,9,100,-120,107,-116,9.0,9.0,9.0,9.0,-105,-115,-113,103
2019-08-14,WAS,CIN,17,7,-154,134,-170,156,8.5,8.5,9.0,9.0,-120,100,104,-115
2019-08-14,SD,TB,7,2,-118,-102,-121,112,9.0,9.0,8.5,8.5,-105,-115,-108,-102
2019-08-14,DET,SEA,3,2,125,-145,159,-173,10.0,10.0,10.0,10.0,100,-120,-109,-101
2019-08-14,COL,ARI,7,6,105,-125,143,-155,12.5,12.5,13.0,13.0,-120,100,102,-112
2019-08-14,NYY,BAL,6,5,-255,211,-226,207,11.0,11.0,10.5,10.5,100,-120,-107,-103
2019-08-14,MIL,MIN,6,5,-130,110,-114,105,10.0,10.0,9.5,9.5,100,-120,103,-114
2019-08-14,MIA,LAD,1,9,230,-280,270,-299,8.0,8.0,8.0,8.0,-110,-110,-107,-103
2019-08-14,KC,STL,0,6,125,-145,118,-127,10.0,10.0,9.5,9.5,-110,-110,-111,101
