balldontlie_game_id,game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_starter_id,home_starter_full_name,home_starter_first_name,home_starter_last_name,home_starter_jersey,away_starter_id,away_starter_full_name,away_starter_first_name,away_starter_last_name,away_starter_jersey
2744,778506,2025-03-31,145,142,CWS,MIN,Chicago White Sox,Minnesota Twins,527048,Martín Pérez,,,54,663978,Chris Paddack,,,20
2743,778504,2025-03-31,158,118,MIL,KC,Milwaukee Brewers,Kansas City Royals,660730,Elvin Rodríguez,,,35,663460,Kris Bubic,,,50
2736,778512,2025-03-31,110,111,BAL,BOS,Baltimore Orioles,Boston Red Sox,700249,Cade Povich,,,37,656794,Sean Newcomb,,,19
2737,778502,2025-03-31,143,115,PHI,COL,Philadelphia Phillies,Colorado Rockies,650911,Cristopher Sánchez,,,61,608566,Germán Márquez,,,48
2740,778511,2025-03-31,113,140,CIN,TEX,Cincinnati Reds,Texas Rangers,663903,Brady Singer,,,51,677958,Kumar Rocker,,,80
2738,778509,2025-03-31,146,121,MIA,NYM,Miami Marlins,New York Mets,615698,Cal Quantrill,,,47,656849,David Peterson,,,23
2739,778508,2025-03-31,139,134,TB,PIT,Tampa Bay Rays,Pittsburgh Pirates,656876,Drew Rasmussen,,,57,669387,Carmen Mlodzinski,,,50
2741,778507,2025-03-31,141,120,TOR,WSH,Toronto Blue Jays,Washington Nationals,670102,Bowden Francis,,,44,647336,Michael Soroka,,,34
2742,778503,2025-03-31,138,108,STL,LAA,St. Louis Cardinals,Los Angeles Angels,571945,Miles Mikolas,,,39,542881,Tyler Anderson,,,31
2745,778505,2025-03-31,117,137,HOU,SF,Houston Astros,San Francisco Giants,669854,Ronel Blanco,,,56,663855,Jordan Hicks,,,12
2748,778499,2025-03-31,135,114,SD,CLE,San Diego Padres,Cleveland Guardians,606996,Kyle Hart,,,68,682847,Luis Ortiz,,,45
2749,778496,2025-03-31,136,116,SEA,DET,Seattle Mariners,Detroit Tigers,676106,Emerson Hancock,,,26,695549,Jackson Jobe,,,21
63863,778501,2025-03-31,133,112,ATH,CHC,Athletics,Chicago Cubs,683155,Joey Estes,,,68,676962,Ben Brown,,,32
2746,778500,2025-03-31,119,144,LAD,ATL,Los Angeles Dodgers,Atlanta Braves,607192,Tyler Glasnow,,,31,656550,Grant Holmes,,,66
