balldontlie_game_id,game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_starter_id,home_starter_full_name,home_starter_first_name,home_starter_last_name,home_starter_jersey,away_starter_id,away_starter_full_name,away_starter_first_name,away_starter_last_name,away_starter_jersey
26675,777453,2025-06-18,136,111,SEA,BOS,Seattle Mariners,Boston Red Sox,622491,Luis Castillo,,,58,676979,Garrett Crochet,,,35
26670,777465,2025-06-18,146,143,MIA,PHI,Miami Marlins,Philadelphia Phillies,800049,Adam Mazur,,,60,624133,Ranger Suarez,,,55
26667,777461,2025-06-18,120,115,WSH,COL,Washington Nationals,Colorado Rockies,680730,Mitchell Parker,,,70,608566,Germán Márquez,,,48
26664,777466,2025-06-18,147,108,NYY,LAA,New York Yankees,Los Angeles Angels,642232,Ryan Yarbrough,,,33,686799,Jack Kochanowicz,,,41
26665,777462,2025-06-18,141,109,TOR,AZ,Toronto Blue Jays,Arizona Diamondbacks,641778,Eric Lauer,,,56,593958,Eduardo Rodriguez,,,57
26668,777474,2025-06-18,113,142,CIN,MIN,Cincinnati Reds,Minnesota Twins,666157,Nick Lodolo,,,40,641927,Bailey Ober,,,17
26669,777470,2025-06-18,144,121,ATL,NYM,Atlanta Braves,New York Mets,519242,Chris Sale,,,51,621112,Paul Blackburn,,,58
26666,777463,2025-06-18,139,110,TB,BAL,Tampa Bay Rays,Baltimore Orioles,671737,Taj Bradley,,,45,669432,Trevor Rogers,,,28
26672,777460,2025-06-18,140,118,TEX,KC,Texas Rangers,Kansas City Royals,571578,Patrick Corbin,,,46,663460,Kris Bubic,,,50
26676,777454,2025-06-18,137,114,SF,CLE,San Francisco Giants,Cleveland Guardians,434378,Justin Verlander,,,35,671106,Logan Allen,,,26
64910,777456,2025-06-18,133,117,ATH,HOU,Athletics,Houston Astros,622663,Luis Severino,,,40,664285,Framber Valdez,,,59
26678,777457,2025-06-18,119,135,LAD,SD,Los Angeles Dodgers,San Diego Padres,686218,Emmet Sheehan,,,,663568,Stephen Kolek,,,32
