balldontlie_game_id,game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_starter_id,home_starter_full_name,home_starter_first_name,home_starter_last_name,home_starter_jersey,away_starter_id,away_starter_full_name,away_starter_first_name,away_starter_last_name,away_starter_jersey
35481,777094,2025-07-19,141,137,TOR,SF,Toronto Blue Jays,San Francisco Giants,641778,Eric Lauer,,,56,657277,Logan Webb,,,62
35476,777092,2025-07-19,121,113,NYM,CIN,New York Mets,Cincinnati Reds,605280,Clay Holmes,,,35,607259,Nick Martinez,,,28
35477,777093,2025-07-19,146,118,MIA,KC,Miami Marlins,Kansas City Royals,615698,Cal Quantrill,,,47,608379,Michael Wacha,,,52
35473,777089,2025-07-19,143,108,PHI,LAA,Philadelphia Phillies,Los Angeles Angels,592836,Taijuan Walker,,,99,579328,Yusei Kikuchi,,,16
35475,777090,2025-07-19,134,145,PIT,CWS,Pittsburgh Pirates,Chicago White Sox,681347,Mike Burrows,,,53,605288,Adrian Houser,,,57
35480,777091,2025-07-19,120,135,WSH,SD,Washington Nationals,San Diego Padres,680730,Mitchell Parker,,,70,506433,Yu Darvish,,,11
35474,777095,2025-07-19,139,110,TB,BAL,Tampa Bay Rays,Baltimore Orioles,641793,Zack Littell,,,52,665152,Dean Kremer,,,64
35483,777088,2025-07-19,140,116,TEX,DET,Texas Rangers,Detroit Tigers,677958,Kumar Rocker,,,80,672456,Keider Montero,,,54
35479,777104,2025-07-19,114,133,CLE,ATH,Cleveland Guardians,Athletics,671106,Logan Allen,,,26,622663,Luis Severino,,,40
35482,777096,2025-07-19,112,111,CHC,BOS,Chicago Cubs,Boston Red Sox,684007,Shota Imanaga,,,18,678394,Brayan Bello,,,66
35487,777081,2025-07-19,109,138,AZ,STL,Arizona Diamondbacks,St. Louis Cardinals,669194,Ryne Nelson,,,19,543243,Sonny Gray,,,54
35478,777097,2025-07-19,144,147,ATL,NYY,Atlanta Braves,New York Yankees,666214,Joey Wentz,,,33,701542,Will Warren,,,98
35484,777080,2025-07-19,115,142,COL,MIN,Colorado Rockies,Minnesota Twins,622608,Antonio Senzatela,,,49,805673,Zebby Matthews,,,52
35486,777085,2025-07-19,119,158,LAD,MIL,Los Angeles Dodgers,Milwaukee Brewers,686218,Emmet Sheehan,,,80,642547,Freddy Peralta,,,51
35485,777086,2025-07-19,136,117,SEA,HOU,Seattle Mariners,Houston Astros,688138,Logan Evans,,,73,621121,Lance McCullers Jr.,,,43
