balldontlie_game_id,game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_starter_id,home_starter_full_name,home_starter_first_name,home_starter_last_name,home_starter_jersey,away_starter_id,away_starter_full_name,away_starter_first_name,away_starter_last_name,away_starter_jersey
5952,778403,2025-04-08,116,147,DET,NYY,Detroit Tigers,New York Yankees,669373,Tarik Skubal,,,29,471911,Carlos Carrasco,,,59
5949,778402,2025-04-08,114,145,CLE,CWS,Cleveland Guardians,Chicago White Sox,594902,Ben Lively,,,39,681343,Shane Smith,,,64
5951,778407,2025-04-08,121,146,NYM,MIA,New York Mets,Miami Marlins,605280,Clay Holmes,,,35,687362,Connor Gillispie,,,55
5954,778408,2025-04-08,134,138,PIT,STL,Pittsburgh Pirates,St. Louis Cardinals,694973,Paul Skenes,,,30,543243,Sonny Gray,,,54
5950,778409,2025-04-08,120,119,WSH,LAD,Washington Nationals,Los Angeles Dodgers,695418,Brad Lord,,,61,680736,Justin Wrobleski,,,
5955,778404,2025-04-08,111,141,BOS,TOR,Boston Red Sox,Toronto Blue Jays,676979,Garrett Crochet,,,35,687922,Easton Lucas,,,62
5963,778417,2025-04-08,139,108,TB,LAA,Tampa Bay Rays,Los Angeles Angels,669358,Shane Baz,,,11,543294,Kyle Hendricks,,,28
5953,778406,2025-04-08,144,143,ATL,PHI,Atlanta Braves,Philadelphia Phillies,519242,Chris Sale,,,51,554430,Zack Wheeler,,,45
5957,778401,2025-04-08,112,140,CHC,TEX,Chicago Cubs,Texas Rangers,592791,Jameson Taillon,,,50,571578,Patrick Corbin,,,46
5956,778400,2025-04-08,118,142,KC,MIN,Kansas City Royals,Minnesota Twins,666142,Cole Ragans,,,55,641154,Pablo López,,,49
5958,778394,2025-04-08,115,158,COL,MIL,Colorado Rockies,Milwaukee Brewers,607536,Kyle Freeland,,,21,642547,Freddy Peralta,,,51
5959,778396,2025-04-08,109,110,AZ,BAL,Arizona Diamondbacks,Baltimore Orioles,518876,Merrill Kelly,,,29,450203,Charlie Morton,,,50
5961,778398,2025-04-08,136,117,SEA,HOU,Seattle Mariners,Houston Astros,622491,Luis Castillo,,,58,664285,Framber Valdez,,,59
5960,778397,2025-04-08,137,113,SF,CIN,San Francisco Giants,Cincinnati Reds,694738,Landen Roupp,,,65,666157,Nick Lodolo,,,40
63968,778395,2025-04-08,133,135,ATH,SD,Athletics,San Diego Padres,605488,Jeffrey Springs,,,59,656302,Dylan Cease,,,84
