id,game_pk,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
5058029,5058029,2026,2026-04-15T16:35:00.000Z,False,regular,STATUS_SCHEDULED,Oriole Park at Camden Yards,False,3,1,baltimore-orioles,arizona-diamondbacks,BAL,ARI,Baltimore Orioles,Arizona Diamondbacks,Orioles,Diamondbacks,Orioles,Diamondbacks,Baltimore,Arizona,American,National,East,West,0,0,,,,,,
5058030,5058030,2026,2026-04-15T17:15:00.000Z,False,regular,STATUS_SCHEDULED,Busch Stadium,False,26,8,st-louis-cardinals,cleveland-guardians,STL,CLE,St. Louis Cardinals,Cleveland Guardians,Cardinals,Guardians,Cardinals,Guardians,St. Louis,Cleveland,National,American,Central,Central,0,0,,,,,,
5058031,5058031,2026,2026-04-15T17:40:00.000Z,False,regular,STATUS_SCHEDULED,Target Field,False,17,4,minnesota-twins,boston-red-sox,MIN,BOS,Minnesota Twins,Boston Red Sox,Twins,Red Sox,Twins,Red Sox,Minnesota,Boston,American,American,Central,East,0,0,,,,,,
5058032,5058032,2026,2026-04-15T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Citizens Bank Park,False,21,5,philadelphia-phillies,chicago-cubs,PHI,CHC,Philadelphia Phillies,Chicago Cubs,Phillies,Cubs,Phillies,Cubs,Philadelphia,Chicago,National,National,East,Central,0,0,,,,,,
5058033,5058033,2026,2026-04-15T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Comerica Park,False,10,12,detroit-tigers,kansas-city-royals,DET,KC,Detroit Tigers,Kansas City Royals,Tigers,Royals,Tigers,Royals,Detroit,Kansas City,American,American,Central,Central,0,0,,,,,,
5058034,5058034,2026,2026-04-15T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Great American Ball Park,False,7,24,cincinnati-reds,san-francisco-giants,CIN,SF,Cincinnati Reds,San Francisco Giants,Reds,Giants,Reds,Giants,Cincinnati,San Francisco,National,National,Central,West,0,0,,,,,,
5058035,5058035,2026,2026-04-15T22:40:00.000Z,False,regular,STATUS_SCHEDULED,PNC Park,False,22,30,pittsburgh-pirates,washington-nationals,PIT,WSH,Pittsburgh Pirates,Washington Nationals,Pirates,Nationals,Pirates,Nationals,Pittsburgh,Washington,National,National,Central,East,0,0,,,,,,
5058036,5058036,2026,2026-04-15T23:05:00.000Z,False,regular,STATUS_SCHEDULED,Yankee Stadium,False,19,13,new-york-yankees,los-angeles-angels,NYY,LAA,New York Yankees,Los Angeles Angels,Yankees,Angels,Yankees,Angels,New York,Los Angeles,American,American,East,West,0,0,,,,,,
5058037,5058037,2026,2026-04-15T23:15:00.000Z,False,regular,STATUS_SCHEDULED,Truist Park,False,2,15,atlanta-braves,miami-marlins,ATL,MIA,Atlanta Braves,Miami Marlins,Braves,Marlins,Braves,Marlins,Atlanta,Miami,National,National,East,East,0,0,,,,,,
5058038,5058038,2026,2026-04-15T23:40:00.000Z,False,regular,STATUS_SCHEDULED,Rate Field,False,6,27,chicago-white-sox,tampa-bay-rays,CHW,TB,Chicago White Sox,Tampa Bay Rays,White Sox,Rays,White Sox,Rays,Chicago,Tampa Bay,American,American,Central,East,0,0,,,,,,
5058039,5058039,2026,2026-04-15T23:40:00.000Z,False,regular,STATUS_SCHEDULED,American Family Field,False,16,29,milwaukee-brewers,toronto-blue-jays,MIL,TOR,Milwaukee Brewers,Toronto Blue Jays,Brewers,Blue Jays,Brewers,Blue Jays,Milwaukee,Toronto,National,American,Central,East,0,0,,,,,,
5058040,5058040,2026,2026-04-16T00:10:00.000Z,False,regular,STATUS_SCHEDULED,Daikin Park,False,11,9,houston-astros,colorado-rockies,HOU,COL,Houston Astros,Colorado Rockies,Astros,Rockies,Astros,Rockies,Houston,Colorado,American,National,West,West,0,0,,,,,,
5058041,5058041,2026,2026-04-16T01:40:00.000Z,False,regular,STATUS_SCHEDULED,Petco Park,False,23,25,san-diego-padres,seattle-mariners,SD,SEA,San Diego Padres,Seattle Mariners,Padres,Mariners,Padres,Mariners,San Diego,Seattle,National,American,West,West,0,0,,,,,,
5058042,5058042,2026,2026-04-16T01:40:00.000Z,False,regular,STATUS_SCHEDULED,Sutter Health Park,False,20,28,oakland-athletics,texas-rangers,OAK,TEX,Oakland Athletics,Texas Rangers,Athletics,Rangers,Athletics,Rangers,Oakland,Texas,American,American,West,West,0,0,,,,,,
5058043,5058043,2026,2026-04-16T02:00:00.000Z,False,regular,STATUS_SCHEDULED,Dodger Stadium,False,14,18,los-angeles-dodgers,new-york-mets,LAD,NYM,Los Angeles Dodgers,New York Mets,Dodgers,Mets,Dodgers,Mets,Los Angeles,New York,National,National,West,East,0,0,,,,,,
