id,game_pk,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
5058296,5058296,2026,2026-05-05T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Citizens Bank Park,False,21,20,philadelphia-phillies,oakland-athletics,PHI,OAK,Philadelphia Phillies,Oakland Athletics,Phillies,Athletics,Phillies,Athletics,Philadelphia,Oakland,National,American,East,West,0,0,,,,,,
5058297,5058297,2026,2026-05-05T22:40:00.000Z,False,regular,STATUS_SCHEDULED,loanDepot park,False,15,3,miami-marlins,baltimore-orioles,MIA,BAL,Miami Marlins,Baltimore Orioles,Marlins,Orioles,Marlins,Orioles,Miami,Baltimore,National,American,East,East,0,0,,,,,,
5058298,5058298,2026,2026-05-05T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Comerica Park,False,10,4,detroit-tigers,boston-red-sox,DET,BOS,Detroit Tigers,Boston Red Sox,Tigers,Red Sox,Tigers,Red Sox,Detroit,Boston,American,American,Central,East,0,0,,,,,,
5058299,5058299,2026,2026-05-05T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Tropicana Field,False,27,29,tampa-bay-rays,toronto-blue-jays,TB,TOR,Tampa Bay Rays,Toronto Blue Jays,Rays,Blue Jays,Rays,Blue Jays,Tampa Bay,Toronto,American,American,East,East,0,0,,,,,,
5058300,5058300,2026,2026-05-05T22:45:00.000Z,False,regular,STATUS_SCHEDULED,Nationals Park,False,30,17,washington-nationals,minnesota-twins,WSH,MIN,Washington Nationals,Minnesota Twins,Nationals,Twins,Nationals,Twins,Washington,Minnesota,National,American,East,Central,0,0,,,,,,
5058301,5058301,2026,2026-05-05T23:05:00.000Z,False,regular,STATUS_SCHEDULED,Yankee Stadium,False,19,28,new-york-yankees,texas-rangers,NYY,TEX,New York Yankees,Texas Rangers,Yankees,Rangers,Yankees,Rangers,New York,Texas,American,American,East,West,0,0,,,,,,
5058302,5058302,2026,2026-05-05T23:40:00.000Z,False,regular,STATUS_SCHEDULED,Wrigley Field,False,5,7,chicago-cubs,cincinnati-reds,CHC,CIN,Chicago Cubs,Cincinnati Reds,Cubs,Reds,Cubs,Reds,Chicago,Cincinnati,National,National,Central,Central,0,0,,,,,,
5058303,5058303,2026,2026-05-05T23:40:00.000Z,False,regular,STATUS_SCHEDULED,Kauffman Stadium,False,12,8,kansas-city-royals,cleveland-guardians,KC,CLE,Kansas City Royals,Cleveland Guardians,Royals,Guardians,Royals,Guardians,Kansas City,Cleveland,American,American,Central,Central,0,0,,,,,,
5058304,5058304,2026,2026-05-05T23:45:00.000Z,False,regular,STATUS_SCHEDULED,Busch Stadium,False,26,16,st-louis-cardinals,milwaukee-brewers,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,Cardinals,Brewers,Cardinals,Brewers,St. Louis,Milwaukee,National,National,Central,Central,0,0,,,,,,
5058305,5058305,2026,2026-05-06T00:10:00.000Z,False,regular,STATUS_SCHEDULED,Daikin Park,False,11,14,houston-astros,los-angeles-dodgers,HOU,LAD,Houston Astros,Los Angeles Dodgers,Astros,Dodgers,Astros,Dodgers,Houston,Los Angeles,American,National,West,West,0,0,,,,,,
5058306,5058306,2026,2026-05-06T00:40:00.000Z,False,regular,STATUS_SCHEDULED,Coors Field,False,9,18,colorado-rockies,new-york-mets,COL,NYM,Colorado Rockies,New York Mets,Rockies,Mets,Rockies,Mets,Colorado,New York,National,National,West,East,0,0,,,,,,
5058307,5058307,2026,2026-05-06T01:38:00.000Z,False,regular,STATUS_SCHEDULED,Angel Stadium,False,13,6,los-angeles-angels,chicago-white-sox,LAA,CHW,Los Angeles Angels,Chicago White Sox,Angels,White Sox,Angels,White Sox,Los Angeles,Chicago,American,American,West,Central,0,0,,,,,,
5058308,5058308,2026,2026-05-06T01:40:00.000Z,False,regular,STATUS_SCHEDULED,T-Mobile Park,False,25,2,seattle-mariners,atlanta-braves,SEA,ATL,Seattle Mariners,Atlanta Braves,Mariners,Braves,Mariners,Braves,Seattle,Atlanta,American,National,West,East,0,0,,,,,,
5058309,5058309,2026,2026-05-06T01:40:00.000Z,False,regular,STATUS_SCHEDULED,Chase Field,False,1,22,arizona-diamondbacks,pittsburgh-pirates,ARI,PIT,Arizona Diamondbacks,Pittsburgh Pirates,Diamondbacks,Pirates,Diamondbacks,Pirates,Arizona,Pittsburgh,National,National,West,Central,0,0,,,,,,
5058310,5058310,2026,2026-05-06T01:45:00.000Z,False,regular,STATUS_SCHEDULED,Oracle Park,False,24,23,san-francisco-giants,san-diego-padres,SF,SD,San Francisco Giants,San Diego Padres,Giants,Padres,Giants,Padres,San Francisco,San Diego,National,National,West,West,0,0,,,,,,
