id,game_pk,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
5058778,5058778,2026,2026-06-10T17:10:00.000Z,False,regular,STATUS_SCHEDULED,Tropicana Field,False,27,4,tampa-bay-rays,boston-red-sox,TB,BOS,Tampa Bay Rays,Boston Red Sox,Rays,Red Sox,Rays,Red Sox,Tampa Bay,Boston,American,American,East,East,0,0,,,,,,
5058779,5058779,2026,2026-06-10T17:10:00.000Z,False,regular,STATUS_SCHEDULED,Progressive Field,False,8,19,cleveland-guardians,new-york-yankees,CLE,NYY,Cleveland Guardians,New York Yankees,Guardians,Yankees,Guardians,Yankees,Cleveland,New York,American,American,Central,East,0,0,,,,,,
5058780,5058780,2026,2026-06-10T19:45:00.000Z,False,regular,STATUS_SCHEDULED,Oracle Park,False,24,30,san-francisco-giants,washington-nationals,SF,WSH,San Francisco Giants,Washington Nationals,Giants,Nationals,Giants,Nationals,San Francisco,Washington,National,National,West,East,0,0,,,,,,
5058781,5058781,2026,2026-06-10T20:10:00.000Z,False,regular,STATUS_SCHEDULED,Petco Park,False,23,7,san-diego-padres,cincinnati-reds,SD,CIN,San Diego Padres,Cincinnati Reds,Padres,Reds,Padres,Reds,San Diego,Cincinnati,National,National,West,Central,0,0,,,,,,
5058782,5058782,2026,2026-06-10T22:35:00.000Z,False,regular,STATUS_SCHEDULED,Oriole Park at Camden Yards,False,3,25,baltimore-orioles,seattle-mariners,BAL,SEA,Baltimore Orioles,Seattle Mariners,Orioles,Mariners,Orioles,Mariners,Baltimore,Seattle,American,American,East,West,0,0,,,,,,
5058783,5058783,2026,2026-06-10T22:40:00.000Z,False,regular,STATUS_SCHEDULED,loanDepot park,False,15,1,miami-marlins,arizona-diamondbacks,MIA,ARI,Miami Marlins,Arizona Diamondbacks,Marlins,Diamondbacks,Marlins,Diamondbacks,Miami,Arizona,National,National,East,West,0,0,,,,,,
5058784,5058784,2026,2026-06-10T22:40:00.000Z,False,regular,STATUS_SCHEDULED,PNC Park,False,22,14,pittsburgh-pirates,los-angeles-dodgers,PIT,LAD,Pittsburgh Pirates,Los Angeles Dodgers,Pirates,Dodgers,Pirates,Dodgers,Pittsburgh,Los Angeles,National,National,Central,West,0,0,,,,,,
5058785,5058785,2026,2026-06-10T22:40:00.000Z,False,regular,STATUS_SCHEDULED,Comerica Park,False,10,17,detroit-tigers,minnesota-twins,DET,MIN,Detroit Tigers,Minnesota Twins,Tigers,Twins,Tigers,Twins,Detroit,Minnesota,American,American,Central,Central,0,0,,,,,,
5058786,5058786,2026,2026-06-10T23:07:00.000Z,False,regular,STATUS_SCHEDULED,Rogers Centre,False,29,21,toronto-blue-jays,philadelphia-phillies,TOR,PHI,Toronto Blue Jays,Philadelphia Phillies,Blue Jays,Phillies,Blue Jays,Phillies,Toronto,Philadelphia,American,National,East,East,0,0,,,,,,
5058787,5058787,2026,2026-06-10T23:10:00.000Z,False,regular,STATUS_SCHEDULED,Citi Field,False,18,26,new-york-mets,st-louis-cardinals,NYM,STL,New York Mets,St. Louis Cardinals,Mets,Cardinals,Mets,Cardinals,New York,St. Louis,National,National,East,Central,0,0,,,,,,
5058788,5058788,2026,2026-06-10T23:40:00.000Z,False,regular,STATUS_SCHEDULED,Rate Field,False,6,2,chicago-white-sox,atlanta-braves,CHW,ATL,Chicago White Sox,Atlanta Braves,White Sox,Braves,White Sox,Braves,Chicago,Atlanta,American,National,Central,East,0,0,,,,,,
5058789,5058789,2026,2026-06-10T23:40:00.000Z,False,regular,STATUS_SCHEDULED,Kauffman Stadium,False,12,28,kansas-city-royals,texas-rangers,KC,TEX,Kansas City Royals,Texas Rangers,Royals,Rangers,Royals,Rangers,Kansas City,Texas,American,American,Central,West,0,0,,,,,,
5058790,5058790,2026,2026-06-11T00:40:00.000Z,False,regular,STATUS_SCHEDULED,Coors Field,False,9,5,colorado-rockies,chicago-cubs,COL,CHC,Colorado Rockies,Chicago Cubs,Rockies,Cubs,Rockies,Cubs,Colorado,Chicago,National,National,West,Central,0,0,,,,,,
5058791,5058791,2026,2026-06-11T01:05:00.000Z,False,regular,STATUS_SCHEDULED,Las Vegas Ballpark,False,20,16,oakland-athletics,milwaukee-brewers,OAK,MIL,Oakland Athletics,Milwaukee Brewers,Athletics,Brewers,Athletics,Brewers,Oakland,Milwaukee,American,National,West,Central,0,0,,,,,,
5058792,5058792,2026,2026-06-11T01:38:00.000Z,False,regular,STATUS_SCHEDULED,Angel Stadium,False,13,11,los-angeles-angels,houston-astros,LAA,HOU,Los Angeles Angels,Houston Astros,Angels,Astros,Angels,Astros,Los Angeles,Houston,American,American,West,West,0,0,,,,,,
