game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
244193,,
244201,,
244195,,
244196,,
244200,,
244206,,
244203,,
244194,,
244199,,
244197,,
244204,,
244202,,
244198,,
244205,,
244210,,
244215,1.0,1.0
244209,4.0,1.0
244241,4.0,0.0
244207,4.0,2.0
244213,3.0,2.0
244212,2.0,6.0
244208,3.0,3.0
244211,1.0,2.0
246571,3.0,3.0
244229,4.5,0.5
244230,2.5,1.5
244218,3.0,2.0
244223,8.0,6.0
244219,3.5,3.0
244224,5.0,7.0
244228,4.0,4.0
244216,5.0,2.5
244217,1.0,1.0
244227,3.0,2.5
244220,0.0,3.0
244226,5.0,3.5
244225,3.5,2.0
244221,3.5,4.0
244222,5.0,8.0
244237,7.0,7.0
244232,3.0,2.6666666666666665
244240,2.6666666666666665,2.0
244214,3.5,3.0
244236,7.0,4.5
244239,5.0,3.0
244231,2.0,2.0
244233,1.5,2.5
244234,3.6666666666666665,5.333333333333333
244235,4.0,5.0
244254,2.5,3.0
244255,3.0,2.5
244243,4.0,3.6666666666666665
244249,3.3333333333333335,5.0
244247,2.6666666666666665,4.0
244253,5.0,4.333333333333333
244248,4.333333333333333,5.333333333333333
244256,3.0,3.6666666666666665
244246,2.3333333333333335,2.5
244244,4.0,3.3333333333333335
244245,2.3333333333333335,5.75
244242,3.3333333333333335,4.0
244251,2.6666666666666665,2.0
244252,4.25,4.0
244269,3.6,3.0
244270,4.25,3.0
244265,6.333333333333333,2.75
244266,3.75,2.2
244261,2.75,3.4
244257,4.0,3.75
244259,4.8,3.25
244263,4.0,5.5
244271,3.5,4.5
244268,4.75,3.75
244258,4.75,4.0
244262,2.25,3.75
244260,3.25,5.2
244264,3.0,4.5
244267,4.4,3.75
244284,4.166666666666667,3.2
244285,4.4,3.6666666666666665
244280,5.5,3.2
244278,3.8,5.0
244286,3.6,4.6
244283,4.8,3.4
244276,3.4,3.6666666666666665
244277,2.0,4.2
244274,4.333333333333333,3.4
244279,2.6,4.6
244272,4.0,3.6
244281,3.8,2.3333333333333335
244282,4.5,3.0
244275,3.0,5.166666666666667
244273,5.0,3.8
244289,3.857142857142857,3.0
244293,2.6666666666666665,2.8333333333333335
244292,4.833333333333333,3.0
244295,4.833333333333333,4.0
244297,5.0,2.5
244294,3.3333333333333335,3.8333333333333335
244296,4.333333333333333,4.428571428571429
244287,3.1666666666666665,4.666666666666667
244290,4.833333333333333,5.4
244291,2.0,5.333333333333333
244299,3.4285714285714284,3.7142857142857144
244298,2.8333333333333335,4.142857142857143
244288,3.5,4.0
244300,2.4285714285714284,3.8333333333333335
244306,3.5,3.3333333333333335
244307,4.0,3.5714285714285716
244301,3.4285714285714284,4.428571428571429
244304,5.285714285714286,5.333333333333333
244305,2.4285714285714284,5.142857142857143
244310,3.25,3.5
244309,2.4285714285714284,3.75
244302,3.142857142857143,3.5714285714285716
244314,4.5,3.4285714285714284
244316,2.625,4.625
244317,5.428571428571429,3.142857142857143
244313,3.75,4.0
244324,2.625,3.7777777777777777
244320,3.625,3.375
244318,3.2857142857142856,3.142857142857143
244319,3.0,2.7142857142857144
244322,4.285714285714286,4.5
244312,3.25,4.75
244315,5.125,5.571428571428571
244325,3.0,3.2222222222222223
244311,2.5,4.142857142857143
244323,5.0,2.142857142857143
244329,3.25,3.75
