game_pk,home_batting_hr_per_g_rolling_5,away_batting_hr_per_g_rolling_5
244193,,
244201,,
244195,,
244196,,
244200,,
244206,,
244203,,
244194,,
244199,,
244197,,
244204,,
244202,,
244198,,
244205,,
244210,,
244215,0.0,3.0
244209,2.0,2.0
244241,4.0,1.0
244207,0.0,2.0
244213,0.0,2.0
244212,1.0,0.0
244208,5.0,3.0
244211,1.0,0.0
246571,0.0,1.0
244229,3.0,1.0
244230,0.0,2.5
244218,2.5,2.0
244223,1.0,2.0
244219,2.0,1.5
244224,0.0,1.0
244228,2.0,0.0
244216,0.5,1.5
244217,2.0,0.0
244227,0.0,1.0
244220,1.0,1.0
244226,2.0,0.5
244225,0.5,0.0
244221,0.0,0.5
244222,3.0,0.0
244237,0.5,1.0
244232,1.3333333333333333,2.0
244240,0.6666666666666666,1.3333333333333333
244214,1.0,1.0
244236,1.0,1.5
244239,1.3333333333333333,0.6666666666666666
244231,2.5,0.5
244233,0.5,0.5
244234,0.0,0.6666666666666666
244235,1.5,1.0
244254,1.75,2.3333333333333335
244255,2.0,1.75
244243,0.6666666666666666,1.6666666666666667
244249,2.3333333333333335,0.3333333333333333
244247,0.6666666666666666,2.0
244253,1.0,1.6666666666666667
244248,2.0,0.6666666666666666
244256,2.6666666666666665,0.6666666666666666
244246,0.3333333333333333,0.5
244244,1.0,2.0
244245,2.0,0.5
244242,0.3333333333333333,1.0
244251,0.0,1.0
244252,0.25,1.0
244269,1.8,2.0
244270,2.25,1.8
244265,0.6666666666666666,0.5
244266,0.0,0.8
244261,0.75,0.8
244257,0.25,0.75
244259,1.0,1.75
244263,2.0,0.75
244271,2.25,0.5
244268,0.75,2.0
244258,0.75,1.75
244262,0.5,1.5
244260,1.75,0.6
244264,2.0,0.5
244267,0.4,0.75
244284,1.4,1.8
244285,1.8,1.4
244280,0.5,1.0
244278,1.6,0.8
244286,2.0,0.6
244283,0.8,1.6
244276,0.8,0.8
244277,0.4,1.4
244274,1.2,1.4
244279,2.2,0.6
244272,0.8,1.2
244281,0.2,0.6
244282,1.0,0.6
244275,1.4,0.6
244273,0.8,2.0
244289,1.4,1.0
244293,1.0,1.4
244292,1.8,1.8
244295,0.4,1.0
244297,0.6,0.0
244294,2.4,1.0
244296,0.6,1.2
244287,1.8,0.6
244290,1.2,0.6
244291,0.4,2.2
244299,1.0,1.2
244298,0.4,0.6
244288,0.2,1.2
244300,0.6,0.8
244306,1.4,0.8
244307,2.6,1.0
244301,1.8,0.6
244304,1.2,1.0
244305,0.6,2.0
244310,0.8,1.8
244309,0.4,1.0
244302,0.6,1.4
244314,1.0,1.8
244316,0.8,1.0
244317,1.6,1.6
244313,0.6,1.2
244324,0.6,1.0
244320,2.0,0.8
244318,1.2,0.4
244319,1.2,1.2
244322,0.6,1.6
244312,2.0,1.0
244315,1.4,1.0
244325,0.8,1.2
244311,0.2,1.0
244323,1.0,0.0
244329,0.6,0.4
244330,1.2,0.2
244328,1.0,0.4
244333,1.4,1.0
244331,0.8,1.6
244327,1.6,1.8
244332,0.8,1.6
244334,0.4,1.6
244326,0.8,1.2
244308,1.2,0.4
244341,1.0,0.8
244349,1.2,1.2
244348,1.4,1.4
244337,1.2,0.4
244344,1.6,0.2
244347,2.0,0.6
244338,1.6,1.4
244346,1.0,1.8
244339,1.8,1.6
