game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
244193,,,,
244201,,,,
244195,,,,
244196,,,,
244200,,,,
244206,,,,
244203,,,,
244194,,,,
244199,,,,
244197,,,,
244204,,,,
244202,,,,
244198,,,,
244205,,,,
244210,,,,
244215,1.0,4.0,1.0,4.0
244209,12.0,5.0,12.0,5.0
244241,12.0,6.0,12.0,6.0
244207,2.0,4.0,2.0,4.0
244213,1.0,6.0,1.0,6.0
244212,4.0,6.0,4.0,6.0
244208,9.0,8.0,9.0,8.0
244211,3.0,0.0,3.0,0.0
246571,1.0,4.0,1.0,4.0
244229,10.0,4.5,10.0,4.5
244230,0.5,4.0,0.5,4.0
244218,4.5,5.5,4.5,5.5
244223,10.0,5.0,10.0,5.0
244219,8.5,4.5,8.5,4.5
244224,1.0,2.0,1.0,2.0
244228,5.0,3.0,5.0,3.0
244216,2.5,3.0,2.5,3.0
244217,9.0,1.0,9.0,1.0
244227,3.5,5.5,3.5,5.5
244220,4.0,2.0,4.0,2.0
244226,6.5,4.5,6.5,4.5
244225,3.5,3.0,3.5,3.0
244221,2.5,3.0,2.5,3.0
244222,10.0,6.0,10.0,6.0
244237,4.0,5.5,4.0,5.5
244232,6.0,4.666666666666667,6.0,4.666666666666667
244240,4.333333333333333,5.333333333333333,4.333333333333333,5.333333333333333
244214,3.5,5.0,3.5,5.0
244236,8.5,5.0,8.5,5.0
244239,5.666666666666667,5.333333333333333,5.666666666666667,5.333333333333333
244231,8.5,3.0,8.5,3.0
244233,2.0,2.0,2.0,2.0
244234,2.3333333333333335,3.6666666666666665,2.3333333333333335,3.6666666666666665
244235,6.0,5.0,6.0,5.0
244254,4.0,9.666666666666666,4.0,9.666666666666666
244255,4.666666666666667,6.0,4.666666666666667,6.0
244243,3.6666666666666665,5.666666666666667,3.6666666666666665,5.666666666666667
244249,6.666666666666667,4.333333333333333,6.666666666666667,4.333333333333333
244247,2.0,7.0,2.0,7.0
244253,6.333333333333333,4.666666666666667,6.333333333333333,4.666666666666667
244248,8.666666666666666,5.666666666666667,8.666666666666666,5.666666666666667
244256,6.333333333333333,4.333333333333333,6.333333333333333,4.333333333333333
244246,1.6666666666666667,3.25,1.6666666666666667,3.25
244244,4.75,3.6666666666666665,4.75,3.6666666666666665
244245,3.6666666666666665,3.5,3.6666666666666665,3.5
244242,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335
244251,4.0,4.5,4.0,4.5
244252,2.75,6.333333333333333,2.75,6.333333333333333
244269,6.2,7.75,6.2,7.75
244270,5.25,7.4,5.25,7.4
244265,5.333333333333333,4.25,5.333333333333333,4.25
244266,4.0,4.6,4.0,4.6
244261,2.5,5.0,2.5,5.0
244257,4.25,3.25,4.25,3.25
244259,4.8,3.5,4.8,3.5
244263,7.75,5.25,7.75,5.25
244271,6.25,4.5,6.25,4.5
244268,6.0,4.5,6.0,4.5
244258,3.75,5.0,3.75,5.0
244262,1.75,6.25,1.75,6.25
244260,5.0,3.6,5.0,3.6
244264,7.5,4.0,7.5,4.0
244267,3.6,5.5,3.6,5.5
244284,6.0,6.8,5.833333333333333,6.8
244285,5.0,6.0,5.0,7.0
244280,4.5,5.4,4.5,5.4
244278,7.0,5.8,7.0,5.8
