game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
265973,2010-09-14,115,135,Colorado Rockies,San Diego Padres,138,142,427.0,451.7,400,354,0.94,0.78,183,135,0.43,0.3,139,135,0.33,0.3,387,494,0.91,1.09,45,35,0.11,0.08,3.86,2.69,1.26,1.08,8.16,9.84,2.78,3.66,0.95,0.7,2.93,2.69
265978,2010-09-14,137,119,San Francisco Giants,Los Angeles Dodgers,139,141,406.0,441.0,373,397,0.92,0.9,146,199,0.36,0.45,191,190,0.47,0.43,391,383,0.96,0.87,27,36,0.07,0.08,3.24,4.06,1.39,1.33,8.67,7.82,2.05,2.02,0.6,0.73,4.23,3.88
265977,2010-09-14,138,112,St. Louis Cardinals,Chicago Cubs,136,143,406.3,425.7,384,437,0.95,1.03,166,234,0.41,0.55,144,215,0.35,0.51,293,436,0.72,1.02,42,52,0.1,0.12,3.68,4.95,1.3,1.53,6.49,9.22,2.03,2.03,0.93,1.1,3.19,4.55
265976,2010-09-14,117,158,Houston Astros,Milwaukee Brewers,140,141,411.0,458.3,456,466,1.11,1.02,196,239,0.48,0.52,153,196,0.37,0.43,309,434,0.75,0.95,41,48,0.1,0.1,4.29,4.69,1.48,1.44,6.77,8.52,2.02,2.21,0.9,0.94,3.35,3.85
265975,2010-09-14,144,120,Atlanta Braves,Washington Nationals,143,142,418.7,478.7,341,432,0.81,0.9,143,183,0.34,0.38,173,191,0.41,0.4,449,446,1.07,0.93,30,43,0.07,0.09,3.07,3.44,1.23,1.3,9.65,8.39,2.6,2.34,0.64,0.81,3.72,3.59
265974,2010-09-14,110,141,Baltimore Orioles,Toronto Blue Jays,142,139,437.7,428.0,477,406,1.09,0.95,219,189,0.5,0.44,166,172,0.38,0.4,360,356,0.82,0.83,57,44,0.13,0.1,4.5,3.97,1.47,1.35,7.4,7.49,2.17,2.07,1.17,0.93,3.41,3.62
265972,2010-09-14,121,134,New York Mets,Pittsburgh Pirates,136,141,425.0,478.0,407,467,0.96,0.98,165,240,0.39,0.5,189,214,0.44,0.45,380,423,0.89,0.88,36,49,0.08,0.1,3.49,4.52,1.4,1.42,8.05,7.96,2.01,1.98,0.76,0.92,4.0,4.03
265968,2010-09-14,145,142,Chicago White Sox,Minnesota Twins,138,134,385.3,389.3,372,374,0.97,0.96,156,144,0.4,0.37,161,120,0.42,0.31,380,279,0.99,0.72,36,36,0.09,0.09,3.64,3.33,1.38,1.27,8.88,6.45,2.36,2.33,0.84,0.83,3.76,2.77
265970,2010-09-14,118,133,Kansas City Royals,Oakland Athletics,138,136,439.0,388.0,467,358,1.06,0.92,222,157,0.51,0.4,188,154,0.43,0.4,322,351,0.73,0.9,50,47,0.11,0.12,4.55,3.64,1.49,1.32,6.6,8.14,1.71,2.28,1.03,1.09,3.85,3.57
265969,2010-09-14,139,147,Tampa Bay Rays,New York Yankees,137,141,390.3,403.0,339,337,0.87,0.84,156,148,0.4,0.37,131,154,0.34,0.38,333,342,0.85,0.85,40,39,0.1,0.1,3.6,3.31,1.2,1.22,7.68,7.64,2.54,2.22,0.92,0.87,3.02,3.44
265967,2010-09-14,140,116,Texas Rangers,Detroit Tigers,137,141,438.0,416.3,375,406,0.86,0.98,161,185,0.37,0.44,182,184,0.42,0.44,376,292,0.86,0.7,40,35,0.09,0.08,3.31,4.0,1.27,1.42,7.73,6.31,2.07,1.59,0.82,0.76,3.74,3.98
265966,2010-09-14,136,111,Seattle Mariners,Boston Red Sox,134,141,373.3,397.3,358,363,0.96,0.91,168,184,0.45,0.46,152,174,0.41,0.44,268,329,0.72,0.83,42,57,0.11,0.14,4.05,4.17,1.37,1.35,6.46,7.45,1.76,1.89,1.01,1.29,3.66,3.94
265965,2010-09-14,113,109,Cincinnati Reds,Arizona Diamondbacks,140,141,428.7,395.3,412,445,0.96,1.13,196,255,0.46,0.65,179,197,0.42,0.5,368,295,0.86,0.75,42,57,0.1,0.14,4.12,5.81,1.38,1.62,7.73,6.72,2.06,1.5,0.88,1.3,3.76,4.48
265964,2010-09-14,114,108,Cleveland Indians,Los Angeles Angels,135,134,423.7,381.3,409,377,0.97,0.99,190,184,0.45,0.48,192,202,0.45,0.53,328,330,0.77,0.87,46,31,0.11,0.08,4.04,4.34,1.42,1.52,6.97,7.79,1.71,1.63,0.98,0.73,4.08,4.77
265971,2010-09-14,146,143,Florida Marlins,Philadelphia Phillies,139,132,428.7,373.0,400,366,0.93,0.98,192,168,0.45,0.45,196,152,0.46,0.41,372,331,0.87,0.89,40,33,0.09,0.09,4.03,4.05,1.39,1.39,7.81,7.99,1.9,2.18,0.84,0.8,4.12,3.67
