game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
566083,,,,
566084,7.0,9.0,7.0,9.0
565220,,,,
565702,,,,
565799,,,,
565895,,,,
566086,5.5,,5.5,
566275,,,,
566372,7.0,,7.0,
566664,,,,
566763,,,,
566864,,,,
566962,,,,
567059,,,,
567359,,,,
567456,,,,
567552,,,,
565800,12.0,5.0,12.0,5.0
566087,5.0,0.0,5.0,0.0
566276,2.0,0.0,2.0,0.0
566373,8.666666666666666,4.0,8.666666666666666,4.0
566665,1.0,5.0,1.0,5.0
566865,0.0,2.0,0.0,2.0
567360,3.0,6.0,3.0,6.0
567553,5.0,4.0,5.0,4.0
565703,5.0,3.0,5.0,3.0
565801,8.0,5.0,8.0,5.0
565896,0.0,2.0,0.0,2.0
566088,4.25,3.0,4.25,3.0
566277,3.0,0.5,3.0,0.5
566374,8.0,5.5,8.0,5.5
566666,2.5,3.5,2.5,3.5
566764,4.0,12.0,4.0,12.0
566866,3.0,1.0,3.0,1.0
566963,2.0,0.0,2.0,0.0
567060,10.0,4.0,10.0,4.0
567361,2.0,6.0,2.0,6.0
567457,7.0,2.0,7.0,2.0
567554,5.0,6.5,5.0,6.5
565222,5.0,3.0,5.0,3.0
565704,6.5,4.5,6.5,4.5
565802,11.333333333333334,5.0,11.333333333333334,5.0
565897,4.0,6.5,4.0,6.5
566089,4.2,2.6666666666666665,4.2,2.6666666666666665
566278,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.3333333333333333
566375,7.6,5.333333333333333,7.6,5.333333333333333
566667,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
566765,6.0,9.0,6.0,9.0
566867,3.0,0.6666666666666666,3.0,0.6666666666666666
566964,1.5,1.0,1.5,1.0
567061,9.0,5.0,9.0,5.0
567362,3.6666666666666665,5.0,3.6666666666666665,5.0
567458,5.0,3.5,5.0,3.5
567555,4.666666666666667,5.0,4.666666666666667,5.0
565223,2.5,4.75,2.5,4.75
565316,1.6666666666666667,5.0,1.6666666666666667,5.0
565803,10.5,1.25,10.5,1.25
566090,3.2,6.0,3.8333333333333335,6.0
566180,4.0,4.75,4.0,4.75
566279,2.75,5.5,2.75,5.5
566376,7.8,2.25,8.0,2.25
566668,2.75,3.75,2.75,3.75
566766,7.666666666666667,2.25,7.666666666666667,2.25
566868,3.0,4.666666666666667,3.0,4.666666666666667
567157,3.6666666666666665,9.333333333333334,3.6666666666666665,9.333333333333334
567363,3.5,6.0,3.5,6.0
567459,5.0,1.5,5.0,1.5
565224,2.6666666666666665,4.6,2.6666666666666665,4.6
565705,5.333333333333333,4.0,5.333333333333333,4.0
565804,8.8,1.8,8.8,1.8
565898,4.666666666666667,7.666666666666667,4.666666666666667,7.666666666666667
