Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2010-08-10,LAA,KC,3,1,-245,225,-240,220,8.5,8.5,8.5,8.5,-110,-110,106,-116
2010-08-10,CHW,MIN,6,12,-104,-101,103,-113,9.0,9.0,9.0,9.0,-115,-105,-105,-105
2010-08-10,CLE,BAL,8,14,-133,123,-136,126,9.0,9.0,9.0,9.0,-115,-105,-108,-102
2010-08-10,DET,TB,0,8,-114,104,-102,-108,8.0,8.0,8.5,8.5,105,-125,-102,-108
2010-08-10,SEA,OAK,2,0,-132,122,-129,119,6.5,6.5,6.5,6.5,-120,110,100,-110
2010-08-10,TEX,NYY,4,3,-134,124,-142,132,9.5,9.5,10.0,10.0,-115,-105,-105,-105
2010-08-10,TOR,BOS,5,7,-125,115,-127,117,8.0,8.0,8.0,8.0,-110,-110,-105,-105
2010-08-10,CIN,SLC,4,8,-129,124,-130,120,8.0,8.0,9.0,9.0,100,-110,107,-117
2010-08-10,HOU,ATL,2,4,136,-146,137,-147,7.5,7.5,8.0,8.0,100,-120,-103,-107
2010-08-10,MIL,ARI,1,2,-130,110,-132,124,9.0,9.0,9.0,9.0,-125,105,102,-113
2010-08-10,NYM,COL,1,0,140,-150,146,-156,7.0,7.0,7.5,7.5,-105,-115,-115,105
2010-08-10,PHI,LAD,9,15,-105,-105,-108,-102,8.5,8.5,9.0,9.0,-110,-110,-105,-105
2010-08-10,SD,PIT,4,1,-195,183,-205,188,7.0,7.0,7.0,7.0,-115,-105,-120,110
2010-08-10,SF,CHC,6,8,-176,166,-193,182,6.5,6.5,6.5,6.5,-105,-115,-109,-101
2010-08-10,WAS,FLO,2,8,-177,167,-178,168,7.0,7.0,7.0,7.0,-125,105,-115,105
