Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2010-04-14,BAL,TB,1,9,134,-144,145,-155,9.0,9.0,9.0,9.0,-125,105,100,-120
2010-04-14,CLE,TEX,2,6,101,-111,-110,100,8.0,8.0,8.5,8.5,-120,100,-110,-110
2010-04-14,DET,KC,3,7,-167,157,-176,166,9.0,9.0,9.5,9.5,-115,-105,100,-120
2010-04-14,MIN,BOS,3,6,116,-126,103,-113,8.5,8.5,9.0,9.0,100,-120,100,-120
2010-04-14,NYY,LAA,3,5,-205,188,-193,182,10.0,10.0,10.0,10.0,-115,-105,105,-125
2010-04-14,SEA,OAK,4,2,100,-110,-105,-105,7.5,7.5,7.5,7.5,-105,-115,-105,-115
2010-04-14,TOR,CHW,1,11,104,-114,110,-120,8.5,8.5,8.0,8.0,-115,-105,-110,-110
2010-04-14,CHC,MIL,7,6,-140,120,-137,129,11.0,11.0,10.5,10.5,-110,-110,101,-111
2010-04-14,COL,NYM,6,5,-192,181,-175,165,10.0,10.0,9.5,9.5,-120,100,-125,105
2010-04-14,FLO,CIN,5,3,-121,111,-134,124,9.0,9.0,9.0,9.0,100,-120,-125,105
2010-04-14,LAD,ARI,7,9,-190,180,-175,165,8.0,8.0,8.5,8.5,-110,-110,-115,-105
2010-04-14,PHI,WAS,14,7,-230,210,-176,166,10.0,10.0,10.0,10.0,-110,-110,105,-125
2010-04-14,SD,ATL,1,6,128,-138,120,-130,7.0,7.0,7.0,7.0,-105,-115,-120,100
2010-04-14,SF,PIT,6,0,-182,172,-177,167,8.5,8.5,8.5,8.5,-115,-105,-115,-105
2010-04-14,SLC,HOU,2,1,-225,205,-238,218,8.5,8.5,8.5,8.5,-120,100,-105,-115
