game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
381362,2014-05-31,3.0,2.0,2,4,0,7,0,4,1,2,0,1,0.0,31.5,0.67,4.0,3.0,9.0,0.0,0.5,0.0,4.5,0.0,18.0
381363,2014-05-31,4.0,3.0,5,4,3,2,5,3,4,3,0,0,6.75,6.0,2.5,2.33,9.0,9.0,0.8,1.0,0.0,0.0,11.25,9.0
381364,2014-05-31,3.0,2.8,2,1,1,0,1,0,4,3,1,0,3.0,0.0,1.0,0.36,12.0,9.64,4.0,0.0,3.0,0.0,3.0,0.0
381365,2014-05-31,3.8,2.0,5,0,2,0,0,0,3,3,0,0,4.74,0.0,1.32,0.0,7.11,13.5,0.0,0.0,0.0,0.0,0.0,0.0
381366,2014-05-31,4.9,1.9,2,1,0,0,0,1,4,2,0,0,0.0,0.0,0.41,1.05,7.35,9.47,0.0,2.0,0.0,0.0,0.0,4.74
381367,2014-05-31,3.0,2.9,4,3,4,1,1,1,3,3,2,0,12.0,3.1,1.67,1.38,9.0,9.31,3.0,3.0,6.0,0.0,3.0,3.1
381368,2014-05-31,3.0,4.0,3,1,0,0,2,0,4,5,0,0,0.0,0.0,1.67,0.25,12.0,11.25,2.0,0.0,0.0,0.0,6.0,0.0
381369,2014-05-31,3.0,7.8,4,9,0,5,1,1,3,5,0,0,0.0,5.77,1.67,1.28,9.0,5.77,3.0,5.0,0.0,0.0,3.0,1.15
381370,2014-05-31,1.0,2.0,1,3,0,2,0,2,3,3,0,0,0.0,9.0,1.0,2.5,27.0,13.5,0.0,1.5,0.0,0.0,0.0,9.0
381371,2014-05-31,8.0,7.9,3,7,1,1,5,4,8,6,0,0,1.12,1.14,1.0,1.39,9.0,6.84,1.6,1.5,0.0,0.0,5.62,4.56
381372,2014-05-31,3.0,4.8,1,3,0,1,0,1,2,6,0,1,0.0,1.88,0.33,0.83,6.0,11.25,0.0,6.0,0.0,1.88,0.0,1.88
381373,2014-05-31,5.9,3.0,3,0,1,0,5,1,4,5,0,0,1.53,0.0,1.36,0.33,6.1,15.0,0.8,5.0,0.0,0.0,7.63,3.0
381374,2014-05-31,3.0,2.0,0,2,0,1,0,3,6,3,0,0,0.0,4.5,0.0,2.5,18.0,13.5,0.0,1.0,0.0,0.0,0.0,13.5
381375,2014-05-31,2.0,4.9,3,5,1,2,0,1,2,2,1,1,4.5,3.67,1.5,1.22,9.0,3.67,0.0,2.0,4.5,1.84,0.0,1.84
381376,2014-05-31,3.0,6.0,1,5,0,5,0,1,4,8,0,2,0.0,7.5,0.33,1.0,12.0,12.0,0.0,8.0,0.0,3.0,0.0,1.5
