game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
382324,2014-09-12,4.0,2,1,1,6,1,2.25,0.75,13.5,6.0,2.25,2.25,3.6667,1,2,6,5,0,4.91,1.91,12.27,0.83,0.0,14.73
382730,2014-09-12,2.0,0,0,2,4,0,0.0,1.0,18.0,2.0,0.0,9.0,1.0,3,1,1,1,0,9.0,4.0,9.0,1.0,0.0,9.0
382731,2014-09-12,2.0,0,0,1,6,0,0.0,0.5,27.0,6.0,0.0,4.5,3.0,0,0,0,2,0,0.0,0.0,6.0,0.0,0.0,0.0
382732,2014-09-12,3.0,2,0,0,6,0,0.0,0.67,18.0,0.0,0.0,0.0,3.6667,5,3,1,4,0,7.36,1.64,9.82,4.0,0.0,2.45
382733,2014-09-12,2.3333,1,0,2,3,0,0.0,1.29,11.57,1.5,0.0,7.71,2.3333,3,1,2,3,0,3.86,2.14,11.57,1.5,0.0,7.71
382734,2014-09-12,1.3333,1,1,1,1,0,6.75,1.5,6.75,1.0,0.0,6.75,1.6667,4,3,1,1,0,16.2,3.0,5.4,1.0,0.0,5.4
382735,2014-09-12,1.0,2,0,0,2,0,0.0,2.0,18.0,0.0,0.0,0.0,2.0,2,1,2,0,0,4.5,2.0,0.0,0.0,0.0,9.0
382736,2014-09-12,4.0,2,0,1,6,0,0.0,0.75,13.5,6.0,0.0,2.25,3.6667,7,2,2,3,1,4.91,2.45,7.36,1.5,2.45,4.91
382737,2014-09-12,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,7,5,4,5,2,6.43,1.57,6.43,1.25,2.57,5.14
382738,2014-09-12,3.0,0,0,0,4,0,0.0,0.0,12.0,0.0,0.0,0.0,2.3333,2,2,2,3,1,7.71,1.71,11.57,1.5,3.86,7.71
382740,2014-09-12,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0,3.0,2,3,3,4,0,9.0,1.67,12.0,1.33,0.0,9.0
382741,2014-09-12,3.0,2,0,1,4,0,0.0,1.0,12.0,4.0,0.0,3.0,3.0,3,1,0,2,1,3.0,1.0,6.0,0.0,3.0,0.0
382742,2014-09-12,4.0,3,0,2,5,0,0.0,1.25,11.25,2.5,0.0,4.5,3.0,3,0,0,2,0,0.0,1.0,6.0,0.0,0.0,0.0
382743,2014-09-12,2.0,0,0,1,0,0,0.0,0.5,0.0,0.0,0.0,4.5,2.0,0,0,0,3,0,0.0,0.0,13.5,0.0,0.0,0.0
382744,2014-09-12,3.6667,2,0,2,5,0,0.0,1.09,12.27,2.5,0.0,4.91,1.3333,1,0,0,4,0,0.0,0.75,27.0,0.0,0.0,0.0
