game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
382100,2014-07-27,2.0,1.8,2,0,0,0,1,0,2,3,0,0,0.0,0.0,1.5,0.0,9.0,15.0,2.0,0.0,0.0,0.0,4.5,0.0
382101,2014-07-27,5.0,4.0,5,2,2,1,4,2,6,8,0,1,3.6,2.25,1.8,1.0,10.8,18.0,1.5,4.0,0.0,2.25,7.2,4.5
382102,2014-07-27,3.0,3.9,0,2,0,0,2,1,5,6,0,0,0.0,0.0,0.67,0.77,15.0,13.85,2.5,6.0,0.0,0.0,6.0,2.31
382103,2014-07-27,3.0,2.0,4,2,1,3,1,2,2,0,1,0,3.0,13.5,1.67,2.0,6.0,0.0,2.0,0.0,3.0,0.0,3.0,9.0
382104,2014-07-27,4.0,2.0,7,1,4,0,1,0,2,0,2,0,9.0,0.0,2.0,0.5,4.5,0.0,2.0,0.0,4.5,0.0,2.25,0.0
382105,2014-07-27,3.9,1.0,0,2,0,1,0,0,4,1,0,1,0.0,9.0,0.0,2.0,9.23,9.0,0.0,0.0,0.0,9.0,0.0,0.0
382106,2014-07-27,3.0,3.0,0,1,0,0,1,1,2,4,0,0,0.0,0.0,0.33,0.67,6.0,12.0,2.0,4.0,0.0,0.0,3.0,3.0
382107,2014-07-27,2.9,3.8,1,1,0,1,1,0,5,5,0,1,0.0,2.37,0.69,0.26,15.52,11.84,5.0,0.0,0.0,2.37,3.1,0.0
382108,2014-07-27,2.0,2.9,2,2,0,0,0,0,1,2,0,0,0.0,0.0,1.0,0.69,4.5,6.21,0.0,0.0,0.0,0.0,0.0,0.0
382109,2014-07-27,4.8,4.0,4,1,1,1,1,0,1,3,0,1,1.88,2.25,1.04,0.25,1.88,6.75,1.0,0.0,0.0,2.25,1.88,0.0
382110,2014-07-27,5.0,4.9,10,4,5,1,0,0,4,4,3,1,9.0,1.84,2.0,0.82,7.2,7.35,0.0,0.0,5.4,1.84,0.0,0.0
382111,2014-07-27,2.8,2.0,2,2,0,2,0,2,2,2,0,0,0.0,9.0,0.71,2.0,6.43,9.0,0.0,1.0,0.0,0.0,0.0,9.0
382112,2014-07-27,2.9,2.0,2,1,0,0,0,0,2,1,0,0,0.0,0.0,0.69,0.5,6.21,4.5,0.0,0.0,0.0,0.0,0.0,0.0
382113,2014-07-27,3.9,3.9,4,2,1,1,2,0,2,2,0,0,2.31,2.31,1.54,0.51,4.62,4.62,1.0,0.0,0.0,0.0,4.62,0.0
382114,2014-07-27,3.0,2.0,2,4,0,2,2,0,3,2,0,0,0.0,9.0,1.33,2.0,9.0,9.0,1.5,0.0,0.0,0.0,6.0,0.0
