game_pk,home_pitching_qs_rate_rolling_10,away_pitching_qs_rate_rolling_10
380537,,
380538,1.0,1.0
380546,,0.5
380540,,
380541,,
380542,,
380543,,
380544,,
380545,,
380547,,
380548,,
380549,,
380550,0.5,
380551,,
380552,,
380553,,
380554,1.0,1.0
380556,1.0,0.0
380557,1.0,0.6666666666666666
380558,,
380559,0.0,0.0
380560,0.0,1.0
380561,0.3333333333333333,0.0
380562,1.0,0.0
380555,1.0,1.0
380563,0.5,1.0
380564,1.0,1.0
380565,1.0,1.0
380566,0.5,1.0
380567,1.0,0.5
380568,1.0,0.0
380569,1.0,0.75
380570,1.0,0.0
380571,1.0,0.0
380572,0.5,0.5
380573,0.0,1.0
380574,0.25,0.0
380575,1.0,1.0
380576,0.5,0.5
380577,0.0,0.0
380578,0.5,1.0
380579,1.0,1.0
380580,1.0,0.3333333333333333
380582,0.5,0.0
380583,1.0,0.5
380584,0.6666666666666666,1.0
380585,0.4,0.3333333333333333
380586,1.0,1.0
380587,0.6666666666666666,0.6666666666666666
380588,0.0,0.5
380589,0.6666666666666666,0.0
380590,0.25,0.3333333333333333
380591,0.6666666666666666,1.0
380592,1.0,0.3333333333333333
380593,0.5,0.3333333333333333
380594,0.0,0.6666666666666666
380595,1.0,0.6666666666666666
380596,0.6666666666666666,0.0
380597,0.5,0.6666666666666666
380598,1.0,0.3333333333333333
380599,0.75,0.6666666666666666
380601,0.8,0.25
380602,1.0,0.6666666666666666
380603,0.75,0.6666666666666666
380604,0.5,0.25
380605,0.4,0.2857142857142857
380606,0.75,1.0
380607,0.6666666666666666,0.25
380608,0.3333333333333333,0.25
380609,0.25,0.5
380610,0.75,0.75
380611,0.75,0.0
380612,0.4,0.75
380613,0.75,0.5
380614,0.8,0.5
380615,0.75,1.0
380616,0.6666666666666666,0.2
380617,1.0,0.5
380618,0.8,0.5
380619,0.4,0.4
380620,0.5,0.25
380621,0.8,1.0
380622,0.5,0.2
380623,0.5,0.2
380624,0.4,0.4
380625,0.6,0.8
380626,0.6,0.2
380627,0.5,0.6
380628,0.8,0.6
380629,0.8333333333333334,0.4
380630,0.8,1.0
380631,0.5714285714285714,0.3333333333333333
380632,0.8,0.6
380633,0.6666666666666666,0.4
380634,0.3333333333333333,0.3333333333333333
380635,0.5,0.3333333333333333
380636,0.5714285714285714,0.3333333333333333
380637,0.6666666666666666,0.5
380639,0.16666666666666666,0.8333333333333334
380641,0.4,0.7142857142857143
380642,0.6666666666666666,0.5
380638,0.5,0.8333333333333334
380643,0.8333333333333334,0.42857142857142855
380644,0.2857142857142857,0.3333333333333333
380645,0.5714285714285714,0.2857142857142857
380646,0.625,0.2857142857142857
380647,0.7142857142857143,0.42857142857142855
380648,0.625,0.6
380649,0.42857142857142855,0.2857142857142857
380650,0.8333333333333334,0.8571428571428571
380651,1.0,0.5
380652,0.8333333333333334,0.8333333333333334
380653,0.5,0.5
380654,0.5,0.625
380655,0.7142857142857143,0.42857142857142855
380640,0.42857142857142855,0.5714285714285714
380656,0.8571428571428571,0.375
380657,0.375,0.3
380658,0.5,0.25
380659,0.5555555555555556,0.375
380660,0.625,0.375
380661,0.6666666666666666,0.6666666666666666
380662,0.5,0.25
380663,0.8571428571428571,0.875
